"stno","X2014.09.01","X2014.09.02","X2014.09.03","X2014.09.04","X2014.09.05","X2014.09.06","X2014.09.07","X2014.09.08","X2014.09.09","X2014.09.10","X2014.09.11","X2014.09.12","X2014.09.13","X2014.09.14","X2014.09.15","X2014.09.16","X2014.09.17","X2014.09.18","X2014.09.19","X2014.09.20","X2014.09.21","X2014.09.22","X2014.09.23","X2014.09.24","X2014.09.25","X2014.09.26","X2014.09.27","X2014.09.28","X2014.09.29","X2014.09.30"
"466880","-1.0337","-0.2257","-0.7713","0.7524","1.45","1.4","-1.2216","-1.1258","-1.3156","0.6","0.3762","-0.9959","0.4446","1.8","1.7","-0.866","0.6498","1.5","1.95","1.2655","1.05","-1.2257","-0.3759","0.383","0.4788","0.7182","0.6498","0.684","0.6","0.8893"
"466900","0.35","0.7713","1.0285","1.5757","0.55","1.8711","1.1","0.45","0.45","-0.5362","-1.0285","-1.2124","0","0.8356","-3.6004","0.7","1.2","-0.513","-1.2856","-0.95","-3.6004","1.2257","0.3","-0.8426","-0.9193","1.3","-0.9959","1.2803","0","1.299"
"466910","0.342","-0.8863","-0.6","0.9959","-0.5904","1.9696","0","0.9193","0","0.1736","-0.6156","0.5472","0","0","-2.1547","0","1.9696","-1.1287","-0.8335","-0.7641","-2.4625","0","0","0","0.7713","1.6742","-0.342","1.2803","0.6","1.4772"
"466920","-1.3156","-1.5035","1.5757","0.382","0.6599","0.5904","-1.299","-1.4095","-1.4095","-1.5975","0.3126","0.3126","0.2605","0.7814","-1.7101","0","0.4689","0.6946","0.8335","0.7467","0","0","-1.0833","-0.8356","0.4168","0.5209","0.4515","0","0.2605","0.5383"
"466930","-0.6128","0.7518","0.6428","1.2257","1.0285","2.5372","0.6428","0.6894","0.7518","0.5196","0.55","-0.6928","0.8863","1.25","0.3126","0.6428","1.3856","1.3499","1.2856","0.6498","-1.9696","1.7727","0.7794","0.866","1.5588","0.766","0.6428","0.6428","0.6894","1.5321"
"466940","-2.1449","-2.1651","1.4784","1.607","1.35","1.607","2.0673","1.9917","2.0683","-1.4141","0","0.9642","2.5605","2.764","-3.0642","2.1666","1.2856","0.3994","1.0603","1.0261","-4.3301","-1.5427","-0.85","0.9193","1.9917","1.1","1.157","0.85","1.3023","2.3783"
"466950","-4.7924","-4.6045","-5.9201","0.6946","0","3.2174","3.101","1.95","0.8856","1.6","-2.55","-4.8497","0.5383","2.0863","-4.6","-6.1488","-3.2043","0","0","1.6759","-11.3449","-1.4934","-3.6373","-2.7251","1.7101","1.4023","0","0.9577","3.0529","4.4431"
"466990","-2.0569","-1.45","-2.5981","-1.1","-1.3","-1.65","-1.35","-1.7355","-1.4","-1.4","-1.65","-1.6712","-1.15","0.9577","-2.5069","-4.7271","-0.9","0.8551","-1.4141","-1.8385","-3.1497","3.5708","-1.7321","2.0673","0.3994","2.3492","-0.8893","2.0785","0.382","3.2909"
"467050","-2.6311","-1.2655","-2.05","3.8971","3.8567","4.7631","1.4555","-1.45","-0.9235","0","0.8356","-3.1177","0.4689","6.8944","3.0211","-1.15","2.4513","4.0496","5.7453","7.188","-0.4689","-3.2782","-1.65","-1.8385","1.9151","2.8344","3.2909","2.9876","0.95","3.4711"
"467060","-1.5588","-0.75","-1.299","-0.9642","-0.8","-0.4788","-0.5814","-0.3126","-0.8999","-1.6087","-2.3383","-1.5588","0","-0.6","-5.5442","-2.1666","-0.4446","-0.4788","-3.101","-4.8256","-4.3332","1.2124","0.1389","0","0.4446","-0.7071","-0.513","-0.4788","-0.4446","0.5472"
"467080","0.2605","0.513","0.5814","0","0","0.3647","0","0","-0.4104","0","-0.3994","0.4104","0.342","0.684","-2.9876","2.2553","0.2605","-0.3299","-1.4","-1.3339","-3.4641","0.3473","0.85","0.2778","0.7524","0.6498","0.3647","0.684","-0.3126","1.4"
"467110","-0.5814","-0.8999","0","1.0945","1.7355","0.5557","-0.5814","-0.75","-0.9","-1.299","0.2778","-1.4555","-1.3787","2.2498","3.0854","0","0.4168","-0.6498","2.2498","1.95","2.8579","-0.85","-1.4095","-0.9959","-0.3647","1.5427","1.2213","1.05","-1.3156","1.55"
"467300","-2.3383","0","-0.573","2.913","5.7119","2.2517","2.462","-1.6853","0","1.8","3.1514","1.9","2.2517","6.2043","3.4711","-4.0377","2.7575","5.7119","7","10.8329","14.3","2.5372","-2.9544","-3.2889","1.3499","3.4468","4.3","4.6","3.7","4.9"
"467350","0.7713","0.2605","-0.9642","1.3789","3.2889","2.4432","1.4772","-1.2803","0.2257","0.191","1.3156","0.55","0.9193","4.0703","2.9876","1.7727","1.6742","3.2499","4.0703","5.8261","6.7952","0.9642","-1.5","-1.4772","0.9397","1.8794","2.5981","2.7251","2.0673","2.4513"
"467410","-1.7854","1.6454","1.6087","-1.7854","1.1491","-2.1","-1.5975","0","1.0927","-0.3299","1.7854","-0.8893","2.3635","1.8187","1.8385","-2.0785","2.4432","1.5321","-1.7727","1.7321","5.3562","1.157","-2.9544","-1.9917","1.157","2.0785","2.3635","1.9151","2.1666","2.2553"
"467420","1.6454","1.3023","0","-0.95","0.85","-2.2553","0.9","-0.2431","-1.2213","-0.6156","1.4555","0.382","2.0681","2.1613","0.7182","-1.6853","2.3492","1.7321","0.2952","1.7321","3.4068","1.2213","-2.913","-2.2517","1.3023","2.0673","1.9053","1.4141","1.4555","1.3499"
"467440","1.2213","1.4784","1.2257","1.2856","0.7182","0","1.0285","0.513","1.2856","1.0927","0.684","-1.8711","0.95","0.7182","1.4784","-2.8191","1.4141","1.3499","0.2778","-1.6454","3.4711","-2.1","-0.9526","-1.5757","0.6156","1.4784","1.6712","1.5427","0.7524","1.4784"
"467480","0.55","0.2736","0.2605","1.0337","0.6","-1.4095","0.2084","-0.2431","-1.0285","0.4788","0.766","-1.5757","1.3787","-0.4788","-0.5814","0.2431","0.9848","0.1563","0.191","1.6742","2.8","-0.2431","-2.0785","-0.3126","0.191","0.9526","0.3857","-0.513","1.0337","-0.3762"
"467490","0.9526","-0.7071","-1.3156","1.4095","0.9526","1.3787","-1.4722","-0.9526","-0.8356","0.9397","1.0392","-1.3787","1.2216","-0.766","-1.3787","-0.55","0.866","-1.2","0","1.299","2.1666","-1.2124","-0.7071","0.766","0.9397","1.0833","0.9","1.0337","1.0337","0.9397"
"467530","0.342","-0.5","0.866","1.1258","0","0.9397","0.6894","0.6928","1.2","1.1818","-0.766","0.6128","1.0833","0","-1.157","1.0392","1.0833","0.3299","0.1736","1.0833","0.4515","0.2431","-1.0392","-1.0833","-0.1042","-0.2394","0.5","0.9848","0.8863","0.9526"
"467540","-0.4104","1.6454","1.6454","0.8","2.7713","0.684","-0.4104","-0.4446","0.7","-0.9642","0.5472","-1.0725","0.5814","3.8971","4.2435","1.3789","-0.8","3.1177","3.9837","3.1177","-2.65","-2.5981","-1.5588","0.7524","-0.513","1.2124","0.4104","0.75","0.5472","1.7619"
"467550","1.4722","2.4","2.2553","-1.45","-1.4023","-0.4862","0.6251","3.1408","1.9053","0","-2.7578","-1.607","0.8999","-5.05","-12.1487","-5.8219","-2.6311","0.866","-3.0854","-6.7493","-5.55","-4.1366","-3.4472","-1.8385","-2.5981","-1.5035","2.1449","2.9","2.5","0.4341"
"467571","0.4446","0.4788","0.2431","0","0.5814","1.9696","0.7","0.4446","0.513","0.4788","0.4446","0","0.513","1.9284","0.9","0.9","-1.8","1.1","0.5472","1.6742","0.1736","0.4446","0.4104","0.65","0.191","0.2605","0","0.5472","0.342","2.1613"
"467590","-0.2778","0.65","0.2431","0.3299","3.101","1.4784","0","0.2431","0.2431","0","0.3994","-1.7727","1.6454","5.8024","2.2231","0","0.4104","2.8579","4.5963","2.7","1.1982","-1.157","-1.157","-0.191","0.5","0.766","1.0285","0.8999","0.7713","1.7321"
"467610","1.5975","-1.7727","1.8187","1.8187","2.6812","1.7998","1.5588","1.8187","1.6454","1.8187","1.6454","1.3856","1.7321","3.8971","2.1613","-1.5975","1.4722","3.7239","3.7423","2.0673","2.2","-3.0311","-1.8794","1.299","1.8187","2.3747","2.4432","2.1449","2.5372","3.2889"
"467620","2.7713","-1.4555","-1.6712","3.3","3.7423","3.7423","-1.95","-2.45","-2.9876","1.6712","2.1212","0.75","3","5.5149","7.0064","0.8161","2.7575","6.1058","6.8937","1.4413","-14.0952","-10.9985","-8.0435","-4.1366","3.7588","4.4316","4.5","3.6","5.8104","3.6438"
"467650","-0.1216","0","0","-0.1389","-0.0868","-0.1216","-0.1389","-0.2394","0","-0.1368","-0.0868","-0.2736","-0.1042","0.45","0","-0.9","0","0","-0.1216","-0.6894","-0.85","-0.766","-0.5142","-0.1389","0","-0.0868","-0.1042","-0.2052","-0.2394","-0.1042"
"467660","0.7713","-1.2","0.9959","1.3156","1.4784","1.5975","1.0392","0.9959","1.0392","-0.9397","1.1276","-0.8426","-0.2605","1.607","1.6087","-1.2803","-0.55","1.5427","2.1666","1.7727","-3.2909","-3.195","-1.5975","-0.8426","1.0392","0.5814","1.0927","1.5975","0.7","1.2213"
"467770","-1.8187","-2.2517","-0.5209","3.1514","3.0529","-3.1177","-2.913","0.382","0.3647","-2.0681","2.7251","1.25","2.3383","3.6","-0.4862","-2.7251","2.913","2.4249","2.8191","6.3","6.0073","1.0945","0","-1.7619","2.1613","2.8559","3","3.1514","2.0673","3.4468"
"467780","1.7321","1.2856","0.7524","1.6853","2.4","0","0","0.8","-1.2213","-1.1491","2.7","-2.2","2.5981","3.0529","1.3","-2.1613","3.101","3.4468","2.8559","4.0377","9.303","1.1491","-2.4249","-1.5321","1.6853","2.7251","3.4","3.101","3","3.0529"
"467990","-1.7321","-1.4555","-2.1449","2.1855","2.6046","2.7713","1.4772","-1.8711","-2.2","-1.1276","1.6712","0.684","0.45","3.1497","5.6292","4.3226","2.2553","1.9734","2.8925","6.108","8.8633","-1.85","-1.7","0.3299","1.65","0.3994","0","1.2213","-0.65","2.25"
"C0A520","0.3812","-0.6304","0","1.0927","1.9056","1.3676","0.1575","0.7762","0.2025","0.4363","0.5299","-0.7564","0.2867","1.9117","2.6096","0.7762","0.9804","2.2875","2.7532","2.3486","1.2361","0.4104","0.1389","0.3316","0.817","1.1082","1.1321","1.2188","0.8693","1.2605"
"C0A530","0.5196","0.0523","0.3709","0.7552","1.501","0.6359","0.4145","0.2984","0.2954","0.5393","0.7771","0.2194","0.4603","0.3619","-1.3422","-0.7989","0.9613","1.0065","0.0401","-1.6249","-2.0572","0.0707","0.3995","0.1923","0.5162","1.0725","0.4788","1.3237","0.8285","1.4417"
"C0A540","-0.0717","-0.1813","-0.1749","-0.0618","0.0209","0.1975","-0.0914","-0.0839","-0.1932","-0.0946","-0.3886","-0.0845","-0.0927","-0.0523","-0.8947","-0.3881","-0.097","-0.0977","-0.3907","-1.2276","-0.6252","0","0","-0.0995","0.0156","-0.2624","0.1873","-0.1576","0.4015","0.2007"
"C0A550","-0.0208","0.0423","0.0156","0","-0.0545","0","0.0515","-0.0122","-0.0326","0","0.1","0","0","-0.05","-0.2868","-0.1147","0","0","-0.1204","-0.3355","-0.5736","-0.0523","0","0.0866","0","0","0.0996","0","-0.0105","0.0156"
