"stno","X2011.10.01","X2011.10.02","X2011.10.03","X2011.10.04","X2011.10.05","X2011.10.06","X2011.10.07","X2011.10.08","X2011.10.09","X2011.10.10","X2011.10.11","X2011.10.12","X2011.10.13","X2011.10.14","X2011.10.15","X2011.10.16","X2011.10.17","X2011.10.18","X2011.10.19","X2011.10.20","X2011.10.21","X2011.10.22","X2011.10.23","X2011.10.24","X2011.10.25","X2011.10.26","X2011.10.27","X2011.10.28","X2011.10.29","X2011.10.30","X2011.10.31"
"466880","1.3681","2.5","1.05","-0.45","0.3473","0.5904","1.4023","1.5049","1.3","0.4788","1.2","0.85","-1.2216","0","0.2778","0.6772","1.2655","0","0.573","0.513","0.3126","0.6425","1.5","-0.2084","0.5209","0","0.5904","0.5904","1.2997","0.6425","1.2997"
"466900","2.2553","3.3829","3.6438","2.1666","2.1613","1.5588","-1.5975","-0.75","-2.2553","-1.4095","-0.8999","-1.5975","-1.1258","-0.9526","2.7251","0.55","1.3856","0.7524","0.8","-0.5196","1.9734","0.2257","-1.5035","1.2216","2.4432","0.8426","1.2213","0.6128","0.4788","1.1491","1.2856"
"466910","-3.7423","-4","5.2623","5.6382","2.4432","-2.3635","-3.4769","-5.2","-4.3332","-1.4772","-2.3","-1.0833","-0.9","1.9696","2.7251","0.382","1.2213","2.2651","-2.1666","-1.5757","2.3492","0.9577","0.4168","0.8863","3.0311","1.3","-1.7727","-1.9","0.3126","-0.2952","-2.2"
"466920","0.8335","0.9898","0.8893","-1.4772","0.4168","0","0","0","0.6772","-0.2257","0.4862","0.4341","-0.6428","-0.191","0.3126","-0.6772","0.6599","0.6425","0.6425","-0.2605","0.3473","0.6425","0.6946","-0.7","0.5036","0","-1.1287","0.6078","0.6946","0.6946","0.6599"
"466930","1.5321","1.8187","-2.462","0.2257","3.007","4.9804","3.7588","1.5427","1.3023","0.5142","0.6428","0.5142","0.45","1.0337","3.9467","4.2286","4.6045","2.4432","1.8187","1.5975","2.6311","4.8864","1.6454","0.6428","-2.0785","-1.7321","2.2517","3.2043","4.4166","-1.8794","-1.3023"
"466940","3.8567","4.7566","8.5678","4.2347","3.1514","2.5115","0.9919","2","1.6","0","1.9151","1.299","-0.7071","1.05","5.7119","1.8","3.5507","3.9834","3.6373","1.6742","3.9392","2.2215","0.9","1.9734","6.0622","4.8497","3.0311","1.8385","1.9926","3.3706","2.8283"
"466950","5.7","8.4205","12.5631","11.2268","7.8785","6.4086","2.5309","4.55","2.4283","-7.4478","-2.0179","0.9203","-6.322","5.2857","7.4236","5.2066","5.8219","7.6604","6.9282","5.9751","6.2354","5.5426","1.7101","-3.6373","9.5263","7.4478","5.5921","2.75","4.0496","5.8219","6.755"
"466990","3.7588","5.9088","4.5899","-1.5427","1.8641","2.3492","2.5605","-0.5036","-1.1","-1.9284","-1.2","-1.1","-2.2553","-1.45","0.8551","3.6373","2.9876","3.8105","3.0642","-0.9577","2.3747","3.5507","-1.05","-1.6087","5.5155","3.8302","3.2909","2.7713","3.2889","3.2174","2.7713"
"467060","0.9724","1.476","-1.094","1.45","0","-0.684","-0.5814","-0.5814","-1.7854","-1.4722","-1.1491","-0.4","-1.9919","0.9642","-0.2778","0.3473","-0.3473","0","0.3473","-0.5472","1.5975","1.5035","-0.4104","-1.7321","3.2889","0.5557","0","-0.7524","-0.7866","2.3635","-0.684"
"467080","3.2139","4.6281","-2.764","0.9","1.0927","-0.7071","0.2431","-0.3762","1.4","-0.8356","-0.3299","0.3857","1.0725","-0.2605","-0.7071","0.3299","0.3647","-1.1","0.2952","-1.0927","1.4784","0","0.4446","1.3856","0","0","-1.9917","-1.4784","0.4168","0.4788","1.0285"
