"stno","X2011.02.01","X2011.02.02","X2011.02.03","X2011.02.04","X2011.02.05","X2011.02.06","X2011.02.07","X2011.02.08","X2011.02.09","X2011.02.10","X2011.02.11","X2011.02.12","X2011.02.13","X2011.02.14","X2011.02.15","X2011.02.16","X2011.02.17","X2011.02.18","X2011.02.19","X2011.02.20","X2011.02.21","X2011.02.22","X2011.02.23","X2011.02.24","X2011.02.25","X2011.02.26","X2011.02.27","X2011.02.28"
"466880","0.7182","0.2084","0.5814","0.4446","0.9919","0.3473","0.6498","0.2605","0.4341","1.9696","2.462","0","1.157","2.462","1.1629","1.2213","0","0.5383","0.513","-0.2084","0.3299","0.3126","0.4788","0.4446","0.4862","1.5","-1.1818","-1.1276"
"466900","2.1613","1.5035","1.5975","1.5757","-0.3762","-0.9642","-1.7355","0.8999","1.3156","2.1","3.4769","0.4788","-1.9919","2.913","1.5588","1.8385","1.1491","2.4432","1.7727","2.2651","1.5588","1.5","0.7518","-0.9526","0","-1.7619","0.6","0.9642"
"466910","-2.2981","2.0681","-1.9919","2.5605","0.5557","1.9","-2.6","1.9","1.3","2.8559","5.2623","-3.2909","-3.2909","5.6134","-4.0407","-2.7575","0.7182","-0.7182","0.7866","3.5453","1.4722","-1.4555","-1.2803","-1.0833","0.8551","-3.101","-0.8863","-1.4"
"466920","0","0","0","0.2431","0","0.3994","0.4689","0","0.4689","1.4555","0.7524","-1.0603","0.3994","0.4168","0.6425","0","0","0","0","-0.2257","0","0.3473","0","0","0","0.6251","-0.35","0.6928"
"466930","2.0785","3.195","3.6648","1.0725","2.8579","1.5588","0.55","1.0725","3.6648","1.6914","2.9445","2.3747","1.7854","3.195","3.7588","0.6894","1.7854","5.2623","3.9467","3.007","3.8527","1.7854","0.7794","0.4596","3.5708","1.6454","0.7071","-0.5142"
"466940","2.3","3.7423","1.4722","-1.2856","1.7619","1.2257","-0.8356","-1.7355","2.6812","2.8559","7.4845","1.8127","2.3635","6.6967","3.2909","-0.8","-1.6712","3.5507","3.3483","3.9392","3.4769","1.3789","0.9642","0.9959","1.6712","1.8385","1.2856","1.0927"
"466950","5.0559","6.205","5.3351","5.2","4.3665","0.4689","0","1.0593","5.3994","6.8598","9.8668","5.7208","2.9072","11.3253","5.5923","-8.7391","5.2828","7.1242","6.9282","7.6115","6.3899","2.764","2.4426","0.7293","4.371","-2.6","-5.8261","2.6"
"466990","0","-1.2997","2.6812","-1.55","2.2215","-1.6","-1.5","-1.3","1.8641","-0.9577","5.7453","1.8641","-2.659","5.2091","2.1449","-3.1514","-1.85","3.8971","-0.4168","2.0683","0.3647","0","-0.382","3","3.0311","-1.1","-1.55","-1.2"
"467060","-0.3473","1.1287","0","0","-0.9577","-0.8893","-0.9235","-0.8893","0","2.913","4.5105","0","-2.2215","0","0.5383","-0.8208","1.9917","0.5383","0","0","0","0","-0.7182","-0.6498","-0.3994","-0.8893","-1.0261","0"
"467080","-0.2084","0.7","0.4788","0.684","0.8893","0.3299","0.2952","0.2952","0.55","1.9734","1.6853","0","1.2216","2.1666","-0.7","0.7713","0.3473","-0.2952","-0.1563","-0.1216","-0.2257","0.2605","0.4104","0.4","-1.0927","-0.2605","0.3299","0.95"
"467110","2.5279","1.7998","2.5372","1.1","1.2313","2.1613","2.5115","0.2431","1.6075","2.0569","2.4","2.6","2.0569","2.05","3.0211","1.3023","0.7524","2","1.25","1.0261","2.6354","2.1449","1.4784","0.85","1.8","0","1.6742","0.5209"
"467300","10.6359","10.4306","9.115","7.9874","9.6788","6.6967","5.8","4.8256","8.1753","9.0602","14.1894","12.9678","10.5246","15.1291","12.5919","6.6718","6.7658","11.0884","9.6788","11.9341","11.0884","8.6452","5.0743","5.2195","7.7055","8.0814","3.4769","5.0743"
"467350","5.318","5.0225","4.4","3.9392","4.7924","3.4","2.7575","1.7727","3.9467","4.6985","7.4236","6.6967","5.5149","7.2356","6.5982","3.6648","3.6648","6.014","5.121","5.6134","5.7321","4.7924","3.007","2.8559","4.1346","4.3226","1.7727","2.3492"
