"stno","X2010.02.01","X2010.02.02","X2010.02.03","X2010.02.04","X2010.02.05","X2010.02.06","X2010.02.07","X2010.02.08","X2010.02.09","X2010.02.10","X2010.02.11","X2010.02.12","X2010.02.13","X2010.02.14","X2010.02.15","X2010.02.16","X2010.02.17","X2010.02.18","X2010.02.19","X2010.02.20","X2010.02.21","X2010.02.22","X2010.02.23","X2010.02.24","X2010.02.25","X2010.02.26","X2010.02.27","X2010.02.28"
"466880","0.3994","0.9577","0.6498","-0.1389","0.5196","-0.2052","0.35","0.5","-0.2052","0.5196","0","0.7988","0.6946","0.8","0.2431","0","0.2257","0","0.3126","1","0.2736","-0.171","0.1216","0.1216","-0.0521","0.5","0.3214","1.3"
"466900","1.7854","1.6742","2.1613","2.5605","1","1.0833","0.9848","0.7713","0.2736","0.65","2.0673","4.4166","1.6454","2.3492","3.5708","2.4432","2.4432","2.3492","1.7854","-1.3856","-1.299","0.5909","-0.9959","0.8999","-1.1491","-1.4555","0.3078","-2.0785"
"466910","0.5904","-2.6847","2.5605","2.3635","2.1666","-0.7878","3.3","-1.4772","-1.2257","-1.9","1.35","1.607","-3.8527","1.7727","3.3483","3.4468","3.8408","3.0529","-0.7866","-0.5209","-1.5","2.7","-1.7854","-1.9","-1.8187","3.5453","-2.2517","-2.4"
"466920","1.0261","1.3339","0.684","0","-0.55","-0.766","0.7","0.2431","-0.45","-0.6928","0.8551","1.7101","1.5391","-0.2605","0.7524","1.3","0.2605","0.7524","0.8551","0.9235","0.342","0.5785","0.6498","0.2257","-0.45","-1.0392","0.2736","2.05"
"466930","2.913","1.9053","2.7251","1.6914","-0.6578","-0.1532","0.8457","0.5785","0.766","0.6428","1.9734","6.014","5.0743","-0.6062","4.4166","4.3226","4.5105","4.6985","5.5442","2.6311","0.766","0.9848","0.7713","0.7071","0.9397","1.2213","0.8426","0.1736"
"466940","2.5279","0.7524","2.4249","2.1613","-0.8356","-1.05","-1.6087","1.4722","-0.9","-1.9151","2.4249","5.9201","2.2","2.8559","5.4502","6.2959","5.9201","6.202","4.2286","0.2394","0.9","-1.4784","1.2257","1","-1.2124","-1.6914","1.299","1.4722"
"466950","5.2709","1.0072","4.2","6.2816","3.45","0","3.7282","-3.2174","0","0","5.4389","9.4909","5.5923","-3.95","9.209","10.0547","9.209","8.3633","6.6646","2.9","2.3","3.5996","4.1346","-7.1014","-7.4478","-2.55","3.2174","-4.6923"
"466990","3.6373","0.5472","1.607","-0.4168","-0.382","-0.3473","-0.4168","1.9696","-1.4","-1.6","2.911","3.921","1.9696","-1.8","2.5069","2.0569","1.9734","1.2","1.5321","1.4555","-1.0603","-0.4168","-0.7524","-1.95","-1.45","-0.5383","1.8385","-1.4784"
"467060","-0.5557","0.7866","0.4168","1.7854","0","-0.684","-0.6","-0.513","-0.7524","-0.6498","2.5605","4.2286","1.1287","-0.5472","2.6354","1.2655","0.6425","0.7293","0.7641","1.0603","-0.8208","-0.6498","-0.7866","-1.607","-0.684","-0.7524","-0.2084","1.3856"
"467080","1.4","-0.4788","1.5975","0.6498","0","0.5","0.7713","0.3214","0","0.5472","0.8551","1.0261","0","-1.157","1.7355","-0.7","-0.1563","-0.55","0","-0.2778","-0.5472","0","0","-0.3473","0.4104","0.95","0.513","1.0285"
"467110","0.8551","1.65","1.2997","1.0603","1.2","1.2","0.9193","0.3126","-0.8863","-1.4555","-2.5372","1.9837","2.55","1.3","2.1","2.45","2.2498","1.2313","1.75","2.0683","-0.7182","0.65","1.3856","-0.3857","-1.0285","-2.1613","0.9","1.4784"
"467300","4.0377","8.4693","8.8633","9.7496","8.6663","8.0754","6.7952","4.8864","3.4468","-4.9363","-4.924","13.6","12.5071","8.0814","12.1","14.7721","14.2797","14.7721","12.3","8.5","4.8256","5.2195","4.1362","-5","-6.8598","-5.6382","-1.0945","4.2347"
"467350","2.0681","4.0407","4.1346","4.3332","4.2347","3.9392","3.1","2.462","-1.6","-2.1666","-3.4","7.3296","5.9201","4.4166","5.9201","7.0477","6.5982","6.3899","5.0743","4.2347","2.3635","2.4","1.7","-2.3","-3.1","-3.9","-1.9","2.0681"
"467410","1.6","1.65","2.7","3.0211","2.8925","2.05","3.5507","1.2213","-1.4141","-2.2498","-2.0785","2.8283","1.3681","0.6251","1.6075","1.6759","1.8469","1.7101","0.6946","0","1.4784","2.7578","1.1","-3.1177","-3.7239","-1.35","1.0927","1.6454"
"467420","2.6","2.7575","4.8256","4.4","3.7423","3.4","3.4","1.8711","-1.9053","-2.9445","-2.9544","3.9","3.3483","2.659","3.9","4.3","4.8256","4.5301","3.3","2.8","1.5975","3.0529","1.7727","-2.8","-4.1346","-2.7575","-0.7524","1.0927"
"467440","1.9151","2.1666","2.9544","2.7575","2.0673","2.2651","2.2651","0.9848","0","-1.8","-1.2","1.5975","1.4772","1.3156","2.1666","1.9696","2.8","2.0681","2.3635","1.8","0.8356","2.0681","1.3787","-2.2517","-1.6454","-0.766","0.2778","0.8999"
"467480","1.5035","1.6742","2.9","2.9","2.5605","2.1613","2.4","0.55","-0.85","-1.7998","-1.9926","3.1","2.1666","2.1666","2.9","3.0529","3.4","3.3483","2.1666","1.6","1.0833","1.8187","1.1818","-1.3499","-2.3747","-2.4513","-0.6156","0.8356"
"467490","1.1818","1.2803","1.8711","1.8794","1.4722","1.0725","1.0725","-0.3078","-0.45","-0.8","-1.0285","2.2651","1.0833","1.4772","1.9734","1.9053","2.1666","2.3","1.3","0.8457","-0.5362","0.7","-0.5362","-0.9","-0.9397","-1.7727","-0.7713","0.766"
"467530","-1.0833","1.5035","0.6928","-0.2605","1.0285","-0.6128","-1.3156","0.866","0.4788","-0.191","0","0","-0.6894","-1.0392","0","0","0","-0.3647","0","-1.5035","-0.7071","-0.2778","0.9642","-1.2124","-0.4788","0","0.4788","-0.342"
"467540","2.6847","2.2651","0.8208","0.7713","0.513","0.7713","0.7182","0.513","-2.8191","-3.9","-3.3","3.7588","3.101","-1.8794","2.4249","2.5372","1.6454","2.3","1.9696","1.9919","0","1.05","1.0725","-1.7854","-2.2651","-3.101","0.5814","1.6087"
"467550","2.5","2.4283","3.55","0","0","0.8682","-0.8335","0.8682","2.1547","-1.0593","2.8046","0","-0.8161","0.8161","1.6417","-0.903","0","-0.903","2.1205","0.9377","-0.8335","2.3257","0","-7.78","0","1.285","1.2503","-3.9837"
"467571","1.7727","1.4722","2.2553","1.8711","1.3156","1.0337","0.9","1.2216","-0.7878","0","0.382","4.1346","1.8187","1.5","3.101","3.6648","2.8191","3.0311","2.6311","0.9642","0.342","0","1.0833","-0.1563","-0.9848","0.4341","0.8457","0.3762"
"467590","1.2213","2.2981","1.4772","0.866","0.8863","0.7794","1.1818","-1.4","1.1818","-1.2","0","3.3425","3.7282","0","1.9734","3.9834","2.3747","3.677","2.5981","2.5605","1.0833","1.1258","0.2257","-1.25","-0.3647","0.3299","1.7854","0.5557"
"467610","3.677","2.7713","3.101","2.1449","2.5","1.6087","2.1666","2.7575","-2.0683","-2.6046","-3.3706","6.2959","3.0311","-2.5","5.1683","4.6045","3.3483","4.4167","1.9053","2.7713","1.9053","2.4513","2.0785","2.0673","-3.1177","2.8559","2.2553","1.9919"
"467620","-3.2834","3.8105","3.2174","3.294","2.1","1.6","-1.15","-2.6354","-7.1417","-8.4004","-9.2691","8.6603","6.5818","-5.5921","6.9282","9.0067","8.5797","9.4397","7.188","5.0229","-2.4513","-1.0245","3.3425","-5.2","-8.8","-4.07","-3.5912","4.7495"
"467650","-1.3787","-0.6","-1.1276","-0.8356","1.2124","1.5757","1.5757","1.1491","1.0285","0.3126","0.3126","-1.2124","0.7071","0.8999","1.1491","-0.9193","1.1276","0","-1.4772","1.0337","1.1276","1.5757","0.513","-0.2778","0.6156","0.3126","0","-1.3"
"467660","1.8641","0.513","1.2213","0.513","0.6","0.4104","0.9959","0.8999","1.6087","-2.1613","-2.3492","2.3747","1.1258","1.2257","1.9151","1.5757","1.3156","1.3156","1.3156","1.1276","0.9193","1.3023","1.1491","-1.8794","-2.4249","-1.9151","0.9642","0.7"
"467770","3.8408","4.2286","5.318","5.4502","4.924","4.4316","3.7","3.5","0","-3.1177","-2.5712","8.2724","5.0225","5.3","7.1891","7.583","6.5778","7.8785","5.1683","4.0407","2.3635","2.3","2.659","1.7854","-3.5","-4.4166","-3.0529","3.1514"
"467780","3.7588","3.9068","5.6687","6.322","4.8261","4.9363","5.121","3.4","1.15","-3.3","-1.7619","6.4952","4.5963","4.8864","6.4086","5.7453","7.2746","7.0148","4.2132","3.677","2.4513","2.5069","3","-2.2553","-3.007","-1.8641","1.35","3.7"
