"stno","X2018.10.01","X2018.10.02","X2018.10.03","X2018.10.04","X2018.10.05","X2018.10.06","X2018.10.07","X2018.10.08","X2018.10.09","X2018.10.10","X2018.10.11","X2018.10.12","X2018.10.13","X2018.10.14","X2018.10.15","X2018.10.16","X2018.10.17","X2018.10.18","X2018.10.19","X2018.10.20","X2018.10.21","X2018.10.22","X2018.10.23","X2018.10.24","X2018.10.25","X2018.10.26","X2018.10.27","X2018.10.28","X2018.10.29","X2018.10.30","X2018.10.31"
"466880","1.4","1.4","1.45","-1.5588","-1.6454","1.55","1.25","0.6156","1.2","0.9","0.513","0.7866","1.35","1.35","1.15","0.7071","0.35","1","0.8551","1.3","0.8208","-1.0337","0.342","1.3","1.05","0.4788","1.65","1.15","1.65","2.1","1.75"
"466900","-0.2257","0.9959","1.3023","2.8","0.1563","-0.1736","1.3156","1.2216","0.8457","1.2216","1.8794","-0.45","0.6894","1.1491","1.0337","1.8711","1.7727","0.9959","0.55","0.8356","1.0833","0.8426","1.5975","0.5196","0","-1.1258","1.6454","0.2778","0","0.2431","2.2553"
"466910","-2.9","0.2778","2.8191","8.9","3.7423","0.573","1.7998","-1.7","-1.5975","0.8208","4.0407","-2.0785","-4.5301","-2.8344","1.5975","2.659","3.2499","-2.4","-3.0529","-2.6847","0.2605","1.2","3.2","-0.4788","-0.6156","2.2","3.4468","2.4","-1.7619","-4.8","-3.1514"
"466920","-0.5383","-2.4249","2.1449","0.9642","1.7","-0.6078","-0.5036","0","0.4341","0","-0.7524","-0.4862","0","0","0","-0.7071","-0.4104","-0.5383","0","0.5557","0","-1.1818","-1.5757","0","0.5557","0","0.5383","-2.3635","0","0.8509","0.6078"
"466930","1.1","2.2517","-1.2213","2.3635","1.9919","4.6765","4.5899","2.7713","2.0785","2.5981","1.5321","4.1569","3.8971","3.2174","2.2981","1.7321","1.8385","2.7578","3.7239","4.9363","1.9053","0.3","1.9053","2.9445","1.3023","1.0285","-1.157","-1.2257","1","2.314","3.5238"
"466940","1.5","3.294","4.5899","5.7119","-2.314","1.4784","1.9734","2.9445","2.3635","3.8971","6.4997","3.5507","1.45","1.607","1.7619","2.9544","4.7271","2.1","2.15","1.55","1.3499","-1.5975","3.7423","2.7713","1.8187","2.4249","4.8497","3.2043","2.5279","3.1497","3.3425"
"466950","4.7495","6.2816","7.2774","16.3478","5.65","3.35","6.5114","6.4348","4.9793","6.6646","9.7861","6.9421","5.2","3.5228","4.25","6.108","7.3296","5.15","8.0435","4.9495","2.85","-4.2435","6.4952","5.5155","1.9837","4.5963","8.0814","5.3694","5.2066","5.5","7.5849"
"466990","0.4689","1.2997","1.5391","-3.4769","2.3635","1.85","0.9577","1.8641","0","0","1.5391","1.2","1.6087","0.4168","1.607","0.5557","1.0261","1.1629","1.55","1.0261","0.382","0.8208","0.4515","1.7727","-0.684","0","2.1889","1.0945","1.3339","2.4513","1.7"
"467050","3.35","3.4","4.6281","5.5426","1.607","3.7282","4.3067","4.1138","3.6639","4.5638","5.078","3.2","3.65","4.0496","4.1366","3.1408","3.9853","3.45","3.7","3.3","2.3","1.8187","4.1366","3.8567","2.7578","1.55","4.6923","0.903","3.5","5.3","4.85"
"467060","-0.8208","0.5904","-0.6078","2.9568","-0.4341","0.8551","0.4341","0.6425","-0.5472","-0.9235","0","0.6078","-0.573","1.15","1.4","2.8191","2.8191","0.5557","-1.0603","-0.5209","-0.3473","-0.4341","-0.8893","0.4515","0","0.5209","0.7293","0.6599","0.5904","-0.5036","1.0945"
"467080","0","0.5383","-0.3994","3.1514","0.4689","-0.6498","0.2084","0","0","-1.05","-1.2257","-0.513","-0.5472","-0.4788","-0.3126","-1.4555","-0.4788","-0.95","-0.3299","-0.7182","-0.2084","-0.85","0.6498","0.2431","0.4104","-1.2213","1.9284","0","-0.9919","-1.7619","-1.4784"
"467110","4.0377","1.5391","3.8971","2.1855","1.3","2.5279","2.05","2.7578","2.4249","1.3681","2.45","3.2139","2.6997","2.6812","1.45","0.7182","1.2997","2.8283","2.35","0.7641","2.2981","1.2","0.9919","1.6","1.5427","0.2778","0.8161","2.1855","1.2997","4.1569","3.6639"
"467300","6.5114","9.8054","12.2976","12.7306","5.8261","4.7495","8.1201","8.3138","6.1488","8.054","11.8737","10.8012","8.3499","5.8024","8.1753","6.4839","8.4265","9.2691","9.3531","8.8095","7.188","3.9837","6.205","7.2774","5.4389","4.6985","11.7779","11.8645","12.0378","13.3368","14.376"
"467350","4.5899","5.7158","5.9756","6.108","1.9734","2.9445","4.7631","4.3301","3.8971","4.5033","6.322","5.9756","5.0229","4.0407","4.0407","3.5453","4.6765","5.456","5.2828","5.0229","3.8971","2.462","3.6373","4.5105","3.3775","2.0785","5.889","5.9201","6.108","6.755","7.0148"
"467410","-1.3789","2.7251","3.2889","5.9088","4.2286","2.2651","2.5372","2.1666","-1.5975","1.9734","3.7588","3.0529","2.659","2.0673","2.4432","3.4769","3.007","2.0681","2.4432","2.3635","2.1666","1.9","3.2499","2.3635","1.8794","2.4432","4.3332","3.3829","3.1514","2.3492","3.2889"
"467420","-0.382","2.3492","3","6","4.3332","1.9","2.0681","1","-1.2856","1.8711","3.8","2.8","2.3","1.9","2.2651","2.5981","3.0529","2.1","2.1666","2.2","1.9","-1.05","3","2.2651","1.7727","2.2","3.9392","3.2","2.462","1.9","2.7575"
"467440","-1.5975","1.4141","1.5975","4.5301","3.9068","1.2213","0.8","0","0.5814","0.8999","2","1.6914","0.684","0.3473","0.3473","3.101","2.1613","0.5814","1.2856","0.5814","1.7854","0","2.0681","0.8","0.9642","1.607","1.9","1.8711","1.9696","0.6156","2.2553"
"467480","0.1389","1.3156","1.2124","3.8408","1.8711","0.8863","0.5","0.5142","0.5785","0.45","2.1","0.9848","0.4104","0.2394","0.55","1.1258","1.2124","0.3762","1.0392","0.8426","0.3762","0","1.5757","1","0.4","0.9848","1.9","1.4772","0.55","0.6128","1.2803"
"467490","0.8863","1.6742","1.8711","3.7","1.5588","0.7794","1.1258","0.7713","0.6428","1.1491","2.5605","1.6","0.7518","0.5142","1.299","1.3856","2.0673","1.2803","1.1276","0.9397","0.9","1.0337","1.9","0.766","0.8863","1.2216","2.7","1.7727","1.0833","0.7518","1.4772"
"467530","-1.1","0.342","0.6928","1.0392","0.7794","0","0","-0.4","0.3214","0.6428","-0.6928","-0.6894","-0.5","-0.6894","-0.45","0.9848","0.7","-0.6","0.65","0.9","0.7878","0.7","0.8","-0.1563","0","0","1.1258","1.0927","0.3762","-0.1736","-0.2084"
"467540","2.6812","3.3775","2.3747","-0.5472","0.4788","2.3747","0.7866","0.9","0.6156","2.2517","3.4641","3.7239","3.3775","0.7866","1.157","0.7","1.2","3.2909","3.7239","2.5981","2.0681","0.65","0.8","1.7727","0.95","0.4788","3.2043","2.6046","3.677","5.7158","5.3694"
"467550","0","1.0945","2.462","2.7713","1.9919","-3.4068","-3.1514","-1.607","0.75","-1.05","-1.5","-1.6","-1.9926","-1.6","-1.0945","-1.0945","-0.6251","-1.3","1.2313","0","1.7998","1.75","0","-0.6251","2.3783","0.684","-0.5209","2.6847","-1.3","-5.05","-6.7"
"467571","1.6712","3.195","2.8579","1.6454","0.2257","1.0285","1.4784","1.9919","1.7854","2.1449","2.2215","2.5115","1.25","0.5472","1.8794","1.5035","1.9053","2.1855","1.0603","1.15","0.85","0.8","1.3856","1.9696","0.1389","0.75","1.7","2.5115","3.2909","3.5238","4.0703"
"467590","5.5426","5.1095","4.2286","0.8","1.8794","2.0673","0.7524","1.1276","1.5757","2.8579","4.5197","5.1962","5.5426","2.2981","1.5588","0.8356","1.6454","5.7158","6.322","4.0703","2.2215","0","0","2.7575","2.5115","0.65","5.2828","4.4167","4.1346","7.5344","8.9201"
"467610","4.3","5.2","5.318","-2.8","2.1651","4.1569","3.2889","2","1.9696","3.101","5.0743","5.6292","5.1683","2.6847","2.8191","1.5321","3.6648","4.4167","4.2286","3.5708","2.462","1.8187","2.5115","3.6648","2.3492","1.6454","5.7119","4.8256","6.5778","6.4839","5.2828"
"467620","5.4164","7.6115","14.9822","7.2774","3.5453","6.9537","3.9467","2.6354","2.2","6.1488","7.7994","8.5512","6.108","4.0377","4.7631","-1.4365","7.621","8.1753","5.7321","4.1569","4.2898","1.4365","3.2909","3.7588","3.6373","1.95","6.0073","7.9769","8.9618","8.9618","12.211"
"467650","1.2216","1.3156","-0.8457","0.5909","0.866","1.2","1.3856","0.4446","0.6578","0.6","0.6894","0.9848","1.2216","0.342","0.3762","0.4104","0.9526","0.8999","0.3762","0.342","0.2084","-0.65","0.3762","0.3762","0.65","-0.9848","-1.5035","-0.1736","-0.9848","-1","1.4772"
"467660","1.6853","1.607","1.9919","0.7","0.4446","1.2856","1.0927","0.75","1.2124","1.1491","1.8385","1.8711","1.8385","1.0285","0.9642","1.0392","1.2257","1.6914","1.7854","1.4555","1.1258","0.7794","1.1276","1.2803","1.2124","-0.7794","1.7321","2.3","2.2981","2.3747","1.7854"
"467770","4.924","6.8","7.8785","8.5","3.9467","3.9392","6.5","5.8104","4.7271","6.3028","7.9","6.3","4","2.4249","5.2195","4.7","6.3","6.4","5","5.7","4.1","2.4513","5.5149","5.4","3.101","2.8579","8.2","6.5","6.4013","5.6134","6.7"
"467990","1.0603","2.9568","5.121","3.5453","2.4249","0.4862","2.1855","3.4468","1.8641","3.6004","4.2132","3.8302","4.1346","3.7588","2.3747","1.65","3.5708","2.9568","4.3301","2.8344","2.0673","1.6","2.0569","2.2981","1.8711","1.6087","2.5","1.6742","2.0681","4.4166","5.8104"
"C0A520","1.5343","1.5343","1.1635","0.0122","0.9703","1.6798","1.4369","1.1756","1.0328","1.1151","0.5734","1.7781","1.8","2.0569","1.2527","0.5999","0.6157","1.0393","1.5863","1.6059","1.5745","-0.4015","0.3","1.7","1.3199","0.4384","1.2679","1.4913","1.7453","2.5695","1.9523"
"C0A530","0.6508","0.6103","0.7417","0.5557","0.8192","1.2667","0.3914","0.2925","0.35","0.1888","0.8918","0.7211","0.708","0.7388","0.5162","0.5909","0.1563","0.6883","1.0625","0.191","0.708","0.2884","0.5869","0.3214","0.7548","0.3394","1.2713","1.0337","1.3584","1.837","1.0143"
"C0A540","0.0416","0.2963","0.3","-0.1627","0.0845","0.0996","0","0","0.0174","0","0.0946","0.1798","-0.0261","0.1999","0","0.1981","0","-0.0259","0.197","0.0309","-0.1782","0.0927","0","0","-0.2487","0.1995","0.2971","0.3985","0.0908","0.1929","-0.0087"
"C0A550","0","0","0.0951","0.6293","-0.061","0","0","0","0","0","0.05","0","0","0","0","0.0485","0.0819","0","0","0","0","-0.0643","0","0","0","0.0521","0.0839",NA,NA,NA,NA
"C0A560","-0.4806","-0.0105","0.097","-0.1782","0.1891","-0.2819","0.0982","0.0883","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-0.3804","-0.5977","0.6996","-0.1455","0.495","-0.5202","-0.0776","0.2649"
