"stno","X2018.05.01","X2018.05.02","X2018.05.03","X2018.05.04","X2018.05.05","X2018.05.06","X2018.05.07","X2018.05.08","X2018.05.09","X2018.05.10","X2018.05.11","X2018.05.12","X2018.05.13","X2018.05.14","X2018.05.15","X2018.05.16","X2018.05.17","X2018.05.18","X2018.05.19","X2018.05.20","X2018.05.21","X2018.05.22","X2018.05.23","X2018.05.24","X2018.05.25","X2018.05.26","X2018.05.27","X2018.05.28","X2018.05.29","X2018.05.30","X2018.05.31"
"466880","-0.9397","1","1.95","1.85","0.5","-0.6894","0.4788","1","1.5","2.2","0.9642","-1.2216","-1.1258","-1.2216","-0.9397","0.6","0.9642","-1.2216","1.2257","-0.7","1.0285","0","0.8551","0.85","-1.4555","-1.5321","-1.5975","0.7","-1.2803","-1.0392","0.2952"
"466900","0.6428","0.9642","1.5588","-2.5981","-1.3856","-1.1258","0.4788","1.9734","0.8426","-0.8356","0","0.7071","0.7713","0.5785","0.5785","0.9193","0.8426","0.9959","0.6428","0.6428","1.2124","0.4","1.2803","-0.8426","-1.299","0.7713","0.8999","0.5785","-0.9526","0.7071","1.2856"
"466910","-1.1","1.4722","0","-1.0603","-1.4","-1.6454","1.5588","3.5453","1.4141","0.6078","0","-1","-1.8","0.9397","-1.3787","-1.4","-1.0833","-1.9696","1.5","1.5975","1.9","1.3","0","1.1","-1.8","1.8385","1.6742","-1.5757","1.2803","1.6914","2.5"
"466920","-1.4","1.9","0.7988","0.7467","-1.0392","-1.4772","-1.5757","1.9917","0","0","0.4168","-1.3787","-1.6742","-1.1818","-1.0833","-1.4772","-1.2803","1.5","1.1491","1.1818","0.3473","-0.65","0.573","0.3994","-1.3787","-1.6742","1.5975","-1.3787","-1.5757","-1.5757","0.4788"
"466930","0.6928","0.866","4.1569","1.6087","-0.3857","0","0.342","2.4249","2.0785","3.0311","0.5142","-0.5785","-0.2736","0.25","0.8457","0.7878","-0.2052","-0.8426","0.3","0.9","0.5142","0.6428","1.5321","-0.6062","0.7878","1.1276","0.7518","0.6062","0.4","0.7","0"
"466940","-1.7854","2.3383","3.8527","-1.0261","-1.9919","1.5975","-1.6454","3.4468","3.6373","3.2174","1.2856","-2.2651","1.7321","-1.5321","1.7727","1.8794","1.8794","1.5588","1.4555","2.2517","1.6087","1.0927","2.5115","1.5588","2.2517","1.9919","1.9053","1.3023","1.2257","-1.607","2.5981"
"466950","-4.6045","-3","6.2816","-2.9072","-9.303","-5.7321","-4.6","8.1753","6.1488","3.5","1.7101","-5.4","-4.7924","-3.7536","-3.6648","-5.0743","-6.0073","-4.9804","2.2215","1.9","2.6046","-2.3383","4.9793","2.4","-0.9724","-1.285","-0.4515","-2.6311","-3.8527","-4","-2.45"
"466990","-0.9577","-2.4432","3.1408","1.9696","-1.7","-4.4","-1","2.1212","1.8794","2.0683","-0.2952","-1.0261","-1.0945","-0.8551","-3.1514","-3.5453","-3.2499","-2.9544","-2.5372","-2.3492","-1.2","-0.6498","2.1855","1.9696","-4","0.7866","-0.8893","0","-2.1666","-3.7","-2.9"
"467050","-1.607","-1.8127","3.5","2.15","-1.7","-2.5069","-2.3941","2.85","3.45","3.6","1.3789","0.3994","-2.3","-2.2215","-0.5209","-1.0945","-3.294","-3.0854","0","0","1.8385","-1.1","2.8283","1.8385","-1.4023","-3.8","-1.5733","-1.9917","0","-0.5557","-1.7101"
"467060","-1.5427","-1.9151","2.3","-1.3023","-2.1651","-1.7619","0.191","1.9696","0.6156","-1.2856","-1.2","-2.1449","-0.3299","-0.7182","-1.7619","-2.0673","-1.9917","-1.7854","-1.6087","-1.6087","-0.2952","0.2431","-0.7524","0.2084","-1.2","0.2778","-1.2213","-0.7182","-0.9235","-1.7619","-1.157"
