"stno","X2016.06.01","X2016.06.02","X2016.06.03","X2016.06.04","X2016.06.05","X2016.06.06","X2016.06.07","X2016.06.08","X2016.06.09","X2016.06.10","X2016.06.11","X2016.06.12","X2016.06.13","X2016.06.14","X2016.06.15","X2016.06.16","X2016.06.17","X2016.06.18","X2016.06.19","X2016.06.20","X2016.06.21","X2016.06.22","X2016.06.23","X2016.06.24","X2016.06.25","X2016.06.26","X2016.06.27","X2016.06.28","X2016.06.29","X2016.06.30"
"466880","-2.3747","0.4446","-1.0927","-1.9151","0.4788","-0.8457","0.1736","0.4104","-1.1258","-0.8457","-0.9397","-0.866","-1.6087","0.2736","-1.3789","-2.2517","-0.6","0.3078","-1.0392","-1.2216","-0.9397","-0.85","-0.9959","-1.1276","-1.2257","-1.0337","-0.9848","-1.3156","-1.0392","-0.6928"
"466900","-0.382","-0.9526","-0.3126","-0.3473","-1.6454","-0.766","-0.9959","-1.3789","-1.2257","-0.9526","-1.2803","-1.6087","-1.9917","0","-0.3473","-0.8551","0.95","-1.9053","-1.1258","-1.299","-1.6454","-1.5975","0.9642","-1.3023","-1.1491","0.45","-1.0725","-1.0725","-1.4555","-1.1258"
"466910","-1.8187","1.3856","2.2","2.5605","-1.4","1.8","1.3","1.7727","-1.0725","-0.6","2.5372","-1.9919","-2.5115","0.9577","1.4784","-1.7619","-1.7","-1.2803","1.6","1.6742","1.4095","1.4722","-1.1818","1.9","0.5472","-1.4","1.5757","1.8711","1.7727","1.0833"
"466920","0","0.9","0","0.3647","-0.9642","-0.8863","-1.299","-1.0927","0.5472","-1.1818","-0.7794","-0.7071","-0.684","-0.766","-0.2431","-0.4168","-1.4772","-1.4095","-1.3156","-1.5035","-1.3856","0.2952","-1.2216","-1.6914","-1.3156","-1.5975","-1.4095","-1.3156","-1.2216","-0.766"
"466930","0.65","0.6894","0.4788","0.9193","0.4698","0.433","-0.1368","0.6578","0.4","-0.05","0.6928","0.766","1.0927","1.1491","0.5","0.7","0.6928","0.3857","-0.3214","-0.433","-0.35","-0.2052","0.5638","0.8457","0","-0.3214","-0.6062","0.6128","0.4698","0.5638"
"466940","-3.6004","1.6853","-1.9696","-2.3747","-0.7","-1.0725","1.4722","-2.1","1.7321","1.3856","-1.3789","-1.5321","-2.6847","-1.8794","2.2","2.5115","-1.0927","-1.9919","-2.5981","-1.9151","-2.2517","2.2553","2.1666","-1.8385","-1.9696","1.8187","-1.9053","-2.2553","2.3492","2.2553"
"466950","-2.1359","4.4431","0.7467","-1.6149","0.8509","-0.573","-0.4168","-2.8579","-1.5733","-1.8","2.6","-5.6292","-3.5228","1.858","-2.0179","-3.2834","2.1","-5.4502","-6.2959","-6.2959","-5.9","-5.8","-4.7","-5.3","-0.8856","-2.8579","-6.3899","-6.3028","-6.014","-4.9804"
"466990","0.4341","-0.9","1.05","0","-1.35","-0.95","-1.6712","-1.7998","-1.4141","-1.05","-1.9151","-1","-0.95","-1.0285","0.4515","2.462","-2.9544","-1.8641","-2.5279","-3.1408","-1.4","-3.195","-3.8408","-2.6046","-2.2215","-2.0569","-3.8408","-5.0225","-3.8408","-1.3499"
"467050","-7.2635","-4.2898","-3.4","-6.0422","-2.1449","-1.2","0.9642","1.4555","-2.2553","-2.1","-5.456","-7.5344","-8.1406","-4.9027","-6.6207","-6.5564","-3.2782","-0.9235","0.8","0.4341","-1.9","-4.5197","-3.3425","-2.15","-2.1","-1.05","-2.0673","-2.4","-1.6","0.382"
"467060","-1.5321","0.3647","0","0","-0.8893","-0.9","0","-1","-0.7866","-1","-0.5472","-0.9","-0.5814","-1","-1.05","-0.6498","-0.382","-1.5427","-2.5279","-1.9734","-1.6087","-1.15","-2.4432","-1.5321","-1.3023","-1.3023","-1.7619","-2.2651","-2.1613","-2.0683"
