"stno","X2014.11.01","X2014.11.02","X2014.11.03","X2014.11.04","X2014.11.05","X2014.11.06","X2014.11.07","X2014.11.08","X2014.11.09","X2014.11.10","X2014.11.11","X2014.11.12","X2014.11.13","X2014.11.14","X2014.11.15","X2014.11.16","X2014.11.17","X2014.11.18","X2014.11.19","X2014.11.20","X2014.11.21","X2014.11.22","X2014.11.23","X2014.11.24","X2014.11.25","X2014.11.26","X2014.11.27","X2014.11.28","X2014.11.29","X2014.11.30"
"466880","0.7866","0.6","0.8551","0.85","0.684","0.513","1.25","0.6156","0.65","0.8893","0.8551","0.6498","1.1","1.45","0.7866","0.6156","0.2394","0.5814","0.7524","1.55","0.4446","0.9577","0.8551","-0.9397","0.5","1.25","1.5","0.3078","0.2736","-0.2394"
"466900","1.4772","2.7575","0.9959","0.6894","0.4104","-0.8356","-0.7518","-1.5321","2.1666","1.2124","0.3078","1.3856","0.55","1.7321","-1.5427","1.2216","3.7423","1.4555","0.9397","1.2216","-0.866","-1.05","-1.45","-0.8999","0.8","1.5975","-0.9642","0.9848","0.5142","0.3"
"466910","-0.2431","-0.7467","-1.7355","-0.7","1.4772","-0.382","-0.8208","2.8","3.2499","-2.1666","0.3299","-1.2124","-2.5372","-3.5453","-4.5301","1.9734","5.9201","2.6311","-3.1","-2.9544","-2.3635","-2.9544","-3.0529","-1.5757","1.1","-2.2553","-3.7588","-1.2803","-1.4095","1.6914"
"466920","0.4515","0.382","0.4341","-0.684","0.4689","0.382","0","0.3473","0.2778","0.6078","0.9919","0.4168","0","0","0.573","0.7182","0.3299","-0.8551","0.5209","0.6251","0.382","0.6251","0.6078","0.9526","0.3126","0.5557","0.5904","0.2431","0.2084","0.4596"
"466930","0.9193","2.6847","-1.4555","3.5708","0.9193","1.4555","3.5507","0.9959","2.7251","3.4641","3.101","3.2909","3.5507","4.9804","2.4249","2.5372","1.607","3.101","3.5507","1.3789","1.6914","1.1","0.8356","0.5785","0.45","2.8191","3.3775","0.5362","-0.5196","-0.4"
"466940","1.9926","6.2043","4.2898","2.4426","1.3789","1.8641","2","1.6742","5.2195","2.911","1.3023","3.0311","2.3","1.3339","1.25","1.8641","8.2724","4.9793","0.9577","1.6853","1.0725","1.3789","0","-0.85","2.0673","3.0311","1.5588","1.1491","2.0673","0.9642"
"466950","3","8.7391","6.9282","4.4995","1.4707","3.5996","3.0098","0.8856","5.3351","3.7","3.3425","5.5426","4.8","4.85","0","0","8.487","7.0064","3.2834","2.7704","-1.9","-2.2","-3.35","-5.0743","2.911","5.889","2.9414","-1.4365","0","0.7641"
"466990","-0.9577","4.2898","4.5963","-1.7","2.1666","2.5115","2.5981","-0.7524","2.9876","3.2043","1.8794","1.9","2.0785","2.8191","1.607","-1.5","4.6765","5.2091","2.5372","-1.2","-1.3","2.2517","-0.7866","-1.7","-1.4","2.5115","-1.2","-1.05","-3.6438","-1.3"
"467050","3.7536","5.7453","6.3582","3.9853","2.3783","4.2435","4.6281","3.101","5.9756","4.5638","3.3425","4.8261","5.078","5.7851","4.1138","5.456","8.4265","6.1065","4.8852","6.0518","2.5279","5.5426","-0.2952","-0.3126","2.1449","5.6687","4.5963","2.1449","2.5981","1.1491"
"467060","-0.513","2.3492","-0.3994","0","-0.2605","-0.6498","-0.3473","-0.2778","1.8711","0.3126","0.4788","-0.2952","0.9577","0.9235","-0.4446","-0.6156","2.5372","0","0.6498","-0.85","-0.5814","-0.2257","-0.2778","-0.6156","0","1.0285","-0.3126","-0.2084","-1.6","-0.5"
"467080","0.3473","0.9642","-0.3126","0","0.6498","-1.6712","-0.5814","-0.4788","0","-0.2778","0.2952","0.75","-1.2856","-0.5814","-0.6498","1.2","-0.85","-1.4141","-0.5814","1.2213","0.5814","0","-0.5814","0","-0.513","0.8893","-0.2257","1.0927","1.2216","0.65"
