"stno","X2015.02.01","X2015.02.02","X2015.02.03","X2015.02.04","X2015.02.05","X2015.02.06","X2015.02.07","X2015.02.08","X2015.02.09","X2015.02.10","X2015.02.11","X2015.02.12","X2015.02.13","X2015.02.14","X2015.02.15","X2015.02.16","X2015.02.17","X2015.02.18","X2015.02.19","X2015.02.20","X2015.02.21","X2015.02.22","X2015.02.23","X2015.02.24","X2015.02.25","X2015.02.26","X2015.02.27","X2015.02.28"
"466880","1.2997","1.55","0.5472","0.4446","0.684","1.1","0.342","0.8551","0.4446","0.5814","-0.5638","-1.1258","1","0.4104","-0.6928","0.513","1.1971","1.3339","1.4023","0.65","-0.2819","0.8","-0.5142","0.55","-0.6578","0.3078","0.7866","0.5142"
"466900","0.75","1.1818","1.7727","2.659","2.2651","0.3857","1.3787","2.8559","1.299","-0.1389","0.342","1.9696","-2.5981","-2.5279","-1.6087","-1.2257","0.2431","0.6","-1.8385","-1.9919","-1.1276","1.0833","0.5909","1.1","0.65","1.6","2.4","2.2651"
"466910","-3.2043","-2.9445","1.9","2.8191","4.3332","-2.3383","-1.5975","4.924","2.0785","-2.3635","1.9","4.8256","-2.5605","-3.3483","1.5757","2.2651","-1.8641","-3.5708","-3.3829","-2.2","-1.2","2.462","-1.0337","-1.8","-1.9","0.2778","-2.4513","-1.8711"
"466920","0.7467","0.7814","0.3994","0.3473","0.3647","0.4689","0.2257","1.5427","0.3473","0.3994","-0.5638","1.157","0.4168","-0.8208","0.6428","0.3299","0.7988","0.8161","0.7988","0.2778","0.5909","0.382","0.2257","0.3126","-0.6128","0.2778","0.5383","0"
"466930","2.6046","2.7713","2.0785","2.5981","3.195","3.101","2.0785","2.7251","2.5981","2.5115","0.5142","1.3499","0.9","-1.1258","-0.5142","1.1258","3.2889","3.8971","3.4641","0.2736","0.3","1.299","-0.2052","0.342","0.2394","0.7071","1.9919","-0.5196"
"466940","0.4862","0.85","1.9151","4.1362","5.9201","0.75","1.5321","6.202","3.9068","0.6498","-1.7854","2.8","-1.15","-2.4249","2.5115","1.7355","1.7","1.9","1.7","-1.9","1.0927","0.9642","1.2216","1.7854","1.4141","2.1666","2.3635","2.0681"
"466950","2.702","1.3024","4.15","6.0518","7.8934","2.2231","2.8388","7.7942","6.8416","3.6639","0.5557","6.7","-2.55","-10.3366","-9.115","2.2231","2.7362","2.9414","4.2","-8.7391","-8.3","2.2915","2.2915","0","-2.55","4.1366","3.0098","5.5442"
"466990","2.9544","-0.8","-1.0603","4.06","4.5197","1.157","-0.6498","5.8219","-0.3473","0","-0.8551","1.9926","-1.0927","-1.7355","-3.2499","2.2553","2.4","2.6847","2.9445","-1.9926","-2.0569","2.2981","-0.382","-1.15","-1.45","2.9445","0","2.0785"
"467050","6.5114","3.5238","5.8024","7.1014","7.5344","3.4068","3.7239","7.4306","6.5114","3.7536","2.0681","3.0311","0.5383","-0.7866","1.8187","-2.8191","5.1325","6.971","6.2816","1.8187","1.4555","3.9068","3.0642","2.6812","0.95","2.9876","6.0622","3.1408"
"467060","0.8","-0.2257","2.0785","0","0","0.4168","-0.3126","-0.573","0.5557","0.3473","-0.5472","0","-0.382","-3.101","-0.75","0","-0.7","-0.5814","-0.2431","-0.5472","-0.4788","-0.2605","0.4104","-1","-0.2778","-0.6156","0.55","0.8"
"467080","-0.2084","1.6454","0.6156","-1.2213","1.7","0","-0.2431","2.0681","-0.85","-0.7","0.513","3.3775","-1.4141","-1.7619","2.0785","0.684","1.1","-0.2084","-1.0927","-0.5814","1.5975","0.2431","0","0.2778","-0.2257","-0.2605","0.1563","-0.2952"
"467110","2.314","0.8551","1.3","1.2655","1.9","2.6812","2.1","2.35","3.0211","2.1449","1.5","2.1449","2.462","2.0681","1.6742","1.0392","2.5069","2.8925","2.764","1.3023","0.7518","2.1449","0.382","1","1.0285","1.3339","2.314","1.25"
"467300","10.3366","8.5678","9.3557","11.5582","13.1636","10.2426","7.9","14.6592","14.7532","9.4909","5.318","9.115","6.0622","3.2499","2.4426","6.4997","7.7055","10.0547","10.7344","5.5442","-5.1962","5.4","6.6967","6.1","4.0377","4.6286","9.7496","6.6684"
"467350","4.3226","2.8191","3.195","4.2435","5.7158","3.8105","2.2553","6.2354","6.2354","3.6373","1.6742","3.9837","3.195","1.7727","1.9151","2.1449","4.4167","5.3694","5.1095","2.9445","-2.1651","2.3383","2.9445","2.2981","1.7727","2.3383","4.5899","3.1408"
"467410","3.1177","3.4769","3.6648","3.9467","4.9804","2.5115","3.101","4.3301","4.7924","2.4513","2.6311","3.9467","1.9919","1.5975","1.299","2.6847","2.0673","2.7251","2.6311","2.0785","-2.9544","2.3383","2.1651","3.1177","2.0785","2.5372","3.5507","3.195"
"467420","3.101","3.2","3.6","4.3","5.121","2.5605","2.8559","5","4.7271","2.5605","2.0673","4.2","2","1.7","1.3156","2.7575","1.7854","2.3635","2.3","1.4141","-2.5","2.3492","2.3635","3.3","1.8794","2.3","3.9392","3.1514"
"467440","2.2651","2.659","1.9284","2.4432","3.0529","1.8711","2.2651","2.659","2.1666","1.2213","1.4141","2.8191","1.2213","1.2213","-1.5757","2.0785","0.9642","1.2213","1.3499","0.2952","-2.5115","1.2856","1.0927","2.4432","0.75","1.4784","1.607","1.0927"
"467480","1.7727","1.4095","2.659","2.8559","3.4468","1.3787","1.5","3.5453","3.0529","1.7854","1.2216","2.8559","1.5","0.6928","1.0833","1.9696","1.1818","1.2803","0.9848","1","-0.191","1.3856","1.3","1.9696","1.0337","1.4","2.659","2.0681"
"467490","1.2216","0.866","1.7321","2.2553","3","0.866","0.9397","3","2.6","1.0392","0.6928","1.7727","-0.6894","0.6062","0.9397","1.3787","0.3078","0.6","0.8426","0.8863","-0.6894","0.9526","1.0392","1.0337","-0.8457","1.0392","2.0681","1.3156"
"467530","1","-1.1818","-0.45","-0.7713","-0.2605","-0.8","0","0.8999","-1.5588","-1.3023","-1.1491","1.0337","0.9526","-1.7","-0.2778","-1.1491","0.2084","-0.8356","0","1.0337","1.3156","0.513","0","-0.2605","1.1258","0.3126","0","0.8"
"467540","3.5453","1.9151","-0.4446","2.3747","3.5507","2.6847","0.5814","3.6373","3.5507","1.8385","1.05","2.4432","2.1449","2.2517","0.4104","2.3383","2.2981","3.1177","3.5708","1.9919","0.65","1.3856","-0.6","2.6847","0.6156","2.2517","1.9151","0.85"
