"stno","X2012.05.01","X2012.05.02","X2012.05.03","X2012.05.04","X2012.05.05","X2012.05.06","X2012.05.07","X2012.05.08","X2012.05.09","X2012.05.10","X2012.05.11","X2012.05.12","X2012.05.13","X2012.05.14","X2012.05.15","X2012.05.16","X2012.05.17","X2012.05.18","X2012.05.19","X2012.05.20","X2012.05.21","X2012.05.22","X2012.05.23","X2012.05.24","X2012.05.25","X2012.05.26","X2012.05.27","X2012.05.28","X2012.05.29","X2012.05.30","X2012.05.31"
"466880","-0.3994","0","1.0945","0.4168","0.3647","0.6498","-1.1276","-0.3473","0","0.4515","1.55","0.3126","-0.3126","-1.4722","-1.7854","-0.2084","0.5814","0.4515","0.342","0","1.1971","0.6078","0.9919","-1.2216","-1.2856","0.8551","0.5383","0.4515","0","0.1736","0.4515"
"466900","0.5472","-1.05","-1","-0.8457","1.3156","-0.9959","-0.45","-1.3789","1.3856","0.7518","-2.0673","-2.0673","0.7713","-1.0725","0.8999","0.3214","1.5035","-1.3023","-1.0392","1.2216","1.2124","1.2216","0.8863","0.7071","0.7713","0.7878","-0.5362","0.8863","-0.9642","0.6428","2.3492"
"466910","2.8559","2.9544","-0.9193","-0.3647","1.0833","1.6742","2.0681","0.95","2.3635","0.9235","-3.2889","-2.9","-1.5757","-1.6","2.462","1.9696","-3.1514","-3","-0.766","4.0377","1.8794","0.7866","0.3994","-1.4","1.6742","-1.1","0.382","-1.4555","-4.5","1.7727","4.7271"
"466920","0","0","0.6772","0","0.4341","0","-1.5757","0.2952","0.382","0","0.7641","0.4515","0","1.3","-1.3156","1","-1.299","0.4689","-0.5638","-0.2952","0.5904","0.5904","0.6599","1.0392","0.3473","0","0","0.4862","0.6251","-0.7794","0.4515"
"466930","1.3023","1.8385","-0.171","1.2216","0.5785","0.6428","0.6428","0.4446","1.2257","1.7321","1.8385","0","0.9848","0.7794","1.2124","1.0392","1.6454","1.3023","0.4596","1.3789","0.8","3.0311","1.2257","0.35","0.8999","-0.6928","1.7321","2.5981","1.2257","0.7878","2.2215"
"466940","2.3492","-2.4426","1.1","1.2213","1.4722","1.157","-1.8187","-1.5321","2.2215","2.7713","1.2213","-0.2778","-1.05","-1.4784","2.1449","1.8187","1.4722","1.9151","-0.9193","2.6847","3.5238","2.3747","2.4249","2.1666","2.0683","2.2981","2.1651","2.5279","1.5427","1.299","4.0703"
"466950","-3.05","-2.188","3.8302","2.7","3.5708","2.2981","-5.3694","-6.6","6.4952","4.2898","1.2503","-3.1808","-5.0743","-5.7321","3.6639","3.677","-2.6311","0.6599","-5.3562","5.7158","5.6687","4.5899","3.4472","-6.322","4.06","2.3","4.371","5.4389","1.0766","-6.7658","7.4478"
"466990","-1.3","-1.35","2.3635","2.2553","2.2553","-0.4341","-1.5","-1.75","-1.1971","2.2553","1.7727","-0.382","0.5036","-1.5427","-1.65","1.9","2.4513","-1.65","-1.3","-0.9577","2.8344","1.5427","-0.8551","-2.7251","-3.195","1.8794","2.5115","2.7251","2.0673","-1.9053","2.6847"
"467060","-0.5814","-0.5036","-0.2778","0.9","-0.4689","0","-1.0261","-0.3647","2.3492","2.3492","1.2124","-1.35","-0.5814","-0.4689","1.4095","0.4596","1","-0.684","-0.7524","2.8559","0","0","-1","-2.913","-2.0683","0.6156","1.8385","2.2","0","-0.4168","2.5372"
"467080","0.342","-0.4168","0.191","0.8999","0.3126","0.7182","0.3473","1.5588","-0.2952","0.513","0.766","0.3299","0.513","-0.3126","0.85","-0.1563","1","-1.157","0.7","1.4141","0","0.4104","0.5814","2","0.8208","-0.2778","0.684","0.4104","-0.3126","1.8794","1.4141"
"467110","-3.007","-2.0785","1.55","1.5","2.0681","1.7727","1.6","-1.7727","1.5","1.9926","1.9284","1.5","-1.8711","-2.0673","-1.7321","1.2","0.8893","1.6712","2.0673","1.75","2.4","2.7578","2.0569","-1.3789","-1.8794","1.1287","2.0569","2.4426","2.2498","-1.6","2.45"
