"stno","X2015.09.01","X2015.09.02","X2015.09.03","X2015.09.04","X2015.09.05","X2015.09.06","X2015.09.07","X2015.09.08","X2015.09.09","X2015.09.10","X2015.09.11","X2015.09.12","X2015.09.13","X2015.09.14","X2015.09.15","X2015.09.16","X2015.09.17","X2015.09.18","X2015.09.19","X2015.09.20","X2015.09.21","X2015.09.22","X2015.09.23","X2015.09.24","X2015.09.25","X2015.09.26","X2015.09.27","X2015.09.28","X2015.09.29","X2015.09.30"
"466880","0.25","-0.6578","-0.5638","-0.6894","-0.9642","-1.4555","0.5","0.8551","1.15","0.7866","0.8208","1.15","1.0945","1.7","0.3762","0.85","0.7182","0.6498","0.95","0.8","0.55","0.6928","-0.9397","0.7","0.7524","0.4104","-0.5196","3.1","0.9193","-0.6894"
"466900","-0.9959","-1.4722","-1.0392","0.1563","-1.3156","1.9734","0.6","1.8794","1.4095","1.6914","1.3787","1.5757","0.2952","-0.65","1.5035","2.1613","1.8794","1.8711","1.5035","-1.3856","-1.1276","-1.0725","0.5785","0.3","0.191","1.0833","2.0673","5.6134","-2.4513","0.55"
"466910","-1.5757","1.8711","1.0833","1.1818","-2.0785","2.9","2.0681","-0.8999","1.8794","1.9696","-0.8208","0.4341","-3.7423","-3.9","-1.3","1.7","1.6914","1.2213","1.8794","-1.5757","0.2952","1.3787","1.6742","2.1","1.8711","3.6648","6.6967","8.2693","-7.0906","2.7575"
"466920","0","-1.2216","-0.9397","-0.8457","0.2952","-0.3126","-1.2257","0.4341","0.8551","1.25","1.55","1.55","1.85","2.05","1.1","1.25","1.4","-1.9917","1.3","1.45","1.05","-1.1818","-0.9397","0","1.55","0.2952","-1.2216","5.318","-1.0945","-0.7878"
"466930","-0.6062","0.6128","0.4596","-0.3064","0.9526","1.3789","1.6914","1.8794","2.6847","2.8191","2.3492","3.007","1.6087","2.0785","0.4","1.5975","2.4249","2.913","1.2124","0.6428","0.6894","0.25","-0.4","0.5638","0.45","0.9193","1","2.4","-1.3856","0.4"
"466940","1.6454","-1.5035","-2.0673","0.9642","-1.4784","-3.101","1.5321","3.0311","2.1212","2.0683","0.95","1.6712","2.5069","1.8","1.6087","2.7575","2.7251","1.4722","1.6914","1.8385","1.5321","1.6742","-2.3492","1.3856","1.5321","3.9392","7.1891","12.8025","-5.9201","1.5975"
"466950","0","-3.6648","-3.007","-2.3635","-4.7271","-3.4","3.8971","4.3301","4.3665","4.0703","2.8925","3.8302","6.235","4.5","1.5391","5.3562","5.5","3.2909","2.9445","0.8161","0","1.2655","-0.9919","3.8971","3.7239","5.7321","11.2268","14.2028","-7.25","-8.5737"
"466990","0.3473","-1.8641","-1.35","-1.05","-2.9544","2.3492","2.5981","-1.0261","2.0683","1.9926","0.4168","-1.8","1.35","-1.05","-1.8641","2.7578","-1.2","2.1449","-1.3","-1.1","-0.7182","-1.15","-2.2517","2.5372","2.0681","-1.25","-1.7","-5.1423","-5.7119","-3.5507"
"467050","-1.2257","-1.0285","0","1.1491","-4.2898","-4.5638","2.2498","4.0496","3.5353","4.4167","3.0211","4.4167","5.3351","5.8985","3.2909","4.5963","3.4711","2.3","3.677","1.4141","0.95","1.6454","-1.8641","2.1212","3.3706","4.2132","7.188","13.7195","-2.3747","1.299"
"467060","-0.6156","-0.95","-0.7182","0","-0.85","-0.3647","-0.4341","0.9235","-0.9919","1.2","-1.25","1.0603","1.607","-0.6498","-1.157","1.8641","1.5","0","-0.9","-1.0285","-0.5472","-0.3473","-1.7619","1.6087","1.4722","-1.45","0","12.9995","-8.6452","-4.3226"
