"stno","X2012.03.01","X2012.03.02","X2012.03.03","X2012.03.04","X2012.03.05","X2012.03.06","X2012.03.07","X2012.03.08","X2012.03.09","X2012.03.10","X2012.03.11","X2012.03.12","X2012.03.13","X2012.03.14","X2012.03.15","X2012.03.16","X2012.03.17","X2012.03.18","X2012.03.19","X2012.03.20","X2012.03.21","X2012.03.22","X2012.03.23","X2012.03.24","X2012.03.25","X2012.03.26","X2012.03.27","X2012.03.28","X2012.03.29","X2012.03.30","X2012.03.31"
"466880","0.55","1.8794","0.4515","0.9193","-0.9959","0.3994","0.9848","1.3787","1.7727","0.3994","0","1.4707","0.4341","0.65","-0.9959","0.1389","0.4596","-0.382","1.0603","1.4722","1.4707","-1.2216","0.3473","0","1.4707","0.7467","0","0","-0.5472","-1.1276","0.6425"
"466900","0.6428","0.7713","1.5757","0.7071","-1.2257","-2.2553","1.0725","2.2651","3.2889","3.101","0.8","1.1491","0.9526","0.5362","0.6428","1.1491","-1.0392","0.6894","1.9734","2.2553","2.8191","0.4446","2.6311","1.4095","-1.3499","-2.5712","-2.6997","-3.8105","-2.6847","-1.5588","2.7251"
"466910","1.2216","0.8208","0.7641","-1.5035","-2.3","-2.3635","0","-2.5372","3.9392","2.4432","-2.2553","-5.0225","0","1.4","-1.5","1.5","0.866","-3.1514","-2.462","-1.5588","-3.2043","-1.3787","3.2","4.4166","-3.5453","-5.4164","-4.8","-5.2","-4.4","1.2803","3.7588"
"466920","0.5785","-0.7182","0.573","0.6128","-0.65","0.6078","0.5","0.55","0","0","0","0","0","-0.766","0.1216","0.6062","-0.4698","0","0.7814","0.3473","0","-0.4104","0.382","-1.8641","0.7814","0.8509","-2.25","-1.4365","-1.4","-1.2803","0"
"466930","-0.6062","1.5035","2.1651","0.5142","0.5142","1.157","1.1276","1.6914","4.6045","5.2623","4.4166","4.6045","5.2623","3.101","-0.7518","-0.342","0.6128","2.0673","1.4095","1.5035","5.0743","0.35","2.2553","2.7251","1.05","0.75","-1.2803","-1.1276","-0.866","0.5","4.0407"
"466940","-1.3499","2.1666","1.0392","0.8","-0.9","1.299","1.3156","0.8999","4.924","4.4316","3.8971","2.3","1.607","-1.6087","-1.8187","1.2213","-1.6087","1.7619","2.0785","2.1666","3.3483","1.7998","4.0407","5.4502","1.7998","0.4689","-1.55","-2.5981","-3.5708","-2.1651","5.318"
"466950","2.6997","5.5155","4.9495","3.1497","1.0766","1.1808","6.3582","6.755","9.4909","8.0754","7.1242","6.8135","6.7412","5.6565","-0.573","-1.5391","-2.3492","3.65","4.9495","6.9282","5.2709","-6.5778","6.9537","10.2","3.05","-2.6678","-3.557","-3.1466","-10.6521","-10.1487","7.7076"
"466990","0","3.3775","2.2553","-3.7","-5.5","0.9","2.7713","1.9151","2.9876","2.8344","2.9445","0.3299","2.4513","-0.8551","-1.65","-1.0945","-3.2499","3.9","2.1449","3.3706","3.0311","-1.95","3.9834","3.7239","2.5279","-0.8551","-1.4","-1.0603","-3.0854","-3.7423","3.7536"
"467060","-0.3994","-0.4168","-0.65","-0.6498","-2.8579","-0.6156","1.8187","2.3","3.007","3.2499","0.6946","1.1971","0.712","0.8208","-0.3647","-0.5472","-0.2952","0.6156","2.2651","2.7575","-0.4862","-0.9235","-2.6812","2.05","0","-2.4513","-3.6","-5.1","-5.3","-2.8559","2.7713"
"467080","0","0.6498","0","1.4555","-0.3994","0","0.2084","0.4104","1","0.85","-0.191","0","-0.766","0","0.8","0.513","0","0.7866","-0.2431","0.55","1.0285","1.8711","3.1514","0.4689","-0.4168","-1.15","-1.5427","-2.2981","-2.0683","1.7854","0.8893"
