"stno","X2012.02.01","X2012.02.02","X2012.02.03","X2012.02.04","X2012.02.05","X2012.02.06","X2012.02.07","X2012.02.08","X2012.02.09","X2012.02.10","X2012.02.11","X2012.02.12","X2012.02.13","X2012.02.14","X2012.02.15","X2012.02.16","X2012.02.17","X2012.02.18","X2012.02.19","X2012.02.20","X2012.02.21","X2012.02.22","X2012.02.23","X2012.02.24","X2012.02.25","X2012.02.26","X2012.02.27","X2012.02.28","X2012.02.29"
"C0R350","1.2761","3.1896","1.8385","1.2274","1.1434","0.7867","2.5164","3.174","3.4782","1.5961","1.5825","4.0623","2.409","0.6101","-1.1795","2.4458","2.7578","4.0817","3.6122","0.4116","2.8368","0.8467","0.1678","0.2696","1.1509","2.4626","2.6282","1.9056","2.7812"
"C0R420","1.2605","1.9018","1.7973","1.8026","0.8714","-0.2091","2.3154","2.1338","2.4099","0.908","1.6901","1.75","1.2713","0.614","-0.0367","1.8423","2.05","2.2795","2.0708","2.1796","1.85","1.3616","0.5198","1.0348","1.2258","1.622","2.1222","1.3192","1.4028"
"C0S680","0.5992","0.2192","-0.0209","-0.1654","-0.1095","-0.7211","0.5926","0.0309","0.4997","-0.1336","0.2624","-0.122","0.5909","-0.104","-0.1103","-0.0545","0.007","0.1597","0.2624","0.1545","0.3532","0.1216","0.8999","-0.3716","-0.1075","-0.0684","0.3759","-0.6889","-0.0418"
"C0S690","0.4596","0.9135","0.1658","0.4373","0.1847","-1.3715","0.8345","0.2572","0.2649","0.0819","0.5346","0.1638","0.3682","-0.265","0.5936","0.2782","0.3734","0.6535","0.4668","0.2719","0.0819","0.103","0.4728","0.0848","0.4415","0.1827","0.1782","0.7518","0.1891"
"C0S700","0.515","0.4232","0.2344","-0.6619","-0.851","-0.8835","0.65","0.2868","-0.4993","-0.794","0.3371","-0.5985","0.3069","0.3429","-0.1145","0.328","0.3178","0.3032","0.3126","0.3355","-0.4951","-0.3804","0.1452","0.2121","0.1929","0.1954","0","-0.7795","0.2487"
"C0S710","1.7738","5.0995","3.59","1.9605","1.1607","-1.0692","4.5913","3.885","3.1524","0.7564","3.3801","1.5762","0.7727","0.5638","1.4094","3.6201","4.4147","5.0245","4.0616","2.1613","2.1039","1.2583","1.6773","2.1571","3.101","3.9204","2.9456","1.8794","1.8794"
"C0S730","6.4455","11.7199","9.2709","6.3572","0.6137","1.0918","9.889","9.8832","6.4722","1.0069","8.7412","3.4749","1.2045","0.848","3.7609","11.1376","11.4575","10.6921","8.6284","1.1025","3.0294","1.0517","3.8971","5.5725","8.1004","11.057","7.9478","3.0932","3.1954"
"C0S740","1.1644","2.5166","1.6804","1.5998","1.4998","-2.3766","2.0726","2.1925","1.3156","-0.8387","1.6776","0.6359","0.9962","-0.725","1.0607","1.884","2.2049","2.4593","2.1012","0.7193","0.3881","-1.3156","0.4695","0.9368","1.5564","1.6087","1.4256","1.1509","0.5196"
"C0S750","0.2509","0.0624","0.0616","0.0832","0.3756","0.6999","0.3961","-0.1231","-0.0908","0.589","-0.2351","-0.1693","-0.0349","0.171","0.2868","0.3682","-0.0208","-0.0309","-0.0719","0.0225","-0.014","-0.2264","0.4902","0.2796","0.2298","0.2819","-0.1509","0.0731","0.4997"
"C0S760","-0.8157","-0.5936","-0.649","-0.5601","-0.7518","-1.3743","-0.7715","0.3709","-0.3654","0.9613","-0.5088","-0.8089","-0.765","-0.5638","0.4698","-0.6062","-0.5298","-0.6997","0.8607","0.9455","-0.2869","-0.5143","-0.5248","-0.7128","-0.559","-0.6657","-0.2264","-1.0462","-0.5706"
"C0S770","0.3069","0.5","0.0763","-0.3709","0.1498","0.1145","0.1871","0.2237","0.121","0.1035","0.2205","0.2958","0.1378","0.0105","0.2237","0.1035","0.1042","0.2329","0.0731","0.397","0.0423","-0.097","0.1","0.0977","0.0122","0.1378","0.227","0.2796","0.3473"
"C0S790","0.0052","0.197","0","-0.007","0","0.1","0.1992","0","0","0","0.0809","0","0.0391","0.0551","0","0","0.0985","0.1981","0.1","0","0","0","0","0","0.0982","0","0","0.0985","0"
"C0S810","1.5094","2.5715","2.0672","2.1879","1.6569","-2.9544","3.053","2.1666","2.092","2.0116","2.1191","2.0082","1.6286","0.7949","1.4489","2.4863","2.1191","1.9053","1.8794","1.7119","1.5762","-1.5301","1.6113","1.4724","2.3752","1.7321","1.501","2.0672","1.2981"
"C0S830","0.3216","1.2721","0.1935","1.279","-0.7632","0.9962","2.4271","0.5196","0.7922","-0.5803","1.1583","-0.3709","-0.5936","-0.0314","1.2929","0.9326","0.5999","0.9063","0.5738","0.5905","0.6996","-0.5796","1.0401","0","1.2257","0.794","-0.0954","-1.0199","0"
"C0S840","1.4141","-3.7536","-1.5214","-2.4273","-1.284","-0.7217","-1.1395","-0.1361","1.3676","-1.3211","0.9677","0.5788","-0.5871","-0.618","0.5535","2.0225","2.5216","3.803","3.514","2.1276","1.1276","1.0903","-0.229","1.2944","1.9747","2.0225","2.4866","1.6454","1.9622"
"C0T790","-0.6891","-0.3473","-0.0349","0.0297","-0.5174","-0.5984","-0.178","-0.2266","0.3169","0.0314","-0.1046","-1.0988","-0.2481","0.1584","-0.4224","-0.6869","-0.5513","-0.0262","0.1535","1.4004","0.0733","-0.3136","0.0611","-0.2041","-0.225","0.075","-0.1256","-0.0541","-0.704"
"C0T820","-0.0743","-0.0731","0","-0.0766","-0.1286","-0.0731","-0.2673","0","0","-0.1463","-0.1576","-0.1231","-0.0669","-0.0545","-0.1364","-0.2331","-0.2925","-0.2194","-0.0574","-0.0743","0","-0.0799","-0.0731","0","-0.1618","0","0","-0.0829","0"
"C0T870","0.4698","-1.2557","0.0985","0.2963","0.2677","0.2945","-0.1929","-0.0868","0.0951","-0.3","0.2996","0.1975","-0.1026","0.2984","0.2536","-0.0835","-0.8733","-0.3995","0.2869","0.2121","-0.0675","-0.6619","0.3985","-0.4532","-0.3978","-0.3985","-0.099","0.2544","0"
"C0T960","1.0893","1.8858","0.2869","0.6914","1.0958","-0.6973","0.9205","0.6847","0.2998","0.7981","1.0893","-0.5283","-0.0419","0.0209","1.0958","0.7727","0.856","1.076","0.4999","0.4316","-0.8912","-1.0865","0.4891","0.4951","0.8651","0.4908","0.2869","0.9397","0.3716"
"C0T9A0","0.206","-0.341","0.1634","-0.1095","-0.708","-0.342","0.2736","0.3936","0.4782","-1.2044","0.0726","-1.3753","-2.0967","-1.3893","-0.6151","0.2158","0.0877","0.0349","-0.0717","0.2819","-0.9351","-2.3564","-0.5516","0.2084","0.1315","0.2779","-0.2","-0.8425","-0.6344"
"C0T9B0","-0.2329","-0.4405","-0.6","0.293","1.0958","-0.3371","-0.8356","-0.2909","0.0731","-0.6252","-0.6894","-0.9057","-0.6553","0.3709","-0.8803","0.0087","-0.1247","-0.0523","-0.5796","-0.2034","0.0695","-0.6994","-0.5202","-0.5298","-0.5142","-0.6871","-0.495","-0.5869","0.2364"
"C0T9D0","0.5999","1.6873","0.4924","0.4792","0.5846","-0.1216","1.9032","1.2981","-0.1928","0.7956","0.7564","1.0993","0.5541","0.9962","0.788","1.2474","1.553","1.8875","0.8863","-0.0551","-0.0835","1.0673","-0.559","0.3654","0.7762","0.4997","0.5869","0.5977","0.0684"
"C0T9E0","1.3864","2.8512","1.0519","1.2981","1.3715","0.4755","3.1185","1.7607","0.4999","0.8829","1.7727","0.6996","-0.35","-0.4851","1.3569","2.1325","1.6178","2.0398","0.9781","0.5996","-0.5803","-0.6","0.9205","1.3569","1.8657","1.0392","0.7995","-1.1413","0.1879"
"C0T9F0","0.3225","0.3756","0.1628","1.0049","0","-0.2781","0.65","0","0.856","0.3942","0.3441","-0.4104","-0.3365","0.2344","0.2071","0.3214","0.3605","0.3381","-0.1253","0.5926","0.794","0.6973","0.4636","0.3804","0.2407","0.0626","-0.1095","0.2736","0.2782"
"C0T9G0","0.8175","1.4863","0.1414","0.3536","0.5657","0","1.3585","1.1147","0.0766","0.2396","0.766","-0.1888","0.0743","0","0.8045","1.097","1.3789","1.1147","0.559","0.2046","0","-0.0602","0.3316","0.4388","1.1147","0.7431","0.1677","0.5035","0.0682"
"C0T9H0","2.364","4.5597","3.4306","2.3476","-0.1814","-1.5407","6.0073","2.7816","0.0942","2.3635","3.3669","-0.6837","0.7526","1.3435","2.4757","4.0377","4.0247","4.5657","-0.6532","1.5128","0.6181","1.416","1.9563","-1.309","3.763","3.3375","-0.8601","0.3911","1.1738"
"C0T9I0","-2.0673","2.4993","-1.2688","2.3461","-2.5529","-1.6286","3.8971","0.1219","-1.1181","-2.6308","1.8001","-1.4052","-1.9734","-1.6495","1.9939","2.1172","0.8999","1.8928","-1.0064","-1.6776","-1.7616","-1.9919","1.1328","-1.0244","2.4273","-1.0903","-1.4094","1.741","-1.2474"
"C0T9M0","0.0799","0.0993","0","0.0839","0.0225","-0.5638","0.2998","0","0.0629","-0.3709","0.0934","0.2517","-0.0624","-0.394","0.2923","0","0","0.0656","0","0.0788","-0.0743","-0.3632","0","0","0","0","0","-0.1867","-0.0588"
"C0U600","0.3019","0.6466","-0.2427","0.1294","0.318","0.3527","0.9329","-0.1798","-0.0845","0.7372","0.1362","0.3716","0.206","0.412","0.6657","0.3914","-0.2867","-0.3825","-0.4993","0.2996","0.0868","0.5557","0.2","0.2487","0.5657","0.106","-0.0382","0.788","-0.197"
"C0U650","0.318","-0.2605","-0.1792","0.1145","0.2084","0.6999","0","-0.5","0.09","0","-0.1336","0.3886","0.2605","0.0941","1.1782","-0.0471","0.2287","-0.4363","-0.5416","-0.3078","0.495","-0.0697","1.1984","-0.4363","-0.1254","0.4121","-0.1575","1.4772","-0.3441"
"C0U710","-0.2867","0.0052","-0.5298","0.0262","0.2925","-0.0349","0.169","0.0908","-0.0261","-0.0696","-0.0418","0.1736","-0.1236","0.1554","0.0927","-0.0868","0.0551","0.0105","0.1113","-0.3762","-0.1545","0.0279","0.1247","-0.0523","-0.0523","0.0782","0.3064","-0.0628","-0.1654"
"C0U750","3.0309","3.7037","2.9125","3.4404","3.616","-4.8933","9.0867","4.1452","-2.8996","4.924","4.0196","-5.4866","-4.394","-5.3704","5.6509","6.598","5.5285","4.6765","4.2023","-4.5993","-4.8256","-6","4.1569","6.3756","8.5099","6.6574","4.2501","6.3377","4.3993"
"C0U760","0.2958","0.8387","0.8769","0.4774","-0.5516","0.5945","1.4094","0.6994","0.0782","-0.225","1.178","-1.4375","-0.3032","0.2571","0.7092","1.2608","1.0517","0.8181","0.7188","-0.1336","-0.0731","-0.6092","-0.293","0.6428","1.3994","1.1314","0.8668","0.891","0.4405"
"C0U770","1.3391","1.4991","1.0328","2.5279","0.9064","2.4489","2.8679","2.084","2.1142","2.5207","0.9786","-3.2279","0.2266","2.4666","0.9235","1.8912","2.2362","2.601","1.8067","1.9167","2.4249","-3.5476","2.334","0.8727","2.6488","2.7578","0.9941","2.8012","1.1411"
"C0V250","0","-0.3759","-0.0684","0","-0.0521","-0.8","-0.4698","-0.2954","-0.2598","0","-0.3759","-0.2954","-0.1879","-0.2954","-0.1879","-0.3","-0.6894","-0.5909","-0.197","-0.3","-0.0866","0","0.0684","-0.2","-0.3","-0.5909","-0.3759","0.4924","-0.197"
"C0V310","0.8457","0.9193","0.6928","-0.3064","0.6062","-0.7878","0.9397","0.7518","0.2819","0.5196","1.1258","0.9397","0.1026","0.35","0.6928","0.3759","1.3156","1.299","0.5638","-0.05","-0.0985","0.0521","0.35","0.6894","0.7794","1.0337","0.8457","1.3156","0.2052"
"C0V370","0.1","0.197","0.0985","0.0985","0.2","-0.7","0.1732","0.197","0.1","0.1732","0.1532","0.05","0.1286","0.1732","0.094","0.0985","0.3939","0.2819","0.094","0","0","0","0","0.0643","0.197","0.2819","0.1732","0.383","0.0766"
"C0V490","2.2517","2.1613","2.0785","1.6454","1.3156","-1.8794","1.8794","2.913","1.5757","2.3492","2.659","1.9696","0.866","0.383","1.1258","2.2553","3.007","2.6311","1.8794","0.6578","0.3464","0.2954","0.6928","1.1276","1.7854","2.8191","2.2553","2.5981","1.5035"
"C0V500","0.8457","0.6894","0.6","0.3939","0.2954","-0.6578","0.4698","0.7878","0.2571","0.6578","0.7878","0.3214","0.2819","0.1","0.15","0.5909","0.6578","0.8457","0.6894","0.094","0.0985","0.0766","0.0174","0.1026","0.5638","0.9848","0.7878","1.1818","0.2571"
"C0X080","2.6311","4.1362","3.9392","2.9544","2.0673","-3.1","3.4769","4.6045","2.7575","3.6438","3.8408","2.2553","2.8191","1.5975","2.6311","4.4166","5.5149","5.1683","3.9392","2.5605","1.4095","0.1736","0.4104","2.8559","3.195","4.8864","3.7588","3.9467","2.7575"
"C0Z050","-0.2457","-0.4603","-0.1532","-0.2544","-0.394","-0.2572","-0.5032","-0.3886","-0.0766","-0.5734","-0.3236","-0.2158","-0.3195","-0.1576","-0.3597","-0.4596","-0.383","-0.3152","-0.0819","-0.1532","0","-0.1597","-0.2331","-0.2973","-0.3886","-0.383","-0.2427","0.0515",NA
"C0Z061","0.4915","1.1476","0.6","0.7872","0.6694","-0.0419","1.1967","1.1478","0.0776","0.2624","0.9526","-0.1939","0.0763","-0.0572","0.8157","1.299","0.9969","0.8089","-0.014","0.4286","-0.0139","-0.1939","0.0314","0.7947","0.8387","0.891","0.5298","0.6","0.1677"
"C0Z070","0.7794","1.7854","0.8426","0.6062","0.6894","-0.3657","1.5588","1.0595","0.2364","0.5601","1.3856","-0.1026","0.5248","-0.0358","0.9712","1.7143","1.2474","0.725","0.4373","0.2898","-0.0978","-0.2229","0.3392","1.0392","1.0392","0.5196","0.4286","0.8192","0.2572"
