"stno","X2016.02.01","X2016.02.02","X2016.02.03","X2016.02.04","X2016.02.05","X2016.02.06","X2016.02.07","X2016.02.08","X2016.02.09","X2016.02.10","X2016.02.11","X2016.02.12","X2016.02.13","X2016.02.14","X2016.02.15","X2016.02.16","X2016.02.17","X2016.02.18","X2016.02.19","X2016.02.20","X2016.02.21","X2016.02.22","X2016.02.23","X2016.02.24","X2016.02.25","X2016.02.26","X2016.02.27","X2016.02.28","X2016.02.29"
"C0A890","0.2","-0.1782","0.1","-0.0309","0.0695","0.7188","0.559","-0.1312","-0.2909","-1.2721","-0.7548","-0.1545","0.2741","0.1805","0.2298","-0.0259","-0.0122","0","0.5298","0.7872","-0.2344","-0.5803","-0.0052","-0.1338","-0.1172","-0.0906","-0.0927","-0.0908","0.2801"
"C0A920","2.0506","1.7239","1.2188","1.1468","1.9972","2.4454","-1.5455","-0.9851","-0.1482","0.191","-1.7835","-0.866","-2.1142","1.884","1.5004","-1.1437","-1.0328","0.2803","0.1828","1.2638","-0.3972","0.2347","1.4322","1.9926","0.2372","0.3412","0.7372","-0.0837","1.6249"
"C0A940","1.9682","1.9405","0.7884","0.9945","2.5334","3.5901","1.6804","0.3581","0.1408","0.5905","-0.9712","0.6694","1.1126","1.8544","1.9167","0.6","0.544","0.766","1.1153","2.6504","1.8997","0.7193","1.7058","1.9258","1.1737","0.7185","1.4345","-0.1935","1.5487"
"C0A950","9.6056","8.4793","4.8473","7.1299","9.891","10.4459","6.5818","-0.3069","-5.5754","-5.4092","-5.0068","-3.7296","-3.3483","0.579","7.9755","0.1065","-1.0716","1.4622","1.3718","7.4135","-5.4594","-6.4862","9.3891","9.3891","0","4.8548","7.5133","2.6698","8.2684"
"C0A970","11.3844","7.526","4.2343","4.7737","10.1007","10.9314","7.2989","2.4692","-3.9245","-9.6443","-7.1329","-1.9856","-1.9319","7.6426","8.5359","1.9919","0.6762","0.45","-2.5173","9.031","2.913","-6.6175","8.6788","6.6967","2.3403","4.0495","4.8397","1.0903","6.1843"
"C0A980","1.2504","0.1564","0.6356","1.6961","2.4993","2.5996","1.4562","0.6217","1.0401","0.9351","-0.1307","1.1684","0.9225","1.4766","1.6257","-0.7017","-2.1472","-1.3237","1.4094","2.4583","-1.1069","1.4745","1.8579","0.5406","-2.2652","-1.8896","0.9712","-1.1967","0.5383"
"C0A9A0","1.2605","-0.499","-0.6048","-0.3327","1.4923","1.6168","1.3991","0.8175","-0.4635","-0.0663","0.9389","1.1883","0.5","1.7336","2.2286","-0.7765","-0.7423","-0.6532","0.6137","1.4849","-0.1291","0.8714","-0.441","1.35","-0.6251","-0.6524","0.3945","0.0698","2.5916"
"C0A9C0","-0.4944","-1.0177","-0.803","-0.454","-0.5902","1.3998","0.8863","-0.1113","0.3371","-0.7071","0.5818","-0.1336","0.9272","2.1436","-0.6536","-1.0625","-0.2925","-0.7014","-0.1095","-0.5917","-0.499","0.0698","-0.9135","-1.1809","-0.8343","-1.5935","-0.2407","-0.5244","1.6742"
"C0A9E0","0.3746","0.4695","-0.6553","0.9225","0.8388","1.5978","1.3947","-0.9621","1.0998","-1.0998","0.7053","-0.2084","1.1998","0.342","0.4659","-0.9225","-1.0177","0.309","0.5902","1.538","0.4017","-1.2583","-0.1721","0.487","0.2847","-1.0177","0.6578","0.1935","1.299"
"C0A9F0","0.5562","0","-0.3801","-0.2509","0.2924","0.8222","-0.2344","0.0609","-0.2536","-0.263","0.1113","-0.0087","-0.4243","0.1809","0.2661","-0.4093","-0.6156","-0.4017","-0.1545","0.1253","-0.0367","0.4015","0.0175","0.0279","-0.618","-0.3859","-0.0656","0.0698","0.2681"
"C0AC40","3.3387","1.8469","-1.9622","1.2901","3.2439","7.5051","2.5811","-1.7335","1.4554","-2.1332","-2.7705","-2.7239","-1.8504","3.2439","2.411","-0.5806","0","0.0942","4.09","3.5946","0.6414","-1.5962","2.5624","2.1144","3.152","0.2528","1.8","1.2527","1.6676"
"C0AC60","0.0244","-0.0733","0.5399","0.1563","0.5869","1.0865","-0.7431","-1.0692","-0.856","-0.9272","0.6561","-0.4698","-1.0049","0","-0.0192","0.3911","0.4862","0.5788","0.3632","-0.1336","0.573","0.5557","0.7999","-0.0279","0.6749","0.4224","-0.4951","0.1877","0.0942"
"C0AC70","-0.1498","0.206","0.3611","0.1841","0.0656","-0.0966","0.0651","-0.0766","0.2487","0.2237","0.0939","0.0669","0.0695","-0.3595","0.2158","0.171","0.2424","0.227","0.0242","0.1389","0.3256","0","0.1312","0.3","0.3256","0.35","0.0545","-0.1753","0.0105"
"C0AC80","0.5198","0.4113","0.5494","0.191","0.1408","0.2971","0.1045","0.8785","1.0625","1.2053","0.5996","0.5803","0.433","0.1743","0.2924","0.1482","0.3129","1.0566","-0.1286","0.1663","0.4036","0.3654","0.1133","0.329","0.3897","0.1046","0.0469","1.1168","-0.1413"
"C0ACA0","0.1717","0.6997","0.1877","0.5985","1.4854","1.7825","0.6553","0.0627","0.3961","0.4851","0.649","0.2624","0.3936","0.7989","1.699","0.3327","0.3145","0.2661","0.7632","0.2671","0.8551","0.7794","0.8966","0.3327","0.4579","0.2481","0.3978","0.2588","1.2361"
"C0AD00","2.0785","1.4052","1.3396","1.178","2.1995","2.8139","1.6935","-1.6257","-1.1818","-0.851","-1.5803","-0.9744","-2.0741","1.6618","1.9225","0.1307","0.1569","0.1394","1.1852","1.8264","0.244","0.6691","1.8271","1.6853","0.3479","0.1882","1.1413","0.195","1.4627"
"C0AD10","2.1191","1.4923","1.3482","1.4728","2.0493","2.307","0.2474","0.7999","-0.3254","-0.803","0.7211","0.2536","-0.6303","2.1191","1.7357","0.2781","-0.8135","0.7956","-0.4474","1.8544","-1.3023","1.4943","2.1865","1.2948","0.4355","0.7771","1.2364","0.7956","1.6929"
"C0AD30","0.9368","0.5033","-0.5494","1.1478","1.6776","1.9805","1.2216","-0.0157","0.6062","0.7071","0.7771","0.6871","0.9848","-0.9969","1.5279","-0.2195","-1.3766","-0.9177","0.9526","0.6451","-0.1814","0.8776","1.4745","-0.1325","-0.3911","-1.1982","0.7064","-0.8229","1.4444"
"C0AD40","0.1674","1.0565","1.8652","0.6784","1.1644","1.5998","-1.0718","1.1984","-0.6983","0.8951","0.5829","0.4999","1.1998","0.3327","0","0.0419","0.5953","1.8385","-0.2177","-0.7981","0.1221","0.5803","0.6339","0.9577","1.9572","2.3615","0.3682","1.4417","1.888"
"C0AD50","2.7615","0.5006","1.1388","2.1039","3.0769","2.0726","1.3991","1.1203","-0.5416","0.6038","-0.3708","0.5035","-0.7452","2.0987","3.4952","0.8777","1.1067","0.2302","0.8604","2.4359","1.2021","0.7778","2.2944","1.1025","1.2021","0.6825","-0.6103","-0.0628","0.894"
"C0C460","0.662","0.9031","0.5563","0.0968","0.7878","0.2925","0.5088","-0.35","-0.3945","-0.3254","0.6444","-0.3694","0.3517","-0.508","0.4689","0.2828","0.0832","0.2571","0.0105","0.7308","-0.4067","-0.3069","0.5829","0.6103","-0.1216","0.4415","0.0366","0.3985","0.2481"
"C0C480","0.0995","0.0682","0.121","0.1891","-0.1204","0.2993","-0.1928","-0.1463","0.1997","-0.0309","-0.122","-0.0391","-0.1462","-0.106","-0.3498","0.5634","0.7829","0.5071","-0.0309","-0.0278","1.1434","-0.0684","0.0191","0.4357","0.9539","0.727","-0.007","0.1125","0.7824"
"C0C540","0.8776","0.5945","0.4974","0.8733","1.5128","1.5844","0.7956","-0.769","0.7999","-0.495","1.3947","-0.4636","-0.5953","1.0177","0.7986","0.431","0.6923","0.5768","1.1993","0.7947","1.2894","-0.5071","0.8899","0.7913","0.9","0.5035","1.1998","0.424","0.9192"
"C0C590","4.073","2.8054","3.0674","2.6847","3.3236","3.3236","2.0462","1.5757","0.6889","1.0958","1.9997","0.9063","-1.9416","3.3162","3.4385","1.3145","1.5795","1.6038","1.5","2.3314","1.6269","1.4835","3.6862","3.3642","2.0187","2.0145","1.9602","1.5096","2.7577"
"C0C630","2.9934","3.294","3.7157","1.722","2.5679","2.447","1.6821","-2.0949","-1.2981","1.2557","-0.0367","1.0985","-2.7877","2.9002","2.824","2.8983","2.5586","1.079","1.2361","2.4321","1.8423","1.6997","2.9908","3.1399","3.6083","3.0743","1.5649","1.8001","2.3517"
"C0C650","4.0657","3.614","3.9611","2.1436","3.7302","3.2514","-0.0297","-1.3119","-0.7872","-0.7947","-1.0777","0.6761","-1.5429","3.2841","4.1535","2.9445","1.9926","1.4943","0.6821","2.57","2.1665","0.9998","4.1898","3.2649","4.2264","2.5279","1.3896","1.3703","2.8284"
"C0D360","0.399","0.2819","0.1026","0.1638","0.4997","1.2951","0.0731","0.3709","0.265","0.3978","0.6694","0.4997","0.4981","0.1095","0.3536","0.0908","0.1805","0.1302","0.244","0.3993","0.2762","0.4782","0.1408","0.3998","0.341","0.0518","0.1879","0.1878","-0.2735"
"C0D390","-0.5298","-0.7608","-0.3195","0.0961","-0.4286","-0.0819","-0.1169","-0.1928","0.1124","-0.0484","0.1362","0.0017","0.1302","-0.0682","0","0","-0.053","0","0","-0.2294","-0.4532","0.1172","-0.4891","-0.4226","-0.7518","-0.1286","0","-0.1618","-0.0559"
"C0D480","1.1491","0.8485","0.4086","0.4096","1.0177","0.4925","0.2463","0.2869","-0.1315","-0.0899","-0.1364","0.0731","-0.4689","0.014","-0.1133","0.2958","0.3078","-0.0052","-0.1389","0.0732","0.3225","-0.0675","-0.2084","0.6642","0.5535","0.2052","-0.1124","-0.2868","0.513"
"C0D540","1.609","1.4387","0.4728","0.3147","1.1809","1.3199","0.9725","0.5663","0.3936","0.3759","0.8607","0.4997","-0.3365","1.1326","1.5825","0.2939","0.4405","0.4045","0.3441","1.2276","0.3709","0.589","1.4863","1.7355","0.3527","0.2877","0.1928","0.424","1.4142"
"C0D550","0.1408","0.9925","0.8089","0.5438","-0.1378","0.3961","0.4596","0.2364","0.3999","0.5996","1.3641","1.2982","-1.5301","0.7641","1.0401","1.3703","1.1818","0.5706","0.6821","0.3009","0.5992","1.1883","0.6","0.6857","0.5706","1.0973","0.7469","-0.3597","-0.2331"
"C0D560","3.0981","2.3996","1.5128","0.9903","2.2717","2.2406","0.8241","-0.2605","-0.8479","-0.547","0.7512","0.9508","-1.7983","-0.9762","2.3766","0.7829","0.7419","0.7715","1.1258","1.4474","0.9259","1.1984","2.2996","2.3747","1.2633","1.0126","0.6894","1.2998","2.0398"
"C0D570","1.9605","1.4004","1.1684","1.1535","1.6178","1.0495","0.9816","-0.7502","-0.6553","-0.4728","0.6619","0.6999","-0.4884","1.4095","1.3119","0.4728","0.1286","0.6999","0.8803","0.4589","0.4096","0.7518","1.2287","1.7976","0.5663","0.649","0.8733","0.9962","1.0286"
"C0D580","-0.0209","-0.4782","0.197","0.0996","-0.2624","0.0174","0.1368","0.1124","0.0209","0","-0.0518","0.0719","0.2","0.2298","-0.2536","0.0174","-0.0052","0","0.1","-0.104","-0.0585","-0.0978","-0.424","-0.8345","-0.0418","-0.0105","-0.0545","0.1259","-0.0366"
"C0D590","5.9063","5.1292","4.6114","3.4341","4.3687","3.7536","2.508","1.757","-0.2924","1.2608","-0.6743","1.0893","-1.2213","4.2743","4.6493","2.9493","2.4313","2.0206","2.3959","2.9876","2.5702","1.4972","4.9737","5.7509","4.5318","3.7825","2.4758","3.152","3.9834"
"C0E420","3.8857","3.3543","2.7113","2.3492","3.4435","3.3552","1.9747","1.7975","-0.2205","0.6237","0.794","0.8402","0.1394","2.9353","3.3706","1.5825","0.9185","1.0337","1.6444","2.2656","1.4375","1.3981","3.7314","3.8762","2.2064","1.4256","1.8544","1.8896","3.2361"
"C0E430","2.7847","1.8815","0.4981","0.4806","2.4148","1.5455","1.5429","1.7607","1.3787","1.0462","0.8835","0.7878","1.6564","1.9951","2.5522","0.3","0.2989","0.4999","0.6821","1.891","0.0868","0.5871","2.3752","2.1012","0.3","0.2998","0.5996","0.8863","0.6432"
"C0E530","2.0808","1.966","1.4417","1.3715","2.1563","2.6812","1.8875","1.1876","0.5734","0.1929","-0.4769","-1.3199","-1.5282","1.5849","2.2936","0.8785","0.6871","0.5803","0.9848","2.2384","0.6128","0.9877","1.7874","1.9015","0.866","0.8572","1.2436","0.8387","1.9939"
"C0E610","0.5945","0.4568","0.0832","-0.3214","1.0918","1.9563","0.8966","-0.0349","0.6237","-0.0487","0.0262","-0.5991","-1.3377","0.5673","0.5481","-0.4015","0.1792","-0.0349","0.4092","0.483","0.399","-0.2463","0.5955","0.3978","0.3995","0.3825","0.2624","-0.0835","1.1852"
"C0E730","2.9002","2.1034","1.7387","1.1535","2.4993","1.9917","1.757","1.4672","-0.2631","0.7281","0.797","0.3878","-0.5902","1.8711","1.9778","1.023","0.5119","0.7518","1.1818","1.9622","0.736","1.0462","2.2215","3.1185","1.1809","0.9119","1.284","1.2761","1.7714"
"C0F861","-0.9429","-1.8021","-1.2124","-0.6928","-0.866","-0.9948","-1.0903","-0.0087","-0.3355","-0.3277","-0.3277","-0.3195","-0.6709","-1.0649","-1.6989","-1.5752","-1.2721","-0.8192","-0.6","-0.8899","-0.8572","-0.9326","-0.6784","-0.8387","-0.6553","-0.5516","-1.1143","-0.7632","-0.6389"
"C0G640","7.7036","5.9697","4.3749","4.5155","7.0378","7.3411","3.9949","2.3933","1.4854","1.2557","-0.7162","-1.5279","-2.5984","4.3332","5.166","2.384","2.2776","2.3985","3.2154","4.4409","1.4127","2.3766","4.1603","3.3533","2.3933","2.3166","3.0559","3.2754","4.2296"
"C0G650","1.7","1.3998","1.1","1.2929","1.9997","1.8974","1.2982","0.6138","0.5822","0.4872","0.8951","-0.5541","-0.7552","1.1738","1.3923","0.7999","0.6894","0.7989","0.766","1.2951","-0.3812","0.6997","1.4998","1.3","0.6948","0.856","0.9","0.9135","1.4991"
"C0H990","-7.0004","-8.8649","-6.3396","-7.1079","-5.9474","-4.7406","-4.6946","1.8875","-2.955","-4.6075","-4.7561","-4.06","-4.2426","-6.4617","-9.6137","-3.3642",NA,NA,NA,NA,NA,"-6.6255","-5.5352","-7.4574","-5.0883","-4.8859","-5.3245","-4.8497","-3.0732"
"C0H9A0","1.1203","0.2605","-0.5664","0.5768","0.6138","0.2867","-0.2699","-0.1219","-0.1935","0.3597","-1.8815","-0.1736","-1.8672","0.5017","-0.9119","0.0784","0.7853","0.1575","0.2588","0.7995","-0.1251","-0.4049","0.0279","0.309","0.4636","-0.4","0.5162","0.0576","-0.2474"
"C0H9C0","0.8302","0.845","0","1.0625","0.2179","0","0.7211","1.7552","0.7873","0.7825","0.7064","0.3611","0.7281","1.1702","1.3778","0","0","0","0","0","0.5032","1.0566","0.8632","1.0068","0.5665","0.8302","0.4532","0.725","1.0037"
