"stno","X2016.02.01","X2016.02.02","X2016.02.03","X2016.02.04","X2016.02.05","X2016.02.06","X2016.02.07","X2016.02.08","X2016.02.09","X2016.02.10","X2016.02.11","X2016.02.12","X2016.02.13","X2016.02.14","X2016.02.15","X2016.02.16","X2016.02.17","X2016.02.18","X2016.02.19","X2016.02.20","X2016.02.21","X2016.02.22","X2016.02.23","X2016.02.24","X2016.02.25","X2016.02.26","X2016.02.27","X2016.02.28","X2016.02.29"
"466880","0.7182","0.7524","0.9235","0.2394","1.1491","1.7619","-0.866","0.342","-1.0337","-1.0337","-1.0337","0.5196","-1.0392","0.8","0.684","0.7866","0.8208","1.1","-0.9397","1","1.2313","-0.1389","0.8356","1.0603","1.1287","0.8551","-0.4596","0.6498","1.1287"
"466900","3.6648","2.6311","1.6914","2.1666","2.9544","3.0529","1.7727","-1.2213","0.95","-1.7619","-1.9053","0.6428","-1.7321","3.2889","2.2553","-0.6894","0.191","0.35","1.2124","2.0681","-1.65","1.05","2.9544","2.1651","-1.2124","0.2736","1.1818","0","2.2517"
"466910","3.2889","1.1","-2.8559","2.7","5.6134","7","4.0377","2.659","-2.8559","-3.1514","-1.9734","1.5035","-2.913","3.8527","3.8408","-2.9544","-3.8408","-2.5279","3.0529","5.5","-5.0225","-1.9696","3.7588","1.9151","-5.4164","-4.2286","3.1514","-1.6742","1.9917"
"466920","1.55","1.25","1.55","0.7","0.6","0.9642","-1.3156","0.9642","0.9642","0","0.191","0.5142","-1.2216","1.1","1.5427","0.9577","0.9577","1.6","-0.2431","1.7854","2.25","0","0.85","1.9","1.95","0.9919","-0.9193","1.2","2.1855"
"466930","4.0703","3.8105","5.2623","3.4769","2.8191","1.5321","1.3787","0.7071","0.7071","0","-0.7794","-0.171","0.4104","3.5507","3.3775","3.6373","3.8105","2.2215","-0.0695","2.6847","2.2215","0.0868","2.9445","2.2215","2.8344","5.3562","1.2803","1.0392","2.8579"
"466940","7.583","6.1058","2.1855","2.3635","6.1058","6.4013","3.8408","-2.2517","-1.8794","-2.659","-2.1449","0.8356","1.6454","5.318","6.0073","1.607","0.4446","0.5","-1.9284","4.924","1.75","2.1","5.4164","5.2828","2.25","1.6","2.7575","1.8187","4.4167"
"466950","10.0547","9.115","6.0422","7.5344","9.0602","11.0298","5.3562","2.911","-2.8","-10.8065","-10.8065","2.6812","-1.7443","10.439","9.1587","4.371","3.95","3.0098","8.2693","10.8329","3.1466","-9.303","10.045","10.0459","7.2635","6.2993","6.7658","2.6354","8.054"
"466990","4.5963","2.2215","1.8385","1.7","3.5238","3.8567","-0.7866","-1.4784","-1.7","-2.0569","-0.7524","2.0683","-0.8551","4.6729","3.9068","0.6498","1.9","0","-1.4","3.1408","1.9917","-1.6","3.8302","5.8219","2.9876","2.0785","2.6046","1.7619","4.9793"
"467050","9.6995","7.5072","6.7412","5.1325","7.7994","7.188","3.6004","2.6847","-0.95","-1.3023","-2.8559","-0.2605","0","7.3612","7.7076","3.7924","3.8567","3.294","3.2889","5.2091","4.6923","2.1651","8.054","8.5797","6.0422","5.3623","3.8971","3.6373","6.8944"
"467060","3.7423","-0.7814","1.4707","0.4862","-0.6425","-0.6425","-0.6599","-1.35","-3.0642","-2.9876","-1.1","-0.95","-1.35","3.6648","0","0","-0.9577","1.9926","-2.2981","0","-1.4784","-2.4249","3.4468","-0.5557","-0.7524","0","-1.2","-0.7182","2"
"467080","1","-0.2257","-0.5472","-0.2257","2.4432","2.913","1.8385","0","-1.05","-0.382","0.9","-0.5472","0.3299","1.6","2.1666","-1.157","0","-0.513","2.3383","2.7575","-0.4104","-0.3126","2.1","1.2257","0","-0.75","0.2952","0.2778","2.6997"
"467110","3.0211","2.4426","2.314","2.4513","1.65","1.9","2.0683","1.3789","2.1666","1.6742","0.9959","1.0725","-2.0681","1.95","2","1.6","1.7355","1.9151","1.2803","1.7","2.6997","0.75","2.4","3.0211","2.6997","2.2981","1.6454","1.7727","2.4"
"467300","16.0687","14.9411","11.8401","11.8401","14.0954","16.6326","12.7798","8.054","4.0703","3.8105","1.1461","-4.8864","-4.7271","6.5778","14.4713","10.4306","8.9618","7.7055","8.0754","13.8135","9.115","5.889","13.5316","16.5386","12.7798","11.0884","9.2572","8.3633","12.4039"
"467350","8.3709","7.4","6.1","5.9","6.8","8.2","6.1","3.7423","2.659","2.3635","2.7251","-2.462","-2.659","4.8256","7.4845","5.4","4.6","4","3.8408","7.0906","5.6134","3.8408","7.3","8.3","7.2","6","4.6","4.3","6.3028"
"467410","5.2828","3.6004","3.2174","3.9068","5.1962","6.1284","3.8302","1.8","0.3299","0.2952","0.4862","-2.8559","-2.3635","1.0603","0.9377","0","0.4862","1.2655","0.6599","1.8127","0.684","0.4341","2.45","1.5391","1.3","1.4023","2.15","1.0603","2.4"
"467420","6.0073","4.5301","3.8408","4.5301","6.1058","7.6815","4.5301","3.0529","1.5035","1.2803","1.9919","-2.2517","-2.0785","2.8559","5.121","2.5605","2.462","3.2","3.4","4.924","1.7","2.1666","4.924","4.4316","2.2651","3.5453","4.0377","2.9544","4.4"
"467440","2.659","2.1666","2.3","2.462","3.5453","3.8","2.659","2.0673","1.2856","0.9526","-2.1613","-2.2651","-1.4095","2.0681","2.462","1.4095","1.9696","2.1613","1.7355","2.2651","1.0927","1.6914","2.1666","1.8711","1.2213","2.2651","3.1514","1.8711","1.4141"
"467480","4.4316","3.2499","2.6311","3.0529","4.7271","5.4502","2.7251","2.0673","1.1818","0","1.5321","-0.9642","-1.3499","2.462","3.6438","1.3156","0.7794","1.7727","1.8711","3.4468","-0.1736","1.8","3.4468","3.0529","0.866","2.1666","2.3635","1.5035","2.8"
"467490","3.2499","2.462","1.6742","1.8711","3.3","4","1.7727","0.8863","0.5909","0.4924","0.7794","-0.8863","-1.4095","1.7854","2.7575","0.766","0.4596","0.7878","1.1818","2.4","-0.7518","0.9526","2.5605","2.3635","0.6894","1.1258","1.4095","0.6928","2.6"
"467530","1.3023","0.6156","-1.1818","1.3156","0.8356","0.2257","2.3","0.5814","1.1276","1.0392","0.9959","0.9526","-1.4095","0","0.4689","0","-0.9959","0.9848","-0.2257","-0.2084","1.2","0.8999","0","0","0.6428","0.1736","0.6894","-0.3762","-1.1276"
"467540","2.8344","3.101","2.6046","1.9917","2.7251","3.7588","3.007","1.6853","1.6853","2.2553","0.7713","1.6","-2.3492","2.1449","2.3492","1.5975","2.2981","1.0927","0.5472","3.1177","4.2286","0.85","3.2043","4.1569","4.2435","2.3747","1.7854","2.5372","3.294"
"467550","-1.2503","1.2329","1.094","1.3024","1.1634","0","4.5963","3.1177","0","-2.1205","-5.3623","-2.6","1.1287","0","0","0","0.7293","-0.7467","0.8161","2.45","0","0","1.2997","1.4023","0","0","1.8469","0.6946","0.6425"
"467571","4.0407","3.5708","2.5372","1.8794","3.195","2.7713","2.1613","0.6156","0.4104","-0.1563","-0.191","0.2394","-0.4788","2.8191","3.4769","1.4141","1.0927","0.9397","1.3787","2.2215","0.7866","1.2216","3.4769","4.5105","2.6046","1.7854","1.2216","1.5975","3.4769"
"467590","3.6639","5.0559","2.9876","2.3383","3","3.8971","3.4472","2.314","1.1971","1.5733","-1.0603","-2.6","-0.2605","1.45","4.8261","3.5238","3.2174","1.5321","1.3156","3.5353","3.95","1.2313","3.2782","5.7851","5.3351","2.5069","1.9696","2.7578","4.2424"
"467610","5.3562","4.2435","3.2043","3.6648","5.6134","6.0073","4.1","2.8191","2.5372","1.8187","0.7713","-2.3383","-2.9544","4.2286","4.7631","3.0529","2.7251","1.9919","2.0673","4.5301","4.1362","1.8794","4.6985","5.9201","4.6765","3.5507","3.007","3.0311","5.318"
"467620","10.3405","7.1891","8.2693","9.6788","8.5678","8.0754","4.924","4.3226","4.6765","5.0229","-7.583","-7.188","-2.8046","-1.5107","6.5982","5.1","5.9201","4.7631","-0.8509","6.4839","5.6134","4.8864","6.3899","7.4236","5.8261","5.1962","-1.0945","4.5033","5.4502"
"467650","-0.9193","-0.8457","-0.6894","-0.4104","-2.2","-0.5362","1.2124","1.0392","-0.5","0.9526","1.3787","0.2257","0.95","0.4446","0.7071","1.3","1.1276","0.7713","0","0.9193","1.0833","0.766","0.866","0","0.9","-0.1563","1.1","1.0392","1.5035"
"467660","2.8579","2.7713","2.5981","2.5981","2.5115","2.8191","3.101","2.3383","2.5115","1.9919","1.4722","-3.6438","-2.913","2.6046","2.5115","2.8579","3.2909","2.1651","1.4555","3.3775","3.0311","1.4722","2.8579","2.7251","3.4769","2.8579","1.6087","2.3383","3.4641"
"467770","10.3","8.8","6","6.5","9.5","9.9","7.5","4.7271","2.0785","1.7321","3.0311","0.3473","-3.7239","6.3","8.8","4.5","3.6","3.3483","4.5","7.8","3","3.8408","9","9.3","4.4","4.5","5.5","5.5149","8.2"
"467780","9.6511","7.2356","6.108","6.9537","9.8481","11.8177","8.1739","5.1","2.0683","2.0785","2.2498","-2.1613","-1.9053","-3.2174","8.0814","3.2043","3.8527","4.4167","5.6","8.3709","2.7251","3.3775","8.4693","6.9537","4.6","6.108","6.4997","5.3562","8.2"
"467990","2.7","2.8283","2.911","3.3","2.5712","0.6078","2.1613","0","1.4555","0","-1.0927","-3.4769","-6.1488","3.1","1.75","1.4","1.9284","2.2553","2.1","0.6078","3.5507","2.462","2.4","4.3301","3.677","2.8559","1.7854","0","2.25"
"C0A520","1.0988","1.3016","1.9607","0.7314","0.7995","0.7715","0.5936","0.45","0.4851","0.5143","0.4815","0.2934","0.3517","0.8356","1.8672","1.7894","1.9985","1.5745","-0.3069","0.9271","2.645","0.1929","0.4298","1.816","2.74","1.7781","0.5638","1.0625","1.7938"
"C0A530","1.0442","0.4815","0.4363","0.3812","1.6959","0.8978","0.9962","0.6217","0.8089","-2.1571","1.1852","0.6578","0.5563","0.8756","0.515","0.7625","0.7","0.7314","0.0572","0.9976","0.614","-1.4979","0.2847","1.3248","1.6","0.6573","-0.0375","0.3882","1.722"
"C0A540","0.0454","0","0.0515","0.0707","0.5985","0.2993","0.3998","-0.2978","-0.8089","-0.4135","0.0157","0.4728","-0.2989","0.4951","0.0651","0.0726","0.1118","0.0845","0.0675","0.4938","0.6691","-0.3078","0.0423","-0.0209","0.1216","0.0292","0.0951","0.1873","0.7999"
"C0A550","0.3825","0.0819","0.0839","0.0996","0.3532","0.5734","0.2989","0.0839","-0.1878","-0.3611","-0.4015","-0.0375","0.0974","0.3","0.1932","0","0","0","0.2868","0.5362","-0.097","-0.2463","0.3564","0.0999","0","0","0.0407","0","0.0985"
"C0A560","0.0314","0.0035","0.0827","-0.4636","-0.9185","-0.3857","0.5299","-1.1476","-1.0698","-1.4854","-1.1046","-1.2803","-1.2803","1.1115","0.6948","-0.1985","-0.1658","-0.1389","1.079","0.7825","0.4663","-0.9031","0.1871","-0.2229","-0.3225","-0.4974","0.0695","0.3126","-0.4938"
"C0A570","0.0314","0.0242","0.1545","0.09","-0.1634","-0.3682","0.1953","-0.0227","0.5263","0.1482","0.6536","0.0628","0.0784","0","-0.014","0","0.1124","0.1498","-0.7314","-0.0314","0.8208","0.2903","-0.0375","0.045","0.0279","0.0845","0.0954","0.0454","0.2287"
"C0A640","0.3985","0.097","0.0156","0.1813","-0.1075","-0.1732","0.1576","0.2963","0.169","-0.5164","-0.6444","0.0908","0.045","0.3999","-0.2229","0.0438","-0.0259","-0.0755","0.0382","-0.0407","-0.6973","-0.6022","-0.1999","-0.1805","-0.0781","0.0416","0.0407","0.1658","0.2828"
"C0A650","1.2343","0.8999","0.5202","0.3682","0.4902","0.4455","0.6973","0.5143","0.6928","-0.6784","0.6344","0.4145","0.1338","0.9841","0.4096","0.3064","0.1638","0.3195","-0.2517","0.5738","0.6","-0.4213","0.5945","0.8776","1.3265","0.5945","0.0891","0.6472","0.9899"
"C0A660","2.3766","1.9851","0.6691","0.7518","1.8988","2.0673","1.1998","-0.6535","-0.8485","-2.8941","-2.1472","0.6914","0.4999","1.3947","1.501","-0.2344","0.0314","0.1576","1.0786","1.5849","-0.2099","-1.7854","1.6997","2.0398","-0.3623","0.6138","0.6997","0.5822","1.5762"
"C0A860","5.8413","5.1922","3.1503","2.7168","3.9126","3.9611","2.5679","1.198","0.4298","-1.5973","-2.3755","1.0337","-3.3543","3.7296","4.0657","2.0353","1.2633","1.3926","1.7809","4.0104","1.055","1.8542","4.5434","5.14","3.3706","2.5702","2.0186","1.817","3.8136"
"C0A870","8.9178","7.1266","4.6376","5.2977","7.382","7.328","4.0569","3.2226","-1.3506","-2.8368","-3.8971","-0.3169","-0.6947","8.0212","6.9023","1.2975","0.3925","0.9386","-0.4175","2.3441","-1.6982","-2.4057","7.5896","4.45","0.1728","4.4328","4.4938","2.6473","5.374"
"C0A880","4.7971","3.3871","2.1201","1.9754","4.6993","4.2798","-0.6861","-0.5694","-1.9406","-4.3759","-3.298","0.7981","-0.225","3.0769","4.1974","-0.1882","-0.1251","0.1854","1.3694","3.3801","1.2188","-2.6852","3.564","3.632","-0.4168","2.1651","-0.4782","1.137","3.2279"
