"stno","X2010.02.01","X2010.02.02","X2010.02.03","X2010.02.04","X2010.02.05","X2010.02.06","X2010.02.07","X2010.02.08","X2010.02.09","X2010.02.10","X2010.02.11","X2010.02.12","X2010.02.13","X2010.02.14","X2010.02.15","X2010.02.16","X2010.02.17","X2010.02.18","X2010.02.19","X2010.02.20","X2010.02.21","X2010.02.22","X2010.02.23","X2010.02.24","X2010.02.25","X2010.02.26","X2010.02.27","X2010.02.28"
"466880","2.2651","2.6311","1.7854","0.7878","-0.3","-0.5638","-0.6062","0.866","-0.5638","0.3","-2","4.5301","3.9392","0","1.3787","2.5","1.2803","1.4","1.7727","1.7321","-0.7518","-0.4698","0.6894","0.6894","0.2954","-0.866","-0.383","2.2517"
"466900","0.6498","0.2952","0.7866","0.4515","0","-0.191","-0.1736","-0.9193","-0.7518","-1.1258","0.7524","1.6075","0.95","0.8551","1.2997","0.8893","0.8893","0.8551","0.6498","0.8","0.75","-0.1042","0.8356","-1.0725","0.9642","1.2213","-0.8457","1.2"
"466910","3.3483","1.55","-0.4515","-0.4168","-0.382","-0.1389","0","-0.2605","1.0285","0","2.3383","1.9151","1.4023","-0.3126","-0.5904","-0.6078","-0.6772","-0.5383","2.1613","2.9544","0","0","-0.6498","0","1.05","0.6251","1.3","0"
"466920","2.8191","3.6648","1.8794","-1.7","-0.9526","-0.6428","-1.2124","1.3787","-0.7794","0.4","2.3492","4.6985","4.2286","-1.4772","2.0673","2.2517","1.4772","2.0673","2.3492","2.5372","-0.9397","-0.6894","1.7854","1.2803","0.7794","0.6","0.7518","3.5507"
"466930","1.0603","1.1","0.9919","0.6156","-0.2394","-0.1286","-0.3078","0.6894","0.6428","0.766","0.7182","2.1889","1.8469","-0.35","1.6075","1.5733","1.6417","1.7101","2.0179","0.9577","0.6428","0.1736","0.9193","0.8426","-0.342","-1.4555","-0.7071","0.9848"
"466940","2.1212","2.0673","1.4","-0.7866","-0.9959","-1.8187","-1.3499","0.85","-1.5588","-1.607","1.4","2.1547","3.8105","0.5036","1.9837","2.2915","2.1547","2.2573","1.5391","0.6578","1.5588","-1.7619","1.0285","1.7321","-0.7","-0.6156","0.75","0.85"
"466950","6.2816","5.7119","7.2746","5.2709","5.9756","5.1","-4.4431","2.6997","-4.8","-4.4","4.5638","3.4544","6.6646","6.8416","3.3518","3.6596","3.3518","3.044","5.5923","5.0229","-3.9837","-4.2898","-1.5049","4.1","4.3","-4.4167","2.6997","5.5921"
"466990","2.1","-1.5035","1.9151","-2.3635","-2.1666","-1.9696","2.3635","0.3473","-2.4249","-2.7713","2.4426","4.6729","-0.3473","-3.1177","2.9876","2.4513","0.7182","-2.0785","-1.2856","-1.2213","-2.913","-2.3635","-2.0673","-3.3775","-2.5115","-3.0529","1.5427","-1.7619"
"467060","-3.1514","-2.1613","-2.3635","-0.6498","-1.9","-1.8794","-1.0392","-1.4095","-2.0673","-1.7854","0.4515","1.5391","-3.101","-1.5035","3.1408","-3.4769","-3.6438","-4.1362","-4.3332","-2.913","-2.2553","-1.7854","-2.1613","1.9151","-1.8794","-2.0673","1.1818","-0.8"
"467080","2.4249","-1.3156","0.5814","1.7854","1.4","-0.866","0.9193","-0.383","-1.6","1.5035","2.3492","2.8191","-1.2","-1.3789","2.0683","-1.2124","-0.8863","-0.9526","-1","-1.5757","-1.5035","-1","2","-1.9696","-1.1276","1.6454","1.4095","1.2257"
