"stno","X2014.02.01","X2014.02.02","X2014.02.03","X2014.02.04","X2014.02.05","X2014.02.06","X2014.02.07","X2014.02.08","X2014.02.09","X2014.02.10","X2014.02.11","X2014.02.12","X2014.02.13","X2014.02.14","X2014.02.15","X2014.02.16","X2014.02.17","X2014.02.18","X2014.02.19","X2014.02.20","X2014.02.21","X2014.02.22","X2014.02.23","X2014.02.24","X2014.02.25","X2014.02.26","X2014.02.27","X2014.02.28"
"466880","-0.3762","-0.3078","1.7854","3.2043","2.1651","-0.2736","0.2394","2.2553","1.5588","1.2213","0.4104","0.2571","0.45","0.4104","1.3856","0.7794","-0.3214","-0.4104","0.684","1.2","2.0785","1.4722","1.8187","-0.2431","-0.342","-0.3","2.5115","1.3789"
"466900","-0.9526","0.7071","0.6498","1.3339","1.1","-0.2084","0.2778","1.1287","1.1287","1.2997","0.3126","0.6428","0.4689","0.4862","1.2213","-1.6454","0.85","0","0.5557","0.3647","0.85","1.1258","1.8385","1.9151","-1.0392","0.5785","0.75","0.513"
"466910","0","-0.3126","0.5904","-0.6425","-0.8682","-0.3647","0","-0.4689","-0.573","-1.1461","0","-0.8551","-0.7467","0","1.2655","-0.4341","0.4788","0","0","0","-0.4515","-0.4862","0.5209","-0.5209","-0.171","0","2.6847","1.9"
"466920","-0.4104","0.342","1.7854","4.6286","3.5453","-0.7794","-0.45","2.8559","2.462","0.8","-0.4446","-0.3","-0.7071","1.3787","2.2517","1.5757","0.6894","1.4772","-0.8356","1.7619","2.9544","2.7575","3.4468","2.1666","-0.6894","0.9848","4.5301","2.9544"
"466930","0.8426","-0.3464","1.0261","3","1.55","0","-0.433","1.9495","2.2573","0.9577","0.95","-0.7713","1.45","0.4515","1.8","0.8457","0.3078","0.2952","0.8551","-1.5975","0.7182","1.3856","0.9193","1.3156","0.866","0.5362","2.2","0.9"
"466940","-1.0927","1.0927","2.0683","4.1366","2.5279","-1.6853","0","0.8682","1.1808","1.285","0","-1.65","1.0245","1.0593","2.3747","-0.2431","-1.157","-0.4862","0","0.9724","3.6373","1.5035","1.8794","0.3994","0.3126","0.8356","2.3383","1.2213"
"466950","0.712","0","4.9027","10.0459","6.7412","-3.1","0","5.05","8.8861","6.45","3.4202","5.05","5.55","3.8306","8.2724","1.858","-0.7293","2.7704","4.1726","4.3","7.5175","6.5982","6.7952","1.7191","3.4544","1.0419","6.5818","2.3599"
"466990","-2.4249","-1.6454","1.3","3.5353","-1.299","1.9926","0.6498","2.1212","1.25","3.5996","-2.0681","-2.462","-4.1569","2.3783","1.9284","-2.9445","-3.2043","2.6046","1.5","3.1497","2.3492","-2.1613","-2.2517","-2.4249","-3.1177","-2.1651","0","-1.9053"
"467050","-1.5588","1.2213","3.7536","9.6522","4.4431","1.8641","2.0683","6.588","8.1967","7.737","4.3067","4.6281","5.3351","5.5923","5.7158","1.0927","-0.9642","2.4","4.8209","5.2709","7.0148","2.9568","3.294","-2.6847","1.0927","1.7321","5.5155","2.05"
"467060","-2.1613","-1.2216","0.684","0","1.5","-1.7727","0.9193","3.195","-3.101","-2.1666","-3.2","-3.5708","-2.6046","-2.5372","-2.2651","-2.0673","-2.0681","-1.3023","-2.0785","1.1629","-2.2553","-1.9696","-1.5975","0.5904","1.2","0.9193","-1.4722","-1.3156"
"467080","-1.4","-1.2803","1.2257","2.4513","0.75","1.0337","0.1736","0.382","-0.5785","0","-0.3126","-0.5638","0.7071","0.2605","-1.4555","0.8999","0.7","-0.95","0.3647","0.6599","-2.6","0.8","-0.8863","1.2213","1.5","1.1276","0.9959","0.9397"
"467110","0.2431","0","2.5372","4.4431","2.0569","0.8426","1.4722","3.8971","3.4472","3.6373","2.6046","1.9926","1.9917","1.9926","2.8344","0","0","2.6847","1.7998","3.5507","2.4426","2.4249","1.9151","2.0673","0.4446","0","3.2909","1.8385"
"467300","0.7293","0","0.7641","2.4658","3.6938","3.1","-0.8509","1.7538","2.188","2.8478","2.1706","1.9449","2.2401","2.2748","0","1.1982","-1.5049","0.903","2.57","2.6742","0","-1.5281","0","1.0072","0.903","1.5049","1.4586","2.0863"
"467350","0.5472","0","0.6498","3.6","2.75","1.0945","0.8208","2.55","3.35","3.85","1.9837","1.8469","2.0521","3","1.9153","1.1971","-0.4788","2.2498","2.2573","3.7","2.0521","1.6759","1.4365","1.0603","1.25","1.4784","2.35","1.8"
"467410","1.35","2.2498","1.6","1.95","1.9284","1.9926","1.35","1.85","1.85","2.95","2.6","1.85","2.25","2.45","1.75","1.9917","-1.2856","1.9284","3.3","3","1.25","2.1855","1.75","1.35","1.4141","1.15","1.9926","1.4141"
"467420","0","-0.5036","-0.9577","-0.6251","0","0","-1.35","-1.1287","-0.6599","0","0","0","-0.712","0","0","0.3473","-0.95","0","0","0","0","-1.0261","-1.1287","0","0.3473","-1.7321","0","-0.3994"
"467440","-1.6853","-0.3473","-2.0683","-1.3789","-1.5035","0.382","-1.6853","-0.3647","-1.6087","-0.4862","-0.5209","-0.3299","0","-0.4689","-0.3299","0.5814","0.3473","1.7619","-0.6251","0","-1.6087","-1.9917","-1.6087","-1.5321","-1.3023","-1.3789","-1.2257","0.3299"
"467480","0","-0.4446","-0.65","0","0","0.2257","0","0","0","0","0","0","0","0.5904","0.3126","0.8356","-1.0833","-0.4515","0","0","-0.75","-0.5814","-0.85","0.2778","1.3856","0","-0.8","0.2257"
"467490","-0.1736","-0.1389","-0.2084","-0.684","0","-0.5785","-0.191","-0.5814","-0.3299","0.5209","-0.7182","-0.2952","0","0","-0.342","-0.45","-0.6128","0","0.5209","0.5383","-0.6","-0.766","-0.191","-0.6428","-0.5142","-0.5","-0.4104","-0.766"
"467530","1.3156","-1.5757","-1.7727","-1.0392","1.5757","0.7713","-2.1","-1.3787","0.7524","-1.8385","-2.2","-1.7","-1.6742","-2.1","0","-1.7","-0.513","0","-2.0681","-0.7713","1.2124","0","-0.6428","-0.2431","-1.0337","-0.342","0","0.1736"
"467540","-2.2553","0.65","1.2","1.5733","1.6","0.3994","0.9","1.7","1.4","0.4515","-0.8","0.9","1.607","0.2952","1.1287","1.25","-1.5975","-1.75","1.6","1.2313","2.314","1.3","1.75","1.0603","-1.6914","-1.5588","1.65","0.85"
"467550","-6.1058","-6.202","-3.7588","-6.3899","-4.6985","-6.2959","-5.121","-4.8256","-5.6134","-4.4316","-5.4164","-5.5149","-5.2195","-4.7271","-4.0377","-5.2195","-5.9201","-6.4997","-5.6134","-2.9544","-1.3681","-3.9467","-1.75","-3.5507","-4.3226","-3.9","-5.2623","-3.6004"
"467571","0.9397","0.9","0.513","2.25","0.7","-0.3762","0.4104","0.9577","1.2313","1.4365","0.8893","0.6498","0.9235","1.1629","0.9","-0.6928","-0.9397","0.7","0.9235","1.2313","0.9919","-0.2084","0.7518","-1.1818","0.6578","1","0.7182","-0.7794"
"467590","0.3299","-0.4","-0.95","7.0476","4.9793","2.5","-1.5588","2.1","2.7251","2.85","0.9235","0.4168","-1.05","1.5","2.8","3.1497","2.1613","0.3299","-0.95","2.65","3.8567","1.95","2.05","3.9837","3.4769","2","1.05","2.3"
"467610","-1.25","0","0.7524","1.8811","0.3994","-1.1","0.9919","1.3681","1.1629","1.0593","1.2313","0.4341","-1.75","0.7293","1.1971","-1.05","-0.95","-1.75","1.7443","0","-0.6946","-0.9577","-0.8893","-1.35","-0.9","-1","1.0603","1.0285"
"467620","0","1.1461","0","0","5.1325","0","-4.5899","0","2.0143","0","0","0","0.8682","1.6497","0","5.7158","0","0","2.0838","-1.3545","0","0.903","2.9","1.8469","2.95","3.8302","2.5","5.2623"
"467650","-0.7713","1.299","-1.0285","-1.0337","-0.7878","-0.8426","-1.3","-0.9526","0","-0.6428","-0.45","-1.2803","0.8863","0.1736","-0.5785","-0.7713","-0.7713","-1.4772","0","-0.8356","-0.9642","0.4446","-1.4772","-0.75","-1.3","-0.4446","-0.8","1.2803"
"467660","-0.4788","0.866","1.1491","-0.6498","-0.513","-0.6498","1.2124","-0.684","-0.6156","-0.2952","-0.6498","-0.5814","-0.5814","-0.6156","-0.7182","-0.5814","-0.55","-1.4141","1.8641","-0.382","1.8385","-0.6498","-0.684","-0.6498","-0.4788","-0.55","1.5321","-0.2736"
"467770","-0.8208","-0.4341","0","0","0","0","0.5036","0","1.2155","1.667","1.2503","1.0766","1.1461","1.3024","0.712","-0.9577","1.2213","0.7814","1.2503","0","0","-0.6425","-0.7467","-1.6712","-0.9919","0","0","-1.4707"
"467780","0","2.6812","0.6946","3.55","2.4","2.1855","1.4023","3.1","2.9","4.6","3.65","2.8","2.3941","2.8388","2.5","0","-1.3789","1.2313","4.9","5.1","0.6599","0.9203","1.8469","1.1287","2.4426","0","0.9377","1.65"
"467990","-0.95","0.8356","2.6046","4.0496","0","2.3635","1.8385","3.6004","2.8","2.764","2.4426","0.5904","0.6946","2.6812","-0.6946","-0.382","1.4784","1.6","-0.5383","2.6046","1.2655","-0.6078","0","-0.4689","0.6894","1.6742","0.3994","0.6498"
"C0A520","0.2973","0.014","1.7143","4.5033","2.1563","0.3236","0.0572","2.7138","2.4321","0.4104","0.0244","0.3886","0.1145","0.5878","2.4869","0.2735","0.3277","0.1663","0.1392","1.0143","3.1128","2.0225","2.5715","-0.7995","-0.3654","0.1103","2.6792","1.4562"
"C0A530","0.5162","0.0366","0.3756","2.8941","1.5096","-0.3","0.1634","1.3569","1.2583","0.2424","-0.0946","0.0682","0.09","0.1247","0.6997","-0.3859","0.5516","-0.0853","-0.1526","-0.1254","1.4381","0.4446","0.6339","1.055","0.55","0.3371","2.0967","1.2688"
"C0A540","0.1891","0.1486","0.2396","0.6761","1.1934","-0.0934","0","0.0326","0","-0.1891","-0.0982","0","-0.0485","0.0788","0.1928","0.9948","0.0174","0.0105","-0.2971","0.0487","0.3109","0.097","0.6389","1.3743","0.0968","-0.0966","0.4908","0.2898"
"C0A550","0.0755","0","-0.4993","0.0629","0.1677","0.2264","-0.2984","-0.0574","-0.0551","-0.244","-0.3625","-0.0777","-0.1172","-0.15","0","0.3886","0.0391","-0.1545","-0.3394","-0.3268","0","0","0.1638","0.4663","0.1231","-0.0899","0","0.0766"
"C0A560","-0.3441","-0.2052","0.0087","0.1693","-0.4213","0.0349","-0.9336","-0.3774","0.0349","-0.7873","-0.5871","0","-0.3147","-0.2719","-0.1678","0.1294","0.0174","-0.6792","-0.3993","-0.5878","0.2052","0.1721","-0.4145","-0.4863","0.0523","0.0157","0.2071","0.5283"
"C0A570","0.7727","1.0998","0.8999","0.7","0.8863","-0.6709","-0.4915","0.2993","0.3897","-0.5871","-0.2007","0.1902","0.6871","-0.4415","0.2673","1","0.7956","-0.7314","-0.5664","0.9962","1.6","1.0865","1.8766","1.7539","0.9998","0.5999","1.7866","1.3923"
"C0A640","-0.0551","-0.1618","0.1732","0.2853","0.2516","-0.0934","0.0891","0.0993","-0.1941","-0.0626","-0.0278","0","0.1749","-0.0105","0.0927","0.4782","-0.0951","0.1891","-0.5955","0.1","0.1782","0.0875","-0.1654","0.7794","-0.014","-0.0731","0.0921","0.3355"
"C0A650","0.1634","0.2351","0.7217","1.7355","0.6466","-0.0845","0.0454","0.8485","0.9899","0.5657","0.0485","0.0927","0.1816","0.495","0.2516","0.103","0.1259","0.3597","0.3009","0.3597","0.3812","0.1847","0.0174","0.3978","0.15","-0.0755","0.5905","0.1498"
"C0A660","0.4092","0.0469","0.0628","0.8329","0.293","0.007","-0.3774","0.3824","0.3062","-0.2404","-0.3078","0.0279","0.195","0.1047","0.2394","0.342","0.1026","-0.5164","-0.4838","-0.3126","0.4213","0.2","0.2847","1.055","0.1693","0.0557","0.397","0.2394"
"C0A860","-0.8918","0.5","0.3201","3.0735","1.7714","0.6","0.5734","2.3","2.4549","1.4333","-0.244","1.1434","1.4215","1.3157","1.4838","-0.6582","-0.7726","0.2925","0.6101","1.6676","1.9571","0.55","0.0349","-0.727","-1.0244","-0.5991","0.8987","1.0126"
"C0A870","1.9167","2.3","-5.6298","5.0474","7.4376","-1.989","0.0733","0.2617","3.6338","0.7844","-0.2878","2.5351","2.2558","0.6885","6.1465","3.0808","-2.4257","0.0646","0","1.0072","6.7","5.3992","5.4776","3.7715","1.3575","0.8465","4.3069","4.0944"
"C0A880","-0.9816","0.1097","0.1777","0.39","2.2252","0.4363","-0.0558","0","0.0681","-0.7098","-2.3821","0.23","0.3868","1.087","0.5814","0.1936","0.0733","-0.6368","-1.2955","-0.4495","1.1321","0.8004","0.1097","0.2302","0","0.2034","1.1032","0.4474"
"C0A890","0.0342","0","0.265","0","0","-0.2034","-0.3355","-0.0877","-0.0485","-0.263","-0.4755","-0.1999","-0.0996","-0.103","-0.1","0.2487","0.0559","-0.4993","-0.2052","-0.2071","-0.0993","0","0","0.3936","0.1545","0","0","0.0358"
"C0A920","0.797","0.171","1.8513","2.2411","3.292","-1.1644","-0.1172","1.182","1.0927","0.526","0.0419","0.6151","0.6466","0.2661","2.2074","1.4127","-0.5936","0.9994","0.2084","0.766","1.6074","1.5301","2.5441","1.9715","0.5955","0.8733","1.6257","1.749"
"C0A940","0.7608","0.1268","0.6536","1.7207","0.7713","0.2622","0.5634","1.3071","1.5966","1.4236","1.2206","1.0565","0.9762","1.2679","0.9","0.2624","0.2394","1.0625","1.7938","1.0143","1.1331","0.4993","1.1","0.5996","0.2735","0.4568","0.2536","0.7999"
