"stno","X2017.11.01","X2017.11.02","X2017.11.03","X2017.11.04","X2017.11.05","X2017.11.06","X2017.11.07","X2017.11.08","X2017.11.09","X2017.11.10","X2017.11.11","X2017.11.12","X2017.11.13","X2017.11.14","X2017.11.15","X2017.11.16","X2017.11.17","X2017.11.18","X2017.11.19","X2017.11.20","X2017.11.21","X2017.11.22","X2017.11.23","X2017.11.24","X2017.11.25","X2017.11.26","X2017.11.27","X2017.11.28","X2017.11.29","X2017.11.30"
"466880","2.4432","0.8356","0.9397","3.1514","3.4769","2.5372","0.7713","2.5605","3.4769","2.0673","2.8559","3.195","1.2216","1.7854","2.6311","2.1613","-0.3078","2.0673","3.101","2.659","2.2553","0.8999","1.6914","2.7251","1.3156","1.4772","3.2889","2.2553","-0.4446","3.195"
"466900","0.8863","0.2778","0.3994","1.1","1.299","1.607","-1.5321","1.0261","0.85","1.3499","0.9235","0.75","0.4104","0.513","0.8457","0.85","-0.6128","0.9235","0.65","0.4104","0.1389","0.9235","0.9235","1.157","0.5814","0.5814","0.9642","1.6087","-1.2213","1.1971"
"466910","0.4862","1.5035","0","-1.2313","-1.0245","-0.712","-1.4365","0","0","-0.4515","-0.382","1.0603","0.95","0.9","1.6","1.5427","0.4446","0.7641","0.8509","0.7866","-0.5904","0","0","0.6251","0","0","0","0","-0.573","1.25"
"466920","2.2215","0.2431","1.3156","3.2174","3.7536","3.0642","1.4722","2.4513","3.294","2.2981","2.6812","2.7578","1.4555","1.9917","2.8579","2.5279","-0.2736","2.1449","2.911","2.0683","2.3747","-1","1.6853","2.8579","1.3023","1.299","3.0642","2.6046","1.0725","2.9876"
"466930","0.8","0.35","0.6772","-2.3383","2.314","1.8711","-0.6","2.1855","2.3783","1.6914","3.1","2.9","1.8641","1.1629","2.65","1.1","0.1389","1.9926","2.05","1.5391","1.35","1.0261","1.8","3.0854","1.65","1.2213","1.9926","1.4095","-0.4446","1.7101"
"466940","1.9917","-0.3647","0.9551","4.1781","2.9445","1.6","-1.2","1.5733","2.4513","1.6454","1.4365","1.5","0.3126","1","0.7182","1.7321","1.2856","0.9898","3.8971","2.25","1.8641","0.7641","1.0593","2.8283","0","0.5904","2.1613","2.0673","1.2213","2.5"
"466950","8.4004","5.318","1.6323","8.5491","8.9201","8.5512","7.9874","4.9","9.1799","6.3899","7.3921","6.4348","6.2816","5.9751","6.4086","7.9874","-5.1683","5.25","9.2665","8.0435","6.755","0","1.8407","6.4279","5.7851","1.285","7.9674","8.4572","8.5512","8.5491"
"466990","-1.5975","-1.3156","0.8356","3.8567","-0.4515","-0.8457","-1.2257","2.1855","0.6498","-0.6062","0.9","0.3762","0.6062","1.1","1","-0.5196","-0.7794","2","2.5069","1.7998","0.7","1.35","2.4","1.1971","-1.9696","1.6","1.35","-1.6087","-1.8385","1.6417"
"467050","5.5155","3.2782","5.5921","8.8335","7.737","2.5115","2.5069","7.0476","7.5072","3.294","7.2774","6.4348","3.9068","4.4431","4.9027","3.1408","-1.7321","6.0518","7.8808","6.6684","5.456","4.5963","7.7942","8.4004","4.7495","4.3665","7.5344","1.3499","-3","8.1967"
"467060","-1.9919","-1.299","-3.0529","-3.7588","-1.7854","-1.6914","1.65","3.0311","-1.9053","1.5035","-2.7251","-3.007","-2.2651","0","-2.6847","-1.9734","-1.9053","0.5209","-2.2553","-3.4","-2.3383","2.5981","-3.1514","-3.3483","-2.4249","-2.8559","-2.2651","-2.1613","0.9235","3.8105"
