"stno","X2018.10.01","X2018.10.02","X2018.10.03","X2018.10.04","X2018.10.05","X2018.10.06","X2018.10.07","X2018.10.08","X2018.10.09","X2018.10.10","X2018.10.11","X2018.10.12","X2018.10.13","X2018.10.14","X2018.10.15","X2018.10.16","X2018.10.17","X2018.10.18","X2018.10.19","X2018.10.20","X2018.10.21","X2018.10.22","X2018.10.23","X2018.10.24","X2018.10.25","X2018.10.26","X2018.10.27","X2018.10.28","X2018.10.29","X2018.10.30","X2018.10.31"
"466880","2.4249","2.4249","2.5115","-0.9","-0.95","2.6847","2.1651","1.6914","2.0785","1.5588","1.4095","2.1613","2.3383","2.3383","1.9919","0.8426","0.6062","1.7321","2.3492","2.2517","2.2553","-0.3762","0.9397","2.2517","1.8187","1.3156","2.8579","1.9919","2.8579","3.6373","3.0311"
"466900","1.2803","0.8356","1.0927","0","0.8863","0.9848","0.4788","0.4446","0.3078","0.4446","0.684","0.7794","0.5785","0.9642","0.3762","0.3299","0.3126","0.8356","0.9526","0.9959","0.191","-0.7071","0.5814","0.3","1","0.65","0.95","1.5757","1.2","1.3787","0.8208"
"466910","0","-1.5757","-1.0261","0","-0.6599","3.2499","2.1449","0","-0.5814","-2.2553","-1.4707","1.2","0.7988","2.3783","-0.5814","-0.4689","-0.573","0","0.5383","1.55","1.4772","0","0","1.3156","1.6914","0","-0.6078","0","-1.4784","0","0.5557"
"466920","3.0529","1.4","1.7998","-1.1491","0","3.4468","2.8559","2.2","2.462","2.3","2.0673","2.7575","3.2","3.5","2.9","0.8426","1.1276","3.0529","3","3.1514","3.1","-0.2084","-0.2778","3.2","3.1514","1.7","3.0529","-0.4168","2.8","4.8256","3.4468"
"466930","1.9053","1.3","-1.4555","-0.4168","1.15","2.7","2.65","1.6","1.2","1.5","1.2856","2.4","2.25","2.6997","1.9284","1","1.5427","2.314","2.15","2.85","1.1","0.5196","1.1","1.7","1.0927","1.2257","-1.3789","-1.0285","1.7321","2.7578","2.9568"
"466940","2.5981","2.764","2.65","1.0072","-2.7578","1.7619","0.7182","1.7","0.4168","2.25","1.1461","2.05","2.5115","1.9151","1.4784","0.5209","0.8335","3.6373","3.7239","2.6847","1.6087","-0.5814","0.6599","1.6","1.05","1.4","2.8","1.85","2.1212","3.7536","3.9834"
"466950","3.9853","5.2709","6.1065","-2.8826","-9.7861","5.8024","5.4637","5.3994","4.1781","5.5923","5.65","8.2733","9.0067","9.6788","7.3612","2.2231","2.6678","8.9201","6.7493","5.8985","4.9363","2.45","3.75","4.6281","5.4502","3.8567","2.9414","3.1","6.205","9.5263","9.0393"
"466990","-2.659","3.5708","4.2286","-1.2655","0.4168","3.2043","2.6311","2.2215","-2.3","-2.4","4.2286","2.0785","1.3499","-2.3635","1.9151","3.1514","2.8191","3.195","2.6847","2.8191","-2.1666","-2.2553","-2.5605","0.3126","1.8794","-2.7","6.014","3.007","3.6648","2.0569","2.9445"
"467050","5.8024","5.889","5.5155","3.2","1.9151","4.4431","5.1325","4.9027","4.3665","5.4389","6.0518","5.5426","6.322","4.8261","3.4711","2.6354","4.7495","5.9756","6.4086","5.7158","3.9837","1.05","3.4711","4.5963","2.314","2.6847","5.5921","5.121","6.0622","9.1799","8.4004"
"467060","-2.2553","-3.3483","-3.4468","-3.5238","-2.462","-2.3492","-2.462","-3.6438","-1.5035","-2.5372","-2.8","-3.4468","-3.2499","-1.9919","2.4249","1.0261","1.0261","-3.1514","-2.913","-2.9544","-1.9696","-2.462","-2.4432","-2.5605","-1.7","2.9544","4.1362","-3.7423","-3.3483","-2.8559","-3.007"
