"stno","X2015.09.01","X2015.09.02","X2015.09.03","X2015.09.04","X2015.09.05","X2015.09.06","X2015.09.07","X2015.09.08","X2015.09.09","X2015.09.10","X2015.09.11","X2015.09.12","X2015.09.13","X2015.09.14","X2015.09.15","X2015.09.16","X2015.09.17","X2015.09.18","X2015.09.19","X2015.09.20","X2015.09.21","X2015.09.22","X2015.09.23","X2015.09.24","X2015.09.25","X2015.09.26","X2015.09.27","X2015.09.28","X2015.09.29","X2015.09.30"
"466880","0.433","-0.2394","-0.2052","-0.1216","-1.1491","-1.2213","0.866","2.3492","1.9919","2.1613","2.2553","1.9919","3.007","2.9445","1.0337","1.4722","1.9734","1.7854","1.6454","1.3856","0.9526","0.4","-0.342","1.2124","2.0673","1.1276","-0.3","5.3694","0.7713","-0.1216"
"466900","0.8356","0.85","0.6","-0.8863","0.4788","0.7182","1.0392","0.684","0.513","0.6156","0.2431","0.2778","1.6742","1.1258","0.5472","0.7866","0.684","0.3299","0.5472","0.8","0.4104","0.8999","-0.6894","-0.5196","1.0833","0.191","0.7524","0.9898","2.0569","-0.9526"
"466910","-0.2778","-0.3299","0.191","-0.2084","1.2","0","0.3647","-1.0725","-0.684","-0.3473","2.2553","2.462","-0.6599","0","0","0","-0.6156","1.4555","-0.684","-0.2778","1.6742","-0.2431","-0.2952","0","-0.3299","-1.3339","-1.1808","-3.0098","-1.2503","-0.4862"
"466920","0.9","0.4446","0.342","0.3078","-1.6742","-1.7727","1.0285","2.462","2.3492","2.1651","2.6847","2.6847","3.2043","3.5507","1.9053","2.1651","2.4249","1.6712","2.2517","2.5115","1.8187","0.2084","-0.342","1.7","2.6847","1.6742","-0.4446","0.9377","3.007","0.1389"
"466930","-0.35","0.5142","0.3857","-0.2571","-0.55","-1.157","0.6156","0.684","1.55","1.0261","0.8551","1.0945","1.3499","1.2","0.6928","0.5814","1.4","1.0603","0.7","0.766","0.5785","0.433","-0.6928","-0.2052","0.5362","-0.7713","-1.7321","-4.1569","-0.8","0.6928"
"466940","0.95","-0.5472","-0.7524","1.1491","-1.7619","-1.1287","1.2856","1.75","2.5279","1.7355","1.6454","1.9917","2.9876","3.1177","1.3499","0.4862","0.9919","0.85","0.6156","1.5427","1.2856","0.2952","-0.8551","0.8","1.2856","0.6946","1.2676","2.2574","2.1547","0.5814"
"466950","2.6","1.3339","1.0945","0.4168","-0.8335","-5.889","2.25","2.5","3.6639","2.35","3.4472","3.2139","7.4306","7.7942","4.2286","1.9495","0","1.9","1.7","4.6286","6","3.4769","-2.7251","2.25","2.15","2.0863","1.9796","8.2","12.5574","4.95"
"466990","1.9696","-2.2215","-2.3383","-1.8187","0.5209","0.8551","1.5","-2.8191","1.7355","2.3747","2.3635","-3.1177","-2.3383","-1.8187","-2.2215","2.314","-2.0785","1.7998","-2.2517","-1.9053","-1.9734","-1.9919","1.3","0.9235","-0.3647","-2.1651","-2.9445","-6.1284","-1.0072","-2.05"
"467050","-1.0285","1.2257","-1.6","-0.9642","-3.5996","-5.4389","2.6812","4.8261","4.2132","2.55","3.6004","2.55","6.3582","4.9495","1.9","3.8567","4.1366","3.9837","3.0854","1.6853","1.6454","0.95","-2.2215","2.5279","2.8283","3.5353","4.15","4.9935","-1.9926","-0.75"
"467060","-1.6914","-1.6454","-1.9734","1.9","-1.4722","2.0681","-2.462","2.5372","-2.7251","2.0785","-2.1651","2.913","1.9151","-1.7854","-1.3789","2.2215","2.5981","-2.4","-1.5588","-1.2257","-1.5035","1.9696","1.4784","1.3499","0.85","-2.5115","-3.6","2.2922","3.1466","1.5733"
"467080","-1.7","-1.1491","-1.2","-1.2124","1.1818","1.6742","-1.4555","-2.659","2.7","-2.7575","2.4","2.7575","2.5605","1.25","1.5757","2.2651","1.9696","-2.0673","1.9","-1.5","-1.1276","-1.5035","1.7","-1.6914","1.2","-1.4555","0","4.95","4.0496","1.2856"
"467110","1.1491","-0.9526","-0.8999","-1.4095","-1.8187","-1.2124","2.3747","2.1212","1.55","3.101","2.2517","2.5115","2.5069","2.8344","1.4","2.2981","1.8641","1.7619","1.7321","1.7854","2.3383","1.3789","-1.1258","2.1613","2.0673","2.4249","2.7578","-1.0945","-3.677","-0.7713"
"467300","2.15","1.5321","0.8208","0.3126","-2.1613","-2.8283","-2.1","4.6","2.3257","4.85","0.9551","1.0419","2.4967","0.903","1.0766","3.6","3.9","2.7704","1.1634","-0.5383","0.5557","0.6251","-0.4862","-2.2517","0.8682","1.7538","2.5179","0","2.1532","-1.3718"
"467350","1.157","0","-0.6428","-0.8999","-0.3126","0","0.573","0.9377","0.8161","0.8335","0","-0.6425","0","0","0","0.7293","0.8509","0.7641","-0.6078","0.382","0.382","-0.4168","-0.6498","0","0","0","-1.1982","-3.1808","2.1205","0"
"467410","2.0673","2.2553","-0.382","-1.6712","-1.4555","0.3647","0.3473","1.1","1.9151","0.7524","-1.8794","0","0.3473","-1.4784","-0.6498","1.7854","1.8187","0.9235","-0.9","-1.4784","1.4722","0.4689","-1.9151","-1.15","-1.7619","1.3339","0.9724","0","0","-1.0603"
"467420","1.9053","1.6853","-0.3647","-1.3499","-1.9","-2.462","0","1.05","-2.462","0.3126","-0.382","-0.6498","1","-1.157","0","-1.3023","-1.6454","0.4515","0.5472","-1.7321","0.7","-0.4168","-1.5321","-1.2856","-1","0","0.9551","-2.8046","-1.1808","-1.6712"
"467440","0","1.5588","-1.6853","-1.5321","-1.4555","-1.6853","0.9193","-2.1666","1.5035","-1.6742","-1.5975","-1.6087","-1.8711","-1.6454","-1.8711","-2.0673","-1.6742","-0.3299","-0.3299","-1.9734","-1.3787","-1.5321","-1.8385","-2.1449","-1.9917","-2.1651","-0.382","-1.1461","0.8161","0.6251"
"467480","-1.4772","1.2216","-0.1736","-0.3762","-1.4772","-2.4432","0","-0.2084","-0.191","-0.4446","-0.6928","-0.6","-0.2257","-0.6428","-0.8356","-0.3762","-0.2084","0","-0.9526","-0.766","-0.7071","-0.4104","0.7","-0.866","-0.3762","0","1.1287","0","-1.5391","-0.6"
"467490","0","-0.7518","-0.45","-0.1736","-0.2257","0","0.1389","-0.4104","-0.4446","-0.513","-0.6428","0.2257","-0.6428","-0.5","-0.4104","-0.2952","-0.513","-0.513","-0.55","-0.9526","-0.7071","-0.6428","-0.6428","0","-0.191","-0.4168","0","-0.6599","0.9919","-0.5"
"467530","0.2431","0","0","-0.45","-0.9397","-0.9193","-1.3","-0.8","-0.2736","0","0.6128","0.5","0.6928","0.191","0.45","0.5362","0.6128","0.5785","1.5321","1.3","0","-0.55","0","1.3787","1.4095","1.3856","0.9848","-2.6847","1.2","-1.1491"
"467540","-1.299","1.0392","-1.3156","1.3856","-1.4722","-1.3789","-1.9919","1.15","1.2","1.3499","0.8","1.2257","1.8","2.314","1.4095","-1.1258","1.5321","1.2213","-1.1258","-0.7794","-1.0392","-1.2124","-1.6742","-1.6914","-1.4722","0.4788","0","-1.4","-0.3126","-1.4772"
"467550","-3.8527","-3.5708","-2.1613","-1.9696","-3.2909","-3.3706","-3.9","-4.2","-5.5149","-3.7588","4.6765","2.1613","2.4513","3.7282","-2.6311","-4.0377","-4.2347","-1.85","-0.7641","-0.8208","-1.9919","-1.0927","-2.8579","-1.0945","-1.55","-0.5209","-0.5209","-1.9","4.6173","0"
"467571","-0.6928","0.9526","-0.6128","-0.8457","-1.2803","-1.8711","0.4446","1.0261","0.9235","0.8551","1.5","2.0673","1.1287","2.0785","0.9642","0.7524","2.3635","0.7866","1.05","1.1818","0.9848","-0.7071","-0.8426","-1.2124","0.85","1.2","2.1613","1.1287","0","0.6928"
"467590","-0.8457","1.3856","1.5035","1.1818","-1.5975","-2.6311","-0.3126","3.4472","2.8344","2.314","2.0683","2.1666","3.5353","3.2139","2.0681","0.8863","1.4784","1.7998","1.0927","1.1276","1.5757","1.4772","-1.2257","0","1","1.9919","0.9642","-4.924","-3.007","3.1514"
"467610","-0.5472","-0.8","-0.75","-0.5814","-0.5814","-0.6498","1.1971","1.9","1.1287","1.2997","2.0683","1.65","0.8161","1.8","-0.9","-1.2","1.1971","0.6425","1.8641","-1.05","-0.8","-1","-0.95","-0.7182","0.684","0","0","-1.9926","-1.9","-0.7713"
"467620","-3.8567","0.7866","0.6425","0","-3.4068","-8.5797","-0.903","-1.7443","-1.6417","-1.5733","-1.3681","-0.7814","-2.9","-4","-0.7814","-0.5383","-2.6","-2.2573","-1.3681","-1.2313","-0.6251","-1.2","-1.7","2.5981","-1.5049","-2.4625","-4.9","-11.2488","-2.9414","4.0377"
"467650","-0.3126","-0.85","-0.55","-0.6","-0.191","-1.3","0.342","-0.9","0","-1.3156","-0.2257","-0.1736","0","-0.4788","-1.1258","-0.5472","-0.4104","-1.2124","-0.2257","-1.1818","-0.5785","-0.5","-0.65","-0.866","-0.55","-0.2431","-0.4","-1.9284","0","-1.3"
"467660","0.6","-0.6","-0.6428","-0.55","-0.9959","-0.9959","1.157","1.5321","-0.684","1.6087","-0.6498","-0.6156","2.0683","1.7619","1.2216","-1.1491","1.4555","-0.4788","-0.6156","1.2216","1.2216","-0.4104","0","0.7713","-0.4788","-0.85","-0.7713","-1.6853","-0.5036","-0.5"
"467770","1.7321","1.8187","-1.3789","-1.3789","2.1855","-1.4365","0.3994","2.0863","0","0","0.6251","0","0","-0.5383","-0.6078","0","0","-0.9377","0","-1.607","0","-1.4","-1.5588","0","0","0","-1.7712","-5.0277","4.3067","-1.3789"
"467780","0.9","1.0285","0","-1.3","-1.8794","-2.3","0.7866","0.5383","1.6712","3.0642","-1.4095","-1.2655","0.5036","-0.5036","0.342",NA,NA,NA,NA,NA,NA,NA,NA,"-0.4515","0","-1.2329","1.7886","0","1.4066","-1.3"
"467990","1.1258","-1.7355","-1.9053","0.3473","-3.3425","-3.0211","2.9544","3.2043","3.3483","3.0311","2.4","2.7713","4.5033","4.2435","0.6251","2.7713","2.6847","2","2.2517","0.8208","1.8","0.3299","-1.0261","2.5115","1.9053","1.7","3.8971","1.1808","6.6967","-0.5557"
"C0A520","0.0763","-0.483","-0.4891","0.2828","-0.9998","-0.7042","0.9584","2.2897","2.673","1.9897","2.0488","2.1429","3.4985","3.2708","0.3308","1.9032","2.5207","2.2825","2.2286","1.2036","0.9948","0.0954","-0.8999","0.9899","2.0726","1.3828","0.4854","4.06","-1.5978","0.2989"
"C0A530","0.4045","0.1236","0.0366","0.1075","-0.3845","0.6181","0.0675","0.3942","0.225","0.9899","1.4127","0.892","0.5847","0.944","0.0087","0.9801","0.9057","0.7372","1.1346","0.809","0.1169","0.3441","0.0052","0.2344","0.9225","0.0366","0.0832","4.2164","2.8","-0.1254"
"C0A540","0.0559","0.094","0.1975","0.0157","-0.094","0.1172","0","0.0313","0.0052","0.0624","0.103","0.0968","0.399","0.1364","0.2046","0.045","0.0209","0.014","0.0366","0.3064","0.2989","0.2945","0.1364","0.0191","0.0914","-0.0998","-0.0813","0.0628","1.0418","0.4213"
"C0A550","0","0","-0.0946","-0.0998","-0.0995","-0.2954","0","0.0242","-0.0629","-0.0602","0","0.0643","0","0.0998","0","-0.097","0.0225","0.0052","0","0","0.0951","-0.097","-0.0999","-0.0985","0","-0.1995","-0.2424","1.4345","1.4672","0.3152"
"C0A560","0.014","0.0279","0.0418","0.4494","0.0209","0.0419","0.0278","0.3109","0.0695","0.45","0.5657","0.5663","0.4114","0.4774","-0.1545","0.0927","0.0609","0.215","0.0279","0.1452","0.2677","0.0624","0.0244","0.0832","0.6472","0.3109","-0.0868","-2.8838","0.0837","0.3864"
"C0A570","-0.2544","0.2853","0.4981","0.4973","0.3998","-0.4388","0.0914","0.6962","0.4997","0.6999","0.9877","1.178","1.8585","2.0186","0.2884","0.1949","0.1981","0.7989","0.3939","0.1766","0.1867","0.3804","0.483","0.3927","0.0951","0.0993","-0.394","3.5732","3.5557","0.0946"
"C0A640","0","0.1879","0.0899","0","-0.1913","-0.0314","0","0.0877","0.1992","0.1995","0.1854","0.1576","0.1827","0.2624","0.0891","0.0927","0.0946","0.099","0.0961","0.0857","0.0848","0.0961","-0.094","0","0.0934","0","0.2457","1.6341","-0.9235","0.0521"
"C0A650","0.0616","0.05","0.0484","0.0908","-0.1763","0.2351","0.1204","0.5283","0.4243","0.383","0.4213","0.4474","0.5736","0.45","0.2237","0.0314","0.1873","0.3536","0.2677","0.2723","0.1634","0.1545","0.0423","0.1763","0.2364","0.1763","0.2536","3.1497","0.0297","0.1939"
"C0A660","0.0521","0.0845","0.15","0.0776","0.0469","-0.2909","0.09","0.2481","0.0975","0.0488","0.121","0.431","0.6022","0.5664","0.3936","0.0122","0.2163","0.0349","0.0052","0.1954","0.1545","0.3392","0.0624","0.1026","0.0105","0.0767","-0.0628","0.3209","1.7202","0.6252"
"C0A860","0.0454","0.6151","0.35","0.2344","-1.6217","-2.2927","0.8242","1.5368","1.5098","0.7526","-0.513","1.0301","2.2306","2.3019","0.515","1.0896","1.1","-0.6252","0.6883","0.7071","0.6792","0.4635","1.0898","0.2997","0.6309","0.972","1.5456","2.9048","-1.1398","-0.6787"
"C0A870","-3.2754","-2.9344","-2.7983","-2.4905","-5.9667","-5.9598","4.3458","4.311","5.0947","3.5105","4.9384","3.6146","7.7573","8","0.4036","2.7434","2.6267","0.9564","2.764","2.1809","-3.4979","2.0801","-4.7883","0.185","0.2198","0.6459","1.5178","6.9309","3.9382","2.2996"
"C0A880","0.1216","0.1929","0.7461","0.0523","0.7308","0.1871","0.0209","0","0.1256","-1.6629","-1.0574","0.43","0.708","1.1591","0.0209","0.089","0.0297","0.1116","-1.1591","0.2817","0.1462","0.431","-0.8651","0.1736","0.0489","-0.2353","-0.5484","-1.5072","2.1205","-0.1256"
"C0A890","0.0755","0.0208","0.103","0.1408","-0.0375","0.097","-0.1","-0.0927","-0.0977","0.0978","0.0755","0.0035","0.1026","0.1782","0","0.0485","-0.1035","-0.15","0.0707","0.0857","0.0602","0.0342","0.1147","-0.2","0.0602","-0.0717","-0.4086","-2.0885","1.1468","0.9841"
"C0A920","0.3508","0.0349","-1.088","-0.8157","-2.0683","-2.7189","1","1.3585","1.7727","1.0876","1.4998","1.782","2.9344","3.1049","1.2803","0.6695","0.8918","1.0495","1.2053","2.2216","1.4489","0.1408","-1.4052","1.4419","1.4998","1.0973","1.324","3.31","2.5364","-1.0718"
"C0A940","0.2911","0.3473","0.3527","-0.2624","0.2847","0.0576","0.809","1.2257","1.1684","1.079","0.6792","0.7547","1.6689","1.189","0.3346","0.8866","0.8899","0.3776","-0.4415","0.0927","0.2396","0.3277","0.2047","0.3236","0.3864","0.8699","1.4339","2.8949","0.7901","0.0105"
"C0A950","-2.6737","0.4659","0.5036","0.8242","0.4499","1.3016","-0.9576","0.2617","2.5436","-0.5289","3.3138","4.0754","6.8516","8.8661","-2.0479","-0.668","0.0838","-1.986","-1.45","3.3995","3.1185","0.4918","-2.8982","-1.3348","-0.7506","-1.957","-5.4933","-11.6871","2.7476","1.1743"
"C0A970","-1.1","-1.7239","-0.7017","-0.4274","-0.9648","-1.8809","0.1466","0.1605","0.5984","0.1431","0.115","0.4198","1.5098","1.0261","0.0733","0.2024","-2.0185","-2.0086","-0.8771","1.0898","1.5407","0.9851","-0.5435","-0.4849","0.1884","0.1309","-2.8988","-5.3151","8.4438","4.3399"
"C0A980","0.2344","0.1294","-0.2736","-0.515","0.1575","1.2021","-0.0209","1.4888","0.9539","0.3907","1.4381","1.7932","2.6799","1.4936","-0.6923","0.191","0.6691","0.4232","0.4659","0.9629","0.3216","-0.3399","0.0767","0.1095","0.5694","0.5657","0.817","1.2593","-1.6339","-0.8426"
"C0A9A0","0.9511","0.2099","0.7308","-0.5936","-1.283","-2.8559","1.7387","2.3492","2.462","1.9851","2.4359","2.8996","3.101","3.091","2.2411","2.1172","2.663","2.4267","2.5334","2.5806","1.3743","1.258","-1.0903","0.2923","2.8532","0.3623","-0.061","5.456","4.7276","0.293"
"C0A9C0","0.5481","0.797","0.6821","0.5977","0.3907","-1.0244","0.7372","1.0692","1.5128","0.5814","1.8988","2.1916","2.2317","2.3752","0.7913","0.1046","0.6103","0.6642","1.6914","1.699","0.9877","0.8988","0.115","0.0941","1.0786","0.342","0.1392","0.1431","2.6915","0.9455"
"C0A9E0","0.0157","-0.45","-0.2661","0.0175","-1.1984","0.0663","0.45","1.0985","0.618","-0.7547","1.1346","0.8356","1.3808","0.7824","0.7222","0.2329","0.4769","1.279","0.4298","1.1738","0.9563","0.5665","0.0977","0.6359","0.618","0.3878","0.0175","1.2679","0.9629","0.2661"
"C0A9F0","0.4806","0.5","0.4924","0.4782","-0.7632","-1.0963","0.6578","1.3991","1.2951","1.094","1.538","1.7989","1.7727","2.0796","1.0985","1.1984","1.2982","0.9994","1.3947","1.8","1.0973","0.7999","-0.6062","0.9976","1.3981","0.6983","-0.2898","3.9282","2.5228","0.5977"
"C0AC40","-4.0616","-3.5189","-2.0741","0.9751","-6.1349","-8.3183","3.1721","2.7251","-1.0083","2.4985","1.989","2.5166","1.8221","2.3959","1.6997","2.0673","2.7371","2.0065","1.9919","1.6771","0.6973","-1.722","-5.0406","-4.2941","0.2822","4.4812","4.8786","9.0637","6.1629","0.6532"
"C0AC60","0.6999","0.1113","-0.2605","0.0836","-0.3581","-1.2716","1.094","1.5978","2.0796","1.6791","1.5881","1.9973","2.6","3.0698","1.0865","1.3523","1.6791","1.6791","1.5998","1.0985","0.5977","-0.3945","-0.3762","1.2998","1.4554","1.1984","-0.1095","2.8941","1.0918","-0.3126"
"C0AC70","0.0921","0.0966","0.0799","0.0309","0.0914","0.2364","0.1618","0.2007","0.2984","0.2158","0.4286","0.4455","0.3268","0.5734","0.3","0.2572","0.0418","0.2237","0.3682","0.2407","0.1941","0.1259","0.0743","0.1678","0.3657","0.0682","-0.0407","-0.1568","1.0574","0.0995"
"C0AC80","0.3694","0.2719","0.1498","0.3782","0.0469","-0.2047","0.5346","1.3569","1.3828","1.501","1.8711","1.6989","2.2874","2.2944","1.2858","1.8815","1.4256","1.2474","1.6038","1.7866","0.788","0.6122","0.2264","1.076","1.7303","0.4168","0.0313","4.0233","2.896","0.2801"
"C0ACA0","0.3078","0.4891","0.135","0.263","0.7564","1.0064","0.6871","1.6421","1.4183","1.4419","1.6929","1.8585","2.3182","2.2275","0.769","0.9781","1.3458","0.8988","1.3315","1.2361","1.1476","-0.3812","-0.3517","0.7795","1.3743","0.6871","0.4","1.6269","1.3458","0.4532"
"C0AD00","-0.229","-0.1584","-0.3801","-0.2257","-0.3062","-0.3647","1.0103","1.1147","1.6873","0.9708","1.4554","1.6791","1.8988","2.3705","0.727","0.7264","1.0497","-0.167","-0.1359","-0.3149","1.1967","0.1359","-0.4659","1.5706","1.3864","1.3641","0.4579","1.1388","-0.5406","-0.3746"
"C0AD10","0.0697","-0.5142","-0.5202","0.0122","-1.5706","-2.0128","0.6792","0.3629","0.5902","0.2911","0.5263","0.7118","1.9319","1.6629","0.1706","1.7738","0.75","0.618","0.115","0.2431","0","0.0941","-0.7552","-0.7986","0.225","1.4004","1.309","2.2399","1.8766","0.1929"
"C0AD30","0.0087","0.0959","-0.4357","0.0784","-1.5871","1.618","1.1143","1.817","1.7321","1.6495","1.9856","2.0186","2.462","2.6799","-0.5917","-0.5829","1.076","1.5939","1.722","1.8766","0.9925","-0.2099","-0.5071","1.1326","1.7465","0.0698","-0.2756","2.3004","2.3461","-0.3225"
"C0AD40","0.0626","0.0122","-0.3498","0.1294","-0.8995","-1.2992","0.225","1.9851","2.1987","1.749","1.7358","1.5849","2.2362","2.4271","1.0574","1.5301","1.989","1.3435","1.5752","1.5975","0.0384","0.0419","0.4357","0.8607","1.5543","0.8978","0.0954","3.0179","1.9851","0.215"
"C0AD50","1.0574","0.9397","-0.7547","0.6928","-1.5912","-1.7738","1.5757","3.0079","3.3669","2.9836","2.4107","2.4966","4.399","5.6688","-0.7118","2.0885","2.7575","2.7791","2.608","1.8451","0.788","0.2177","1.097","1.8794","2.4757","1.8954","1.1346","1.6564","1.2343","0.0767"
"C0C460","0.2487","0.3774","0.2973","0.1968","0.4145","-0.6821","0.3355","0.6472","0.1452","0.2279","0.4388","0.5035","0.6657","0.2598","-0.5563","0.0436","0.0122","0.2536","0.4663","-0.1923","0.0314","-0.3998","-0.4981","0.2179","-0.2984","0.2741","0.1638","1.1982","0.3774","0.007"
"C0C480","0.0906","0.0927","0.0995","0.1923","0.5706","0.5822","0.2487","-0.6","-0.6292","-0.3464","-0.5936","-0.6395","-1.1046","-1.4869","-0.3951","0.0438","-0.3195","-0.3109","-0.4806","-0.4851","-0.1677","0.1997","0.2963","0.4698","-0.383","-0.1963","-0.094","0.0227","0.3886","0.0866"
