"stno","X2015.11.01","X2015.11.02","X2015.11.03","X2015.11.04","X2015.11.05","X2015.11.06","X2015.11.07","X2015.11.08","X2015.11.09","X2015.11.10","X2015.11.11","X2015.11.12","X2015.11.13","X2015.11.14","X2015.11.15","X2015.11.16","X2015.11.17","X2015.11.18","X2015.11.19","X2015.11.20","X2015.11.21","X2015.11.22","X2015.11.23","X2015.11.24","X2015.11.25","X2015.11.26","X2015.11.27","X2015.11.28","X2015.11.29","X2015.11.30"
"466880","2.5372","2.4432","2.5372","2.4249","1.5035","1.9734","-0.2394","-0.2394","1.7854","3.195","3.6648","2.7713","0.6578","1.6454","3.195","1.2216","-0.171","1.0337","2.913","3.2909","2.0785","3.101","3.195","2.2553","1.8794","2.4432","3.6648","2.4432","-0.2736","1.5975"
"466900","0.4446","0.8893","0.684","1.7355","1.3789","1.6712","1.1491","-0.9397","0.9577","0.9577","-1.1276","0.9","0.8999","0.513","1.45","1.1","-1.2","-1.2257","0.7713","1.2257","1.3499","1.6853","1.15","0.6498","0.9577","1.157","1.4722","1.2213","0.3299","0.1563"
"466910","1.0945","-0.7866","-0.5209","0","-0.4862","-0.6078","0","-0.1389","-0.4515","0.5383","2.3","1.9","-0.2778","0","1.65","-0.3299","-0.2084","-0.3473","2.8559","1.9","-0.712","0","-0.2778","1.2213","-0.6772","-1.7785","0","-0.6599","0","0"
"466920","2.6847","2.6311","2.7713","2.8344","1.6853","2.4513","-0.2736","-0.2084","2.0785","3.8105","3.4641","2.9876","0.9193","2.6847","3.7239","1.4722","0.342","0.8","3.7239","3.5238","2.2981","2.911","3.0311","2.6847","1.9917","2.2981","3.7239","3.4641","-1.1258","2.0785"
"466930","2.3","2.0179","1.2655","1.5035","1.0392","0.8426","-0.4596","0.383","1.6","3.05","1.9837","1.45","0.171","0.4","1.9284","0.6128","0.2298","0.3762","1.2997","1.65","2.1666","1.7619","1.05","2.2","1.2655","0.8893","1.5427","1.4141","-0.2084","1.2655"
"466940","2.9445","0.9203","2.3747","2.7251","1.6853","2.0681","-0.95","0.9642","1.0603","2.55","2.5981","2.4249","0.4168","0.9642","1.9053","1.0725","0.9","-1.4","2.5115","1.9151","1.1258","2.4249","2","0.7814","1.094","1.1287","2.4426","1.9053","-0.4689","2.1212"
"466950","5.6687","1.5802","7.9669","9.5526","6.6718","8.8331","2.4283","1.3339","2.0521","6.1065","7.5344","7.8785","2.7","3.2782","7.2876","5.1962","1.7443","3.5996","4.1138","7.7055","6.322","7.3861","3.6","4","4.6","0","2.3941","8.2","0.8335","6.7412"
"466990","-0.9235","0","0","-1.607","-1.8187","1.3789","-1.5321","1.45","2.05","2.15","1.2","0.513","-2.2517","1.4","0.3126","-2.5115","-2.2981","0.8893","1.7","0","-2.2","-2.5115","-3.8527","2.8283","3.4068","4.3067","1.35","-2.4249","-2.1651","-1.9919"
"467050","4.4995","5.6565","5.9779","3.3706","1.5427","-2","-0.95","-0.2778","3.5353","6.5564","5.2709","3.7282","-1.35","2.5712","3.9834","1.4141","0.4788","1.6","4.2424","4.5638","2.764","3.7924","5.9779","5.528","4.9495","5.1423","6.1284","2.764","1.65","3.5996"
"467060","-3.4","-3.3483","-3.7588","1.7998","-1.2213","1.45","1.15","-1.6914","0.382","0","-2.0785","-1.299","1.6914","1.8187","-1.4722","-1.3023","-1.3856","-1.9919","-2.3635","-1.6087","-1.6454","-1.8794","1.9284","0.5383","-3.3","2.8925","-2.2651","-2.0785","-2.4432","-2.5605"
"467080","-1.7727","-1.4722","2.1449","2.659","1.7","2.1651","1.3499","1.7321","2.0681","-2.2651","-1.5","-1.2803","1.4772","1.8711","-1.0833","1.4722","1.2257","1.6914","1.9696","-1.5975","-1.3","-1.7","2.9544","-1.3156","-1.2803","1.95","-1.6742","-1.6454","-1.8794","-1.1"
"467110","1.55","2.7578","2.764","1.25","1.9917","2.1651","-0.2257","-0.2257","3.2043","3.677","2.5712","1.9284","1.2803","2.3492","3.0311","0.8","0.3762","0","3.3829","2.7578","1.9284","1.8641","1.75","3.0642","3.1177","1.2655","3.6373","0.8893","0","2.4513"
"467300","1.8754","4.4121","4.2753","1.3197","0.8509","1.4365","-1.8794","-1.4141","2.3599","4.5831","3.728","1.4413","1.7443","2.75","2.6336","0.7467","0","1.9284","2.5652","1.6323","2.0863","1.5107","3.4886","4.3437","2.2053","5.8827","4.0016","1.3024","1.3545","1.6323"
"467350","-0.9724","0","0","0","-0.4862","-0.4862","-0.7713","-0.8356","0.7293","1.2676","0","0","0.4689","0.573","0.8161","-0.4168","0.9959","-1.4772","0.7814","0","0","-0.8335","0","0","-1.0419","0","1.1808","-0.7988","0","0"
"467410","0.5904","0.7467","1.0261","0.4515","0.8208","-0.3473","-1.4555","0.3299","1.1629","0.5904","0.3994","0.2952","0","0.7524","1.25","-0.3126","0.513","0.8893","0.5904","0.9577","0.3994","0.9919","0.4341","0.5209","0.7988","1.1634","0.5383","0.4341","1.0603","1.2655"
"467420","0.5557","0.6772","-0.4862","0","0","-0.9642","-1.4095","-0.75","0.5383","0.5557","0.3647","-1.0725","0","-0.3299","0.3473","-0.2778","0.4788","0.382","0","-0.8208","0.684","-0.382","0.4168","0.4515","0.7467","1.1287","0.8893","-0.3473","0.8893","0.573"
"467440","0.3473","0","-1.3023","-1.6742","0.5814","-1.3789","-1.1491","-1.299","-1.4555","-1.1491","-0.5472","-1.3789","-1.2257","-1.6742","-1.4095","-1.2257","-1.3","-1.6742","-1.3789","-0.6498","-0.2431","-1.4555","0.5472","-0.2778","-0.4341","-0.5036","0.5472","0.6498","-0.3647","-0.5814"
"467480","0","0.3994","-0.2084","-1.5757","-0.4","-0.5362","-0.45","-0.35","-0.6498","-0.2952","-0.2736","-0.3214","0","-0.191","-0.1563","-0.1216","0.5638","0.2257","0","-0.1216","-0.7794","-0.6128","-0.191","0.513","0.4862","0.7467","0.513","-0.1563","-0.3126","-0.6156"
"467490","-0.3762","-0.7524","-0.55","-0.6428","-0.4","-0.6894","0.55","0.6062","-0.2778","-1.2213","-0.5785","-0.4","0","-0.342","-0.2736","0.6894","0.7518","0.9526","-0.55","-0.1389","0.4596","-0.35","-0.2778","-0.3473","0","0","-0.2778","-0.6062","-0.65","-0.2431"
"467530","-0.7794","-0.766","1.0337","-0.7878","-0.45","0.7794","1.0833","0.4104","0.342","0.6128","-0.7794","0.6894","-0.4788","-0.4446","0.4104","0.2605","0.6","0","1.0833","0.7518","0.6428","1","1.0833","-0.8863","0.3762","-1.3","-0.1736","0.2431","-1.1818","0.7713"
"467540","1.607","2","2.3","2.4426","1.15","1.4784","-1.8187","-1.5588","1.2856","2.5","2.45","2.0569","-1.5975","1.1491","2.2498","-2.0785","-1.3856","-1.4772","1.9926","1.7355","0.9919","1.8641","1.9926","2.314","2.4513","1.6075","1.4707","-2.5115","-1.3856","1.6712"
"467550","3.9467","-4.5899","6.2354","4.3226","-3.6","2.0569","-2.462","2.8344","-3.7","-3.4468","0","-1.0419","-5.1962","-4.6286","-0.8335","-4.4352","-5.6382","-4.8864","-4.4316","3.4068","1.9837","-4.1346","-3.2","-0.6078","-3.9392","-3.6438","-5.3","-3.4769","-4.1362","-5.5"
"467571","2.1613","1.75","1.1629","0.9848","0.7878","0.8457","-1.0392","0.8863","0.7866","1.85","2.0785","1.1258","0","0.513","1.5035","-0.9526","0.8863","1.1818","0.7524","0.5472","1.3787","1.4722","1.0945","1.6","0.9577","2.7578","1.7998","1.1","1.2216","0.684"
"467590","1.1629","3.3425","3.4068","1.85","2.3492","2.7251","2.3","1.8794","1.9","4.8261","3.7282","2.8283","-0.191","1.4","3.294","2.8559","2.8559","1.1818","1.4141","3.294","3.4711","2.5712","2.1212","3.0854","2.1212","5.1423","6.8178","3.2782","0.4788","1.45"
"467610","1.2","2.45","2.65","0.8893","-1.15","-0.7182","-0.6498","-0.95","1.45","3.05","2.15","1.4","-0.2952","0.4168","1.8","-1.05","-0.95","-1","1.1629","0.3299","-0.4689","0","2.25","2.4","1.6075","1.094","0.6599","1.8641","-1.1","0.5557"
"467620","-1.094","-3.7622","-1.7538","-1.0072","-0.7293","-0.8509","0","0.6772","0","-3.7964","-2.8","-1.8127","-0.5383","0","-0.7814","0","3.8408","2.7","-0.6599","1.0766","-1.3545","-0.8856","-3.05","-2.3941","-2.3941","-3.386","-3.55","-3.1","-1.7785","-2.1547"
"467650","0.2736","-0.7071","-0.3762","1.3","-0.1736","-0.5","0","-0.5785","-0.2431","-0.3762","-0.9959","-0.1736","-0.45","-1.2216","0","-0.342","-0.1736","-0.7071","-0.55","0.1563","-0.3762","1.2803","-0.9959","-0.2257","-1.4","-0.2736","0.2431","-0.2084","0.191","0.4104"
"467660","-0.5472","1.3499","1.4141","-0.5814","-0.513","-0.4446","-0.55","0.1736","1.4772","-0.4341","-0.7182","1.4555","-0.3762","-0.75","1.3023","-0.4104","-0.45","-0.5","1.6087","-0.513","-0.5814","-0.7524","-0.7524","-0.7866","-0.7524","2.0569","-0.4341","-0.7182","-0.7","-0.6156"
"467770","0","0","-1.094","-1.2257","-1.5427","1.5321","1.5427","-0.3126","0","0","0.7988","0","-0.4341","0","-0.6251","0.3994","-0.8","-0.4341","-0.8509","-0.6772","-0.2952","-0.6251","0","0","0","0","0","-0.8893","-0.6946","0"
"467780","0","2.4967","0","0","0","-0.7866","-1.2856","0.382","1.6075","0","0","-0.573","0","0","2.1","0","1.6454","2.3747","1.8811","0.8161","0.8208","0","3.0854","1.8469","2.9072","1.997","1.3339","0","0","2.1889"
"467990","0.573","3.8105","1.5391","0.7467","0.6772","0.4689","-0.4788","1.2803","3.9837","4.5899","2.05","1.3339","1.7727","2.0785","1.4","0","1","-2.6311","1.7998","1.9926","1.0945","1.2997","3.2043","3.9837","3.8971","3.0311","3.8971","1.0945","0","2.4426"
