"stno","X2012.09.01","X2012.09.02","X2012.09.03","X2012.09.04","X2012.09.05","X2012.09.06","X2012.09.07","X2012.09.08","X2012.09.09","X2012.09.10","X2012.09.11","X2012.09.12","X2012.09.13","X2012.09.14","X2012.09.15","X2012.09.16","X2012.09.17","X2012.09.18","X2012.09.19","X2012.09.20","X2012.09.21","X2012.09.22","X2012.09.23","X2012.09.24","X2012.09.25","X2012.09.26","X2012.09.27","X2012.09.28","X2012.09.29","X2012.09.30"
"466880","0","1.6742","-0.2084","2.1","2.7575","1.9","1.5975","2.0681","-0.3299","2.1666","1.5975","-0.513","-0.2431","1.6742","0.191","-0.4788","1.5757","2.5372","2.3383","1.9919","1.9919","-0.2431","1.5975","3.1","4.0377","3.9392","4.1362","0","-0.4341","3.0529"
"466900","0.55","1.4141","0.45","1.05","1.2","0.7866","0.95","1.05","0.9","1.157","0.95","0.513","0.7071","0.7524","1.2313","-0.6498","0.5472","0.9848","1","0.5814","0.5814","0.3","0.1736","0.684","0.9959","1.4095","1.1491","0.712","0.5383","0.6498"
"466910","-0.5383","-1.2313","0","-0.3994","-0.6425","-0.4689","-0.2084","-0.382","-0.2431","-0.3299","-0.3473","-0.2952","-0.2431","-0.4689","0","0","0","2.2","0.4689","2.4","1.9","0","0","0","-0.9919","-0.6251","-1.0603","0","0","-0.95"
"466920","1.6914","1.5588","0.2257","2.0673","3.2499","2.6","1.6914","1.9734","1.4","2.3635","2.5","1.4","1.9","1.6742","0.85","-0.766","1.8711","2.8559","3.4468","4.1362","3.3483","0.2605","1.8711","3.6438","4.2347","4.3","3.9392","0.8893","-1.2856","2.659"
"466930","-0.5","0.7794","0.1042","-0.5","1.2803","0.9193","0.7518","0.9848","0.6128","0.9193","1.1818","0.6062","0.8863","1.1","-2.3635","-0.7","0.7","1.4","1.0725","0.9","0.95","0.766","0.513","2.2","1.9734","2.3492","-1.25","-2.5981","0.684","1.5"
"466940","1.8711","1.4722","1","1.8711","1.8641","1.6087","0.9642","1.5321","-1.0927","-1.25","1.6712","0.6156","1.607","1.0245","1.6497","-1.0261","1.3","1.299","0.9526","1.9919","1.4784","-1.7321","1.9151","2.25","3.7536","3.6004","2.95","1.7018","-0.9898","0.6078"
"466950","4.5033","1.6417","2.2231","5.0229","5.5","5.4502","5.8024","4.0496","2.3257","4.5033","4.2286","2.45","1.6417","2.8046","2.2922","-4.3095","-1.5733","2.7713","3.4","4.5","4.4316","-3.2889","4.7495","6.8178","8.2272","7.9874","9.3531","2.6915","0","1.1287"
"466990","1.5321","-2.4249","-2.2981","1.4784","1.5427","-2.1449","1.7619","1.2856","-1.9917","1.8385","-2.1651","-2.2517","1.7998","2.3783","2.55","3.195","2.1449","-2.1651","-2.1651","-1.8794","-1.8187","-2.4249","-2.5981","1.85","2.35","2.7578","3.25","3.1497","-2.8579","1.4784"
"467060","1.7","1.1971","1.55","1.5","1.1971","0.9919","-1.9053","1.1971","1.35","1.8385","-1.8794","0.9577","-2.8191","3.5507","-3.2499","-3.5","2.7251","-1.6914","-1.5035","-0.8863","-1.5975","-2.0681","2.2651","-2.2","-2.462","3.8","4.2347","-4.1362","-3.8527","-2.659"
"467080","2.659","2.1","-2.2","2.6","2.7575","2.0673","2.2","2.4432","-2.2517","1.8711","1.7","2.2651","2.4","1.4","-1.6742","-2.7578","2.4","-1.4772","-1.5757","-0.9","-1.3787","1.299","1.7727","-1.9696","2.4249","3.101","2.5279","0","-1.0261","-1.9696"
"467110","0.2605","-0.2257","-1.0725","-1.3023","2.8579","2.3747","1.4141","1.5588","0.9642","1.4722","0.7182","1.5975","-1.9053","2.911","1.8","0","-0.382","1.8187","1.607","1.7355","2.2215","-1.4555","2.3383","3.2174","2.9568","2.1","2.9568","1.45","3.007","2.3783"
"467300","-1.4784","-2.6","1","0.9577","-0.5209","0","-3","-2.4","-2.3492","-2.911","-2.0683","-1.7619","-1.5321","0","2.6742","2.049","2.4625","2.0863","1.8127","0","0.9898","1.0945","0","3.2492","4.1042","1.7712","2.188","3.1604","5.1987","4.0016"
"467350","-1.1276","-1.4772","-1.2","-0.75","-1.05","0","-0.7713","-1.0337","-1.1818","-1.4722","-0.65","-1.2124","-0.45","0.9724","1.2329","0.903","1.1287","1.1629","1.0945","1.2997","1.2313","0.3762","-1.0285","1.7785","2.4967","2.2915","1.3024","1.4934","2.3941","2.1547"
"467410","0.4168","-1.5321","1.8711","-0.7524","1.5427","-1.8711","-2.2517","-1.6853","-1.2856","-1.4","-1.3499","-1.6742","-1.2","1.4023","1.4707","0.8161","1.2313","0.2952","0.6156","0.9919","0.6498","-1","0.8893","0.7182","-0.85","-1.2","0.5036","2.4967","1.5733","0.5472"
