"stno","X2012.04.01","X2012.04.02","X2012.04.03","X2012.04.04","X2012.04.05","X2012.04.06","X2012.04.07","X2012.04.08","X2012.04.09","X2012.04.10","X2012.04.11","X2012.04.12","X2012.04.13","X2012.04.14","X2012.04.15","X2012.04.16","X2012.04.17","X2012.04.18","X2012.04.19","X2012.04.20","X2012.04.21","X2012.04.22","X2012.04.23","X2012.04.24","X2012.04.25","X2012.04.26","X2012.04.27","X2012.04.28","X2012.04.29","X2012.04.30"
"466880","3.7588","-0.5785","3.6438","1.9151","-0.2257","4.0377","3.8527","3.1514","0.9526","0","-1.7","-1.6742","-1.6454","1.9696","-0.35","2.1","2.8191","-0.7878","-0.8863","1.1276","-0.6498","2.2651","0","1.1276","-2.0681","3.101","0.7071","-0.6578","-0.45","-1.9734"
"466900","1.2997","0.513","1.25","0.9235","-0.4","0.75","2.5069","2.1","0.4788","0.8356","0.6156","0.4104","-1.299","0.6156","0.65","0.6498","0.4446","0.8999","0.4","0.4104","-1.4722","0.8208","1.157","0.6156","-1.6914","1.4","1.157","0.766","0.8","-1.5035"
"466910","1.7101","0.5814","5.318","2.8559","-0.4515","-0.6599","0","0","-0.2431","0","-0.382","-0.3299","0.4689","-0.2431","0","-0.4168","3.195","0","0.2952","0","1.4023","2.3492","-0.342","0","0.5904","2.9544","0.2778","0","0.8893","0.5383"
"466920","3.9392","-0.3762","3.7423","3.2499","1.5757","3.3829","4.2347","3.2499","1.3787","0.8","-0.2778","1.8711","-1.6454","3.7423","-0.6062","2.7","3.7423","0.9848","0.8457","2.2651","-1.3856","3.1","0","0.2084","-1.6454","3.7423","1.4","0.1389","-0.1736","-1.8711"
"466930","1.2213","0.6062","1.5391","1.3789","0.4446","1.4707","1.299","0.7878","0.2571","0.5362","-1.3023","0.6928","-0.8999","-0.45","-0.7071","0.95","0.75","-0.3064","0.6062","0.4596","-1.1","0.684","0.6062","0.3762","-1.4141","2.25","0.5362","0.5362","-0.65","-0.6498"
"466940","2.8191","-0.7182","4.4166","1.6712","-0.8","1.6454","1.9919","1.15","0.2605","-0.7182","1.5427","1.0927","-2.2517","1.4784","-1.2856","0.9577","1.9919","0","0.8999","1.15","-2.3383","1.6454","-1.0927","-0.684","-3.0311","2.8191","-1.2213","-0.55","-0.85","-1.7998"
"466950","7.2876","2.2231","5","8.5678","2.65","5.2828","10.3366","4.95","2.9072","2.9756","-5.4502","3.8408","-6.2043","5.889","1.2856","3.4","4.5197","2.3492","2.0681","4.6286","-5.6134","5.9201","4.371","2.5994","3.2492","5.5923","7.0477","2.1889","1.7101","-8.3"
"466990","-1.9734","-2.2981","2.5069","-2.0785","2.314","0.9919","-1.9734","-2.0785","-2.2553","0.6772","1.9151","1.7","-2.0785","1.25","0.7182","2.314","-1.6742","-2.4249","-2.3492","-1.7727","0.3994","0.8893","1.6712","0","0.9919","2.5712","-1.9734","-1.7321","1.2655","-2.3747"
"467060","0","-2.1","-3.0529","-2.3492","2.4432","-2.7251","-2.0683","0","0.8","1.1287","1.5035","-1.9734","0.7713","1.9734","1.0833","2.7713","-1.6454","-1.7727","-1.3787","-1.0392","-1.3787","-2.7251","1.1971","-1.6454","-1.6914","3.195","-1.1258","-1.7727","-1.6742","-1.8187"
"467080","-1.4095","1.5975","2.9445","-0.866","-1.3","-1.8","-1.4095","1.3499","0.8999","0.5814","1.5975","1.3856","1.0833","1.9151","1.3","2.1651","-0.6","0","1.1276","1.4095","1.5035","-1.7727","1.9","1.299","1.2257","2.2981","-1.0833","-1.4722","0.75","-2"
"467110","1.75","0.2952","3.2889","2.2215","1.7321","2.6812","3.0311","0.75","0.4446","-0.2084","0.684","2.5372","-0.4788","3.101","-0.7","3.5507","1.6","0.2778","0.2778","1.9919","-0.75","2.6812","1.9","-1.3","-1.4784","3.0642","1.9917","1.05","-1.4141","-1.0945"
"467300","0","0","1.7785","0","1.3339","1.5107","0","1.3681","1.9153","-0.7467","0","-1.7619","-1.3","-2.7","-1.0945","1.9153","2.5994","1.9153","0.9235","-1.0945","-2.9876","0","0","1.3892","-1.0072","3.1124","1.1808","3.4711","1.1287","-0.9898"
"467350","0.7641","0","1.25","0.6078","1","1.6417","0","0","1.0945","0","0","-0.45","0","-1.3","-0.5472","1.2313","1.5733","1.0945","0.4104","-0.2084","-0.3299","1","0.2605","0.7814","0","1.8469","0","1.2","0.6078","-0.9919"
"467410","0.3126","-0.9193","0.5557","0","0","0.3473","0.7071","-0.3473","0.7182","-0.5383","-2.5372","0.3299","1.5321","0.6498","-1.8711","0","0.3299","0.5814","0.5472","-1.5588","0.3994","-0.2257","-1.05","-0.7293","0.9577","0.3473","1.3","1.05","0.573","1.9917"
