"stno","X2011.03.01","X2011.03.02","X2011.03.03","X2011.03.04","X2011.03.05","X2011.03.06","X2011.03.07","X2011.03.08","X2011.03.09","X2011.03.10","X2011.03.11","X2011.03.12","X2011.03.13","X2011.03.14","X2011.03.15","X2011.03.16","X2011.03.17","X2011.03.18","X2011.03.19","X2011.03.20","X2011.03.21","X2011.03.22","X2011.03.23","X2011.03.24","X2011.03.25","X2011.03.26","X2011.03.27","X2011.03.28","X2011.03.29","X2011.03.30","X2011.03.31"
"466880","2.5605","4.1346","3.8408","4.1362","2.1651","-0.3","0","4.1362","3.9392","3.2889","2.913","-0.6128","1.5975","1.9734","4.3332","3.4641","5.318","2.8191","-0.4","0.1563","0.85","3.3483","4.7271","3.7423","3.3","3.4468","2.8559","2.4","2.8559","4.0703","2.8191"
"466900","1.0603","1.0945","1.2313","0.8208","0.7866","-1.3","0.4862","1.157","2.2215","-0.1736","-0.3078","-0.2084","0.7","-1.4772","1.85","1.6454","2.1449","1.75","-0.7518","-0.9193","0.5814","1.4365","1.1","1.3789","1.6914","0.7182","0.684","1.05","0.6498","1.7","1.8641"
"466910","2.0681","1.5427","2.4432","1.7","-0.4689","-0.2084","0","0.6251","1.5049","1.8127","1.7785","1.6712","-0.342","1.4","3.3829","-0.712","1.7785","-0.6078","-0.3126","0","0.5814","-1.2313","0.4515","1.15","0.3994","0","1.8385","0.573","0.7866","3.5708","3.6438"
"466920","2.5605","5.5","4.3332","4.2","2.9544","0.2571","2.0681","4.0377","4.3332","4.1362","3.8","-0.6928","2.7575","2.3635","4.7271","3.8408","5.6","2.5372","-0.6894","-0.35","1.6742","4.1","4.6286","4.1","3.2499","3.7","3.1","2.462","2.9544","4.8","4.1"
"466930","1.3681","2.1547","2.0521","1.5049","0.85","0.3857","1.2313","1.4","1.25","1.95","1.7443","-0.3064","-0.6128","0.7866","2.2915","2.2981","1.6712","0.866","0.5196","-0.6928","-0.45","1.6417","2.4","1.9153","1.1629","1.9153","1.7443","2.0179","1.1629","1.2655","1.2213"
"466940","0","2.35","2.1","4.0407","1.8794","0.8356","1.0419","3.5507","2.1651","2.5279","2.9876","-1.5588","1.157","1.45","0.9898","2.95","3.8527","2.3","1.2257","1.2856","0.8208","1.1982","2.9568","2.314","3.677","2.05","2.7","1.9","1.0603","3.2174","1.9"
"466950","5.7208","4.1","4.1","6.205","2.2915","-0.9203","2.1706","6.3899","6.3","6.8416","8.3633","-2.6997","4.6765","4.4352","5.15","2.9414","6.2959","8.1406","2.8388","0","3.0211","1.5802","6.5114","5.3623","6.3636","6.235","7.0064","4.15","4.7495","5.2091","5.318"
"466990","2.35","3.5996","2.5712","3.0211","-2.1","-2.2981","3.0211","-1.0261","-2.8191","0","-0.9642","-2.1613","-1.7321","-1.7619","4.371","3.3425","-1.15","-2.5981","-3.4641","-2.2215","1.0261","4.3067","3.2139","1.8","2.15","1.25","1.2","-1.9053","2.314","1.9284","-2.1613"
"467060","0","0.6078","-3.2909","-3.0529","-1.8711","-2.659","-4.1","-2.5605","-2.0673","-1.9734","-3.8527","-1.9053","0.75","-2.1613","1.4023","-3.6","-2.0673","0","0.9235","-2.2553","1.1","3.2174","-3.5","-3.4468","-3.8","-4.1362","-4.7271","-4.4316","-3.6438","-2.7251","0.382"
"467080","3.195","-2.3635","-1.4772","-1.1818","-1.2803","0.95","0","-1.6742","-1.4722","-0.766","-1.2216","1.0337","-0.6578","1.6914","2.3747","2.2981","-1.3787","-1.2803","0.8","0.684","1.5588","1.8641","1.3499","-1.6454","-1.4555","-1.4095","-1.2216","-1.3789","-2.7575","2.4432","-1.0833"
