"stno","X2011.02.01","X2011.02.02","X2011.02.03","X2011.02.04","X2011.02.05","X2011.02.06","X2011.02.07","X2011.02.08","X2011.02.09","X2011.02.10","X2011.02.11","X2011.02.12","X2011.02.13","X2011.02.14","X2011.02.15","X2011.02.16","X2011.02.17","X2011.02.18","X2011.02.19","X2011.02.20","X2011.02.21","X2011.02.22","X2011.02.23","X2011.02.24","X2011.02.25","X2011.02.26","X2011.02.27","X2011.02.28"
"466880","1.9734","1.1818","1.5975","1.2216","2.7251","1.9696","1.7854","-1.4772","2.462","-0.3473","-0.4341","3.3","1.3789","0.4341","3.195","-1.4555","1.1","3.0529","1.4095","1.1818","1.8711","1.7727","1.3156","1.2216","2.7575","2.5981","-0.2084","-0.4104"
"466900","0.7866","0.5472","0.5814","0.2778","1.0337","1.1491","2.0683","-1.0725","0.4788","0","1.2655","1.3156","1.15","1.0603","0.9","-1.5427","-0.9642","0.8893","0.3126","0.3994","0.9","0","-0.2736","0.55","-0.9","1.4784","-1.0392","-1.1491"
"466910","1.9284","0.3647","1.15","-0.4515","3.1514","0","0","0","2.2517","-0.5036","-1.9153","1.9","1.9","-0.9898","1.4707","-0.4862","1.9734","1.9734","2.1613","-0.6251","0.85","1.2213","-0.2257","-0.191","2.3492","1.1287","-0.1563","0"
"466920","2.7","1.4","2","1.3787","3.4","2.2651","2.659","-1.5","2.659","-1.2213","2.0673","2.913","2.2651","2.3635","3.6438","2.2","1.4","3.5","1.6","1.2803","2.1","1.9696","3","2.6","3.3","3.5453","-0.6062","-0.4"
"466930","1.2","1.1629","1.3339","0.8999","1.65","0.9","0.9526","0.8999","1.3339","0.6156","1.7","1.9926","0.6498","1.1629","1.3681","0.5785","0.6498","1.9153","1.4365","1.0945","1.4023","0.6498","0.45","0.3857","1.2997","0.95","0.8426","-0.6128"
"466940","0","0.6599","0.85","-1.5321","1.4784","1.0285","0.9959","-2.0683","2.2498","0.5036","1.3197","4.9804","0.4168","1.1808","1.9","-1.3856","-1.9917","2.05","0.5904","0.6946","1.2655","1.157","1.1491","0.8356","1.9917","1.5427","1.5321","1.3023"
"466950","4.2424","5.2066","6.3582","0","3.6639","2.659","5.3","-6.0073","6.4348","2.4967","3.5912","6.8178","7.9874","1.997","6.6646","3.1808","-3.05","5.9779","4","2.7704","2.3257","3.294","2.911","4.1362","5.2091","4.5033","2.1205","4.5033"
"466990","-2.3","-3.5708","2.2498","-2.6847","1.8641","-2.7713","-2.5981","-2.2517","2.2215","-2.6311","4.8209","-2.2215","0.4689","4.371","1.7998","0.5557","-3.2043","2.25","-2.3635","-1.7355","-2.0681","-1.7","-2.1666","0","1.75","1.9053","-2.6847","-2.0785"
"467060","-1.9696","-3.101","-3.6","-3.3","-2.6311","-2.4432","-2.5372","-2.4432","-3.2","1.0603","1.6417","-3.9","1.8641","-3.2","-3.0529","-2.2553","1.6712","-3.0529","-3.1","-2.6","-3.1","-2.5","-1.9734","-1.7854","-2.2651","-2.4432","-2.8191","2.3"
"467080","-1.1818","1.2124","-1.3156","1.8794","2.4432","-1.8711","-1.6742","-1.6742","0.9526","0.7182","1.4141","-1.6","-0.4446","0.382","-1.2124","0.9193","1.9696","-1.6742","-0.8863","-0.6894","-1.2803","1.4772","-1.1276","0.6928","-1.3023","1.4772","-1.8711","1.6454"
"467110","2.1212","2.1449","0.9235","1.9053","3.3829","0.7866","1.45","-1.3787","4.4166","2.4513","4.1569","4.5033","2.4513","3.5507","3.6004","1.0927","2.0673","3.4641","2.1651","2.8191","3.1408","1.7998","1.7619","1.4722","3.1177","3.2","0.2952","2.9544"
"467300","1.8754","3.7964","3.3176","2.9072","3.5228","1.1808","0","-0.8509","2.9756","1.5976","5.1645","4.7199","3.8306","5.5065","4.5831","2.4283","2.4625","4.0358","3.5228","4.3437","4.0358","3.1466","1.8469","0.9203","2.8046","2.9414","1.2655","1.8469"
"467350","0.9377","0.8856","0","0.6946","1.7443","0","-0.4862","-0.3126","1.4365","1.7101","2.702","1.1808","0.9724","2.6336","1.1634","1.3339","1.3339","2.1889","0.903","0.9898","2.0863","1.7443","1.0945","0.5036","1.5049","1.5733","0.3126","0.8551"
"467410","0.6946","0.7641","0.6772","0.5904","1.1629","0.4515","-0.6156","0.9577","0.5383","0.6425","0.9898","0.6425","0.7293","1.0419","0.6425","0.382","0","0","0.6425","0.8509","0.5904","1.1287","-0.3299","-0.2952","-0.4689","0.4862","0.513","0.4168"
"467420","-0.6078","0","0","0","0.5209","-0.3994","-0.9642","0.4341","0","0.5904","0","0.6078","0","1.0419","0.6251","0","-0.4341","0","0","0","0.5557","0.4862","-0.5814","-0.85","-0.8208","0","0.2605","0.3647"
"467440","-0.4515","0","-0.3994","-1.6853","-1.2257","-1.3023","-1.5321","-0.3994","-1.0285","-0.3647","-0.5383","-0.3647","0","0","0.684","-0.2257","-0.382","-1.2856","-1.4784","-0.9919","-1.6087","-0.3299","-1.4722","1.3156","-1.4141","-1.4141","0","-1.157"
"467480","0","0","-0.2431","-0.4788","0.513","-0.191","-0.9526","0.2778","0","0.3994","0","0.3473","0.4689","0","0.4168","0","0.2778","0","0","0.573","0","0.6498","-0.6428","-0.5785","-1.157","-0.2431","-1.2","0"
"467490","0.2778","0","-0.1563","0","0.1563","1","-0.8457","-0.6894","-0.65","-0.2952","0.573","0.4446","-0.3126","1.6","0.75","0.1563","0","0","0.2605","-0.382","-0.2952","0.1563","-0.35","-0.0695","0","-0.342","-0.766","-0.8426"
"467530","-0.7518","0.5","0.1563","0.7071","0.9526","-0.1216","-0.3078","-1.5035","0.6428","-0.9","-1.3","-1.0392","0","0.4104","-0.7071","-0.9848","0","-0.342","-0.9526","-1.7","-1.3156","-0.4446","0","-0.1389","0.4924","0.5638","-0.2052","0.5"
"467540","1.607","1.3789","-1.5035","1.6087","1.75","1.5321","0.7182","-1.5588","1.607","-1.0392","1.85","1.5733","1","1.1971","2.3","1.2213","-1.7321","2.0569","-1.5588","0.7182","1.5427","-1.8187","-1.1258","0.65","0.9","1.85","-1.299","-1.3156"
"467550","-5.7119","-5.9","-6","-3.6648","-1.1287","-4","-8.2724","-7.9","-4.0407","-5.0225","-6.5","-4.1362","-4.1362","-6.5","-5.8104","-5.0225","-5.8104","-7.2876","-5.2","-6.7","-7.7994","-6.0622","-2","-1.6","2.5069","-1.2997","-1.3339","-4.3332"
"467571","0","0.7524","0.6156","0.4446","1.8187","1.299","1.1276","-0.8426","0.3994","0.4515","1.5733","1.85","0","1.3339","0.9577","0.342","0.4446","1.0603","0.7182","0.8893","0.8208","0.6156","0","-0.433","0.3299","0.3126","-0.866","-0.7713"
"467590","1.9926","-0.191","0.2778","1.9734","3.4472","0.9235","3.0642","-0.5472","1.4141","-0.2257","3.0854","5.0137","3.3775","3.4711","5.3623","3.7536","-0.2605","1.15","-0.6498","-0.3994","1.45","1.9284","1.3156","1.3156","1.5","3.5708","2.4","2.3635"
"467610","0","1.75","-1.0261","-1.1971","0.7641","-1.75","-1.35","-0.8208","2.2498","0.3994","2.1889","2.4","-0.6498","2.1205","2.3","-0.85","-0.8208","1.6417","1.5","2","2.15","1.0945","-0.6156","-0.6498","1.6","2.5069","-1.25","-0.95"
"467620","3.05","2.7251","3.2499","1.4707","2.0521","1.5391","4.4431","3.2499","4.4431","3.7588","1.1634","1.2155","5.9201","1.5802","2.4967","5.3694","-3.1497","1.9837","1.4023","3.9","0.8335","1.7101","4.4166","3.101","4.7631","2.3941","2.75","3.677"
"467650","-1.2803","-1.1276","-1.1276","0","-1.0833","-0.8863","-1.7727","-0.5","0.2257","0.7713","-0.9848","0.1736","-0.8356","-1.0392","1.0833","0.2084","-1.3156","-0.8457","0","-0.7071","-0.4104","-1.2","-1.7727","1.1276","0.2084","0","-1.2803","-1.3156"
"467660","-0.9","-0.6498","-0.6498","-1.4141","-0.4515","-1.2856","-0.7","-0.65","1.6087","1.0392","-0.684","-0.75","-0.7713","-0.684","-1.0927","-0.6428","-1.0285","-0.4446","-1.0285","1.0285","-0.6","-0.85","-0.7071","-1.1491","-0.8","1.4722","-0.9642","1.4095"
"467770","0","1.094","0","0","0","0.6772","-0.4168","-0.7866","0","1.0245","1.7018","1.094","0","1.5976","1.1808","0","0","1.1982","1.1287","1.2503","1.1461","0","0.6599","0.5036","0.9377","0.8682","-0.6498","1.1287"
"467780","2.3599","1.3545","3.25","1.9153","0","0","0.4689","0","0","3","3.4544","2.2915","2.3257","3.3518","2.1205","0.712","0","2.2573","1.0766","2.8388","2.95","2.7","0","-0.573","1.6759","0.9203","-1.05","0.6599"
"467990","-0.573","1.55","-0.4515","1.2213","1.35","0.85","1.0603","-1.9284","1.6417","2.6046","3.4472","3.2782","0","3.677","0.9551","-0.4515","1.9917","2.8925","2.6354","0","0","-0.5036","1.7","1.0927","1.3681","2.0569","1.3787","1.45"
