"stno","2014-01-01","2014-01-02","2014-01-03","2014-01-04","2014-01-05","2014-01-06","2014-01-07","2014-01-08","2014-01-09","2014-01-10","2014-01-11","2014-01-12","2014-01-13","2014-01-14","2014-01-15","2014-01-16","2014-01-17","2014-01-18","2014-01-19","2014-01-20","2014-01-21","2014-01-22","2014-01-23","2014-01-24","2014-01-25","2014-01-26","2014-01-27","2014-01-28","2014-01-29","2014-01-30","2014-01-31"
"466880","1017.6","1015.2","1013.7","1016.7","1019.1","1017.8","1015.6","1017.5","1024.3","1024.4","1021.5","1022.6","1021.8","1023","1025.4","1023.3","1021.7","1027.3","1024.7","1022.4","1025.7","1025.6","1021.6","1018.5","1017.6","1020.8","1019.9","1018.6","1017.7","1017.8","1016.8"
"466900","1017","1014.9","1013","1016","1018.5","1017.2","1015.2","1017.1","1024.1","1023.8","1021.1","1022.5","1021.7","1022.9","1025.5","1023.1","1021.6","1027.4","1024.8","1022.4","1025.8","1025.7","1021.3","1017.5","1016.7","1020.1","1019.2","1017.8","1017.1","1017.3","1016.2"
"466910","924.7","923.4","921.7","923.2","924.9","924.8","923.4","924.1","928.5","929.8","928.6","928.3","927.3","927.6","929.6","928.6","927.5","931.3","929.7","927.8","929.2","928.9","926.9","924.5","924.4","926.4","926","925.7","925","925.4","924.8"
"466920","1018.3","1015.8","1014.2","1017.2","1019.7","1018.6","1016.1","1017.9","1024.9","1025.2","1022.3","1023.1","1022.4","1023.5","1026.1","1023.9","1022.3","1027.8","1025.4","1022.8","1026.2","1026.1","1022.2","1018.8","1017.9","1021.3","1020.5","1019.2","1018.1","1018.2","1017.5"
"466930","949","947.5","945.7","947.7","949.7","949.4","947.7","948.6","953.6","954.6","953.2","953.2","952.1","952.6","954.9","953.6","952.2","956.6","955.1","952.8","954.7","954.5","952.1","949.5","948.9","951.2","950.7","950.2","949.4","949.6","949.3"
"466940","1016.2","1013.3","1011.6","1014.8","1017.7","1016.7","1013.7","1015.3","1022.3","1023.2","1020.1","1020.4","1019.9","1020.9","1023.7","1021.7","1020.2","1025.3","1023.5","1020.3","1023.8","1023.7","1020.3","1016.4","1015.3","1019","1018.5","1017.3","1016","1015.9","1015.6"
"466950","1008.2","1005.3","1003.2","1006.4","1009.4","1008.9","1005.9","1006.7","1013.5","1014.9","1012.3","1011.6","1011.4","1012.2","1015.2","1013.7","1012.2","1016.7","1015.4","1011.6","1015","1015.1","1012.2","1008.2","1006.8","1010.4","1010.3","1009.4","1007.8","1007.6","1007.7"
"466990","1017.3","1015","1012","1014.8","1018","1018.2","1016.2","1015.2","1021.3","1023.7","1022.5","1020.1","1019.3","1018.8","1023","1022.2","1020.4","1023.9","1024.9","1020.2","1021.6","1023.1","1021.5","1018.5","1016.4","1017.8","1018.8","1018.6","1017.4","1017.1","1017.9"
"467050","1016.1","1014.2","1012.7","1015.5","1017.9","1016.7","1014.7","1016.2","1022.8","1022.3","1020.6","1021.6","1020.4","1021.5","1023.3","1021.4","1020.3","1026.1","1023.6","1021.5","1024.8","1025.1","1020.9","1017.8","1016.3","1019.3","1018.4","1017.5","1016.7","1016.7","1015.8"
"467060","1016.6","1014","1011.3","1014.9","1017.9","1017.3","1014.9","1015.1","1022.2","1023.7","1021.3","1019.9","1019.8","1020.5","1024","1022","1020.3","1025.1","1024.1","1019.9","1023.6","1023.8","1020.8","1017","1015.5","1018.7","1018.7","1017.8","1016.5","1016.2","1016.5"
