"stno","2016-06-01","2016-06-02","2016-06-03","2016-06-04","2016-06-05","2016-06-06","2016-06-07","2016-06-08","2016-06-09","2016-06-10","2016-06-11","2016-06-12","2016-06-13","2016-06-14","2016-06-15","2016-06-16","2016-06-17","2016-06-18","2016-06-19","2016-06-20","2016-06-21","2016-06-22","2016-06-23","2016-06-24","2016-06-25","2016-06-26","2016-06-27","2016-06-28","2016-06-29","2016-06-30"
"466880","1003.4","1004.5","1004.4","1005.4","1008.1","1008.4","1007.8","1006.1","1006.3","1007.1","1006","1004","1002.6","1003.9","1003.7","1004.4","1008.5","1011.2","1010.5","1008.7","1008.7","1007.9","1007.2","1007.1","1008.1","1008.9","1008","1009.9","1011.8","1011.4"
"466900","1002.6","1003.3","1003.5","1004.4","1006.8","1007.1","1006.5","1004.9","1005","1005.8","1004.7","1002.8","1001.7","1002.7","1002.6","1003.5","1007.5","1010","1009.3","1007.7","1007.5","1006.8","1006.2","1006.1","1007","1007.8","1007","1008.4","1010.6","1010.3"
"466910","915.7","915.7","916.2","917.4","919.1","919","918.6","917.3","917.5","918.1","916.9","915.6","914.3","915.1","915.7","916.5","919.8","922.2","921.6","920.1","920.1","919.6","919","918.9","919.8","920.3","919.7","921.2","922.8","922.5"
"466920","1000.9","1001.9","1002","1002.8","1005.6","1005.9","1005.3","1003.7","1003.8","1004.5","1003.5","1001.5","1000.2","1001.4","1001.2","1001.9","1006.1","1008.7","1008","1006.2","1006.2","1005.4","1004.7","1004.6","1005.6","1006.4","1005.5","1007.4","1009.2","1008.8"
"466930","938.7","938.7","939.2","940.4","942.2","942.2","941.7","940.3","940.5","941.1","940.1","938.7","937.5","938.3","938.7","939.5","942.8","945.2","944.6","943","943.1","942.5","941.8","941.7","942.7","943.3","942.5","944.1","945.8","945.5"
"466940","1000.6","1002.4","1002.4","1003.1","1006","1006.1","1005.6","1004","1004.2","1005","1003.7","1001.7","1000.3","1001.5","1001.6","1002.3","1006.6","1009","1008.2","1006.5","1006.5","1005.8","1005.2","1005.1","1006","1006.8","1005.9","1007.7","1009.6","1009.2"
"466950","993","994.7","994.7","995.3","998.1","998.2","997.7","996.3","996.5","997.1","995.7","993.8","992.3","993.3","993.9","994.4","998.6","1001","1000.5","998.7","998.6","998","997.3","997.1","998.1","998.9","998","999.8","1001.6","1001.3"
"466990","1002.3","1003.5","1003.7","1004.5","1007","1007.1","1006.8","1005.4","1005.5","1006","1004.8","1002.9","1002","1002.8","1002.8","1003.3","1007.4","1010.5","1010.1","1008.4","1008.2","1007.6","1006.6","1006.5","1007.4","1008.3","1007.7","1009.3","1011","1010.6"
"467050","1002.4","1002.8","1003.1","1004.2","1006.4","1007","1006.3","1004.7","1004.8","1005.7","1004.4","1002.5","1001.4","1002.2","1002.2","1003.2","1007","1009.6","1009.1","1007.4","1007.2","1006.6","1005.9","1005.7","1006.7","1007.7","1006.8","1008.4","1010.2","1009.9"
"467060","1001.8","1003.1","1003.4","1004","1006.7","1006.7","1006.4","1004.9","1005.1","1005.6","1004.4","1002.5","1001.4","1002.4","1002.4","1003","1007.2","1009.7","1009.2","1007.2","1007.3","1006.5","1005.8","1005.7","1006.6","1007.5","1006.8","1008.2","1010.1","1010"
"467080","1003.6","1004.9","1005.1","1005.8","1008.6","1008.5","1008.2","1006.8","1006.9","1007.5","1006.2","1004.3","1003.3","1004.3","1004.2","1004.8","1009","1011.7","1011","1009.1","1009.2","1008.4","1007.6","1007.4","1008.5","1009.5","1008.6","1010","1012","1011.9"
"467110","1002.4","1002.6","1003.4","1004","1006.1","1006.6","1005.7","1004.2","1004.3","1004.4","1003.7","1001.8","1001.3","1001.3","1002.2","1003","1005.7","1008.5","1008.3","1006.7","1006.3","1005.8","1005.2","1005","1005.8","1006.9","1006.1","1007.4","1008.9","1008.8"
"467300","1003.5","1002.3","1003.3","1004.3","1004.8","1005.1","1004.5","1002.8","1002.9","1003.4","1003.7","1002.9","1002.1","1001.9","1003","1003.9","1005.5","1007.7","1006.8","1005.5","1005.7","1005.5","1004.7","1004.3","1005.2","1005.8","1004.7","1006.1","1007.8","1007.7"
"467350","1006.8","1005.7","1006.7","1007.8","1008.4","1008.8","1008","1006.4","1006.5","1006.9","1007.1","1006.3","1005.5","1005.2","1006.4","1007.3","1009.1","1011.3","1010.5","1009.1","1009.4","1009.2","1008.4","1008","1008.8","1009.4","1008.5","1009.8","1011.6","1011.5"
"467410","1005.9","1004.6","1005.3","1006.4","1006.7","1006.9","1006.2","1004.6","1004.8","1005.6","1006.6","1005.7","1004.8","1004.4","1005.4","1006.2","1007.6","1009.5","1008.4","1007.3","1007.6","1007.3","1006.5","1006.2","1007.1","1007.5","1006.4","1007.7","1009.6","1009.5"
"467420","1007","1005.7","1006.4","1007.5","1007.9","1008.1","1007.4","1005.8","1006","1006.9","1007.8","1007","1006.1","1005.6","1006.6","1007.4","1008.7","1010.6","1009.7","1008.5","1008.8","1008.4","1007.7","1007.4","1008.2","1008.7","1007.6","1008.8","1010.8","1010.7"
"467440","1007.9","1006.6","1007.4","1008.5","1008.9","1008.9","1008.3","1006.8","1007.1","1008","1009","1008","1006.9","1006.6","1007.6","1008.5","1009.9","1011.6","1010.7","1009.5","1009.8","1009.6","1008.7","1008.6","1009.4","1009.8","1008.5","1010.3","1011.9","1011.4"
"467480","1005","1003.7","1004.4","1005.6","1006.1","1006.3","1005.6","1003.9","1004.2","1004.8","1005.6","1004.7","1003.7","1003.3","1004.2","1005.1","1006.7","1008.9","1008.1","1006.7","1006.9","1006.6","1005.9","1005.6","1006.4","1007","1005.9","1007.2","1009.1","1009.1"
"467490","998.3","997.1","997.8","999","999.7","1000","999.1","997.5","997.8","998.3","998.8","997.9","997.1","996.7","997.7","998.5","1000.3","1002.6","1001.7","1000.3","1000.5","1000.3","999.5","999.3","1000","1000.5","999.6","1001.2","1003","1002.8"
"467530","765.3","764.1","765","765.7","765.5","765","764.4","763.3","763.4","763.7","764","763.7","763.4","763.5","764.6","765.2","766.4","767.9","767.5","766.5","766.7","766.7","766","765.9","766.7","766.8","766.3","767.6","768.7","768"
"467540","1003.8","1004.8","1005","1005.9","1008.3","1008.2","1008.4","1007","1007.2","1008.1","1007.9","1006.2","1004.4","1004.8","1005.4","1005.8","1008.8","1012.3","1012","1010.3","1010","1009.4","1008.9","1008.5","1008.9","1009.9","1009.6","1011.6","1013","1012.2"
"467550","645.2","644","644.6","645.4","645.1","644.3","643.9","643.1","643.4","643.4","643.3","643.1","642.6","642.9","644.4","644.8","646.2","647.7","647.5","646.3","646.7","646.8","646.3","646.1","646.6","646.8","646.4","647.4","648.3","647.7"
"467571","1001.8","1002","1002.4","1003.5","1005.7","1006.2","1005.6","1003.9","1004","1005","1003.8","1001.9","1000.9","1001.4","1001.6","1002.6","1006.2","1008.8","1008.3","1006.6","1006.4","1005.9","1005.2","1005.1","1005.9","1006.8","1006","1007.7","1009.4","1009.1"
"467590","1005","1004.7","1005.4","1006.3","1007.2","1007.4","1006.9","1005.6","1005.9","1007","1007.5","1006.4","1005.1","1005","1006","1006.5","1008.3","1010.3","1009.6","1008.3","1008.3","1008","1007.2","1007.1","1007.9","1008.2","1007.4","1009.5","1011.1","1010.3"
"467610","1000","1001.3","1001.4","1002.3","1004.6","1004.7","1004.7","1003.3","1003.5","1004","1002.8","1000.6","999.8","1000.7","1000.7","1001.1","1005.5","1008.6","1008.3","1006.5","1006.1","1005.5","1004.8","1004.5","1005.2","1006","1005.9","1007.6","1009","1008.6"
"467620","968.2","969.7","969.8","970.6","973","973.1","973.1","971.8","972","972.8","973","971.6","969.5","969.7","970.9","971.1","974","977","976.5","975","974.9","974.5","973.9","973.6","974.2","974.8","974.4","976.4","977.8","976.9"
"467650","899.7","898.4","899.3","900.3","900.5","900.5","899.7","898.4","898.6","898.9","899.4","899","898.3","898.2","899.1","899.9","901.3","903.2","902.5","901.2","901.5","901.3","900.5","900.5","901.2","901.6","900.7","902.2","903.8","903.4"
"467660","1003.4","1004.4","1004.6","1005.5","1007.9","1007.9","1008.1","1006.6","1006.8","1007.7","1007","1004.2","1003","1003.8","1003.6","1004.1","1008.4","1012","1011.8","1010","1009.7","1009.2","1008.5","1008.1","1008.8","1009.6","1009.4","1011.5","1012.8","1012"
"467770","1004.8","1003.7","1004.3","1005.3","1006.2","1006.7","1005.9","1004.3","1004.5","1005.1","1005.1","1004","1003.2","1002.9","1003.9","1004.9","1006.9","1009.2","1008.6","1007.1","1007.2","1006.9","1006.2","1005.9","1006.6","1007.4","1006.4","1007.9","1009.8","1009.6"
"467780","1007.7","1006.3","1007.1","1008.3","1008.5","1008.8","1008.1","1006.4","1006.6","1007.3","1008.1","1007.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467990","993.3","996.7","995.7","995.7","999.4","999.4","998.5","997.3","997.6","998.2","996.6","993.3","992.9","993.8","993.1","994.6","999.5","1001","1000.2","997.9","997.6","996.9","996.2","996.1","998.1","1000.1","998.1","999.3","1001","1001.8"
"C0A520","999.3","1000.4","1000.5","1001.3","1003.9","1004.4","1003.8","1002.1","1002.3","1003.2","1002","1000.1","998.7","1000","999.8","1000.4","1004.5","1007.1","1006.4","1004.7","1004.5","1003.8","1003.1","1003.1","1004","1004.8","1003.9","1005.8","1007.8","1007.3"
