"stno","2010-02-01","2010-02-02","2010-02-03","2010-02-04","2010-02-05","2010-02-06","2010-02-07","2010-02-08","2010-02-09","2010-02-10","2010-02-11","2010-02-12","2010-02-13","2010-02-14","2010-02-15","2010-02-16","2010-02-17","2010-02-18","2010-02-19","2010-02-20","2010-02-21","2010-02-22","2010-02-23","2010-02-24","2010-02-25","2010-02-26","2010-02-27","2010-02-28"
"466880","1015.1","1015.7","1017.4","1017.4","1017.6","1017.3","1017.3","1015.5","1014.6","1012.9","1014.2","1023.3","1021.2","1014.9","1018.8","1022.4","1021.4","1023.2","1021.1","1018.4","1016.1","1014.8","1013.1","1011.1","1009.3","1008.6","1011.5","1014.5"
"466900","1014.2","1014.8","1016.7","1016.7","1016.8","1016.5","1016.6","1014.8","1013.8","1012.3","1013.4","1022.6","1020.3","1014.2","1018.3","1021.7","1020.6","1022.5","1020.5","1017.6","1015.4","1014.2","1012.4","1010.5","1008.5","1008.2","1010.9","1013.5"
"466910","922.1","922.3","923.5","923.7","923.8","923.8","923.8","923.2","922.7","921.8","922.8","927.1","925.9","921.4","923.9","926.3","925.5","926.6","924.9","923.7","922.6","921.4","920.6","919.6","918.7","918.3","920","923.1"
"466920","1015.6","1016.3","1017.9","1017.8","1018","1017.8","1017.7","1016","1015.1","1013.5","1014.8","1023.9","1022","1015.4","1019.4","1023.1","1022.1","1023.9","1021.8","1019.2","1016.7","1015.5","1013.8","1011.7","1009.9","1009.3","1012","1015.2"
"466930","946.5","946.7","948","948.2","948.4","948.3","948.1","947.4","947","945.8","947","951.9","950.6","946","948.7","951.3","950.5","951.8","949.8","948.5","947.2","945.8","944.9","943.7","942.7","942.3","944.2","947.3"
"466940","1012.8","1013.6","1014.9","1014.7","1014.7","1014.3","1014.2","1013.1","1011.9","1010.4","1012.1","1021.3","1019.5","1012.3","1016.4","1020","1018.9","1020.7","1018.8","1016.2","1013.4","1011.9","1010.9","1008.6","1006.8","1006.4","1009","1012.7"
"466950","1004","1004.8","1006","1005.7","1005.7","1005.2","1005.3","1004.7","1003.4","1002.1","1003.5","1012","1010.7","1003.2","1007.1","1010.8","1009.7","1011.6","1009.9","1007.3","1004.7","1003.2","1002.3","1000.4","998.6","998.2","1000.5","1004.3"
"466990","1013.3","1014.8","1015.2","1015.2","1015.5","1015.4","1015.2","1015.1","1013.5","1012.4","1012.7","1020.5","1020.8","1013.3","1015.9","1020","1018.6","1020.6","1019.3","1017.7","1015","1012.9","1012.7","1011.3","1009.5","1007.8","1010.4","1014.3"
"467060","1012.6","1013.9","1014.8","1014.6","1014.7","1014.3","1014","1014","1012.4","1011","1012.3","1021.2","1020.3","1012.1","1016.1","1020.2","1018.8","1020.9","1019.2","1017","1013.8","1011.9","1011.5","1009.7","1007.8","1006.9","1009.3","1013.6"
"467080","1014.3","1016","1016.8","1016.5","1016.6","1016.3","1015.9","1015.8","1014.2","1012.8","1013.9","1023","1022.5","1014","1018","1022.4","1021.1","1023.2","1021.4","1019.1","1015.8","1013.8","1013.4","1011.6","1009.6","1008.7","1011.1","1015.5"
"467110","1013.4","1016","1017.4","1018","1017.8","1017.4","1016.5","1015.5","1013.9","1012","1012.5","1020.6","1021.1","1015.4","1018","1021.8","1021.4","1022.6","1021.1","1018.5","1016.1","1014.4","1012.5","1010.1","1008.2","1007.9","1010.2","1014.1"
"467300","1010.2","1011.2","1012.2","1012.9","1012.9","1013","1012.7","1011.8","1011.3","1010","1011","1014.1","1014.5","1010.4","1011.9","1014.2","1014.3","1015.5","1014.8","1013.6","1012.5","1010.6","1009.3","1007.2","1006.6","1006.7","1008","1010.8"
"467350","1014.2","1015.6","1016.8","1017.7","1017.5","1017.5","1016.9","1016","1015.2","1013.7","1014.4","1019.1","1019.4","1014.9","1016.7","1019.6","1019.5","1020.7","1019.7","1018","1016.6","1014.8","1013.2","1011.1","1010.2","1010.1","1011.5","1014.7"
"467410","1012","1013.1","1014.2","1014.7","1014.8","1014.7","1014.5","1013.8","1013.5","1012.4","1013.3","1016.1","1016.8","1012.5","1013.7","1016.4","1016.5","1017.8","1017.1","1015.6","1014.5","1012.7","1011.3","1009.7","1009.2","1009.3","1010.3","1012.6"
"467420","1013.5","1014.6","1015.8","1016.2","1016.4","1016.3","1016","1015.3","1015","1013.8","1014.6","1017.6","1018.4","1014.1","1015.3","1018.2","1018.3","1019.6","1019","1017.4","1016.2","1014.3","1012.8","1011.1","1010.6","1010.6","1011.6","1014"
"467440","1013.9","1014.8","1015.7","1016.3","1016.5","1016.4","1016.2","1015.8","1015.6","1014.7","1015.5","1017.5","1018.3","1014.2","1015.3","1018","1017.8","1019.5","1018.8","1017.4","1016.3","1014.3","1013.3","1011.9","1011.5","1011.4","1012.2","1014.6"
"467480","1011.7","1013","1014.2","1014.7","1014.8","1014.7","1014.4","1013.4","1013","1011.5","1012.6","1016.3","1016.8","1012.5","1013.8","1016.6","1016.8","1017.9","1017.1","1015.3","1014.3","1012.6","1010.9","1009","1008.1","1008.3","1009.7","1012.3"
"467490","1005.1","1006.3","1007.4","1008.1","1008.1","1008.1","1007.9","1006.5","1006.4","1005","1005.9","1009.6","1010","1006","1007.2","1009.9","1010.1","1011.2","1010.4","1008.6","1007.7","1006.2","1004.3","1002.6","1001.7","1001.6","1003.1","1005.6"
"467530","765.3","764.8","765.4","766","766.6","766.8","766.9","766.3","766.9","767.2","768","767.3","765.9","764.7","765.4","765.2","764.7","764.7","763.2","763.3","764","763.6","763.4","763.3","764.2","764.5","765.4","766.9"
"467540","1012.8","1015.1","1015.3","1015.7","1016.1","1015.9","1015.5","1015.6","1014.8","1013.5","1013.6","1019.5","1020","1014","1015.6","1019.2","1017.9","1019.9","1018.6","1017.4","1015.5","1013.2","1013.3","1012.5","1011.1","1009.4","1011.1","1015.3"
"467550","641.9","640.5","641.1","641.3","641.9","642.8","642.8","642.3","643","643.5","643.9","642.8","641.4","641.2","640.9","640.6","639.9","639.9","638","637.8","639.1","638.4","639.9","640.2","640.6","640.9","641.6","644"
"467571","1012.4","1013.5","1015.2","1015.6","1015.6","1015.4","1015.2","1013.5","1012.6","1011.1","1011.7","1019.8","1017.8","1013.2","1016.3","1018.8","1018.6","1020","1018.3","1015.8","1014.3","1013","1011","1009.3","1007.2","1006.5","1009.5","1012.3"
"467590","1011.4","1012.3","1013.1","1013.7","1013.9","1013.8","1013.8","1013.4","1013.4","1012.6","1013.1","1015.7","1015.9","1011.6","1012.9","1015.2","1014.9","1016.2","1015.7","1014.8","1013.8","1011.5","1011","1010.1","1009.5","1009.1","1009.9","1012.5"
"467610","1009.8","1011.8","1012.2","1012.3","1012.8","1012.6","1012.3","1012.2","1010.8","1009.5","1009.3","1016.7","1017.2","1010.4","1012.6","1016.4","1014.9","1016.9","1015.7","1014.3","1012.3","1009.9","1010","1008.9","1006.7","1004.9","1007.7","1011.8"
"467620","976.5","978.4","978.9","979.3","979.8","979.8","979.7","979.6","979.4","978.4","978.4","981.4","982","977.8","978.6","981","980.2","981.3","980.6","979.9","979.4","977","977","976.6","975.7","974.4","975.3","978.8"
