"stno","2015-02-01","2015-02-02","2015-02-03","2015-02-04","2015-02-05","2015-02-06","2015-02-07","2015-02-08","2015-02-09","2015-02-10","2015-02-11","2015-02-12","2015-02-13","2015-02-14","2015-02-15","2015-02-16","2015-02-17","2015-02-18","2015-02-19","2015-02-20","2015-02-21","2015-02-22","2015-02-23","2015-02-24","2015-02-25","2015-02-26","2015-02-27","2015-02-28"
"466880","1025.3","1023.5","1023.1","1022.4","1025.1","1022.9","1018.9","1024","1025.9","1020.4","1015.8","1017.4","1017.1","1016.7","1015.8","1015.1","1016","1019.5","1021.4","1017.6","1014.8","1015.7","1014.8","1014.2","1012.9","1014.3","1016.2","1016.4"
"466900","1024.5","1022.8","1022.5","1021.9","1024.5","1022.4","1018.3","1023.4","1025.2","1019.7","1015.2","1016.7","1016.4","1016.2","1015.4","1014.6","1015.3","1018.7","1020.5","1017.1","1014.3","1015.3","1014.4","1013.9","1012.4","1013.9","1015.7","1016.1"
"466910","930.9","930","929.1","927.8","928.9","927.5","925.3","928.4","929.4","925.4","922","923","923.9","924.5","923.7","923.1","923.6","926.3","927.7","925.1","922.9","923.6","922.7","922","921.5","922.4","924.1","923.7"
"466920","1023.5","1021.7","1021.1","1020.4","1023","1021","1016.9","1022","1023.8","1018.4","1013.8","1015.3","1015.3","1014.9","1013.8","1013.2","1014.3","1017.7","1019.7","1015.6","1012.8","1013.7","1012.7","1012.3","1010.9","1012.5","1014.3","1014.4"
"466930","955.7","954.6","953.6","952.6","954.1","952.5","949.9","953.5","954.7","950.3","946.7","947.9","948.5","949","947.8","947.2","947.9","950.7","952.2","949.5","947.1","947.7","946.7","946.1","945.4","946.4","948.1","947.9"
"466940","1024.3","1022.5","1021.2","1020.6","1023.1","1021.4","1017","1022.3","1023.9","1018.7","1013.7","1015.3","1015.8","1015.2","1013.9","1013.5","1015.1","1018.7","1020.8","1015.8","1012.8","1014.2","1012.9","1012.5","1010.7","1012.7","1014.9","1014.7"
"466950","1016.2","1014.3","1013","1012.2","1014.6","1013","1009.1","1013.6","1015.3","1010.5","1005.4","1006.6","1008","1007.6","1005.7","1005","1007","1010.5","1012.6","1008","1004.8","1005.8","1004.7","1004","1002.7","1004.3","1006.4","1006"
"466990","1025.1","1023.4","1021.2","1020.2","1022","1022","1018","1020.6","1023.7","1019.5","1014.3","1014.8","1017.9","1018.5","1015.5","1014","1015.6","1019.1","1021.6","1018.4","1014.9","1014.5","1013.4","1012.8","1012","1012.6","1014.9","1014.6"
"467050","1023.5","1022.2","1022.2","1021.2","1023.4","1021.4","1018.2","1022.3","1024.1","1019","1015","1016.2","1015.6","1015.6","1015","1013.9","1014.5","1017.5","1019.2","1016.7","1013.8","1014.8","1014.1","1013.5","1012.1","1013.4","1015.7","1015.7"
"467060","1024.7","1022.6","1021.2","1020.5","1023","1021.7","1017.3","1022","1024.2","1019.2","1013.7","1014.7","1017","1017","1014.4","1013.4","1015.3","1019.1","1021.4","1017.1","1013.5","1014.2","1013","1012.1","1011.2","1012.4","1014.6","1014.2"
"467080","1027.2","1025","1023.5","1022.9","1025.5","1024.2","1019.6","1024.5","1026.8","1021.7","1016","1017","1019.4","1019.1","1016.6","1015.4","1017.6","1021.4","1023.7","1019.3","1015.6","1016.2","1015.1","1014.1","1013.3","1014.3","1016.8","1016.2"
"467110","1025.8","1024.4","1023.3","1021.7","1023.9","1023.1","1020","1022.3","1025","1020.9","1016.1","1016.3","1017.3","1016.5","1015.2","1014.5","1015.4","1018.7","1020.9","1017.9","1013.7","1015.1","1015.1","1014","1012.9","1013.1","1017","1016.3"
"467300","1019.9","1019.9","1018.7","1016.4","1017.3","1017.3","1015.4","1015.6","1018.1","1015.4","1012.2","1011.9","1013","1013","1011.8","1010.7","1011","1013.7","1015.5","1014.1","1010.9","1011.4","1011.1","1010.3","1009.8","1010","1012.1","1012.1"
"467350","1024.6","1024.4","1023.2","1021.2","1022.5","1022.1","1019.8","1020.9","1023.6","1020.1","1016.5","1016.4","1017.3","1017.1","1015.7","1014.8","1015.3","1018.2","1020.1","1018.2","1014.7","1015.4","1015.2","1014.3","1013.6","1013.9","1016.5","1016.2"
"467410","1021.7","1021.7","1020.5","1018.2","1019.1","1019.4","1017.3","1017.5","1020.1","1017.4","1014.2","1013.7","1015","1015.1","1013.8","1012.5","1012.9","1015.5","1017.4","1016.1","1013.2","1013.2","1013","1012.1","1011.8","1011.9","1013.8","1013.9"
"467420","1023.1","1023","1021.7","1019.5","1020.6","1021","1018.9","1019.1","1021.8","1019.1","1015.8","1015.3","1016.5","1016.5","1015.4","1013.9","1014.3","1016.8","1018.8","1017.4","1014.6","1014.5","1014.2","1013.3","1012.9","1013.1","1015.1","1015.1"
