"stno","2012-02-01","2012-02-02","2012-02-03","2012-02-04","2012-02-05","2012-02-06","2012-02-07","2012-02-08","2012-02-09","2012-02-10","2012-02-11","2012-02-12","2012-02-13","2012-02-14","2012-02-15","2012-02-16","2012-02-17","2012-02-18","2012-02-19","2012-02-20","2012-02-21","2012-02-22","2012-02-23","2012-02-24","2012-02-25","2012-02-26","2012-02-27","2012-02-28","2012-02-29"
"467490","1008.9","1009.7","1011.1","1009.3","1006.9","1001.4","1003.9","1009.6","1009.5","1009.3","1009.9","1009.7","1008","1005.2","1003.2","1004.9","1008.2","1010.4","1010.6","1008.3","1004.8","1001.1","999.8","1000.9","1001.8","1005.2","1005.5","1003.5","1004.4"
"467530","764.2","765.3","765.4","765.8","765.4","762.8","761.6","763","764.1","765.7","766.6","766.9","767.5","766.4","764.1","764","763.8","764.4","764.9","764.8","764","763.1","762.9","762.3","762.2","762.3","762","760.9","763.9"
"467540","1017.2","1019.2","1019.8","1018.2","1015.4","1010.6","1012.2","1019","1019.1","1017","1018.4","1019","1017.5","1014.8","1011.5","1013.8","1016.6","1019.9","1020.2","1018.6","1014.4","1011","1007.9","1008.8","1010.2","1013.9","1014.9","1010.7","1014.1"
"467550","639.1","639.9","639.6","640.9","641.7","639.2","637.2","638.1","638.6","640.9","642.5","644.3","644.9","644.1","641.9","641","640","639.7","640","641.4","641.5","641","640.5","639.6","638.9","638.1","638","637.2","640.4"
"467571","1016.2","1018.7","1019.2","1016","1014","1007.8","1013.9","1018.7","1016.7","1017.2","1018.2","1016.2","1015.4","1012.5","1011.4","1014.4","1017.7","1020","1019","1014.8","1011.5","1008","1006.9","1008.4","1010.4","1014.4","1013.6","1011.4","1011.8"
"467590","1015","1015.7","1016.7","1015.3","1013.2","1009","1009.8","1014.8","1015.5","1014.9","1016","1016.1","1014.7","1012.2","1009.2","1010.6","1013.4","1016","1016.5","1015.3","1011.3","1008.5","1006.6","1006.8","1007.7","1010.7","1011.6","1008.3","1010.6"
"467610","1013.8","1016.5","1016.8","1014.9","1012","1006.2","1009.2","1016","1016.2","1013.6","1015.6","1016","1014.4","1011.4","1008.1","1010.6","1013.7","1017.1","1017.4","1015.6","1011.2","1007.5","1004.4","1005.3","1007.1","1010.8","1011.8","1007.4","1011"
"467620","979.9","981","982","981.1","979.4","975","975.2","980.6","981.5","980.6","981.5","982.2","981","978.8","975.7","976.2","978.5","981.3","982.3","981.1","977.5","974.8","972.4","973","973.7","976.4","977.7","974.7","977.5"
"467650","904.6","905.5","906.2","905.6","904.3","900.4","900.4","903.8","904.6","905.3","906.1","905.9","905.7","903.9","901.5","902","903.4","905","905.6","904.6","902.4","900","899.4","899.4","899.4","900.9","901.1","899.9","901.7"
"467660","1016.9","1019.3","1020","1018.1","1015.1","1009.7","1012","1019.4","1019.7","1017.1","1018.9","1019.6","1017.9","1014.9","1011.6","1014","1017","1020.4","1020.8","1019","1014.7","1011.1","1007.8","1008.8","1010.3","1014.2","1015.3","1010.9","1014.4"
"467770","1016.4","1017.4","1018.8","1016.7","1014.4","1008.6","1011.8","1017.4","1016.9","1017","1017.6","1017.2","1015.4","1012.8","1010.9","1012.9","1016.1","1018.2","1018.3","1015.9","1012.2","1008.5","1007.1","1008.3","1009.4","1013","1013.1","1011.1","1011.9"
"467780","1017.9","1018.4","1019.6","1017.8","1015.4","1010","1012.2","1018.3","1018.2","1017.9","1018.8","1018.6","1016.6","1013.9","1011.6","1013.5","1016.8","1019.1","1019.4","1017.3","1013.4","1009.9","1008.4","1009.2","1010","1013.6","1014.4","1011.8","1013.1"
"467990","1012.2","1016.8","1016.2","1011.7","1007.9","1001","1009.1","1015.7","1013.8","1012.1","1014.8","1012","1009.1","1006.7","1006.9","1010.7","1014.5","1017.3","1016.6","1012.1","1005.4","1001","1001.2","1003.7","1006.4","1010.7","1010.7","1006.3","1007.4"
"C0A520","1014.2","1018.2","1017.4","1013.9","1011.9","1005.7","1012.6","1017.6","1015.2","1014.7","1016.2","1013.6","1013.6","1010.4","1009.3","1012.6","1016.2","1019.2","1018","1013","1009.1","1005.7","1005","1006.3","1008.6","1012.7","1011.9","1008.9","1009.6"
"C0A530","984.8","988.7","988","985.1","982.9","977.1","982.6","987.7","985.8","984.9","987.1","985.1","984.6","981.5","980.2","983.1","986.2","989.3","988.6","985","980.3","977","976.2","977.3","979.5","982.9","982.7","979.2","980.9"
"C0A540","974","977.7","977","974.3","972.2","966.5","971.5","976.6","975","973.9","976.2","974.4","973.9","970.9","969.4","972.2","975.2","978.2","977.6","974.3","970.1","966.6","965.6","966.5","968.6","972","971.8","968.3","970.3"
"C0A550","971.5","975.2","974.4","971.7","969.5","963.9","969","973.9","972.3","971.1","973.6","971.8","971.2","968.2","966.9","969.6","972.7","975.6","975","971.7","967.2","963.8","963.1","964","966.1","969.3","969.2","965.6","967.6"
"C0A560","971.8","975.3","974.7","972.3","970","964.6","969.3","974.2","973","971.6","973.8","972.4","971.9","968.9","967.1","969.9","972.8","975.8","975.3","972.3","968","964.4","963.2","964.2","966.2","969.7","969.6","966.1","968.3"
"C0A570","978.6","982.4","981.7","978.8","976.6","971","976.5","981.4","979.6","978.6","980.7","978.7","978.4","975.4","974","976.9","980","983.2","982.3","978.5","974.2","970.9","970.1","971.2","973.2","976.7","976.4","973.1","974.7"
"C0A640","994.9","999","998.3","995","992.7","986.7","993","998.1","996","994.9","997.2","994.9","994.5","991.3","990.2","993.3","996.6","999.9","999","994.7","990.1","986.8","986.1","987.3","989.7","993.3","992.9","989.5","990.9"
"C0A650","988","992","991.2","988.1","985.7","979.8","985.8","991","989","987.7","990.2","987.9","987.4","984.2","983.1","986.1","989.5","992.6","991.9","987.9","983.2","979.7","979.1","980.3","982.6","986.1","985.8","982.2","983.9"
"C0A660","1010.3","1014.7","1013.8","1010.2","1007.8","1001.4","1008.5","1013.8","1011.5","1009.9","1012.6","1009.7","1009.3","1006","1005.4","1008.7","1012.1","1015.4","1014.6","1009.8","1004.7","1001.5","1001.1","1002.4","1005","1008.6","1008.3","1004.5","1005.9"
"C0A860","977.6","981.3","980.5","977.7","975.2","969.4","975.4","980.4","978.6","977.2","979.8","977.5","976.8","973.8","972.9","975.8","978.9","981.9","981.4","977.5","972.7","969.4","968.9","970","972.2","975.5","975.3","971.8","973.4"
"C0A870","938.9","941.6","941","939.3","937.6","932.4","935.6","940.1","939.1","938.8","940.7","939.6","939.3","936.8","934.7","936.5","939.2","941.8","941.4","938.7","935.3","932.4","931.4","931.9","933.1","936","936","933.3","935.1"
"C0A880","1019.1","1023.7","1022.7","1019.1","1016.5","1010.2","1017","1022.8","1020.6","1018.4","1021.4","1018.8","1018.1","1014.6","1013.8","1017.3","1020.9","1024.4","1023.6","1019.3","1013.9","1010","1009.4","1010.7","1013.5","1017.4","1017.1","1012.9","1014.9"
"C0A890","1014.9","1019.3","1018.5","1014.9","1012.2","1005.9","1012.8","1018.5","1016.3","1014.3","1017.1","1014.6","1013.7","1010.3","1009.6","1013.1","1016.6","1020.1","1019.3","1015","1009.7","1005.8","1005.2","1006.5","1009.3","1013.2","1012.9","1008.7","1010.6"
"C0A920","997","1000.9","1000","996.6","994.3","988.3","995.2","1000","997.5","996.7","999.1","996.2","995.9","992.9","992.2","995.4","998.6","1001.6","1000.7","995.9","991.7","988.4","988","989.2","991.7","995.3","994.6","991.3","992.3"
"C0A940","1014.3","1018.7","1017.8","1014.2","1011.6","1005.1","1012.6","1017.9","1015.5","1013.8","1016.7","1013.7","1013.3","1009.7","1009.4","1012.8","1016.3","1019.5","1018.6","1013.9","1008.7","1005.2","1004.8","1006.4","1009.2","1012.9","1012.3","1008.5","1009.9"
"C0A950","1013.5","1018.1","1017.2","1013.4","1011.2","1004.8","1011.3","1017.2","1014.7","1013","1016","1013","1012.7","1009.3","1008.5","1011.9","1015.5","1018.9","1017.9","1013.3","1008.3","1004.8","1004.1","1005.4","1008","1011.8","1011.6","1007.2","1009.3"
"C0A970","1009.6","1013.8","1013.2","1009.7","1007","1000.8","1006.6","1013","1011.3","1008.7","1011.8","1009.2","1008.6","1005.3","1004.1","1007.4","1010.9","1014.5","1013.9","1009.7","1004.6","1000.5","999.8","1001","1003.5","1007.4","1007.5","1003","1005.4"
"C0A980","1019","1023.2","1022.6","1018.8","1016.6","1010.3","1017.2","1022.7","1020.2","1019.2","1021.3","1018.6","1018.3","1014.9","1014","1017.3","1021","1024.2","1023.1","1018.3","1013.8","1010.3","1009.7","1010.9","1013.4","1017.5","1016.8","1013.5","1014.5"
"C0A9A0","1017","1021.1","1020.5","1016.9","1014.6","1008.3","1015.2","1020.5","1018","1017.1","1019.2","1016.6","1016.3","1013","1012","1015.4","1018.9","1022.1","1021.1","1016.4","1011.8","1008.4","1007.7","1008.9","1011.4","1015.4","1014.8","1011.5","1012.5"
"C0A9C0","1015.4","1019.4","1018.9","1015.3","1013.1","1006.9","1013.5","1018.8","1016.5","1015.7","1017.5","1015.1","1014.8","1011.5","1010.5","1013.8","1017.2","1020.4","1019.4","1014.9","1010.3","1006.9","1006.1","1007.4","1009.8","1013.8","1013.2","1009.9","1011"
"C0A9E0","1017.7","1021.9","1021.2","1017.5","1015.3","1009.1","1015.9","1021.2","1018.7","1017.9","1019.9","1017.3","1017","1013.7","1012.8","1016.1","1019.6","1022.9","1021.8","1017","1012.6","1009.1","1008.4","1009.7","1012.1","1016.2","1015.6","1012.1","1013.2"
"C0A9F0","1016.2","1020.4","1019.8","1016.1","1013.7","1007.3","1014.5","1019.8","1017.4","1016.4","1018.4","1015.8","1015.4","1012","1011.2","1014.6","1018.1","1021.4","1020.4","1015.6","1010.8","1007.4","1006.8","1008.1","1010.7","1014.7","1014.1","1010.7","1011.8"
"C0AC40","895.9","897.6","897.4","896.8","895.9","891.4","892.6","896","895.7","896.6","897.6","897.3","897.7","895.7","892.9","893.9","895.8","897.7","897.3","896","894","891.3","890.1","890.4","890.6","892.8","892.6","891","892.9"
"C0AC60","1013.3","1017.2","1016.4","1013","1011.1","1004.8","1011.7","1016.7","1014.1","1013.9","1015.2","1012.6","1012.7","1009.5","1008.4","1011.8","1015.3","1018.3","1016.8","1011.8","1008.3","1004.9","1004.1","1005.3","1007.7","1011.8","1010.8","1008.1","1008.6"
"C0AC70","1011.8","1016","1015.3","1011.7","1009.4","1003.1","1010","1015.3","1012.9","1011.9","1014","1011.3","1011","1007.7","1006.9","1010.2","1013.7","1016.9","1015.9","1011.1","1006.5","1003.1","1002.6","1003.8","1006.3","1010.2","1009.7","1006.2","1007.4"
"C0AC80","1016.3","1020.6","1019.9","1016.1","1013.8","1007.5","1014.6","1019.9","1017.4","1016.4","1018.5","1015.8","1015.4","1012.1","1011.3","1014.8","1018.2","1021.5","1020.5","1015.5","1010.9","1007.5","1006.9","1008.2","1010.9","1014.8","1014.2","1010.7","1011.8"
"C0ACA0","1018.5","1022.6","1022","1018.3","1016","1009.7","1016.6","1021.9","1019.6","1018.7","1020.6","1017.9","1017.5","1014.2","1013.4","1016.8","1020.3","1023.5","1022.4","1017.5","1013.1","1009.6","1009","1010.4","1012.9","1017","1016.3","1013","1013.9"
"C0AD00","1010.7","1014.9","1014.2","1010.3","1008.1","1002","1009.1","1014.1","1011.5","1010.6","1013","1009.9","1009.6","1006.6","1006","1009.3","1012.6","1015.7","1014.7","1009.5","1005.3","1002","1001.5","1002.8","1005.5","1009.3","1008.6","1005.2","1006.1"
"C0AD10","1017","1021.1","1020.6","1016.3","1014.4","1008","1015.6","1020.7","1017.9","1017.2","1019.1","1015.8","1015.9","1013","1012","1015.6","1019.2","1022.2","1020.9","1015","1011.7","1008.3","1007.4","1008.8","1011.5","1015.8","1014.9","1011.6","1012"
"C0AD30","1018","1022","1021.6","1017.8","1015.5","1009.3","1016.3","1021.5","1019.1","1018.3","1020.1","1017.4","1017.1","1013.9","1013.1","1016.4","1019.9","1023","1022","1017.2","1012.7","1009.3","1008.8","1010.1","1012.5","1016.6","1015.9","1012.6","1013.5"
"C0AD40","1017.3","1021.5","1020.8","1017","1014.8","1008.5","1015.7","1020.9","1018.3","1017.7","1019.4","1016.6","1016.3","1013.2","1012.4","1015.7","1019.3","1022.4","1021.1","1015.9","1012","1008.6","1008","1009.4","1011.8","1015.9","1015.1","1012","1012.6"
"C0AD50","1012.2","1016","1015.2","1011.8","1010","1003.9","1010.6","1015.5","1012.8","1012.8","1014.1","1011.5","1011.6","1008.6","1007.4","1010.7","1014.2","1017.1","1015.5","1010.7","1007.3","1004","1003.2","1004.4","1006.6","1010.7","1009.7","1007","1007.5"
"C0C460","965","967.4","967.2","965.3","963.6","958.1","962.8","966.6","965.3","965.8","966.7","965.2","965.4","962.4","960.8","963.1","966","968.1","967","964.3","961.1","958.1","957.2","958","959.3","962.7","962","960.2","960.9"
"C0C480","1008.3","1012.2","1011.6","1007.8","1006","999.7","1006.7","1011.7","1009","1008.9","1010.3","1007.5","1007.5","1004.5","1003.5","1006.8","1010.3","1013.3","1011.8","1006.8","1003.3","999.9","999.1","1000.4","1002.8","1006.9","1006","1003.1","1003.6"
"C0C540","1015.1","1019.1","1018.6","1014.7","1012.6","1006.2","1013.5","1018.5","1015.8","1015.5","1017.1","1014.2","1014.1","1011.1","1010.2","1013.7","1017.2","1020","1018.7","1013.4","1009.8","1006.4","1005.6","1007.1","1009.6","1013.8","1012.8","1009.8","1010.4"
"C0C590","1011.6","1015.3","1014.9","1011.2","1009.3","1002.9","1009.9","1014.8","1012.3","1012.2","1013.7","1011","1010.8","1007.9","1006.8","1010.2","1013.6","1016.3","1015","1010.1","1006.6","1003.1","1002.3","1003.8","1006.1","1010.2","1009.3","1006.5","1007"
"C0C630","995.4","998.5","998.2","995.3","993.4","987.3","993.6","998.1","995.9","996.2","997.3","995.1","995","992","990.8","993.8","997.1","999.6","998.1","994.2","990.8","987.4","986.7","987.8","989.8","993.7","992.6","990.5","991"
"C0C650","995.8","999.1","998.7","995.8","993.9","987.7","994","998.6","996.4","996.6","997.8","995.6","995.4","992.5","991.3","994.2","997.5","1000.1","998.7","994.7","991.2","987.8","987.1","988.3","990.3","994.1","993.2","990.9","991.4"
"C0D360","957.8","959.2","959.9","958.2","956.6","951.1","954.6","958.6","957.8","958.5","959.5","958.2","958.3","955.4","953.5","955.6","958.1","959.9","959.6","957.1","954.1","951.1","950.1","950.8","952","955.1","954.7","953","953.8"
"C0D390","1001.5","1003.5","1004.2","1001.5","999.5","993.5","999.1","1003.5","1002","1002.5","1003.4","1001.7","1001.2","998.1","996.8","999.6","1002.7","1004.9","1004","1000.4","997","993.6","992.7","993.6","995.3","999.1","998.3","996.4","996.8"
"C0D480","993.3","995.5","995.8","993.3","991.4","985.4","991","995.2","993.5","994.2","995.1","993.4","993","990","988.7","991.5","994.5","996.7","995.5","992.2","988.9","985.5","984.6","985.8","987.5","991.2","990.3","988.5","988.9"
"C0D540","994.3","996.3","997","994.4","992.4","986.4","991.4","996.1","994.7","995.2","996.2","994.6","994","991","989.6","992.3","995.1","997.3","996.7","993.3","989.9","986.5","985.6","986.7","988.4","992.1","991.5","989.5","990.1"
"C0D550","813.3","814.5","814.4","815","814.3","810.6","809.8","812.1","813","814.6","815.8","816.2","816.3","815.1","812.5","812.3","812.6","813.7","814.3","814.4","813.3","811.2","810.3","809.9","809.7","810.2","810.5","809.5","812"
"C0D560","1003.4","1005.4","1006.2","1003.4","1001.4","995.3","1000.8","1005.4","1003.9","1004.4","1005.3","1003.7","1002.9","1000","998.7","1001.6","1004.5","1006.6","1005.9","1002.3","998.9","995.5","994.5","995.7","997.6","1001.5","1000.7","998.6","999.1"
"C0D570","1018.7","1021.1","1021.7","1018.6","1016.6","1010.4","1016.1","1021.2","1019.4","1019.8","1020.7","1019","1017.9","1015.2","1013.8","1016.9","1020.1","1022.4","1021.5","1017.6","1014.2","1010.6","1009.5","1011.1","1012.9","1016.9","1016.1","1013.9","1014.5"
"C0D580","1005.5","1007.7","1008.3","1005.5","1003.5","997.4","1002.9","1007.7","1006.1","1006.5","1007.4","1005.8","1004.9","1002","1000.7","1003.6","1006.6","1008.9","1008.2","1004.4","1001","997.5","996.5","997.8","999.6","1003.5","1002.8","1000.7","1001.2"
"C0D590","1004.3","1006.5","1007.2","1004.3","1002.4","996.3","1001.7","1006.4","1004.9","1005.3","1006.2","1004.6","1003.8","1001","999.5","1002.3","1005.4","1007.8","1006.9","1003.2","999.9","996.5","995.5","996.7","998.3","1002.2","1001.5","999.5","1000"
"C0E420","1016","1018.4","1019","1016.1","1014.1","1007.8","1013.4","1018.4","1016.7","1017.1","1018","1016.5","1015.3","1012.6","1011.2","1014.2","1017.3","1019.6","1018.8","1015.1","1011.6","1008","1006.9","1008.4","1010.2","1014.2","1013.4","1011.3","1011.8"
"C0E430","994.7","996.5","997.3","994.8","992.7","986.7","991.4","996.3","995.2","995.6","996.4","995.1","994.3","991.3","989.9","992.4","995.3","997.5","997.1","993.7","990.3","986.8","986","987.2","988.7","992.3","991.9","989.9","990.5"
"C0E530","979.4","980.8","981.6","979.8","977.9","972.5","975.3","979.9","979.5","979.9","980.8","980.1","979.2","976.5","974.6","976.5","979.1","981.1","981.1","978.6","975.4","972.3","971.3","972","973","976","976","974.2","975.1"
"C0E610","923.2","924.3","924.9","924.1","922.7","917.8","919.1","922.8","923","923.7","924.6","924.2","924.1","921.9","919.6","920.4","922.4","924.1","924.4","923","920.5","917.8","917","917.1","917.5","919.6","919.7","918.3","919.7"
"C0E730","1015.6","1017.9","1018.6","1015.7","1013.6","1007.4","1012.9","1018","1016.3","1016.7","1017.6","1016.1","1014.9","1012.1","1010.8","1013.7","1016.9","1019.2","1018.4","1014.7","1011.2","1007.6","1006.5","1008","1009.7","1013.7","1013","1010.9","1011.4"
"C0F861","781.2","782.2","782","783","782.6","779.5","777.9","779.4","780.7","782.6","783.7","784.2","784.6","783.5","780.9","780.6","780.5","781.2","781.7","782.1","781.1","779.8","778.8","778.5","778.1","778.1","778.5","777.9","780.7"
"C0G640","1018.3","1019.2","1020.4","1018.5","1016.2","1010.5","1013.4","1019","1018.6","1018.7","1019.5","1019.1","1017.3","1014.6","1012.7","1014.6","1017.9","1020","1020","1017.8","1014","1010.4","1009.2","1010.2","1011.1","1014.7","1014.9","1012.8","1013.7"
"C0G650","1014.3","1015.2","1016.5","1014.6","1012.3","1006.7","1009.2","1014.9","1014.8","1014.7","1015.4","1015.1","1013.4","1010.8","1008.7","1010.4","1013.6","1015.8","1016","1013.8","1010.1","1006.6","1005.3","1006.3","1007.1","1010.7","1011","1008.8","1009.8"
"C0H990","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"C0H9A0","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"C0H9C0","675.5","676.3","675.8","677.1","678","675.1","672.7","673.6","674.6","677.1","678.5","680.2","680.9","680","677.5","676.4","675.2","675.1","675.8","677.5","677.2","676.5","675.3","674.4","674","673.3","673.7","673.2","676.1"
"C0I010","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"C0I090","915.8","916.7","917.4","916.9","915.5","911.4","911.5","915","915.7","916.5","917.2","917","916.8","914.9","912.6","912.9","914.5","916.2","916.7","915.6","913.3","910.9","910.2","910.2","910.3","911.9","912","910.8","912.7"
"C0I110","999.7","1000.3","1001.6","999.8","997.7","992.3","994.5","999.9","999.9","999.8","1000.6","1000.3","998.9","996.2","994","995.6","998.7","1000.8","1001.1","999","995.5","992.2","991","991.7","992.4","995.8","996.1","994","995"
"C0K240","890.1","891.1","891.7","891.3","890.1","886.4","886.4","889.3","890.1","891","891.8","891.6","891.4","889.8","887.5","887.8","889","890.5","890.9","890","887.9","885.9","885.4","885.3","885.5","886.7","886.6","885.3","887.6"
"C0K280","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"C0K330","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"C0M410","986.8","987.3","988.4","986.7","984.6","980.6","981.6","986.7","987.1","986.7","987.3","987.3","985.9","983.4","980.8","982.1","985.3","987.3","987.8","986.1","982.6","979.7","978.4","978.9","979.3","982.5","983.1","981.3","982.4"
"C0M530","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"C0O810","1006.3","1006.5","1008.2","1005.9","1003.6","999","1000.7","1007.2","1007.1","1006.1","1006.9","1007","1004.8","1002.1","998.6","1001.6","1005.3","1007.3","1007.8","1005.9","1002.2","998.6","996.9","997.6","998.1","1002","1002.8","1000.7","1001.5"
"C0O900","1017.3","1017.9","1019.1","1017.3","1015","1009.9","1011.7","1017.7","1017.8","1017.4","1018.3","1018.2","1016.3","1013.5","1011.2","1012.9","1016.2","1018.4","1018.9","1016.8","1013","1009.7","1008.3","1008.9","1009.7","1013.2","1013.8","1011.1","1012.7"
"C0O930","1011.5","1012","1013.1","1011.1","1009","1004.4","1005.9","1011.5","1011.6","1011","1011.9","1011.9","1010.1","1007.7","1005.2","1007","1010.1","1012.2","1012.8","1010.9","1007","1003.7","1002.2","1002.9","1003.4","1006.9","1007.8","1005.2","1006.4"
"C0R100","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"C0R150","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"C0R220","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"C0R270","1009.8","1010.5","1011.8","1010","1007.6","1003","1004.2","1010.2","1010.4","1009.6","1010.8","1010.6","1008.9","1006.2","1003.7","1005.6","1008.6","1011.2","1011.5","1010","1006","1002.4","1001","1001.3","1002","1005.4","1006.5","1003.3","1005.3"
"C0R280","989.8","990.6","991.8","990.7","988.8","984.7","984.5","989.8","990.8","989.9","990.7","991.3","990","988.1","984.7","985.8","988.2","990.9","991.6","990.5","987","984.3","981.8","982.2","982.9","985.8","987.1","983.6","986.3"
"C0R350","1014.2","1014.7","1016","1014.6","1012.4","1008.2","1008.9","1014.1","1014.8","1014.1","1015.2","1015.2","1013.9","1011.5","1008.5","1009.9","1012.7","1015.1","1015.8","1014.4","1010.5","1007.8","1006.3","1006.4","1007.2","1009.9","1010.9","1007.5","1010"
