"stno","2014-02-01","2014-02-02","2014-02-03","2014-02-04","2014-02-05","2014-02-06","2014-02-07","2014-02-08","2014-02-09","2014-02-10","2014-02-11","2014-02-12","2014-02-13","2014-02-14","2014-02-15","2014-02-16","2014-02-17","2014-02-18","2014-02-19","2014-02-20","2014-02-21","2014-02-22","2014-02-23","2014-02-24","2014-02-25","2014-02-26","2014-02-27","2014-02-28"
"466880","1014.6","1009.6","1009.7","1016.4","1013.8","1010.8","1009.8","1013.1","1013.8","1019.5","1019.3","1017.5","1018.2","1020.5","1019.9","1017.8","1016.9","1015.3","1019.8","1026.1","1024.6","1022","1020.8","1018.9","1017.9","1017.7","1018.8","1015.9"
"466900","1014.1","1009","1009.4","1016.1","1013.9","1011.5","1010.5","1013.6","1014.4","1020.1","1019.8","1015.9","1016.8","1019","1018.2","1016.3","1015.5","1013.9","1018.4","1024.8","1023.2","1020.5","1019.3","1017.5","1016.6","1016.2","1017.2","1014.2"
"466910","922.6","918.3","918.2","922.5","921.3","918.9","917.3","919.1","919.4","922.8","922.4","922.4","923.5","924.8","925.3","924.7","924.8","922.1","924","929.2","929.3","928.2","927.8","926.3","925.5","925.4","926.1","924"
"466920","1015","1010","1010.2","1017","1014.5","1011.4","1010.4","1013.8","1014.3","1019.8","1019.7","1018","1018.7","1020.9","1020.6","1018.5","1017.6","1015.8","1020.1","1026.6","1025.2","1022.7","1021.6","1019.5","1018.4","1018.3","1019.6","1016.5"
"466930","946.8","942.3","942.1","946.9","945.6","943","941.6","943.4","943.8","948.1","947.9","947.4","948.2","949.9","950.1","949.4","949.1","946.5","949.1","954.7","954.5","953","952.5","950.9","949.8","949.7","950.4","948.1"
"466940","1012.6","1007.6","1008","1015.5","1012.6","1008.7","1007.9","1011.7","1012.2","1017.2","1016.8","1015.1","1016","1018.2","1018.4","1016","1015","1013.4","1017.4","1024","1023","1020.6","1019.7","1017.3","1016","1015.9","1017.7","1014.4"
"466950","1004.4","999.4","999.8","1006.8","1004.9","1000.4","999.3","1003","1003.3","1007.9","1007.7","1006.2","1007","1009.1","1009.9","1007.9","1006.8","1004.5","1008.1","1015.2","1014.8","1012.3","1011.8","1009.6","1007.9","1007.6","1009.5","1006.5"
"466990","1013.8","1008.6","1008.1","1014.9","1014.2","1009.1","1007.7","1011","1011.2","1014.5","1015.5","1015.2","1014.8","1016.9","1019.4","1018.7","1016.6","1012.6","1015","1022.2","1024","1021.7","1021.8","1020.2","1018","1017","1018.3","1016.3"
"467050","1013.4","1008.2","1008.5","1013.8","1012","1009.8","1008.8","1011.5","1012.2","1017.9","1017.9","1016.1","1017.3","1019.1","1017.9","1016.8","1015.8","1014.4","1018.6","1024.5","1022.8","1020.7","1019.3","1018.2","1017.1","1016.6","1017.4","1015"
"467060","1012.9","1007.8","1007.6","1015.4","1013.2","1008.4","1007.1","1011.1","1011.8","1016.4","1016.3","1015","1015.5","1017.8","1019","1017.1","1015.5","1012.3","1016.4","1023.3","1023.4","1020.9","1020.6","1018.5","1016.8","1016.2","1017.9","1015.2"
"467080","1014.8","1009.7","1009.3","1017.4","1015.2","1010.1","1008.7","1012.9","1013.8","1018.8","1018.7","1017.3","1017.7","1020","1021.2","1019.1","1017.4","1014.1","1018.7","1025.9","1025.6","1023.1","1022.5","1020.2","1018.6","1018","1019.8","1017"
"467110","1013.1","1008","1007.8","1014.2","1013.8","1010","1008.7","1011.1","1012.8","1017.5","1018.1","1017.3","1018.4","1019.6","1019.6","1017.5","1015.8","1013.9","1018.9","1023.7","1024","1022.3","1021.2","1019.2","1017.1","1016.1","1017.8","1015.7"
