"stno","2010-06-01","2010-06-02","2010-06-03","2010-06-04","2010-06-05","2010-06-06","2010-06-07","2010-06-08","2010-06-09","2010-06-10","2010-06-11","2010-06-12","2010-06-13","2010-06-14","2010-06-15","2010-06-16","2010-06-17","2010-06-18","2010-06-19","2010-06-20","2010-06-21","2010-06-22","2010-06-23","2010-06-24","2010-06-25","2010-06-26","2010-06-27","2010-06-28","2010-06-29","2010-06-30"
"466880","1009","1010.5","1008.7","1007","1008","1008.7","1009.9","1009.3","1008","1007.2","1007.4","1007.5","1006.6","1005.5","1005.1","1005.9","1006","1005.6","1006.5","1006","1006.8","1008","1006.8","1003.1","1001.8","1005.5","1007.7","1007.6","1008.2","1007.3"
"466900","1008","1009.5","1007.8","1006.1","1007.1","1007.9","1009","1008.3","1007.1","1006.3","1006.5","1006.5","1005.7","1004.6","1004.2","1005","1005.2","1005","1005.8","1005.3","1005.9","1007.2","1006","1002.3","1000.9","1004.6","1006.8","1006.8","1007.4","1006.6"
"466910","917.9","919.1","918.1","916.6","916.8","917.6","919.1","918.9","918.3","917.7","917","916.9","916.8","916.4","916.2","917.1","917.4","917.3","918","917.5","918","919","917.8","914.5","913.3","916.9","918.8","918.8","919.3","918.8"
"466920","1009.6","1011.1","1009.3","1007.5","1008.5","1009.3","1010.5","1009.9","1008.4","1007.7","1007.9","1008.1","1007.2","1006.1","1005.8","1006.5","1006.6","1006.1","1007.1","1006.5","1007.3","1008.6","1007.4","1003.7","1002.4","1006","1008.2","1008.2","1008.7","1007.8"
"466930","941.8","943","942","940.5","940.8","941.7","943.1","942.8","942","941.5","940.9","940.9","940.7","940.2","939.9","940.7","941","940.9","941.5","941","941.4","942.5","941.4","938.1","936.7","940.3","942.2","942.2","942.8","942.2"
"466940","1007.3","1008.8","1007","1005","1005.6","1006.5","1008","1007.6","1005.7","1004.9","1004.9","1005.3","1004.4","1003.2","1002.8","1003.6","1003.7","1003.2","1004.3","1003.7","1004.6","1005.8","1004.7","1000.9","999.6","1003.3","1005.4","1005.4","1005.9","1005.2"
"466950","998.7","1000.3","999","996.5","996.6","997.7","999.4","999.2","997.4","997","996.6","997.2","996.5","995.3","994.9","995.9","995.9","995.6","996.6","996.1","996.7","998","996.8","993.2","991.8","995.6","997.7","997.6","998.1","997.3"
"466990","1007.8","1009.6","1008.8","1005.5","1005.3","1006.3","1008.7","1009","1007.7","1006.1","1005.4","1006.5","1006.1","1005.1","1004.6","1005.2","1005.5","1005","1005.9","1005.6","1005.9","1007.2","1005.7","1002.7","1001.2","1004.9","1007.2","1007.1","1007.8","1007.1"
"467060","1007.6","1009.2","1007.8","1005.1","1005.6","1006.4","1008.2","1008.1","1006.5","1005.6","1004.6","1005.8","1005.1","1004","1003.6","1004.4","1004.6","1004.2","1005","1004.7","1005.2","1006.5","1005.3","1001.8","1000.4","1003.9","1006","1006.1","1006.7","1006"
"467080","1009.3","1011","1009.7","1006.8","1007.2","1008.1","1010","1010","1008.2","1007.4","1006.1","1007.4","1006.8","1005.8","1005.4","1006.2","1006.4","1005.9","1006.7","1006.5","1007","1008.3","1007.1","1003.6","1002.3","1005.8","1007.8","1007.8","1008.6","1007.8"
"467110","1007.2","1008.8","1008.8","1007.1","1006.9","1007.4","1008.6","1008.2","1006.6","1005","1006.2","1005.8","1004.5","1003.3","1003.3","1004.1","1004.4","1004.4","1004.7","1004.1","1004.4","1005.7","1004.4","1000.3","998.6","1002.8","1005.1","1005.1","1006","1005.2"
"467300","1003.8","1004.1","1003.9","1003","1002.6","1003.4","1005.2","1005.6","1004.6","1004","1004.2","1004","1003.8","1003.9","1003.9","1004.3","1004.7","1005","1004.9","1004","1004.1","1005.1","1004.1","1000.8","999.3","1002.5","1004.1","1004.2","1005","1004.5"
"467350","1007.9","1008.7","1008.3","1007.3","1007","1007.7","1009.2","1009.3","1008.2","1007.7","1007.9","1007.7","1007.4","1007.3","1007.3","1007.9","1008.3","1008.7","1008.6","1007.7","1007.9","1008.9","1008","1004.4","1002.9","1006.1","1007.9","1007.9","1008.8","1008.3"
"467410","1005.7","1006.1","1006","1004.8","1004.4","1005.2","1007.3","1007.5","1006.8","1006.4","1006.6","1006.2","1006.6","1006.8","1006.7","1006.9","1007.3","1007.4","1007.3","1006.3","1006.4","1007.4","1006.4","1003.5","1002.5","1005.3","1006.3","1006.2","1007.1","1006.5"
"467420","1007","1007.5","1007.4","1006.2","1005.8","1006.6","1008.6","1008.9","1008","1007.7","1007.9","1007.5","1007.9","1008.2","1008.1","1008.2","1008.5","1008.6","1008.5","1007.6","1007.7","1008.6","1007.8","1004.8","1003.9","1006.6","1007.6","1007.5","1008.4","1007.8"
"467440","1007.8","1008.1","1008","1006.6","1006.4","1007.3","1009.5","1009.7","1009.1","1008.8","1009","1008.6","1008.9","1009.1","1009","1009.3","1009.7","1009.6","1009.5","1008.6","1008.8","1009.8","1008.6","1005.7","1004.8","1007.7","1008.6","1008.4","1009.2","1008.6"
"467480","1005.5","1006.1","1005.9","1004.7","1004.3","1005","1006.9","1007.3","1006.4","1005.8","1006.2","1005.8","1006","1006.1","1005.9","1006.1","1006.5","1006.8","1006.8","1005.9","1006","1006.9","1006.1","1003","1001.9","1004.5","1006","1006.1","1006.8","1006.3"
"467490","998.5","999.5","999.1","997.7","997.3","998.1","1000.1","1000.3","999.6","999","999.1","998.7","998.9","999.1","998.8","999.1","999.4","999.5","999.6","998.8","999","1000.1","999.1","995.8","995","997.6","999.2","999.3","999.9","999.3"
"467530","761.9","762.2","762.3","761.6","761.1","761.8","763.5","764","763.9","763.8","763.6","763.7","763.8","764.4","764.5","765","765.6","766","766.1","765.2","764.9","765.7","764.6","761.8","761.4","764.1","765.1","765.2","766.1","766"
"467540","1008.4","1009.6","1009.1","1006.1","1006.4","1007.2","1009.6","1010","1008.9","1007","1006.6","1007.2","1007.1","1006.6","1006.4","1006.8","1007.1","1006.5","1007.3","1006.2","1006.9","1008.2","1007.1","1004","1003.3","1006.2","1008.9","1008.6","1009.2","1008.5"
"467550","641.3","641.7","642.1","641.3","640.4","641","642.6","643.6","643.6","643.4","643","643.2","643.2","643.3","643","643.9","644.2","645.1","645.9","645.3","644.9","645.1","644","641.6","641.1","644.1","645","645","645.9","646"
