"stno","2013-02-01","2013-02-02","2013-02-03","2013-02-04","2013-02-05","2013-02-06","2013-02-07","2013-02-08","2013-02-09","2013-02-10","2013-02-11","2013-02-12","2013-02-13","2013-02-14","2013-02-15","2013-02-16","2013-02-17","2013-02-18","2013-02-19","2013-02-20","2013-02-21","2013-02-22","2013-02-23","2013-02-24","2013-02-25","2013-02-26","2013-02-27","2013-02-28"
"466880","1019.6","1019.3","1018","1017.5","1017.2","1016.1","1014.9","1021.4","1021.3","1019.1","1019.1","1020","1019.8","1015.9","1017.9","1018.7","1013.7","1012.4","1017.2","1021.1","1019.3","1021.9","1023.6","1019.3","1018","1014.9","1014","1012.6"
"466900","1018.8","1018.6","1017.2","1016.7","1016.4","1015.2","1014.1","1020.5","1020.6","1018.4","1018.4","1019.4","1018.9","1015.2","1017.2","1017.7","1013","1011.7","1016.6","1020.3","1018.5","1021.2","1022.4","1018.3","1017.3","1014.2","1013.1","1011.8"
"466910","927.3","927.6","925.7","925.9","925","923.7","922.4","926.3","926.4","925.1","925.7","926","926.1","923.6","924.4","925.3","922.1","921.1","923.5","926.4","926.1","927.6","929.3","926.9","925.8","923.2","921.6","920.9"
"466920","1020","1020.1","1018.3","1017.9","1017.6","1016.7","1015.4","1021.9","1021.9","1019.6","1019.6","1020.4","1020.5","1016.4","1018.4","1019.5","1014.2","1012.9","1017.6","1021.7","1019.8","1022.2","1024.2","1020.2","1018.4","1015.2","1014.4","1013"
"466930","951.6","951.7","949.9","949.9","949.2","947.7","946.6","950.8","951.2","949.8","950","950.6","950.6","947.8","948.8","949.9","946.2","945.1","947.9","951.1","950.5","952.3","953.8","951.7","950.1","947.4","945.7","945"
"466940","1017.7","1018.4","1015.8","1015.6","1014.6","1014.7","1013.3","1020","1019.7","1017.4","1017.4","1018","1018.6","1013.7","1016.1","1017.6","1011.7","1010.5","1015.6","1019.7","1017.6","1019.8","1022.2","1018.5","1015.9","1012.6","1012.1","1010.8"
"466950","1009.3","1010.2","1007.5","1007.3","1005.9","1006.1","1004.7","1010.8","1010.8","1008.7","1008.8","1008.8","1010.2","1005.3","1007.2","1009.1","1003.5","1002.3","1006.5","1011","1009.3","1010.7","1013.6","1010.4","1008","1004.5","1003.5","1002.7"
"466990","1019","1019.6","1017.3","1016.5","1015.5","1014.8","1012.4","1017.9","1018.9","1016.9","1016.9","1016.9","1019.1","1015.1","1015.1","1018.3","1014.1","1011.6","1013.9","1019.4","1018","1018.3","1022","1021.3","1018.3","1014.5","1011.9","1012.2"
"467060","1017.9","1018.9","1016","1015.6","1014.4","1014.6","1012.8","1019.6","1019.3","1016.8","1017.2","1016.8","1019","1014","1015.3","1018.1","1013.1","1010.4","1014.6","1019.7","1017.5","1018.8","1022.3","1019.9","1016.9","1013.2","1011.8","1011.5"
"467080","1020.3","1021.2","1018.2","1017.8","1016.5","1016.7","1015","1021.9","1021.7","1019.2","1019.5","1019","1021.4","1016.3","1017.4","1020.5","1015.4","1012.7","1016.6","1022.2","1019.9","1021.1","1024.8","1022.1","1019.2","1015.3","1013.9","1013.7"
"467110","1017.9","1018.7","1017.8","1016","1016","1014.9","1014.3","1020.3","1021.2","1019.3","1019.2","1018.6","1019","1015.4","1016.1","1018.1","1013.5","1010.7","1014.8","1020","1019.5","1020.3","1021.9","1019.4","1017.4","1014.1","1012.4","1012.4"
"467300","1015","1014.5","1014.1","1013.4","1012.7","1011.3","1009.9","1013.1","1015.3","1014.4","1014.1","1013.8","1013.4","1011.8","1011.5","1012.9","1010.4","1008.4","1009.9","1013.8","1014.4","1015.5","1016.3","1015.7","1014.2","1011.4","1009.1","1008.9"
"467350","1018.9","1018.9","1018.2","1017.1","1016.6","1015.3","1014.2","1018.1","1019.9","1018.9","1018.7","1018.4","1018.2","1015.9","1016","1017.5","1014.3","1012.1","1014.7","1018.8","1019","1020.3","1021.1","1019.9","1018.3","1015.2","1013.1","1013"
"467410","1016.9","1016.5","1016.2","1015.5","1014.8","1013.3","1011.8","1014.8","1017.2","1016.3","1016.1","1015.7","1015.3","1013.7","1013.2","1014.7","1012.5","1010.5","1011.7","1015.5","1016.2","1017.2","1018.1","1017.7","1016.3","1013.5","1010.9","1011"
"467420","1018.6","1018.1","1017.8","1017","1016.4","1014.8","1013.4","1016.4","1018.9","1018.1","1017.9","1017.4","1017.1","1015.3","1014.8","1016.3","1014","1012","1013.2","1017.2","1017.9","1018.9","1019.8","1019.4","1017.9","1015.1","1012.4","1012.5"
"467440","1019.4","1019","1018.4","1017.9","1017.2","1015.5","1013.9","1016.9","1019.4","1018.4","1018.3","1017.8","1017.6","1016.1","1015.4","1017.1","1014.9","1012.9","1013.8","1017.7","1018.4","1019.3","1020.6","1020.1","1018.8","1016","1013.1","1013.3"
"467480","1016.6","1016.2","1015.9","1015.1","1014.5","1012.8","1011.7","1014.7","1017.1","1016.2","1015.9","1015.5","1015.1","1013.4","1013.1","1014.5","1012","1010.1","1011.7","1015.5","1016.1","1017.2","1017.8","1017.1","1016","1013.2","1010.6","1010.7"
"467490","1010.3","1009.6","1009.4","1008.7","1008.1","1006.1","1005.1","1007.9","1010.3","1009.5","1009.2","1009","1008.4","1006.8","1006.6","1007.6","1005.2","1003.7","1005.2","1008.8","1009.3","1010.6","1010.9","1010.2","1009.4","1006.5","1004.2","1003.9"
"467530","769.2","769.8","769.2","769.7","768.3","766.4","764.5","765.2","766.4","766","766.8","767.3","767","766.5","766.1","765.9","765.1","765.3","765.8","766.4","766.8","767.7","768.4","767.9","768.1","766.8","765","764.2"
"467540","1019.5","1019.4","1018.2","1017.8","1016.6","1015.3","1012.8","1017","1018.8","1017.2","1017.4","1017","1018.6","1015.8","1014.9","1017.8","1014.8","1013","1013.8","1018.6","1018.1","1018.5","1021.1","1020.9","1018.9","1015.9","1012","1012.8"
"467550","645.7","646.9","646.6","647.1","645.1","642.9","640.8","641.1","642.2","642.3","643.4","644","643.6","644.4","643.5","642.6","642.4","643","643.5","643.2","643.6","644","644.5","644.1","644.1","643","641.2","640.8"
