"stno","2010-08-01","2010-08-02","2010-08-03","2010-08-04","2010-08-05","2010-08-06","2010-08-07","2010-08-08","2010-08-09","2010-08-10","2010-08-11","2010-08-12","2010-08-13","2010-08-14","2010-08-15","2010-08-16","2010-08-17","2010-08-18","2010-08-19","2010-08-20","2010-08-21","2010-08-22","2010-08-23","2010-08-24","2010-08-25","2010-08-26","2010-08-27","2010-08-28","2010-08-29","2010-08-30","2010-08-31"
"466880","1009.9","1008.2","1004.8","1002.9","1003.9","1004.6","1003.4","1001.4","1001.1","1004.9","1008","1008.6","1007.6","1008.5","1009.9","1009.9","1009.7","1011.1","1011.9","1010.9","1008","1007.1","1007.8","1008.6","1008.4","1007.6","1005.6","1005.7","1006.2","1002.5","999.5"
"466900","1009.2","1007.6","1004.2","1002.1","1003.1","1003.5","1002.5","1000.6","1000.3","1004.2","1007.3","1007.7","1006.8","1007.7","1009","1009","1008.8","1010.2","1010.9","1010.2","1007.3","1006.2","1006.9","1007.7","1007.5","1006.6","1004.7","1004.7","1005.2","1001.2","998.3"
"466910","921.1","919.9","916.7","915.1","915.7","916.1","915","913","912.5","916.7","919.5","919.8","919.1","919.8","921","920.7","920.7","922.1","922.6","922.1","919.7","918.6","919.2","919.9","919.6","918.6","917.1","917.1","917.3","912.7","910.5"
"466920","1010.3","1008.7","1005.2","1003.4","1004.5","1005.3","1004.1","1001.9","1001.5","1005.3","1008.4","1009","1008","1009","1010.4","1010.3","1010.1","1011.6","1012.5","1011.6","1008.7","1007.8","1008.3","1009.1","1008.8","1007.9","1006.2","1006.2","1006.5","1002.8","1000"
"466930","944.5","943.2","939.9","938.2","939.1","939.7","938.3","936.1","935.9","940.1","942.9","943.2","942.4","943.2","944.4","944.3","944.2","945.6","946.5","945.7","943","942.2","942.7","943.4","943.2","942.2","940.4","940.4","940.6","936.4","934"
"466940","1007.9","1006","1002.4","1001.2","1002.5","1003.5","1002.1","999.4","998.5","1002.7","1005.9","1006.4","1005.5","1006.3","1007.8","1007.8","1007.7","1009.3","1010.4","1009.8","1006.9","1005.9","1006.3","1006.9","1006.5","1005.6","1004","1003.9","1004.1","999.4","997.2"
"466950","1000","998.1","994.5","993.4","994.9","995.9","994.4","991.1","989.8","994.8","998","998.3","997.6","998.4","999.9","999.8","1000.1","1001.6","1002.9","1002","999.2","998.3","998.8","999.3","999.1","998.2","996.1","996.1","995.8","988.7","989.9"
"466990","1009.6","1007.6","1003.9","1002.4","1004.1","1005","1002.9","999","999.6","1004.4","1007.4","1008.1","1007.4","1008.2","1009.5","1009.5","1009.6","1011.3","1012.5","1011.1","1008.2","1007.6","1008","1008.4","1008.5","1007.5","1005.3","1005.2","1005.4","1000.9","998.4"
"467060","1008.5","1006.8","1003.1","1001.9","1003.5","1004.5","1002.8","999.5","998.5","1003.4","1006.6","1006.9","1006.1","1007","1008.5","1008.5","1008.5","1010.1","1011.4","1010.5","1007.6","1006.8","1007.2","1007.7","1007.5","1006.6","1004.6","1004.5","1004.4","1000.1","997.6"
"467080","1010.3","1008.6","1004.8","1003.7","1005.2","1006.4","1004.7","1001.4","1000.2","1005.2","1008.4","1008.8","1008","1009","1010.3","1010.2","1010.3","1011.9","1013.3","1012.3","1009.4","1008.5","1009","1009.5","1009.3","1008.4","1006.4","1006.4","1006.2","1001.9","999.4"
"467110","1007.6","1006.4","1002.6","1001","1002.2","1002.7","1001.1","1000","1000","1003","1006","1006.1","1005.2","1006.1","1007.4","1007.1","1007.3","1009.2","1010.5","1009.3","1006.5","1005.7","1006.4","1007.3","1007","1005.7","1004.3","1004.4","1004.5","1001.7","998.4"
"467300","1006.7","1005.8","1002","999.7","1000.3","1000.8","998.7","997.2","998.4","1002.7","1005.3","1005.7","1004.9","1005.4","1006.7","1006.5","1006.3","1007.7","1008.6","1006.9","1004.1","1003.7","1004.7","1005.8","1005.5","1004.4","1002.6","1002.7","1002.8","999.9","997"
