"stno","2017-02-01","2017-02-02","2017-02-03","2017-02-04","2017-02-05","2017-02-06","2017-02-07","2017-02-08","2017-02-09","2017-02-10","2017-02-11","2017-02-12","2017-02-13","2017-02-14","2017-02-15","2017-02-16","2017-02-17","2017-02-18","2017-02-19","2017-02-20","2017-02-21","2017-02-22","2017-02-23","2017-02-24","2017-02-25","2017-02-26","2017-02-27","2017-02-28"
"466880","1022.6","1024","1018.3","1014.5","1014.1","1017.3","1017.2","1015.2","1021","1023.9","1027","1026.6","1027.5","1028.9","1024.6","1020.6","1020.4","1022","1016.5","1015","1018.3","1014.7","1018.8","1022","1019.3","1021.5","1022.5","1019.9"
"466900","1021.7","1023.1","1017.6","1013.9","1013.4","1016.7","1016.6","1014.5","1020.1","1023.1","1026","1025.5","1026.4","1027.8","1023.5","1019.8","1019.7","1021.3","1015.8","1014.4","1017.2","1013.8","1018","1021.2","1018.5","1020.7","1021.4","1018.8"
"466910","928.7","929.3","925.8","922.2","921.4","923.6","923.9","921.9","924.2","926.9","930.1","930.7","932.4","934","930.8","927.3","927.7","928.6","924.4","922.9","926.1","922.7","924.5","926.5","924.7","926","927.6","925.4"
"466920","1020.1","1021.5","1016","1011.9","1011.5","1015","1014.9","1012.4","1018","1021.2","1024.2","1023.9","1025","1026.4","1022","1017.8","1017.7","1019.4","1014","1012.3","1016.1","1012","1016.2","1019.3","1016.7","1018.8","1020","1017.3"
"466930","953","953.9","950.1","946.3","945.5","948.2","948.5","946.2","949.5","952.3","955.4","955.8","957.2","958.8","955.6","951.8","951.9","952.9","948.6","946.8","950.1","946.6","948.8","951.3","949.2","950.8","952.2","949.9"
"466940","1021.1","1022.5","1016.8","1012.1","1012","1016.3","1016.1","1012.7","1018.3","1021.5","1024.7","1024.5","1025.9","1027.6","1022.7","1018","1018.1","1020.2","1014.7","1012.9","1017.4","1012.1","1017.2","1019.8","1017.2","1019","1020.6","1018.2"
"466950","1012.9","1014.4","1009.1","1004.1","1003.8","1008.4","1008.4","1004.4","1009.2","1013","1016.4","1016.5","1017.8","1019.5","1014.8","1009.7","1009.9","1012.1","1006.8","1004.5","1009.2","1003.9","1008.3","1011.2","1008.8","1010.1","1012.2","1009.7"
"466990","1020.3","1022.3","1018.5","1014","1011.9","1016","1016.8","1012.8","1015.3","1020.5","1024.6","1025.3","1026.3","1028.1","1024.5","1019.6","1019.1","1020.1","1016.9","1013","1018.3","1013.1","1015.7","1019.3","1017","1017.5","1020.8","1018"
"467050","1020.3","1021.1","1016.8","1013.1","1012.3","1014.3","1014.8","1014","1018.9","1021.5","1024.3","1023.9","1024.8","1026.2","1022.9","1019","1018.7","1020.1","1014.9","1013.3","1016","1013.2","1016.9","1020.2","1017.7","1019.6","1019.9","1017.8"
"467060","1021.3","1023","1017.7","1013.1","1011.9","1016.7","1016.7","1012.6","1017.6","1021.8","1025.2","1025.4","1026.5","1028.1","1023.8","1018.6","1018.6","1020.4","1016.1","1012.9","1018.4","1012.6","1016.8","1020","1017.5","1018.6","1021.1","1018.5"
"467080","1023.3","1025.1","1019.9","1015.1","1013.8","1018.8","1018.9","1014.7","1020.1","1024.2","1027.6","1027.6","1028.7","1030.2","1025.9","1020.7","1020.6","1022.4","1018.1","1014.9","1020.4","1014.7","1018.5","1022.1","1019.7","1020.9","1023.4","1020.7"
"467110","1020.7","1022.4","1019.3","1014.2","1012.4","1015.8","1016.6","1015.1","1018.3","1021.8","1025","1025.6","1026.3","1027.9","1024.9","1019.5","1018.6","1020.8","1016.5","1012.8","1017.6","1013.4","1016.4","1021.4","1019.6","1020.2","1021.5","1019.6"
"467300","1015","1016.1","1014.5","1010.8","1007.9","1009.6","1011.4","1010.9","1012.7","1015.3","1018.6","1019.6","1020.7","1022.4","1020.7","1016.5","1015.8","1016.1","1012.6","1009.6","1012.3","1010.3","1011.3","1014.6","1013.1","1014.1","1015.4","1014.4"
"467350","1019.7","1020.9","1018.8","1014.6","1012.2","1014.4","1015.7","1015.1","1017.5","1020.2","1023.5","1024.3","1025.3","1026.9","1024.8","1020.3","1019.5","1020.3","1016.4","1013.2","1016.7","1013.9","1015.5","1019.5","1017.7","1018.8","1020","1018.7"
"467410","1017","1018","1016.4","1012.9","1010","1011.6","1013.4","1012.8","1014.3","1017.3","1021","1021.9","1022.8","1024.5","1022.7","1018.7","1017.8","1017.9","1014.7","1011.7","1014.1","1012.5","1013.1","1016.9","1015.2","1015.9","1017.5","1016.3"
"467420","1018.1","1019.3","1017.6","1014.1","1011.1","1012.7","1014.5","1013.9","1015.6","1018.7","1022.5","1023.4","1024.2","1025.8","1024","1019.9","1019.1","1019.1","1015.9","1012.7","1015.2","1013.5","1014.1","1018.1","1016.5","1017.2","1018.7","1017.5"
"467440","1019","1020.2","1018.6","1015","1012","1013.8","1015.6","1014.6","1016","1019.5","1023","1024.1","1025.1","1026.8","1025","1020.9","1020.1","1020","1017","1014","1016.1","1014.6","1014.9","1018.6","1017","1017.6","1019.7","1018.3"
"467480","1016.3","1017.4","1015.8","1012.1","1009.2","1010.8","1012.6","1012.1","1014","1016.8","1020.5","1021.3","1022.2","1023.8","1022.1","1018","1017.2","1017.4","1013.9","1010.8","1013.4","1011.7","1012.5","1016.6","1014.9","1015.7","1016.8","1015.6"
"467490","1009.8","1010.8","1009.3","1005.7","1003","1004.2","1006","1005.9","1007.7","1010.3","1013.8","1014.8","1015.7","1017.2","1015.6","1011.7","1011.1","1011","1007.4","1004.9","1007","1005.6","1006.3","1010.3","1008.6","1009.5","1010.5","1009.2"
"467530","767.7","767.3","765.8","763.4","762.2","763.5","764","762.9","761.8","762.3","764.9","766.6","768.7","770.4","769","767.1","767.9","768.1","765.7","765.9","767.7","766.6","766.5","766.6","765.2","765.1","765.8","765.3"
