"stno","2013-04-01","2013-04-02","2013-04-03","2013-04-04","2013-04-05","2013-04-06","2013-04-07","2013-04-08","2013-04-09","2013-04-10","2013-04-11","2013-04-12","2013-04-13","2013-04-14","2013-04-15","2013-04-16","2013-04-17","2013-04-18","2013-04-19","2013-04-20","2013-04-21","2013-04-22","2013-04-23","2013-04-24","2013-04-25","2013-04-26","2013-04-27","2013-04-28","2013-04-29","2013-04-30"
"466880","1013.5","1014.7","1011.7","1008.1","1003","1006.7","1013.4","1012.4","1015.3","1017.8","1017.1","1019","1014.8","1012.2","1009.5","1007.3","1005.8","1006.7","1009.9","1010.3","1016.8","1015.2","1012.5","1010.8","1010.8","1013.3","1012.3","1012.5","1011.1","1007.2"
"466900","1012.8","1013.9","1010.9","1007.4","1002.3","1006","1012.6","1011.6","1014.6","1016.8","1016.2","1018.1","1013.9","1011.5","1008.7","1006.6","1005.3","1006.2","1009.1","1009.8","1016.2","1014.4","1011.9","1010.4","1010.3","1012.5","1011.6","1011.8","1010.6","1006.8"
"466910","922.1","922.3","920","917.3","913.3","914.6","919.7","920.5","922.8","924.8","924.3","925.2","922.9","920.1","919","917.1","916.5","917.4","919","919.4","923.2","923.1","922","920.7","919.8","921.9","921","921.7","921","917.8"
"466920","1014.1","1015.2","1012.6","1008.6","1003.6","1007.1","1014.2","1012.9","1015.8","1018.4","1018","1019.7","1015.6","1012.7","1010","1007.8","1006.3","1007.3","1010.5","1010.9","1017.5","1015.9","1013.1","1011.4","1011.4","1014.1","1013.2","1013.1","1011.6","1007.8"
"466930","945.9","946.2","944","941","936.9","938.5","944.3","944.7","946.8","948.9","948.5","949.5","947.3","944.3","942.7","940.7","940.1","941","942.6","943.2","947.6","947.2","945.9","944.4","943.6","945.9","945.2","945.6","944.6","941.3"
"466940","1011.7","1013.1","1010.7","1006.3","1000.8","1004.6","1012.1","1010.5","1013.6","1016.4","1016.1","1017.7","1013.3","1009.9","1008","1005.3","1003.8","1004.9","1008.5","1008.7","1015.4","1013.9","1010.5","1008.8","1009","1012","1010.9","1010.6","1009.3","1005.5"
"466950","1003.3","1004.2","1002.7","998","992.7","995.8","1003.8","1002.6","1004.9","1007.9","1007.7","1008.8","1005.2","1001.3","1000.2","997.3","995.8","996.9","999.9","1000.2","1006.6","1005.8","1002.3","1000.8","1000.7","1003.9","1003.1","1002.6","1001.3","997.3"
"466990","1012.6","1012.5","1012.8","1007.7","1002.2","1002.9","1012.4","1012.8","1013.5","1016.5","1016.9","1018","1015.5","1010","1009.7","1006.5","1005","1005.7","1008.5","1008.6","1014.6","1015.4","1012.6","1009.8","1009","1013","1013.6","1012.7","1011.1","1006.3"
"467060","1011.8","1012.5","1012","1006.6","1001.4","1003.5","1012.4","1011.6","1013.4","1016.8","1016.4","1018","1014.4","1009.3","1008.9","1005.6","1004.3","1005.1","1008.3","1008.3","1015.1","1014.7","1011.1","1009","1008.7","1012.6","1012.4","1011.8","1009.9","1005.6"
"467080","1014","1014.7","1014.3","1008.9","1003.5","1005.8","1014.9","1013.9","1015.6","1019.1","1018.8","1020.5","1016.7","1011.3","1011","1007.9","1006.4","1007.2","1010.3","1010.3","1017.4","1017","1013.3","1011.2","1010.7","1014.9","1014.7","1013.9","1012","1007.6"
"467110","1013.4","1012.4","1011.2","1007","1002","1004.6","1011.8","1012","1014","1016","1016.3","1017.3","1014","1010.5","1008.6","1006","1004.7","1005.1","1008.7","1009.1","1014.4","1014.9","1011.7","1009.1","1009.9","1011.6","1011.3","1011.2","1009.9","1006"
"467300","1009.5","1008.5","1006.9","1003.6","999.9","1000.7","1006.8","1008.4","1009.7","1010.5","1010.8","1012.4","1010.8","1008.1","1006.2","1004.4","1004.1","1004.4","1005.4","1006.4","1009","1010.6","1009.6","1007.7","1006.8","1007.4","1008.5","1008.7","1007.9","1004.7"
"467350","1013.7","1012.7","1011","1007.5","1003.5","1004.8","1011.3","1012.3","1013.9","1015.2","1015.3","1016.7","1014.6","1011.8","1009.9","1007.9","1007.4","1007.8","1009.1","1010","1013.6","1014.8","1013.2","1011.2","1010.6","1011.4","1012.1","1012.3","1011.5","1008.2"
"467410","1011.4","1010.1","1008.8","1005.7","1002.8","1002.8","1009.1","1010.6","1011.7","1012.6","1013","1014.4","1013","1010.1","1008.3","1006.7","1006.4","1006.8","1007.5","1008.4","1010.9","1012.7","1011.7","1009.8","1008.7","1009.7","1010.7","1010.6","1009.9","1007.2"
"467420","1013","1011.7","1010.4","1007.3","1004.2","1004.4","1010.8","1012.2","1013.4","1014.3","1014.6","1016.1","1014.6","1011.7","1009.8","1008.1","1007.8","1008.3","1008.9","1009.8","1012.5","1014.4","1013.2","1011.3","1010.2","1011.3","1012.3","1012.1","1011.4","1008.5"
"467440","1013.6","1012.4","1011.2","1008.1","1005.3","1004.9","1011.4","1013","1013.9","1014.7","1015.3","1016.6","1015.5","1012.4","1010.8","1009.2","1008.9","1009.3","1009.8","1010.8","1013.2","1015.3","1014.3","1012.2","1010.8","1012.3","1013.3","1013","1012.5","1009.7"
"467480","1011.1","1009.8","1008.5","1005.3","1001.9","1002.5","1008.6","1010.1","1011.5","1012.4","1012.6","1014.1","1012.5","1009.8","1007.6","1005.9","1005.8","1006.2","1007","1008","1010.8","1012.4","1011.1","1009.3","1008.4","1009","1010.3","1010.2","1009.4","1006.4"
"467490","1004.9","1003.5","1002","999.1","995.9","996.2","1001.8","1003.7","1005.2","1005.9","1006.1","1007.6","1005.9","1003.5","1001","999.3","999.2","999.6","1000.3","1001.6","1004.2","1005.8","1004.6","1002.8","1002","1002.5","1003.6","1003.9","1002.9","999.8"
"467530","766","765.5","763.3","761.7","759.7","759","760.5","763.4","765.2","765.8","765.2","766","765.2","763.8","762.9","763","763.5","764.4","764","765","765.8","766.4","767.1","766.2","764.9","764.5","764.2","765.3","765.6","764.2"
"467540","1013.1","1012.6","1012.6","1008.3","1003.3","1003.5","1012.4","1013.3","1013.6","1015.6","1016.2","1017.3","1015.7","1010","1010.6","1007.2","1005.9","1006.7","1009","1009","1014.4","1015.7","1014","1010.3","1009.4","1013.4","1013.8","1013.3","1012.3","1007.5"
"467550","642.7","642.4","640","639.4","637.5","636.3","636.4","639.8","641.5","641.9","641.4","641.8","641.2","640.1","639.9","640.7","641.5","641.4","641.5","642.3","642.6","643.6","644.6","644.2","642.2","641.4","641.1","642.1","643.3","641.5"
"467571","1011.6","1011.8","1009","1006","1001","1004.5","1010.1","1010.3","1012.9","1014","1013.4","1015.2","1012.1","1010.1","1007.4","1005.4","1004.1","1004.9","1007.7","1008.4","1013.6","1013","1010.8","1009","1008.9","1009.9","1009.8","1010.5","1009.4","1005.6"
"467590","1011.3","1010.6","1009.3","1005.9","1003.2","1002.8","1009.1","1011.1","1011.5","1012.5","1012.9","1014.3","1013.3","1009.8","1008.7","1006.9","1006.1","1006.8","1007.7","1008.4","1011.5","1013.6","1012.2","1009.9","1008.5","1010.4","1010.9","1011","1010.4","1007.4"
"467610","1009.9","1009.8","1009.8","1005.3","999.8","1000.4","1009.6","1010.3","1010.7","1012.8","1013.5","1014.5","1012.8","1007","1007.3","1004.2","1002.5","1003.3","1005.6","1006","1011.6","1012.6","1010.5","1007.2","1006.2","1010.2","1010.9","1010.2","1008.9","1003.6"
"467620","977.3","976.4","975.7","972.5","968.8","967.8","974.8","977","977.4","977.9","979.1","980.1","979.2","974.5","974.5","972.4","970.6","971.7","973.3","973.6","977.2","979.2","978.2","975.5","973.7","976.3","977.2","977.1","976.6","972.8"
"467650","903.4","902.4","900.7","898.3","895.9","895","898.8","901.6","903.2","903.6","903.6","904.5","903.7","901.6","900","899.1","899.3","899.8","900.2","901.3","902.4","903.7","903.6","902.5","901.2","901.5","901.9","902.7","902.4","900"
"467660","1013.2","1013.1","1013.3","1008.7","1003","1003.4","1013.1","1014","1014.2","1016.4","1017.1","1018.2","1016.5","1010.2","1010.9","1007.5","1006","1006.7","1009.1","1009.2","1015","1016.3","1014.3","1010.6","1009.6","1013.9","1014.6","1013.8","1012.5","1006.9"
"467770","1011.8","1010.8","1009.3","1006.2","1002.1","1003.4","1009.2","1010.9","1012.6","1013.4","1013.4","1015","1012.8","1010.4","1008.1","1006.1","1005.7","1006.2","1007.4","1008.6","1011.9","1013.1","1011.6","1009.8","1009","1009.6","1010.3","1010.9","1009.9","1006.5"
"467780","1013.6","1012.4","1011.1","1007.7","1004.4","1004.7","1011.2","1012.8","1014","1014.9","1015.3","1016.8","1015.2","1012.3","1010.4","1008.6","1008.3","1008.7","1009.5","1010.5","1013.2","1015","1013.8","1011.9","1010.8","1011.7","1012.8","1012.8","1012","1009.1"
"467990","1006.3","1006.3","1005","1000.1","993.9","997.7","1005.4","1004.4","1007.1","1010.2","1009.6","1010.4","1006.4","1002.1","1001.1","997","996.4","997.9","1003","1002.1","1009.3","1008.4","1002.3","1002.3","1003","1005.5","1004.3","1003.7","1001.9","997.9"
"C0A520","1009.3","1010.3","1007.2","1003.9","998.8","1002.4","1008.5","1008","1010.8","1012.9","1012.2","1014","1010.2","1007.8","1005.2","1003.2","1002","1002.9","1005.8","1006.2","1012.1","1010.8","1008.5","1006.9","1006.8","1009","1008.1","1008.4","1007.2","1003.4"
"C0A530","981.2","982.1","979.9","976","971.4","973.8","980.5","980","982.5","985.1","984.5","985.9","982.6","979.5","977.9","975.5","974.5","975.5","978","978.3","983.8","983","980.8","979.2","978.7","981.7","980.6","980.7","979.6","975.9"
"C0A540","970.9","971.7","969.9","965.9","961.3","963.3","970.1","969.8","972.1","974.7","974.1","975.4","972.4","969.1","967.9","965.4","964.5","965.4","967.7","967.9","973.3","972.9","970.6","968.9","968.4","971.4","970.5","970.6","969.5","965.7"
"C0A550","967.9","968.8","966.8","962.8","958.3","960.3","967.1","966.7","969.2","971.8","971.3","972.5","969.3","965.8","964.9","962.4","961.3","962.5","964.9","965","970.4","969.9","967.6","966","965.5","968.5","967.5","967.4","966.5","962.9"
"C0A560","969.2","969.8","968.2","964.3","959.8","961.8","968.4","968.1","970.2","973","972.4","973.8","971.1","967.1","966.2","963.7","962.7","963.6","965.8","965.8","971.4","971.2","969","967.2","966.5","970.1","969","968.9","967.8","963.8"
"C0A570","975.2","976.2","973.7","970.1","965.6","968","974.4","974","976.3","979.1","978.3","979.9","976.5","973.4","971.9","969.6","968.5","969.5","971.9","972","977.6","976.8","974.8","973.2","972.8","975.6","974.5","974.8","973.6","969.8"
