"","stno","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"140","C1D400",6.82,12.71,14.5,13.85,15.32,14.65,5.4,11.39,4.08
"141","C1D410",7.81,12.97,11.44,15.55,15.77,12.95,5.65,9.66,4.02
"142","C1D420",5.87,12.26,13.18,14.58,11.47,10.15,5.27,11.63,3.63
"143","C1E480",7.05,10.34,13.69,14.45,16.18,12.82,6.52,9.68,4.24
"144","C1E670",8.68,12.69,12.18,15.94,19.44,14.69,8.52,10.15,5.63
"145","C1H000",9.58,15.29,17.15,27.95,30.81,27.37,9.24,14.08,5.35
"146","C1H860",8.42,15.02,13.34,23.05,23.76,26.37,7.85,11.05,5.61
"147","C1H900",7.61,6.87,14.32,15.89,19.94,21.53,4.47,7.27,3.08
"148","C1H920",7.06,6.94,13.6,17.18,22.47,21.32,4.4,6.02,2.48
"149","C1I020",11.73,12.97,20.02,26.45,25.23,23.92,8,14.16,4.77
"150","C1I030",9.82,10.79,23,27.02,26.4,21.15,7.6,11.81,4.21
"151","C1I070",6.21,7.56,12.23,17,12.71,13.87,4.23,7.27,2.32
"152","C1I150",6.87,9.53,19.06,19.98,19.73,17.76,6.84,12.27,2.19
"153","C1I220",10.39,6.87,17.13,21.77,20.31,20,7.18,9.89,5.63
"154","C1I230",8.84,10.44,13.89,18.19,19.82,20.56,4.97,8.65,5.4
"155","C1I240",7.31,8.87,14.53,19.9,19.95,19.34,5.29,10.56,3.98
"156","C1I250",6.69,10.85,16.16,18.92,25.15,20.92,5.65,11.24,3.21
"157","C1I260",9.37,12.03,20.03,23.89,25.98,20.15,8.71,12.63,4.18
"158","C1I280",5.31,4.81,10.56,14.53,11.6,16.98,1.61,4.31,1.87
"159","C1I290",4.9,7.61,17.45,14.45,13.11,12.5,4.35,7.06,2.53
"160","C1I310",6.35,9.95,19.05,17.9,26.05,14.92,4.02,12.06,3.1
"161","C1I320",12.15,12.06,20.23,24.85,44.52,20.13,6.32,13.21,4.11
"162","C1I330",9.89,11.03,18.74,25.92,25.95,24.98,9.87,13.34,5.29
"163","C1I340",8.32,9.06,12.37,18.92,13.61,12.15,3.68,7.65,3.18
"164","C1I440",11.56,12.1,15.11,25.77,20.39,25.21,5.76,11.1,3.45
"165","C1M480",7.56,12.55,15.69,20.79,15.56,16.82,6.21,5.55,5.52
"166","C1M600",8.65,10.61,23.76,18.42,16.66,27.05,9.02,11.63,3.63
"167","C1M610",10.92,13.16,21.27,25.05,21.39,27.75,7.98,11.84,4.1
"168","C1M620",7.31,9.98,17.68,22.6,16.06,11.36,6.03,10.21,3.13
"169","C1O870",9.05,8.52,19.63,23.08,9.4,20.5,7.4,5.55,2.37
"170","C1R110",13.34,9.66,20.71,15.6,10.44,16.95,7.5,4.82,3.94
"171","C1R120",20.37,10.73,26.69,22.15,13.55,31.15,6.15,11.63,5.81
"172","C1R250",9.45,3.16,12.21,8.98,3.34,17.18,2.58,2.79,2.56
"173","C1R290",10.9,4.18,18.03,12.08,1.65,15.82,2.77,2.52,0.61
"174","C1S670",4.68,7.65,7.39,6.85,2.24,8.34,1.34,3.82,1.58
"175","C1S800",5.69,7.69,5.63,8.08,2.45,7.13,1.89,4.93,1.13
"176","C1S880",15.77,10.16,6.74,10.68,1.89,10.15,4.9,4.74,1.52
"177","C1T800",2.1,6.81,4.81,6.39,7.02,5.65,3.66,5.77,1.79
"178","C1T810",3.61,8.4,6.63,9.47,10.63,7.76,3.84,7.23,2.08
"179","C1T830",1.66,5.1,6.89,6,5.15,4.89,6.23,4.32,1.63
"180","C1T940",3.48,10.52,10.35,9.05,9.02,6.23,9.27,7.63,3.45
"181","C1T990",2.58,9.69,8,7.69,4.18,6.98,2.47,6.06,0.66
"182","C1U501",3.15,10.16,9.26,11.29,9.18,6.5,11.56,8.5,3
"183","C1U670",2.77,14.47,10.87,6.35,10.29,7.87,10.08,8.16,2.48
"184","C1U690",2.73,16.16,12.58,6.55,11.34,8.52,11.63,8.03,2.71
"185","C1V160",15.53,9.44,19.68,23.71,16.61,28.66,6.08,8.66,2.48
"186","C1V170",11.13,12,12.56,22.68,14.31,26.35,4.26,9.16,3.98
"187","C1V190",20.08,16.18,17.11,31.15,22.05,0.76,6.97,15.19,5.94
"188","C1V200",16.68,9.15,17,23.18,15.63,26.16,4.27,8.16,3.97
"189","C1V220",20.94,14.11,14.73,26.71,21.21,35.18,6.39,10.18,4.71
"190","C1V300",28.89,14.16,27.55,27.05,16.11,34.69,10.58,13.34,7.48
"191","C1V340",15.03,9.44,18.11,17.76,5.85,21.4,4.77,5.6,4.82
"192","C1V390",6.05,4.02,9.74,8.85,5.95,11.68,2.61,3.32,1.89
"193","C1X040",6.95,6.21,10.52,10.87,7.44,10.4,3.29,4.87,0.92
"194","C1Z030",2.48,7.65,6.11,9.37,5.48,4.35,4.77,4.93,2.39
"195","C1Z040",2.48,6.71,7.27,7.4,5.31,4.85,3.39,6.16,1.06
"196","C0A9B0",5.18,6.98,9.4,11.82,17.63,8.13,4.52,4.05,0.92
"197","C0R360",7.61,4.32,11.76,7.66,0.94,11.24,1.76,3.52,1
"198","C0R370",8.89,6.79,13.55,9.4,0.5,14.61,2.15,2.06,0.29
"199","C0R380",11.06,2.55,10.66,6.61,2.42,11.44,2.21,3.29,0.65
"200","C0R400",8.84,2.23,10.52,13.29,1.61,15.74,1.73,3.58,0.95
"201","C1A730",5.84,7.68,8.56,11.87,21.05,10.48,8.11,5.15,2.92
"202","C1R300",12.16,9.45,9.18,11.58,2.32,12.13,5.31,4.16,1.08
"203","C1R320",7.89,2.89,20.37,10.56,1.06,6.06,0.25,1.6,1
"204","C1R330",9.61,1.87,11.13,10.85,1.34,11.15,1.77,2.73,2.05
"205","C1R340",10.44,4.94,14.31,11.77,1.35,19.1,2.42,3.58,0.44
"206","C1S620",9.76,7.85,8.34,10.55,3.19,9.94,1.92,4.48,1.24
"207","C1S630",4.15,7.35,6.9,12.5,2.68,5.21,2.47,6.73,0.81
"208","C1S660",3.66,6.32,3.84,4.79,4.21,7.6,1.1,3.77,1.18
