"","stno","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"184","C1V340",13.69,16.68,20.47,7.56,16.9,28.21,13.79,9,51.52
"185","C1V390",5.71,11.65,26.56,24.96,29.16,24.56,9.87,5.21,46.03
"186","C1Z030",2.29,14.37,13.35,3.85,2.31,9.71,10.82,0,11.42
"187","C1Z040",3.06,12.63,13.81,3.16,1.92,9.2,11.21,6.4,8.52
"188","C0A9B0",8.42,4.76,18.11,23.58,3.56,15.92,2.56,1.74,8.48
"189","C0R360",10.9,35.73,32.82,20.05,9.45,7.87,15.06,8.23,38.48
"190","C0R370",13.92,40.34,29.76,20.19,11.23,7.48,19.52,10.35,40.08
"191","C0R380",13.55,15.69,26.19,26.16,23.19,14.69,5.9,9.52,46.19
"192","C0R400",17.32,21.77,33.44,26.84,21.97,11,14.95,6.63,44.97
"193","C1A730",10.42,9.1,17.56,22.94,5.97,26.03,2.87,5.89,7.81
"194","C1R300",10.4,25.65,24.5,26.53,9.68,13.55,16.32,8.95,19.91
"195","C1R320",11.13,3.3,40.48,21.15,14.73,8.9,3.67,7.29,38.72
"196","C1R330",15.85,18.55,31.1,25.52,26.76,11.08,12.9,6.13,28.59
"197","C1R340",16.69,27.2,46.93,30.45,16.37,12.48,19.15,8.37,40.61
"198","C1S620",4.92,15.32,27.37,17.73,4.27,13.53,13.9,10.74,22.55
"199","C1S630",2.24,11.37,16.74,6.81,4.44,4.81,9.15,7.55,18.9
"200","C1S660",4.27,16.05,18.18,4.9,4.03,6.77,9.21,8.48,9.77
