"","stno","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"109","C0T960",5.02,18.03,4.4,5.3,2.87,15.68,7.25,5.13,4.68
"110","C0T9A0",5.15,16.33,4.67,7.6,3.78,15.17,7.78,4.92,5.73
"111","C0T9B0",4.32,18.25,4.32,7.42,2.77,11.83,8.07,5.42,3.53
"112","C0T9E0",5.2,16.45,4.65,4.85,2.98,13.02,6.85,4.38,8.1
"113","C0T9F0",4.95,15.92,3.93,6.83,3.52,14.2,7.12,4.12,4.78
"114","C0T9G0",4.58,15.95,4.93,7.33,3.1,15.08,8.37,6.08,6.33
"115","C0T9H0",8.58,18.27,6.72,8.78,5.88,21.08,11.7,8.28,11.1
"116","C0T9I0",9.18,7.9,6.13,7.9,5.68,22.55,11.98,5.83,9.97
"117","C0T9M0",6.63,18.9,3.63,4.93,3.57,15.82,10.37,4.2,6.92
"118","C0U600",10.58,24.45,4.78,9.1,7.72,6.97,8.92,7.56,13.08
"119","C0U750",8.57,12.5,3.83,0,6.97,5.72,8.04,13.21,8.63
"120","C0U760",16.35,30.53,4.92,23.28,12.47,25.15,25.13,23.87,23.95
"121","C0V250",0.87,5.72,3,0.55,0.02,0.1,1.57,0.43,0.07
"122","C0V310",0.6,5.02,2.67,0.32,0,0.17,1.5,0.18,0.02
"123","C0X080",1.97,7.47,2.53,0.17,0.05,0.02,1.27,0.52,0.18
"124","C1A9N0",6.13,15.13,10.47,4.13,8.9,4.1,8.72,11.25,4.32
"125","C1AC50",1.9,7.22,8.28,1.07,1.95,0.27,3.67,3.1,1.4
"126","C1C510",1.42,8.62,11.37,1.62,1.2,0.47,4.27,2.77,1.08
"127","C1D380",1,7.17,10.98,1.37,0.83,0.57,4.07,1.8,1.4
"128","C1D400",1.32,7.13,9.62,1.75,1.68,0.48,3.65,2.98,1.63
"129","C1D410",1.27,9.93,11.73,2.2,0.67,0.43,5.23,2.4,2.07
"130","C1D420",1.38,8.52,10.05,0.34,0.62,0.55,3.87,2.28,1.67
"131","C1E480",1,9.92,11.65,2.08,0.57,0.32,4.48,1.63,1.57
"132","C1E670",1.27,10.7,12.82,1.85,0.52,0.5,4.1,1.57,1.73
"133","C1I140",1.9,4.83,5.55,1.33,0.75,0.47,2.83,2.37,0.35
"134","C1I440",4.1,12.82,7.05,4.03,1.12,0.7,4.27,4.3,1.23
"135","C1M390",1.75,6.92,3.82,0.77,0.68,0.07,2.18,0.4,0.47
"136","C1M400",2.05,5.6,3.43,0.77,0.07,0.22,2.5,0.15,0.02
"137","C1O850",1.82,5.38,2.72,0.18,0,0,1.87,0.12,0.1
"138","C1O870",2.32,5.25,3.62,0.52,0.18,0.6,2.5,0.2,0.45
"139","C1O880",2.28,5.37,2.97,0.73,0.02,0.02,2.08,0.15,0.12
"140","C1R120",0.93,5.13,4,1.88,0.98,0.15,2.23,0.92,0.03
"141","C1R290",0.45,6.48,1.25,3.9,0.4,0.21,2.23,1.05,0.37
"142","C1S670",3.18,10.95,3.6,3.95,1.85,2.53,4.17,1.88,2.6
"143","C1S800",1.47,16.85,3.78,5.55,2.08,5.17,6.12,0.7,1.22
"144","C1S880",1.87,16.05,5.28,9.95,1.68,6.82,7.03,1.88,2.42
"145","C1T940",4.93,15.88,4.73,7.87,3.57,11.45,6.03,3.33,5.43
"146","C1T950",12.15,21.88,11.77,16.45,8.68,26.47,18.35,15.92,14.93
"147","C1T970",4.77,17.57,5.08,7.13,3.2,16.6,7.65,4.22,5.55
"148","C1U501",9.2,15.8,6.47,7.85,8.22,9.6,8.85,8.58,9.08
"149","C1V160",3.3,5.87,4.2,0.92,0.28,0.92,2.35,0.55,0.37
"150","C1V170",5.37,13.53,6.65,4.1,1.55,1.3,4.9,3.53,1.9
"151","C1V190",2.73,12.85,6.28,3.32,0.85,0.6,4.24,2.02,1.58
"152","C1V200",2.93,8.12,4.22,1.18,0.73,0.07,2.45,1.33,0.1
"153","C1V220",2.43,8.4,5.28,1.62,0.93,0.62,2.58,0.75,0.5
"154","C0A9B0",1.38,5.67,7.15,1.1,0.9,0.35,3.2,2.85,1.17
"155","C0R360",0.43,6.42,1.67,2.6,1.12,1.27,2.75,1.63,0.58
"156","C0R370",0.6,7.42,1.85,0.76,2.03,3.23,24.27,2.12,1.62
"157","C0R380",0.28,3.5,1.88,1.23,0.02,0.35,2.24,0.58,0.02
"158","C0R400",0.25,3.37,1.13,2.25,0.17,0.83,1.57,0.5,0.07
"159","C1A730",3.15,7.98,7.92,1.82,2.33,0.93,4.1,3.97,2.33
"160","C1R300",1.55,15.15,4.25,8.92,1.43,5.35,5.48,1.55,1.82
"161","C1R320",0.63,3.62,1.77,2.47,0.2,1.08,1.82,2.32,0.17
"162","C1R330",0.28,3.87,1.43,1.4,0.13,0.55,1.92,0.58,0
"163","C1R340",0.52,8.12,1.53,5.08,0.82,3.37,2.65,1.57,0.38
"164","C1S620",2.38,16.67,3.48,9.78,2.98,6.35,5.35,1.52,1.3
"165","C1S630",1.52,18.43,3.32,5.85,0.83,7.68,5.78,0.45,0.83
"166","C1S660",2.48,11.62,2.67,3.32,0.65,2.38,3.63,0.87,2.77
