"stno","2015-10-01","2015-10-02","2015-10-03","2015-10-04","2015-10-05","2015-10-06","2015-10-07","2015-10-08","2015-10-09","2015-10-10","2015-10-11","2015-10-12","2015-10-13","2015-10-14","2015-10-15","2015-10-16","2015-10-17","2015-10-18","2015-10-19","2015-10-20","2015-10-21","2015-10-22","2015-10-23","2015-10-24","2015-10-25","2015-10-26","2015-10-27","2015-10-28","2015-10-29","2015-10-30","2015-10-31"
"466880","0","72","0","0","0","0","0","0.5","49.5","-9998","2.5","-9998","0","0","0","0","0","0.2","-9998","0.2","2.6","6.5","7","4","0","0","0","0","0","-9998","0"
"466900","0","1","0","0","0","0","0","7.5","14","2","0","0","0","0","0","0","0","0","0","0","1","5","29.5","7","0","0","0","0","0","0","0"
"466910","0","27.9","0.1","0","3.5","1.5","0","12.5","36.9","3.5","2.2","0","0","0","0","0","0","16.8","26.5","4.7","6.8","12.4","46.6","38.6","-9998","-9998","0","1","0","5.9","37.6"
"466920","0","58.8","0","0","0","0","0","0.9","47","0.2","2.7","-9998","0","0","0","0","0","1.1","0","0.1","1.7","11.3","7.5","4","0","0","0","0","-9998","0","-9998"
"466930","0","3.7","0","0","2","0.4","0","7.5","52.2","4","2.7","0.2","0","0","0","0","0","12.1","14.5","3.3","6.8","22","29","42","1","0","0","0.6","0","8.5","39.9"
"466940","0","22.4","0","0.4","1.6","0","0","8","96.6","3.2","4.4","0","0","0","0","0","0","16.5","15.5","2.5","3.3","0.6","1.9","8.4","0","0","0","1.9","0","1.2","3"
"466950","0","1.5","0.8","0","0.2","0","0","42.5","2.8","5.5","0.6","0","0","0","0","0","0","0","0","0.3","0.6","0.1","3.3","3.9","0","0","0","0","1","1","0"
"466990","0","0.5","0","0","0","4.5","-9998","11.5","10.5","0","0","0","0","0","0","0","0","4","9","18.5","8","1.5","1","0","0.5","4","0","0","0","3","20"
"467050","0","0","0","0","0","0","0","16.5","76.5","0","0","0","0","0","0","0","0","0","0","0","1","0.5","0","2.5","0","0","0","0","0","0.1","0.1"
"467060","0.3","25","0.3","2.1","58.3","51.1","0","-9998","89.2","0","1.8","0","0","0","0","0","0.5","21","3.3","19.6","57.6","14.1","2.5","4.6","9","1","0","23.1","0.1","11.3","81.3"
"467080","0","11.2","0","0.5","3.1","2","0","3.5","55.9","0","1.9","0","0","0","0","0","0.4","24.1","5.9","19","28.2","19","0.9","15.3","0.5","0.1","0","37","-9998","34.9","10.5"
"467110","3.5","0","0","0","0","0","0","4.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467300","0","0","0","0","0","0","0","0.1","1.8","0","0.3","0","0","0","0","0","0","0","0","0.4","0.4","0","1.5","0","0","0","0","0","0","0","0"
"467350","0","0","0","0","0","0","0","0","9.4","0","0.4","0","0","0","0","0","0","0","0","0.1","0.3","-9998","0.3","0","-9998","0","0","0","0","0","0"
"467410","0","0","0","0","0","0","0","0","13.5","0","0","0","0","0","0","0","0","0","0","2.5","5.5","9.5","0","0","0","0","0","0","0","0","0"
"467420","0","0","0","0","0","0","0","0","26","0","0","0","-9998","0","0","0","0","0","0","3","2.5","33.5","0","0","0","0","0","0","0","0","0"
"467440","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","11.5","4","1","0","0","0","0","0","0","0","0","0"
"467480","0","0","0","0","0","0","0","0","9.9","0","0","0","0","0","0","0","0","0","0","1.1","6.3","0.2","-9998","-9998","0","0","0","0","0","0","0"
"467490","0","0","0","0","0","0","0","0.8","10.3","-9998","0.5","0","0","0","0","0","0","0","0","0.9","0.6","0.5","0.4","0","0","0","0","0","0","0","0"
"467530","0","0","0","6","0","0","0","4.1","1.2","0.2","1.9","0.8","0.9","0","0","0","0","0","0","8","3","8.6","0.6","0","0","-9998","0","0","0","1.6","3.5"
"467540","0","2.5","24","0.5","7.6","1","0.2","0","0.8","0","0","0","0","0","0","0","0","2.5","6","14","3.6","0","4.2","0","1","0","0","0","0","1","1"
"467550","0","0","0","0","5.7","0","0.5","3.9","1.5","0.3","4.6","4.2","0","0","0","0","0","0","-9998","12","7.5","5.5","0","0","0","0","0","0","0","0","-9998"
"467571","0","0","0","0","0","0","0","1.4","83.5","0","0.2","0","0","0","0","0","0","0","0","0","-9998","0.3","0.2","0.5","0","0","0","0","0","0","0"
"467590","0","0","1.5","0","0","0.5","-9998","0","5.5","3.3","0","0","0","0","0","0","0","5","7.5","14","27","0","3","4.5","0","0","0","0","0","0","1"
"467610","0","0.6","0","0","0","14.2","4.5","0.2","1","0","0","0.2","0","0","0","0","0","8.4","7.2","19.1","8.7","-9998","0","0.2","1.7","0.4","0","0","0","0","23.6"
"467620","0","3.5","1.8","0.7","0","0.3","0","0.4","12.8","1.9","0","0.3","0","0","0","0","0","12.3","27.5","160.7","46.6","13","0","-9998","2","0","0","0","0.5","0","21.7"
"467650","0","0","0","0","0","0","0","-9998","2.5","8.5","1","1","0.5","0","0","0","0","0","0","1.5","0.5","4","0.5","0","0","0","0","0","0","0","0"
"467660","0","1","-9998","0","0","3.2","0","0","0.3","0","0","0","0","0","0","0","0","5.3","10.5","15","3.5","0.1","0","0","0","0.3","0","0","0","0","5.5"
"467770","0","0","0","0","0","0","0","0.5","24.5","0","-9998","0","0","0","0","0","0","0","0","0","0.5","0.5","0","0","0","0","0","0","0","0","0"
"467780","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-9998","-9998","0.5","17","33","0.5","0","0","0","0","0","0","0","0"
"467990","0","5","2.6","1.5","0","0","0","5","3.8","0","0","0","0","0","0","0","0","0","0.1","2.2","1.5","0","0","0","0","0","0.4","1.4","0.6","26.1","0"
"C0A520","0","28","0","0","0","0","0","0","61","0","12.5","0","0","0","0","0","0","0","0","0","1","6","7","4.5","0","0","0","0","0","0","0"
"C0A530","1","3.5","0","5","0","0","0","29.5","69.5","0.5","7","0","0","0","0","0","0","9.5","3.5","6.5","11","18.5","24.5","17.5","0.5","0","0","0","8","0","5.5"
"C0A540","49","52.5","3","9.5","16.5","0","0","50.5","72","0","5","0.5","0","0","0","0","0","17.5","23","35.5","13","23.5","17.5","20","0.5","0","0","4.5","5.5","3","9.5"
"C0A550","21","17.5","1","7.5","4","2","0.5","18.5","108.5","3","7","0.5","0","0","0","0","0","42","8.5","16","36","69.5","15","30","0","0.5","0","13","0.5","13","41"
"C0A560","16","3.5","0","0","1.5","15","0","48","74.5","0.5","7.5","1","0","0","0","0","0","13.5","11.5","8.5","21","14.5","6","21.5","0","0","0","0.5","15","0","11"
"C0A570","9","4.5","0","0.5","1.5","0","0","41","82","0.5","15","0","0","0","0","0","0","10.5","14.5","11.5","8","7.5","25.5","30.5","0","0","0","0","0.5","9.5","14"
"C0A640","0","1","0","0","0","0","0","12","76","0.5","11.5","0.5","0","0","0","0","0","7","1.5","3.5","18.5","9.5","29.5","26","0","0","0","0","1","0","4"
"C0A650","0","6","0","1","0.5","0.5","0","17.5","95.5","3","16.5","0","0","0","0","0","0","23.5","7","11.5","36.5","8","39","27","0","0","0","3.5","3","1","18"
"C0A660","0","15","0.5","0","0.5","0","0","11.5","98","10","8","0","0","0","0","0","0","40.5","11","5","8.5","3","5","16.5","0","0","0","6.5","0","4.5","15.5"
"C0A860","0","34.5","0","0.5","0","0","0","7","228.5","6.5","7","0","0","0","0","0","0","16","28","7","3","9","20","56.5","0","0","0","4.5","0","21","37.5"
"C0A870","0","13","0","0","0.5","0.5","0","2","156","13","7","0","0","0","0","0","0","10","10","1","3.5","14","48.5","46","0.5","0","0","2","0","24","35"
"C0A880","0.5","33","3","0","4.5","0","0","29","93","1","1.5","0","0","0","0","0","0","51","9.5","5","13","2.5","2","3.5","0","0","0.5","1","0","0.5","2"
"C0A890","0","14.5","0.5","1","3","0","0","15.5","72.5","8","16.5","0","0","0","0","0","0","39.5","18","3","20.5","3.5","4","8.5","0","0","0","25","0","7","15.5"
"C0A920","0","51","0","0","0","0","0","28.5","63.5","1","0","0.5","0","0","0","0","0","2","1.5","0","1","1","2.5","17","0","0","0","1.5","0","0.5","5"
"C0A940","0","23","0","0.5","0","0","0","20.5","84","14.5","5.5","0","0","0","0","0","0","1.5","3","4.5","1","0","2","4.5","0","0","0","2.5","0","0","0"
"C0A950","X","X","X","X","0.0","0.0","0.0","8.0","20.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0","11.5","4.5","5.0","1.0","1.0","0.5","0.0","0.0","0.0","3.0","0.0","0.0","0.0"
"C0A970","0","47.5","7.5","0","13","0","0","36","30.5","0","0.5","0","0","0","0","0","0","20.5","7.5","2.5","10.5","4.5","2","1","0","0","0","10","0.5","0","0"
"C0A980","0","7.5","0","0","0","0","0","3","20.5","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1.5","0","0","0","0","0","0","0"
"C0A9A0","0","23.5","0","0","0","0","0","0","29.5","0.5","3.5","0","0","0","0","0","0","0","0","0","1.5","0.5","12.5","1.5","0","0","0","0","0","0","0"
"C0A9C0","0","2.5","0","0","0","0","0","2.5","21.5","2","2","0","0","0","0","0","0","0","1","0","0.5","1","22","4.5","0","0","0","0","0","0","0"
"C0A9E0","0","14.5","0","0","0","0","0","0","0","0","2.5","0","0","0","0","0","0","0","0","0","0.5","1","11","1.5","0","0","0","0","0","0","0"
"C0A9F0","0","11.5","0","0","0","0","0","1","44","2.5","6","0","0","0","0","0","0","2","0.5","0","6","1.5","11","3","0","0","0","0","0","0","0"
"C0AC40","0","7","0.5","0","3","1","0","10","28.5","4","2","0","0","0","0","0.5","0","15","16","5","7","11.5","38.5","25.5","1","0.5","0.5","1.5","0","5","19.5"
"C0AC60","0","43.5","0","0","0","0","0","0","75.5","1","6","0","0","0","0","0","0","0","0","0","0.5","10","5","4.5","0","0","0","0","0","0","0.5"
"C0AC70","0","42","0","0","0","0","0","0.5","63","0.5","8.5","0","0","0","0","0","0","1.5","0.5","0","2.5","25","3","5","0","0","0","0","0","0","0.5"
"C0AC80","0","58","0","0","0","0","0","5","72.5","0.5","6","0","0","0","0","0","0","0.5","0","0.5","5","32","2","7","0","0","0","0","0","0","0"
"C0ACA0","0","44.5","0","0","0","0","0","0.5","29.5","0","4.5","0","0","0","0","0","0","0","0","0","1","0","7.5","3.5","0","0","0","0","0","0","0"
"C0AD00","0","2","0","0","0.5","0","0","21","41.5","3.5","0","0","0","0","0","0","0","2.5","2","0.5","1.5","0.5","3","8.5","0","0","0","0","0","0","14"
"C0AD10","0","0","0","0","0","0","0","7.5","14","2.5","0","0","0","0","0","0","0","0","0","0","1","3.5","5","5","0","0","0","0","0","0","0"
"C0AD30","0","18","0","0","0","0","0","1.5","24.5","0","1.5","0","0","0","0","0","0","0","0","0","0","1","4","1.5","0","0","0","0","0","0","0"
"C0AD40","0","35.5","0","0","0","0","0","0.5","59.5","0","2","0","0","0","0","0","0","0","0","0","1","8.5","3.5","4","0","0","0","0","0","0","1"
"C0AD50","0","59","0","0","0","0","0","0","61.5","0","1.5","0","0","0","0","0","0","0","0","0","0","7.5","3.5","4.5","0","0","0","0","0","0","0"
