"stno","2018-02-01","2018-02-02","2018-02-03","2018-02-04","2018-02-05","2018-02-06","2018-02-07","2018-02-08","2018-02-09","2018-02-10","2018-02-11","2018-02-12","2018-02-13","2018-02-14","2018-02-15","2018-02-16","2018-02-17","2018-02-18","2018-02-19","2018-02-20","2018-02-21","2018-02-22","2018-02-23","2018-02-24","2018-02-25","2018-02-26","2018-02-27","2018-02-28"
"466880","5","10","32.5","32","20","0","15","9.5","5.5","5.5","7","0","0","0","0","0","0","0","0","0","0.3","24","0.5","-9998","6","-9998","0","19"
"466900","3","1","10.5","21.5","18.5","0","12","6","2","8","8.5","-9998","0","0","0","0","0","0","0","0","-9998","31.5","0","0.5","5","1","0","10.5"
"466910","23.5","26","48","70.5","17","0","23","18.1","14","9.5","20","0","0","0","0","0","6","0","0","0","6.5","41","1.2","0.4","7","3","0","13"
"466920","2.8","5.9","26.5","28","17","-9998","14.5","9.5","3.9","5.9","4.5","0","0","0","0","0","0","0","0","0","0.2","19.1","0","-9998","6.4","0.1","0","19.3"
"466930","22.6","23.1","55.4","108.1","48.6","0","16.9","14.5","10.3","10.3","17.8","0","0","0","0","0.1","4.5","0","0","0","3.9","38.6","1.5","-9998","6.1","2.3","0","11.9"
"466940","14.5","28.5","38","44","25","0","38.5","19.5","5","33","16.5","0","0","0","0","0.4","1","0","0","0.1","24.5","46","0.5","-9998","12","0.5","0","13"
"466950","2","1","9","16.5","8","0","0.5","3.5","16.5","5.5","6","0","0","0","0","0","0","0","0","0","-9998","11","0.3","0.2","0.4","0","0.9","5.8"
"466990","1","0","3.5","1","5.5","0","17","5","-9998","0","0.5","1","2","0","0","0","0.5","0","0","0","0","11","11.5","0","1","0","0","0.5"
"467050","4.2","2.1","9.6","16.5","18.3","0","4.9","5.9","0","7.9","1.5","0","0","0","0","0","0","0","0","0","0.3","26.8","0","0","3","0","0","5.6"
"467060","4.5","20","28","15","2","-9998","25","5","0.5","2","24.5","-9998","0","0","0","0","20","0","0","0","21.5","36","3.5","0","0.5","1.5","0","0"
"467080","2.8","2.1","7.5","10.1","5.1","-9998","21.3","14.4","0.5","2","1.9","0","0","0","0","0","3.4","0.5","0","0","0.5","15","0.3","-9998","2.2","1","0","1.5"
"467110","0","0.7","0","0","0","0","0","0","0.1","8","0","0","0","0","0.6","0","0","0","0","0","0","9.5","0","0.2","0","0","0","1.5"
"467300","0.3","0","0","0","0","0","1.6","1.6","0.7","1.8","0.6","0","0","0","0","0","0","0","0","0","0","6.4","0","0","0","0","0","0"
"467350","0.5","0","0","0","0","0","3","1.5","1","0.4","0","0","0","0","0","0","0","0","0","0","0","4.5","0","-9998","0","0","0","0"
"467410","0.5","0","0","0","0","-9998","0.5","3.5","0","0.5","0.5","0","0","0","0","0","0","0","0","0","0.5","5.5","0","0","0","0","0","0"
"467420","2","0","0","0","0","-9998","0.5","5","0","0.5","0.5","0","0","0","0","0","0","0","0","0","-9998","6.5","0","0","0","0","0","0"
"467440","1","0","0","0","0","0","0","0","0","0","3.5","0","0","0","0","0","0","0","0","0","0","-9998","0","0","0","0","0","0"
"467480","3","0","0.2","0","0","0","2.5","3.5","1","0.5","0.5","0","0","0","0","0","0","0","0","0","-9998","12.5","0","0","0","0","0","0"
"467490","2.5","0","1","-9998","-9998","0","1.5","4","0.5","-9998","1","0","0","0","0","0","0","0","0","0","0","14","-9998","-9998","0","0","0","1"
"467530","19.5","0","4.1","0.2","1","0.7","12","25.5","8","2.3","11","0","0","0","0","0","0","0","0","0","0","34.5","0.5","0","0","0","0","12"
"467540","0.5","0","0","0","0","0","2","1","0.1","0","0","0","0","0","0","5","0.5","0","0","0","0","0","0","0","3.5","0","0","0.3"
"467550","7","0","0.5","0","0","0","5.5","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0.7","0","0","0","0"
"467571","4.5","1.5","8.5","5","10","0","6.5","4","2","1.5","2","0","0","0","0","0","0","0","0","0","1","23.5","0.5","-9998","4","0","0","9"
"467590","0","1","0","0","0","0","1","0.5","0","0","0","0","0","0","0","33","0","0","0","0","0","0","0","0","0","0","0","0"
"467610","5.8","0.6","0","0","0","0","1.6","1.2","0","6.8","3.9","0","0.3","0","0.2","0.6","3.9","0","0","0","1.4","0.1","0","0","6.8","0","0","0"
"467620","5.1","0.8","1.9","7.4","9","2.4","9.5","9.5","7.5","16.4","1.5","1.6","0.2","0.4","0","14.1","0.1","2.3","13.7","16.4","17","4.3","2.5","5","0.1","4.2","4.9","0"
"467650","7.5","1","3","-9998","4.5","0","7.5","10","5","2","5.5","0","0","0","0","0","0","0","0","0","0","25","-9998","0","0","0","0","1"
"467660","-9998","0","0","0","0","0","2","1.5","0.5","0.8","-9998","-9998","2","0","0","0.1","0","0","0","-9998","0.2","0.5","0","0","6.5","0","-9998","-9998"
"467770","2","0","0","0","0","0","2.5","3","-9998","-9998","1","0","0","0","0","0","0","0","0","0","0","8.5","0","0","0","0","0","-9998"
"467990","0.2","1.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-9998","0.2","3.9","0","3.2","3.2","0","0","4"
"C0A520","6","11.5","37","33.5","18.5","0","14","9","5.5","6","8.5","0","0","0","0","0","0","0","0","0","0","24.5","0.5","0","7.5","0","0","16"
"C0A530","9.5","10","24.5","22.5","27.5","0","14","13.5","0.5","7","12.5","0","0","0","0","0","0","0","0","0","1.5","22","0.5","0.5","13.5","0.5","0","11"
"C0A540","9","8","15","15.5","23","0.5","17","20.5","3.5","6.5","12.5","0","0","0","0","0","0.5","0","0","0","2","19.5","0.5","0","11.5","2","0","7"
"C0A550","21","38.5","33","45.5","43.5","0.5","27","28.5","3.5","18","36","0","0","0","0","2","7.5","0","0","0","16","40.5","3.5","0.5","13","2","0.5","5.5"
