"stno","2017-02-01","2017-02-02","2017-02-03","2017-02-04","2017-02-05","2017-02-06","2017-02-07","2017-02-08","2017-02-09","2017-02-10","2017-02-11","2017-02-12","2017-02-13","2017-02-14","2017-02-15","2017-02-16","2017-02-17","2017-02-18","2017-02-19","2017-02-20","2017-02-21","2017-02-22","2017-02-23","2017-02-24","2017-02-25","2017-02-26","2017-02-27","2017-02-28"
"466880","0","0","0","0","0.4","0","0","-9998","2","0","0","0","0","0","0","0","0","0","0","0.5","0","18","1.5","42","39.5","19.5","0","1"
"466900","0","0","0","0","0","0","0","3","6","0","0","0","0","0","0","0","0","0","0","5.5","0","17","6","39","27","16.5","-9998","1"
"466910","15","13","0","0","3.5","0.5","0","14.5","15.1","0","0","0","0","0","0","0","0","0.8","0","8.5","5.1","23.3","10","43.7","45.9","21","1","2.1"
"466920","0","0","0","0","-9998","0","0","0","3.5","0","0","0","0","0","0","0","0","-9998","0","1","0","21.1","0.6","44.2","37","15.5","0","0.8"
"466930","14.9","12.1","0","0","6.8","-9998","0","1.3","5.2","0","0","0","0","0","0","0","0","1.5","0","7.7","4","20.2","11.3","44.8","38.6","14.4","0.5","0.7"
"466940","1.1","0","0","0","0.6","0","0","4","6.2","0","0","0","0","0","0","0","0","13.6","0","14.7","8.4","20.5","23","59.2","80.2","29","0","4"
"466950","0.4","0.6","0.3","0","0","0","0","2.5","3","0","0","0","0","0","0","0","0","0","0","2.4","0","22.6","1.9","23.1","16.7","6.8","0","1.5"
"466990","0.5","0","0","21","1","0","0","0","1.5","0","1.5","2","1.5","0","0","0","0","3","2","0","0","1.5","0.5","2.5","7.5","5.5","0","0"
"467050","0","0","0","0","0","0","0","0.4","1.8","0","0","0","0","0","0","0","0","0","0","5.7","0","19.8","3.3","20.4","16.5","14.2","0","0"
"467060","25.3","26.7","0","1.6","7.9","1.2","0","0","0.2","0","0","1.9","1.3","0","0","0","0","2.4","0","4.3","76.5","6","1.5","11.2","34.2","6.5","0","0.6"
"467080","0.3","0.8","0","-9998","2.7","-9998","0","0","0","0","0","1.9","0.6","0","0","0","0","0","0","0.2","6.4","7.6","0.5","12","30.7","11","0","-9998"
"467110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.5","0","65.5","0","3.7","6.5","1.9","0","0"
"467300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0.2","0.5","0","0","0","0","0"
"467350","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0","3.2","-9998","-9998","-9998","-9998","0","0"
"467410","-9998","0","0","0","0","0","0","0","0","0","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467420","-9998","0","0","0","0","0","0","0","0","0","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467440","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467480","0","0","0","0","0","0","0","0","0","0","-9998","0","0","0","0","0","0","0","0","-9998","0","1","0","0","0","0.2","0","0"
"467490","-9998","0","0","0","0","0","0","-9998","0","0","0","0","0","0","0","0","0","0","-9998","1.9","0","8","0","2.4","1","7.5","-9998","0"
"467530","3.4","0","0","0","0","0","0","0","0","0","17","1","0","0","0","0","0","0","0.2","3.5","0","6.5","0","1.1","0.2","0.5","0","0"
"467540","0","0","1","2.5","0.4","1","0","0","0.1","0.2","0","0","0.5","0.3","0","0","0","3.7","2.5","3.5","0","0.1","0","0","0","0.5","0","4.3"
"467550","12","0","0","0","0","0","0","0","0","0","2.3","0.6","0","0","0","0","0","0","0","9","0","20.5","0.5","0","0","-9998","0","0"
"467571","0","0","0","0","0","0","0","0.1","1.5","0","0","0","0","0","0","0","0","0","0","1","0","26.1","8.5","23.5","19","12","-9998","0"
"467590","1","0","0","2.5","-9998","0","0","0","0","0","0","0","0","0.5","0.2","0.5","0","0.5","0.5","-9998","0","0","0.5","0","0","0","0","0"
"467610","15.7","3.2","3.2","6.7","5.1","5.6","0","0","11.8","0.2","0.7","0.2","4.4","0","0","0","0","35.9","1.6","3.4","1.6","0.6","1.3","0","0","2.1","0","1.1"
"467620","5.4","0","6.4","0","0","6","0","0","3.9","3.7","4.9","4.3","11.6","0","2","0","0","0.4","17.1","28.9","8.1","4.2","2.4","5.8","4.9","4.6","3.5","1.2"
