"stno","2018-05-01","2018-05-02","2018-05-03","2018-05-04","2018-05-05","2018-05-06","2018-05-07","2018-05-08","2018-05-09","2018-05-10","2018-05-11","2018-05-12","2018-05-13","2018-05-14","2018-05-15","2018-05-16","2018-05-17","2018-05-18","2018-05-19","2018-05-20","2018-05-21","2018-05-22","2018-05-23","2018-05-24","2018-05-25","2018-05-26","2018-05-27","2018-05-28","2018-05-29","2018-05-30","2018-05-31"
"466880","0","0","1","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","-9998","0"
"466900","0","0","0","0","0","0","-9998","59.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","-9998","0","0","0","-9998","0"
"466910","0","1.5","4.1","0","0","0","0","29.5","0","0","0","0","0","0.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5"
"466920","0","0","1.4","0","0","0","0","32.1","-9998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1.5","0"
"466930","0","0.1","5.4","0","0","0","0","22.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4","0.3","0"
"466940","0","22","1.5","0","0","0","1.5","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1.5","0","0.5"
"466950","0","0","0.5","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"466990","0","0","0.2","3.5","0","2","0.5","7.5","3.5","0","0","0","0","0.5","0","6.5","0","0","0","0.5","1","0","0","-9998","0","0","0","0","0","0","0"
"467050","0","0","0","0","0","0","0","24.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467060","0","0","15.5","0","0","0.5","-9998","16","-9998","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","-9998"
"467080","0","0.4","1.6","0","0","0","0","13.5","2.8","0","0","0","0","0","0","0","0","0","0","0.2","0.3","-9998","2.1","0","0","0","0","0","0","0","12.2"
"467110","0","0","1","0","0","0","205.5","1","2.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.8"
"467300","0","0","0","0","0","0","0","7.6","8.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467350","0","0","0","0","0","0","0","38.8","0.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
