"stno","2015-08-01","2015-08-02","2015-08-03","2015-08-04","2015-08-05","2015-08-06","2015-08-07","2015-08-08","2015-08-09","2015-08-10","2015-08-11","2015-08-12","2015-08-13","2015-08-14","2015-08-15","2015-08-16","2015-08-17","2015-08-18","2015-08-19","2015-08-20","2015-08-21","2015-08-22","2015-08-23","2015-08-24","2015-08-25","2015-08-26","2015-08-27","2015-08-28","2015-08-29","2015-08-30","2015-08-31"
"466880","0","0","0","-9998","6","10.5","13.5","236","0.7","0","0","1.2","17.5","2.5","0","5.5","0","41.5","0","0","-9998","0.5","21.5","1.7","28.5","13","39.5","62.5","12.5","7","8"
"466900","0","0","0","0","0","4.5","29.5","207","-9997","-9997","-9997","0","2.5","6","0","0.5","0","2","0","0","0","3","14","0","13","2","20","7.5","38","7","19.5"
"466910","0","0","0","0","-9998","3.8","15","265.5","4.1","0","0","0","2.2","8.5","0.5","3.8","0","28","0","0.4","3.2","24.8","43","1","17","-9998","46.5","44.2","33.1","7","25.3"
"466920","0","0","0","0","17.2","1.5","16.2","306.7","4","0","16.2","2.2","30.5","12.8","0","4.8","0.2","91.5","0","0","1.9","4","23","2","25.4","8","70.5","59","10.7","9.9","10"
"466930","0","0","0","0","0.7","4.6","31","451.5","6.6","0","0","0","4.8","7.1","0","3.5","0","18.9","-9998","0.3","1.7","16.6","37.6","4","6.5","3","58.7","31.9","20.6","7.9","11.9"
"466940","0","0","0","0","0","1.2","9.5","317","11.7","0","0.1","0","29","17","0","1.8","0","25.5","0","1","7.5","17.3","21.2","0.3","47.5","2.4","68","80.4","7.5","9.1","4.2"
"466950","0","0","0","0","0","4","2","196.5","19.5","0","0","0","0","1.3","0","0","1.3","4.1","0","0","0","0.5","10.5","0","12","0.1","14","17.5","23.7","3.6","24.3"
"466990","0","0","0","0","0","1.5","36","157","11","0","0","0","15","2","0","5.5","2","5","0","0","26","183","24.5","0.5","27.5","22.5","13.5","6","-9998","4","2"
"467050","0","0","0","0","0.4","14","5.5","44","1","0","0","0","0","0","0","16","0","0","0","0","0","0","7.5","4","56","6","14","0.5","13","9.5","14"
"467060","0","0","0","0","0","23.8","78.9","154.8","140.5","0.1","0.2","0","4.9","27.1","1.7","6.3","5.9","0","0","2","36.5","56.9","29.9","0.5","44.9","21.6","30.3","67.8","5.2","5.7","25.8"
"467080","0","0","0","0","0","22.2","12.9","304","7.4","0","0","0","19.4","8.5","0.1","4.9","15.4","5.1","0","0","34.5","42","58","0","7.2","20.5","62","56","4.5","5.5","7.7"
"467110","0","0","0","0","0","0","0","7.3","3.6","13.2","0.2","0","0","0.3","0.7","0","3.3","3.2","2.5","0","0","0","2.7","11.3","0","0","26.7","44.3","27.3","19.4","16.6"
"467300","0","0","0","0","0","0","0","161","112.2","0","0","0","12.7","21.2","0.8","2.8","4.3","0","0","0","0","0","0.5","-9998","7.6","23.4","17","98.1","60.4","88.3","46.5"
"467350","0","0","0","0","0","0","-9998","220.3","85.4","0","0","0","4.1","8.3","3.1","47.4","0","0","0","0.9","0","0","-9998","1","2.4","68.6","11.5","68.6","83.8","157","26.5"
"467410","-9998","0","0","0","0","0","0","151.5","126","0","0","-9998","13.5","16.5","1","5.5","16.5","0","0","0","0","0","1.5","4.5","25.6","56.5","25.5","20.5","89","39.5","36.5"
"467420","0","0","0","0","0","0","0.5","182","139","0","0","-9998","13","13.5","1","10.5","8","0","0","0","0","0","0.5","12.5","42.5","61.5","34.5","23.5","92.5","41","44.5"
"467440","0","1","0","0","0","0","0","162.5","60.5","0","0","-9998","0","10","8","0","4","1.5","2","0","0","-9998","1","0.5","15.5","49.5","28.5","52","70.5","21","60"
"467480","0","0","0","0","0","0","0","185.7","51","0","0","0.3","-9998","8","0.4","19.8","52.5","0.6","21","0.5","-9998","16.5","2.4","0.1","15.5","9.8","28.4","13.2","45.5","54.1","35.2"
"467490","0","0","0","0","0","0","0","52.6","16.3","0","0","0","0.4","9.9","10.8","56.9","24","0","-9998","0","0","0","0","15.3","6.1","65.4","14.6","7.4","48.3","18.3","22.1"
"467530","0","0","0","0","1","0","5.6","401","78","0","0","0.6","55.5","44","25.2","48","28.5","4.5","4","0","0","1.8","14.5","19.6","30","30","49","27.5","67","30","19"
"467540","0","0","0","0","0","0","1.5","246.5","37.5","0","0","0","0","0","0","0","0","107","0","0","36.7","46","-9998","0","63","8.5","12.5","5.5","21.5","3.7","4"
"467550","0","0","0","0","0","0","17.5","198.7","53.8","0","0","0","15.8","33.6","14.8","45.5","15.5","0","4","0","0.5","6.5","28","29","20","13.5","32","26.5","43","39.5","21"
"467571","0","0","0","0","0","0.3","2.8","77.6","1.3","0","0","0","0","0","0.1","16.4","0","0","0.5","0","0","0","3.4","4.8","20.5","26","18.8","0.5","11.5","5","30.5"
"467590","0","0","0","0","9.5","0","0","13","-9998","0.5","0","4","0.5","2.5","0","1","0","0.5","0","0","15.5","61.5","0.2","0","6","6.5","24.5","12","42","20.5","17"
"467610","0","0","0","0","0","0","18.4","15.5","125.5","0","0","0","0","0.1","0","0","2.8","0","0.9","2.5","65.7","67.4","4.3","8.4","5.5","3.3","0.8","0.7","0.9","0.3","7.3"
"467620","0","2.8","0","0","0.2","0","32.5","2.3","0","0","0.5","0","0","0","0","0","0","102.4","0.4","0","68.6","204.3","9.4","0","5.8","17.3","36.9","0.6","20","2.2","0"
"467650","0","0","0","0","2.5","0","9.5","90.5","22","0","16","80.5","28","77.5","7","39","4","-9998","7","0","0","-9998","5","9","57","57.5","64.5","3.5","20.5","13","7.5"
"467660","0.3","0","0","0","0","0","4.8","21","0","0","0","0","0","0.1","0","0","-9998","0.9","0","0.2","17.5","73.6","0.6","0","43.5","2.4","3.2","0.5","4","0.4","7.7"
"467770","0","0","0","0","0","0","14.2","38.5","35","0","0","0","0","0","4.5","72.5","2.5","0","0","0","0","0","0.1","0.2","-9998","55.5","40","9.5","17","33.5","17.3"
"467780","0","0","0","0","0","4","2","141.5","100","0","0","1","29.5","18.5","-9998","2","30","0","0","0","0","0","0","3.5","15","115","90","53","58.5","69","36.5"
"467990","0","0","0","0","0","0","2.7","84","65.5","26.3","0.5","0","0.4","5.7","0","0.2","0","1.7","9.6","0","0","0","0.9","0","0","0","0","1","0.9","2.1","3.4"
"C0A520","0","0","0","0","15","10.5","8.5","136","0","0","0","1","8.5","0","0","6.5","0","25.5","24","0","0","1","47.5","5.5","25.5","16","26.5","37.5","26.5","7","8.5"
"C0A530","0","0","0","0","0","41.5","62.5","421","11","3","5","0","59.5","9","0","5","2.5","7.5","0","1.5","36","43.5","109","7","0","9","41","72","9.5","9.5","5"
"C0A540","0","0","0","0","3.5","5.5","92.5","501.5","32.5","0.5","0.5","0","86.5","30","0","4.5","8","45.5","0","2","61.5","92.5","95","2","0","10.5","27.5","67","7","14.5","4.5"
"C0A550","0","0","0","0","0","7.5","41.5","257.5","31","0","0","0","28","57.5","0","3","5.5","30","0","1.5","48.5","57","133.5","2.5","0","8.5","26.5","44.5","7","10.5","4"
"C0A560","0","0","0","0","4","40","208","583.5","0.5","0","0","0","22.5","0.5","1","11.5","11","28.5","0","5","12.5","59","81","14.5","0","18","31.5","20.5","7","9","4.5"
"C0A570","0","0","0","0","0","19","112.5","447.5","0.5","13.5","0","0","42.5","6","0.5","7","15","36","0","2","49.5","76","85","10.5","0.5","12","32","66.5","12.5","8.5","4.5"
