"stno","2013-10-01","2013-10-02","2013-10-03","2013-10-04","2013-10-05","2013-10-06","2013-10-07","2013-10-08","2013-10-09","2013-10-10","2013-10-11","2013-10-12","2013-10-13","2013-10-14","2013-10-15","2013-10-16","2013-10-17","2013-10-18","2013-10-19","2013-10-20","2013-10-21","2013-10-22","2013-10-23","2013-10-24","2013-10-25","2013-10-26","2013-10-27","2013-10-28","2013-10-29","2013-10-30","2013-10-31"
"466880","0.5","0","-9998","1.5","37.5","17.5","1.4","0.7","11","0","4.5","-9998","0","0","-9998","0","-9998","0.5","-9998","-9998","0","-9998","0.5","0.5","0","0","0","0","0","0","0"
"466900","1","0","2.5","33","9.5","7.5","0","0","0","0","0.5","0.5","0","0","0","0","1","0.5","0.5","7","0.5","4","2","7","0","0","0","0","0","0","0"
"466910","3","0.5","17.5","18","129","99","0.5","0","8","0.5","4.5","22","2.5","4","0","1","24.5","11.5","12","12","16","6","10.5","59.5","0","0","0.5","0","0.5","6","26"
"466920","0","0","2.1","1.5","28","51.5","0","-9998","13.5","0","-9998","-9998","0","0","0.3","-9998","0.5","0.5","-9998","0.5","-9998","1","1.5","1.5","0","0","0","0","0","-9998","-9998"
"466930","19","1.5","10","2.5","93","181.5","0.5","0","5","0","9","16","0","0.5","5.5","2.5","30","12","6","4","8.5","5","3","35","0.5","0","0.5","0","-9998","2","12"
"466940","0","0","0.2","0.5","2.9","28.8","1.3","-9998","6.5","-9998","0.1","-9998","1.5","1.2","1.1","-9998","10.4","4.2","6.3","0","8.1","2.7","-9998","5.3","-9998","0","-9998","0","0.1","2.9","14.4"
"466950","0","0","0","0","0.9","73.5","0","0.1","0","0","0","0","0","0","0.7","0.3","0.5","0","0","0","1.8","1","0","0","0","0","0","0","0","7.5","-9998"
"466990","0","0","0","0","0","26","28","0","0","0","2.5","77","0.5","10","0.5","0","4","4","0","0","0","0","0","0","0","0","5","0","1","14","3"
"467050","0","0","1","0.9","1.5","1","0.6","0","0","0.5","0","0","0","0","0","0","0","0","0","1.3","0","0","0","0.2","0","0","0","0","0","0","0"
"467060","0","0","1.4","0.9","16.8","5.8","16.5","2.2","51.4","0","29.2","35","1.3","0.9","0","0","20.9","7","1.2","27.2","27","-9998","1.4","0","0","0","1.9","0","0.2","1.4","16.7"
"467080","-9998","0","-9998","-9998","26.4","23.7","1.2","13","4.3","3.1","6.3","44.2","-9998","0.5","-9998","0","8.6","13.1","7","2.5","3.8","1","1.2","0.1","0","0","0","-9998","0","4","19.2"
"467110","0","0","0","0","0","0","0","0","3.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467350","0","0","0","-9998","-9998","0","0","0","0","0","0","0","0","0","0","0","0","-9998","0","0","0","0","-9998","0","0","0","0","0","0","0","0"
"467410","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467440","0","0","0","0","0","0","0","0","0","22.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0","0","0","0","0","0"
"467480","0","0","0","0","0","4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467490","0","0","0","0","-9998","2.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467530","0","0","0","0","0","13.5","1.1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467540","3","5","0","0","0","0","0","0","15.5","11","0","0","10","70.5","0","0","0.5","0.2","-9998","0","0","0","0","21","0","0.1","0","0","0","0","0"
"467550","0","0","0","0","0","2.5","-9998","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"467571","0","0","0","4","20.2","7","1.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-9998","3.6","1.3","0","0","0","0","0","0","0"
"467590","2","1.5","-9998","0","0","0","0","0","9.5","0","0","7.5","2.5","0","1","0","2.5","0","1","0","0","0","0.5","0","0","0","0","0","0","0","0"
"467610","23.5","0.2","0.9","0","0","0","0.4","0.5","4.2","2","2.5","12.5","0","2.7","10.9","15.3","9.4","0.2","2","0","2.5","1.5","0.1","3.5","-9998","0","0","0","0","4","1.4"
"467620","3","4.5","0","0","1","0","2.8","0","0","1.5","0","0.5","1.8","3","17.3","0","0.3","0.6","2.1","0","5.4","0.5","0.3","0","0","0","0","0","0","0.3","0"
