"stno","2010-04-01","2010-04-02","2010-04-03","2010-04-04","2010-04-05","2010-04-06","2010-04-07","2010-04-08","2010-04-09","2010-04-10","2010-04-11","2010-04-12","2010-04-13","2010-04-14","2010-04-15","2010-04-16","2010-04-17","2010-04-18","2010-04-19","2010-04-20","2010-04-21","2010-04-22","2010-04-23","2010-04-24","2010-04-25","2010-04-26","2010-04-27","2010-04-28","2010-04-29","2010-04-30"
"466880","0","5.5","2.5","1","4.5","23.9","8.5","30.5","0.5","0","0","0","1","0.1","7.8","1","0","6.5","0","1","0","0.6","14","2.4","0","1","9","6","0","2.2"
"466900","0","5.5","6","2.5","0.7","19.5","4.5","49","2","0","0.2","0","8.3","0","11.8","1","0","12","0","0","0","0","16.5","1.5","0","6.4","6.7","1.5","0","1.1"
"466910","0","9","17.5","2","0.5","26.5","7.5","53.5","9","0","0","0","11.5","3.5","17.5","2.5","0","16.5","0","0","0","0","20.5","4.5","0.5","10","8","5","0","2"
"466920","0","5","5.5","0.5","8","14.6","3","35.2","1","0","-9998","0","0.5","-9998","5.4","1","0","8","0","0","0","-9998","5.7","0.9","0","2","9.2","5","0","2"
"466930","0","8","12","2","0","15.5","8","51.5","0.5","0","0.1","0","11","1.5","13","0.5","0","14.6","0","0","0","0","14.5","4.5","0","7","8.5","2.5","0","1.5"
"466940","0","24.5","30","1.5","0.6","31.5","12.5","29","0.5","0","0","0","23.3","12.5","13","2","0","5.3","0","0","0","6.8","15","-9998","0","1","6","6.5","0","0.6"
"466950","0","2.2","31.3","13","0","66.5","1.5","35.3","0","0","0.2","0.8","14.5","4","7","0.6","0.1","68.4","0","0","0","0","8.5","0","0","4.4","1.4","4","0","0.1"
"466990","0","0.1","0","0.1","11.5","4.5","1","8","5.7","0","0","0","0","0","0.6","0.2","0","2","0.5","1.7","0","0","-9998","0","0","0.1","5","3.5","12.5","2"
"467060","0","13.8","4.2","0","7","3.9","1.3","15.2","4.8","0","0.6","0","31.3","14.6","2.6","0.9","0","10","0","0","50.1","1.8","7.4","-9998","1.4","0","1.3","13.7","0.6","1.9"
"467080","0","10","9.4","1.2","3","10.4","0.1","15.1","2.3","0","0","0","4.4","4.2","2","0.5","-9998","2","0","0","0","41.9","3","-9998","0","0","1.8","2","0.3","4"
