"stno","2015-04-01","2015-04-02","2015-04-03","2015-04-04","2015-04-05","2015-04-06","2015-04-07","2015-04-08","2015-04-09","2015-04-10","2015-04-11","2015-04-12","2015-04-13","2015-04-14","2015-04-15","2015-04-16","2015-04-17","2015-04-18","2015-04-19","2015-04-20","2015-04-21","2015-04-22","2015-04-23","2015-04-24","2015-04-25","2015-04-26","2015-04-27","2015-04-28","2015-04-29","2015-04-30"
"466880","-9998","0","0","0","0","0","-9998","2.5","5.4","9","22","0.5","0","0","0","0","0","8.5","9","7.5","14.5","0.5","0","0","0","0","0","0","0","0"
"466900","0","0","0","0","0","0","-9998","8.5","4.5","19.5","15","5","0","0","0","0","0","1","2","19.5","14","0.5","0","0","0","0","0","0","0","0"
"466910","0","0","0","0","0","0","3","19.5","5.5","20.5","18.5","3.3","0","0","0","0","0","10.4","1.9","16.8","17.8","0.5","0","0.6","1.5","0","0","0","0","0"
"466920","0","0","0","0","0","-9998","0","2","5","9.6","21.2","4.6","0","0","0","0","0","12.9","8.7","12.1","11.4","-9998","0","0","0","0","0","-9998","0.1","0"
"466930","0","0","0","0","0","0","2","15.5","7.8","20","17.5","0.6","0","0","0","0","0","3.8","3","10.5","15.6","0","0","0.2","0","0","0","0","0","0"
"466940","0","0","0","0","0","1.4","14.5","11.3","8","22","17.7","4.7","0","0","0","0","0","14.5","2.3","23","17","0.3","0","1","0","0","0","0","-9998","0"
"466950","0","0","0","0","0","0","0.8","2.9","1.3","19.8","4.5","0.7","0","0","0","0","0","9.5","0.5","23.5","6.7","0","0","1","0.2","0.7","0","0","0.2","0"
"466990","0","0","1","0","0","0.5","3","-9998","1","0","12.5","8","1.5","0","0","0","0","3","-9998","2.5","4","3","0","0.5","4.5","1","0","0","3","8"
"467050","0","0","0","0","0","0","0.5","12.5","2","12.5","20","4.5","0","0","0","0","0","2.5","3","13","33.5","0","0","0","0","0","0","0","0","0"
"467060","0","0","0","0","0","-9998","2.8","1.5","0","1.7","23.4","3.7","0","0","0","0","1","13","1","0.7","5.4","-9998","1.8","19","9.1","-9998","0","-9998","-9998","0"
"467080","0.3","0","0","0","0","0","1.6","0","4.2","1.7","23.4","1.8","0","0","0","0","0","0.3","1.1","2.2","7.7","0","0.5","26.6","0.3","1.2","0","0.7","0.5","0.9"
"467110","0","0","0","0","0","0","4.3","2.1","2.7","9.6","12.3","0","0","0","0","0","0","-9998","0","16.2","5.9","0","0","0","0","0","0","19.3","0.5","0"
"467300","0","0","0","0","0","0","0","0","0","0","7.5","0","0","0","0","0","0","1.8","0","0","26.6","0","0","0","0","0","0","0","0","0"
"467350","0","0","0","0","0","-9998","0","0","2.7","0.2","15.1","0.6","0","0","0","0","0","0","0","0","54.1","0","0","0","0","0","0","0","0","0"
"467410","0","0","0","0","0","2","0","0","0","0","11.2","1","-9998","0","0","0","0","0","0","0","11.6","-9998","0","0","0","0","0","0","0","0"
"467420","0","0","0","0","0","0","0","0","0","0","22","1.5","0","0","0","0","0","0","0","0","18.7","0","0","0","0","0","0","0","0","0"
"467440","0","0","0","0","0","3.5","0","0","0","0","1.5","0.5","0","0","0","0","0","0","0","0","1.5","0","0","0","0","0","0","0","0","0"
"467480","0","0","0","0","0","57","0","0","0","0","10.5","2.3","0","0","0","0","0","0","0","0","38.1","0","0","0.2","0","0","0","0","0","0"
"467490","0","0","0","0","0","0","0","0","2.8","0.4","25.3","5.4","0","0","0","0","0","1.4","0.9","0","11.5","0","0","0","0","0","0","0","0","0"
"467530","0","0","0","0","0","35.5","0.5","0","1.2","0","40","7.7","0.1","0","0","0","0","0","0","0","32","0","0","0","0","6.5","0","0","0","0"
"467540","0","0","0","0","0","135","2","0","0","0.7","3.2","0","0","0","0","0","21","28","0","0","3.5","0","0","0","1","0","4.7","0","0.5","0.5"
"467550","0","0","0","0","0","22","1","0","0","0.5","25","14","0","0","0","0","0","0","0","0","18.8","0","0","0.4","0.7","2.3","0","0","0","0.4"
"467571","0.2","0","0","0","0","0","0","6.8","4.9","8.5","32.4","0.1","0","0","0","0","0","2","2.1","10.5","33","0","0","0","0","0","0","0","0","0"
"467590","0","0","0","0","0","89.5","-9998","0","0","0","0.5","0","0","0","0","0","0","0","0","0","6.5","0","0","0","0","0","-9998","6.3","0","0"
"467610","0","1","0","0","0","9.9","0.1","0.6","0","1.4","7.8","1.3","0.2","0","0","0","6.7","26.4","0","0.2","1.1","0.1","0","2","0","3.4","0.7","1.1","2.6","2.9"
"467620","0","0","0","0","0","2.7","1","0.4","6.6","6.5","12.9","15.5","81.7","0","0","30.7","0","0","0","0","7","7.7","0.2","0.2","74.1","97.5","8.2","0","0","1.7"
"467650","0","0","0","0","0","49.5","0","0","0","0","13.5","4","0","0","0","0","0","0","0","0","19.5","0","0","0","0","0","0","22","0","-9998"
"467660","0","0.2","0","0","0","44","0.5","0","0","0","10.9","-9998","0","0","0","0","53","2.9","0","0","1","1.4","0.3","-9998","0","4.5","1.1","0","0","0.3"
"467770","0","0","0","0","0","0","0","0","2","1","19.5","-9998","0","0","0","0","0","0.8","1.5","0","11","-9998","0","0","0","0","0","0","0","0.4"
"467780","0","0","0","0","0","0.5","0","0","0","-9998","15","3","0","0","0","0","0","0","0","0","29.5","0.5","0","0","0","0","0","0","0","0"
"467990","0","0","0","-9998","0","0.2","0.5","17","21","2","3.5","0","0","0","0","0","0","2","-9998","12","5","0","-9998","0.4","-9998","0","0","12.5","0","0"
"C0A520","0","0","0","0","0","0","0","2.5","5.5","9.5","21","0.5","0","0","0","0","0","3","9","9","14","1","0","0","0","0","0","0","0","0"
"C0A530","2.5","0.5","0","0","0","0","1","5","4.5","5","26","0.5","0","0","0","0","0","12.5","4","7.5","20","0.5","0","0.5","0","0","20","0.5","0.5","0"
"C0A540","3.5","0","0","0","0","0","0.5","3.5","4.5","6.5","28.5","0.5","0","0","0","0","0","6.5","3.5","1.5","16.5","0.5","0","6.5","0.5","0","14","8","0.5","0"
"C0A550","0","0","0","0","0","0","11","16.5","7.5","16.5","32","1","0","0","0","0","0","20","4.5","7","15.5","2.5","0.5","1","1.5","0","7.5","0","0.5","0.5"
"C0A560","0","0","0","0","0","9","1","0.5","3.5","5.5","26.5","0.5","0","0","0","0","0","3","2","0.5","11","0","0","44","0.5","8","0","12","0.5","0"
"C0A570","26","0","0","0","0","0","0.5","1","5","6","26","1.5","0","0","0","0","0","4","2","4","15","0.5","0","26","0.5","1","10","15","0","0"
"C0A640","0","0","0","0","0","0","0.5","10","6.5","10.5","26.5","1.5","0","0","0","0","0","12.5","8","25","20.5","0.5","0","0","0","0","0.5","2","0","0"
"C0A650","0","0","0","0","0","0","5.5","10","7.5","13","30","0.5","0","0","0","0","0","7.5","4.5","27.5","25.5","1.5","0","0.5","0","0","0.5","6.5","0.5","0"
"C0A660","0","0","0","0","0","1","34","12","13.5","37","26","6","0","0","0","0","0","12","3","21.5","18.5","1","0","1","0","0","0","0","0.5","0"
"C0A860","0","0","0","0","0","1","77.5","36.5","19.5","53.5","27.5","8","0","0","0","0","0","3","1","20","24.5","1","0","10","0","0","0","0","0","0"
"C0A870","0","0","0","0","0","0","13.5","28","13","31","27","2","0.5","0","0","0","0","3.5","3","11.5","23","1","0","3.5","0.5","0","0","0","0","0.5"
"C0A880","0","0","0","0","0","0","12.5","2","5.5","22","31.5","0","0","0","0","0","0","23.5","4","14.5","13","1","0","3.5","0","0","1.5","0","3","0"
"C0A890","0.5","0","0","0","0","0","1","9","5.5","13.5","30","0","0","0","0","0","0","23","3","20","23.5","1","0","0","0.5","0","1.5","2.5","0.5","0"
"C0A920","0","0","0","0","0","1.5","53","19.5","17","48","22","20","0","0","0","0","0","9","0","37.5","18.5","1","0","6.5","0","0","0","0","0","0"
"C0A940","0","0","0","0","0","0.5","8","11","6.5","26","17.5","8.5","0","0","0","0","0","5","0","40.5","17","0.5","0","6","0","0","0","0","0","0"
"C0A950","0","0","0","0","0","0","2","2","5","6.5","14.5","1","0","8.5","0","0","0","26.5","4","7.5","13.5","0","0","0.5","0","0","0","0","0","0"
"C0A970","0","0","0","0","0","0","5.5","1","3.5","13","22","0","0","2.5","0","0","1","10","2.5","3","8.5","1","0","18.5","0","0","0.5","0","24","0"
"C0A980","0","0","0","0","0","0","0","5.5","7.5","20","20","0.5","0","0","0","0","0","3","1.5","8.5","18","0.5","0","0","0","0","0","0","0","0"
"C0A9A0","0","0","0","0","0","0","0","2.5","4","9","18","7","0","0","0","0","0","9","4","6","16.5","0","0","0","0","0","0","0","0","0"
"C0A9C0","0","0","0","0","0","0","0","3.5","7.5","17","16.5","2","0","0","0","0","0","3.5","2.5","5.5","16.5","0","0","0","0","0","0","0","0","0"
"C0A9E0","0","0","0","0","0","0","0","4","5","12.5","19.5","0.5","0","0","0","0","0","4","3","5.5","19","0","0","0","0","0","0","0","0","0"
"C0A9F0","0","0","0","0","0","0","0","2","4.5","9.5","19.5","1","0","0","0","0","0","17","2.5","6","13","0","0","0","0","0","0","0","0","0"
"C0AC40","0","0","0","0","0","0","5","16","9.5","23.5","22.5","1.5","0","0","0","0","0","9.5","4.5","16","20","1","0.5","0.5","1.5","0","0","0.5","1","0"
"C0AC60","0","0","0","0","0","0","0","2.5","5.5","9.5","24.5","0.5","0","0","0","0","0","3.5","4.5","13","18.5","1.5","0","0","0","0","0","0","0","0"
"C0AC70","0","0","0","0","0","0","0","2.5","5.5","8.5","22","1.5","0","0","0","0","0","17.5","9.5","11.5","12.5","0.5","0","0","0","0","0","0","0","0"
"C0AC80","0","0","0","0","0","0","1.5","6","5.5","6.5","21.5","1.5","0","0","0","0","0","28","8","13.5","12","0.5","0","0","0","0","0","0","0","0"
"C0ACA0","0","0","0","0","0","0","0","2.5","6.5","11","19.5","0.5","0","0","0","0","0","5","8.5","4","20.5","0","0","1.5","0","0","0","0","0","0"
"C0AD00","0","0","0","0","0","0.5","27","13.5","10","36","19","12","0","0","0","0","0","6","0","33","13.5","0","0","1","0","0","0","0","0","0"
"C0AD10","0","0","0","0","0","0","0","8.5","4","21","16","9.5","0","0","0","0","0","1.5","0.5","15","16","0","0","0","0","0","0","0","0","0"
"C0AD30","0","0","0","0","0","0","0","4.5","5.5","13","19.5","0","0","0","0","0","0","5.5","4.5","5","18","0","0","1.5","0","0","0","0","0","0"
"C0AD40","0","0","0","0","0","0","0","2.5","5.5","9.5","23","0.5","0","0","0","0","0","8","10","12.5","15.5","1","0","0.5","0","0","0","0","0","0"
"C0AD50","0","0","0","0","0","0","0","3","5","10","21","0.5","0","0","0","0","0","1.5","3.5","8","16.5","0.5","0","0","0","0","0","0","0","0"
"C0C460","0","0","0","0","0","0","0","1","7.5","8.5","29","1.5","0","0","0","0","0","14","2","0.5","25.5","0.5","0","3","0","0","0","2.5","0.5","0"
"C0C480","0","0","0","0","0","0","0.5","8","7.5","11.5","23.5","1","0.5","0","0","0","0","2","6","4.5","25.5","0.5","0","0","0","0","0","0","0","0"
"C0C540","0","0","0","0","0","0","0","9","3.5","16","23.5","5.5","0","0","0","0","0","1","0","18","26.5","0","0","0","0","0","0","0","0","0"
"C0C590","0","0","0","0","0","0","1.5","11.5","3.5","15.5","25","5.5","0.5","0","0","0","0","1.5","6","22","32.5","0","0","0","0","0","0","0","0","0"
"C0C630","0","0","0","0","0","0","0","1.5","6","6","26.5","2","0","0","0","0","0","1","1","8.5","19","2","0","0","0","0","0","0","2","0"
"C0C650","0","0","0","0","0","0","0","4.5","7","8.5","29.5","3.5","0","0","0","0","0","2","1","14.5","23.5","1.5","0","0","0","0","0","0","0","0"
"C0D360","0","0","0","0","0","31","0.5","1.5","7.5","20.5","39.5","1","0.5","0","0","0","0","2","0.5","0","19","1","0.5","41.5","0.5","0","1","4.5","0","0"
"C0D390","0","0","0","0","0","0","0.5","2.5","6","10","31","0.5","0.5","0","0","0","0","3","1.5","1.5","19.5","2","0","0","0","0","0","0","10.5","0"
"C0D480","0","0","0","0","0","0","0.5","2.5","5.5","7","28","1.5","0","0","0","0","0","4","0.5","7.5","27.5","0.5","0","0","0","0","0","0","0","0"
"C0D540","0","0","0","0","0","24.5","1.5","1.5","6.5","11","37","1","0","0","0","0","0","7","0.5","0","18","0.5","0","3","0","0","0","0","0","0"
"C0D550","0","0","0","0","0","37.5","0.5","0","3.5","7","34.5","1","2.5","0","0","0","0","3","1.5","0","15","0","0","0","0.5","0","0","1.5","0","0"
"C0D560","0","0","0","0","0","0","0","2.5","7.5","10","34.5","0.5","0","0","0","0","0","8","1","2.5","20","2.5","0","0","0","0","0","0","3.5","0"
"C0D570","0","0","0","0","0","0","0","3","3.5","8.5","30","0","0","0","0","0","0","2","0","3.5","33","0.5","0","0","0","0","0","0","0","0"
"C0D580","0","0","0","0","0","0","0.5","2","7","10","32","0.5","0","0","0","0","0","7","0","0.5","17","3","0","0","0","0","0","0","9.5","0"
"C0D590","0","0","0","0","0","0","0","13.5","3","5","25","2.5","0","0","0","0","0","2.5","3","5","31","0","0","0","0","0","0","0","0","0"
"C0E420","0","0","0","0","0","0","0","0.5","4.5","6.5","29.5","0","0","0","0","0","0","1","0.5","5.5","20","0.5","0","0","0","0","0","0","0","0"
"C0E430","0","0","0","0","0","0","0","5.5","8","16.5","40.5","0","0","0","0","0","0","0.5","4","0","20","1","0","0.5","0","0","0","0","0","0.5"
"C0E530","0","0","0","0","0","0","0","1","3.5","1","37","0","0","0","0","0","0","0.5","5","0","9.5","0","0","0","0","0","0","0","0","0"
"C0E610","0","0","0","0","0","10.5","0","0.5","4","3.5","32.5","0","0","0","0","0","0","1","5","0","10","0.5","0","0","0","0","0","0","0","0.5"
"C0E730","0","0","0","0","0","0","0","2.5","7.5","10","30","0","0","0","0","0","0","1.5","1","0","15","1","0","0","0","0","0","0","1.5","0"
"C0F861","0","0","0","0","0","11.5","0","0","0.5","2.5","24","19.5","3.5","0","0","0","0","3.5","15","0","14.5","0","0","0.5","5","0.5","0","0.5","0","0"
"C0G640","0","0","0","0","0","0","0","0","2","0","15","1.5","0","0","0","0","0","0.5","0","0","13.5","0","0","0","0","0","0","0","0","0"
"C0G650","0","0","0","0","0","0","0","0","0","0","12.5","2.5","0","0","0","0","0","0","0","0","22.5","0","0","0","0","0","0","0","0","0"
"C0H990","0","0","0","0","0","19.5","0","0","0","2","28.5","13","3","0","0","0","0","1","7.5","0","9","0","0","0.5","12.5","0.5","0","0","2.5","0"
"C0H9A0","0","0","0","0","0","22.5","2.5","0","3","0.5","38","6","0.5","0","0","0","0","0","0","0","33.5","0.5","0","0","1","2","0","0","0","0"
"C0H9C0","0","0","0","0","0","16.5","0","0","1.5","5","32.5","16.5","2","0","0","0","0","3.5","13","0","29","0","0","0","2","0","1","0","3","0.5"
"C0I010","0","0","0","0","0","24.5","0","0","1","0","16","9.5","3","0","0","0","0","0","15","0","17.5","0","0","0.5","0","1","0","2.5","0","0"
"C0I090","0","0","0","0","0","2","0","0","0","0","15.5","4.5","1","0","0","0","0","0","0","0","29","0","0","0","0","0","1.5","3","0","0"
"C0I110","0","0","0","0","0","3","0","0","0","0","14","4","0","0","0","0","0","0","0","0","27.5","0","0","0","0","0","0","0","0","0"
"C0K240","0","0","0","0","0","34","0","0","0","0","16.5","3","0.5","0","0","0","0","0","0","0","26.5","0","2","1","0","0","0","0","0","0"
"C0K280","0","0","0","0","0","0","0","0","0","0","3","2.5","0","0","0","0","0","0","0","0","34","0","0","0","0","0","0","0","0","0"
"C0K330","0","0","0","0","0","9","0","0","0","0","12.5","3","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0"
"C0M410","0","0","0","0","0","0","0","0","0","0","30","1.5","0.5","0","0","0","0","0","0","0","16","0","0","0","0","0.5","0","0","0","0"
"C0M530","0","0","0","0","0","22","0","0","0","0","22.5","3.5","0.5","0","0","0","0","0","0","0","30.5","0","0","0.5","0","2.5","0.5","0","0","0"
"C0O810","0","0","0","0","0","0","0","0","0","0","29","4","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0"
"C0O900","0","0","0","0","0","0","0","0","0","0","25","3","0","0","0","0","0","0","0","0","38","0","0","0","0","0","0","0","0","0"
"C0O930","0","0","0","0","0","0","0","0","0","0","17","3","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0"
"C0R100","0","0","0","0","0","8","0","0","0","0","8","0","0","0","0","0","0","0","0","0","1.5","8","0","1","41.5","0.5","0","1","0","0"
"C0R150","0","0","0","0","0","7.5","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","33.5","0","0.5","0","0","1","0","0"
"C0R220","0","0","0","0","0","9.5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0"
"C0R270","0","0","0","0","0","9.5","0","0","0","0","0.5","0","0","0","0","0","0","0","0","0","9.5","0","0","0","0","0","0","3.5","0","0.5"
"C0R280","0","0","0.5","0","0.5","93","6","3","0","31","6.5","0","2","0","0","0","0.5","1.5","0","0","4","0","0","0","1.5","2","3.5","6","0","5.5"
