"stno","2018-11-01","2018-11-02","2018-11-03","2018-11-04","2018-11-05","2018-11-06","2018-11-07","2018-11-08","2018-11-09","2018-11-10","2018-11-11","2018-11-12","2018-11-13","2018-11-14","2018-11-15","2018-11-16","2018-11-17","2018-11-18","2018-11-19","2018-11-20","2018-11-21","2018-11-22","2018-11-23","2018-11-24","2018-11-25","2018-11-26","2018-11-27","2018-11-28","2018-11-29","2018-11-30"
"466880","5","14","0","-9998","4.5","0","0","0","-9998","0.3","0","0","-9998","0","0","0","3.6","0.3","26","0","0.5","20.7","7","0","0.2","2.5","0","5.2","0","0"
"466900","4","11","-9998","0","3.5","0","0","0","0","0","0","-9998","1","0","0","0","19","1","13","0","0","24","1","0","0","10","0","0.5","0","0"
"466910","52","80.5","7.5","9.7","52","2","0","0","18","17.5","0","0.5","15.5","1.9","0","0.9","15","2.5","23","0.5","1.5","36.5","9.5","2","0.5","5.5","4.2","3.1","0","0"
"466920","5.4","15.6","1.3","0","3.6","0","0","0","-9998","1.5","0","0","0","0","0","0","4","0.6","12.8","0","0","10.2","5.2","0","0.2","2.5","0","1.5","0","0"
"466930","39.3","48.7","2.2","6.9","24.6","1.2","0","0","5","8.5","0","1.4","12.5","0.3","0","0.7","12.2","0","12.3","0","0","37.9","6.4","0.6","0.1","4.7","3.6","1","0","0"
"466940","29","59","12.5","4.5","25.5","1.5","0","0","16","17","0","-9998","16.5","0.5","0","7","20.5","0","12.5","0","1","10.5","16","4.5","0.2","5","-9998","2","0","0"
"466950","2.9","14.7","4.8","0","0","0","9","0","0","6","6.5","0","0","0","0","2.5","10.1","0","1.2","0","0","0.4","0","0.6","0","2.5","0","0","0","0"
"466990","9.5","17","0.5","0","0","0.5","41","24.5","44","85.5","0","0","0","0.5","0","0","0.5","0","2","9.5","0","0","-9998","7","4","2.5","0","1","0","0"
"467050","1.4","3.9","1.2","0.2","0","0","0","0","0","0","0","0","0","0","0","0","11.8","0.7","5","0","0","6.4","0.2","0","0.5","3.6","0","1.6","0","0"
"467060","127","92","17.5","0","53","3.5","4","-9998","121","116.5","0","0","18.5","17.5","-9998","0.5","27","1.5","6","1.5","0","8.5","38","7.5","0","2","-9998","0","0","0"
"467080","76.7","170.6","24.9","0","56","16.3","0.1","0","22.5","32.8","0","0","0.1","2","0","0","13.1","0.3","0.9","0.7","0","4.2","5.6","8","0.3","0.9","0.2","0.5","0","0"
"467110","15.5","28","-9998","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8","0.5","0.2","0","0.5","-9998","0","0","6.5","19","0","0.5","0","0"
"467300","5.4","9.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.8","0","2.6","0","0"
"467350","7.1","9.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9.6","-9998","3.7","0","0"
"467410","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467420","0.5","1.5","0","0","0","0","0","0","-9998","-9998","0","0","-9998","0","0","0","0","0","0","-9998","0","0","0","0","0","0.5","0","0","0","0"
"467440","0.5","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467480","0.5","-9998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5","2.5","0","3.5","0","0"
"467490","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-9998","0","-9998","0","0","0","0","0","1.5","2","0","6","0","0"
"467530","1.1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5","0","0","0","0","0","0","0","5","10.5","4","12.7","0","0"
"467540","1.2","8.1","0","0.5","0","3.5","0.7","0","0","5.3","0","0.5","0","0.1","0","0","0","0","9.6","0","0","0.3","0","0","0","0","2.5","0","0","0"
"467550","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1.5","19.5","1.5","33","0","0"
