"stno","2013-09-01","2013-09-02","2013-09-03","2013-09-04","2013-09-05","2013-09-06","2013-09-07","2013-09-08","2013-09-09","2013-09-10","2013-09-11","2013-09-12","2013-09-13","2013-09-14","2013-09-15","2013-09-16","2013-09-17","2013-09-18","2013-09-19","2013-09-20","2013-09-21","2013-09-22","2013-09-23","2013-09-24","2013-09-25","2013-09-26","2013-09-27","2013-09-28","2013-09-29","2013-09-30"
"466880","35.5","0","0","0","0","0","0","0","0","0","0","0","1.5","0","5.2","0","0","4.5","13","52","31","4","0","0","0.1","1","0","0","0","11"
"466900","48.5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","14","4.5","9","48.5","6.5","0","0","14","0.5","0","0","1.5","3.5"
"466910","178","0","0","0","0","0","0","0","0","0","0","0","0","0","28.5","0","2.5","79","20","23","111","12.5","3","0","12","1","6","11","38.5","62"
"466920","30","0","0","0","0","0","0","0","0","0","0","0","-9998","0","1.9","0","0","1.5","13.5","26.5","43.5","14.7","0.5","0","0","3","0","0","0","8"
"466930","87","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","0.6","56","19","40.5","95.5","9","2.5","0","13","1.5","1","2","57.7","77"
"466940","71.5","0","0","0","0","0","0","-9998","0","0","0","0.3","-9998","0","14.1","0","-9998","80.9","1.1","16.5","43.5","47","0.5","0","7.6","0","3","1.2","0.1","-9998"
"466950","41.5","0","0","0","0","0","0","0","0","0","0","13","9.6","0","0","0","0","18.1","0.5","6.8","10.3","2.4","0.4","0","3.3","0","0","0","0.3","0"
"466990","31.5","16","1.5","0.5","0","0","1.5","0","0","0","0","0.5","8.5","0.1","-9998","0","0","112","18.5","5.5","115","152.5","23.5","0","0","0","0","0","0","2.5"
"467050","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","-9998","6.5","3.5","4","0.5","0","2.5","1.5","0","0","0","8"
"467060","22.3","0","0","0","0","0","0","0","0","0","0.9","3.4","2","0","0","0","0.6","13.6","19.3","30.8","24.4","45","19.4","0","3.1","1.8","11.2","1.8","10.4","61.1"
"467080","76","0","0","0","0","0","-9998","0","0","0","0","0.1","0.9","0","0","0","2.5","30.1","49.8","18.6","42.4","20.1","9.8","0","0","0.4","8","1.8","0","75"
"467110","0.4","1.9","0","0","0","0","0","0","0","0","0","0","3","6","0","0","0","0","0","0","0","16.4","0.2","0","0","0","0","0","0","0"
"467300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4","22.2","0","0","0","0","0","0","0","0"
"467350","-9998","0","0","0","0","0","0","0","0","0","0","-9998","0","0","2.8","0","0","0","0","-9998","0.2","6.4","0","-9998","0","0","0","0","0","0"
