"stno","2013-11-01","2013-11-02","2013-11-03","2013-11-04","2013-11-05","2013-11-06","2013-11-07","2013-11-08","2013-11-09","2013-11-10","2013-11-11","2013-11-12","2013-11-13","2013-11-14","2013-11-15","2013-11-16","2013-11-17","2013-11-18","2013-11-19","2013-11-20","2013-11-21","2013-11-22","2013-11-23","2013-11-24","2013-11-25","2013-11-26","2013-11-27","2013-11-28","2013-11-29","2013-11-30"
"466880","4.5","0.5","1","0.6","0.5","0.7","0","0","0","-9998","0.6","0.4","2","0","0.5","0.5","0","0","0","0","0","0","0","5.5","35.5","0","2","11.5","0","0"
"466900","4","0.5","5","2","-9998","1","0","0","0","0","0","0","1.5","0","0","0","0","0","0","0","0","0","0","2","14.5","0","1.5","9.5","0","0"
"466910","101.5","1","26","60.5","23","6","6","0","0","8.5","49","17.5","33","10","11.5","3","0","0","0","0","0","1.5","0","5.5","32.5","0","7","17.5","0","0"
"466920","5","1","1","2","0.5","-9998","0","0","0","-9998","1","-9998","4.5","0","-9998","0","0","0","0","0","-9998","0","0","4.5","17.5","0","0.5","8.5","0","0"
"466930","48","1","22","64.5","11.5","4","3","-9998","0","2.5","32.5","7.5","16.5","5.5","8","0.5","0","0","0","0","0","0.2","0","6.8","15.5","0","6.5","11.5","0","0"
"466940","67.7","1.1","8.2","63.5","15.9","6.3","7","0.1","-9998","2.1","41.4","21","51","24","12.5","4.7","0","0","0","0","0.1","4.1","0","2.7","19.9","0","5.2","9.5","0","0"
"466950","59","0.5","15.8","0.4","0","14","0","0","0","8","17","7.5","13.5","3.6","6.8","0","0","0","0","0","0.6","4.7","0","4.2","6.4","0","2.5","6","0","0"
"466990","77","27","1","0","1","15","6","0","0","0","1.5","4","0.5","1","0","0","0","0","0","0","0","48","0.5","0","2","0","0","0","0","0"
"467050","1.5","1.5","0.5","2.5","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","6","12.5","0","0.5","8","0","0"
"467060","114.9","3.6","65.5","88.9","102.6","25.7","28.9","10.1","4.5","1.9","93.3","144.9","79.2","3.4","29.9","4.8","0","0","0","0.1","5.4","46.6","0","0.4","0.2","0","0.3","3.2","0","0"
"467080","85.6","2.6","12","16.4","64.2","1.5","1.9","1.5","0","0","23.9","44.3","29","1.9","0.2","0.5","0","0","0","0","1.2","8.4","0","0","2.9","0","-9998","1.6","0","0"
