"stno","2012-04-01","2012-04-02","2012-04-03","2012-04-04","2012-04-05","2012-04-06","2012-04-07","2012-04-08","2012-04-09","2012-04-10","2012-04-11","2012-04-12","2012-04-13","2012-04-14","2012-04-15","2012-04-16","2012-04-17","2012-04-18","2012-04-19","2012-04-20","2012-04-21","2012-04-22","2012-04-23","2012-04-24","2012-04-25","2012-04-26","2012-04-27","2012-04-28","2012-04-29","2012-04-30"
"466880","0","0","-9998","0","18","-9998","0.5","-9998","30.5","0","2.5","0","0","0.4","6.5","26.5","1.5","6","0.5","26.5","2.5","43","-9998","0","3.5","64.5","18","4.5","0.5","11.5"
"466900","0","0","0","0","24.5","6","0.5","0","12.7","0.5","0","0","0","0.8","18.5","40.5","7.5","5","0.5","10","9","1","0","0","18.5","74","18","4.5","1.5","9"
"466910","0","0","-9998","0","29","7.5","0.5","0.5","27","1","4.5","-9998","0","2.5","24","52.5","5","7.5","1","26.5","40","4.5","0","0","21","80","23","5","2","17.5"
"466920","0","0","0","0","21.6","0.5","0.3","-9998","37","0.1","0.5","0","0","0.3","5.3","35","10","4.6","0.2","28","3.2","57","4.5","0.5","4","51.5","14","4","0.5","6.5"
"466930","0","0","-9998","0","23.5","9.5","-9998","0","21.5","0","14.5","0","0","2","19.5","33.5","3.5","3.5","1","23.5","42.5","9","1.5","1.5","7","70.5","19.5","2.5","1","8"
"466940","0","0","-9998","0","21.7","6.6","-9998","0.2","26.4","-9998","12.1","0.1","0","9.4","14","45.7","16.1","4.9","0.4","16.6","28.9","68","0.1","22.8","2.9","69.8","11.4","2.1","7.7","1.9"
"466950","0","0.7","0.1","0","18.3","0.4","0","0.8","36.6","0.8","0.1","0","0","0.2","25.1","0.7","0.6","6.8","0","-9998","23","0","0","1.2","26.5","24","6","2.5","0.7","6"
"466990","0","0","0","0","0","9","1.5","0.5","-9998","1","2.5","0","0","3","0.5","3","4.5","0.5","-9998","26","9","7","-9998","0","0","19","3.5","2.5","0.5","1.5"
"467060","0","0","0","0","0.4","6.7","5.4","0.2","20.8","5","0","0.7","0","3.2","0","5.5","0.1","6.4","1.8","12.9","2.3","0.5","0","0","0","24.1","9.9","0.5","1","0"
"467080","0","0","0","0","1.1","9.9","2.6","0","12.5","-9998","0.4","-9998","0","0","1.7","7","0","3.2","0.7","0.1","3.1","4","0","0","0.5","38.3","17.7","1.1","0.6","3.3"
