"stno","2013-02-01","2013-02-02","2013-02-03","2013-02-04","2013-02-05","2013-02-06","2013-02-07","2013-02-08","2013-02-09","2013-02-10","2013-02-11","2013-02-12","2013-02-13","2013-02-14","2013-02-15","2013-02-16","2013-02-17","2013-02-18","2013-02-19","2013-02-20","2013-02-21","2013-02-22","2013-02-23","2013-02-24","2013-02-25","2013-02-26","2013-02-27","2013-02-28"
"466880","0","0","0","0","0.4","0","0","0.5","0","-9998","-9998","-9998","-9998","0","1","0","0","0","0.4","0","0.7","4","0","0","0","0","23","0"
"466900","0","0","0","0","-9998","0","0","1.5","0","0","0","1","1","0","0.5","0","0","0","6","0.5","0.5","8.5","1","0","0","-9998","39.5","0"
"466910","0","7.5","0","0","2","-9998","4.5","34","9.5","3","7","3","6","0","6","5.5","0","0","7.5","14","25","13.5","10.5","1.5","0","0","53.5","0.5"
"466920","0","0","0","0","-9998","0","1","-9998","0","0","-9998","-9998","-9998","0","0.5","0","0","0","-9998","-9998","0.4","2.5","-9998","0","0","0","30","0"
"466930","0","0.6","0","0","1.5","0","6","27","3.5","0","0.5","1.5","3.5","0","4.5","1.5","0","0","8","8.5","12","15.5","6","0.5","0","0","44","0.5"
"466940","0","3.3","0.6","1.7","1.1","5.5","34.4","36.3","17.1","50.8","41.9","13.8","7","0","13.6","0.5","0","0","16.7","7.5","20.5","28.1","1","-9998","0","0","36.2","0.1"
"466950","0","13.5","2.6","0.1","2.9","0","7.9","3.2","2.6","4.6","3.1","0.9","1","2.7","0.9","0","0","0","0.6","0.4","8.7","2.8","-9998","0","0","0","17","0"
"466990","0","26","0.5","1","20.5","0.5","0.5","0","0","1.5","0","2.5","0.5","0","1","0","3","0","0","0","0","0","0","11","0","0.5","1","0"
"467060","0","25.5","5.4","0.1","0","25.5","96.8","82.1","2.1","14.5","11.8","6.3","20.8","0","4.8","8.5","3.5","0","0","5.2","17.1","2.5","33.8","12.3","6.2","2.8","1.6","0"
"467080","0","16.3","0.2","0","0","17.3","29.7","6.2","0","1.7","0.7","-9998","-9998","0","-9998","-9998","0","0","0","1.9","22.6","1.1","14.5","6","0","0","5.6","0"
"467110","0","0","2.8","0.1","10.3","0","0","0","0","0","0","0","0","0","0","0","-9998","0","0","0","0","0","0","0","0","4.4","-9998","0"
"467300","0","0","10.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467350","0","0","22.7","0","0","0","-9998","-9998","0","-9998","-9998","-9998","0","0","-9998","0","0","0","0","0","-9998","-9998","0","0","0","-9998","0","0"
"467410","0","0","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467420","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467440","0","-9998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467480","0","0","2.5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-9998","0","0"
"467490","0","0","1.1","0","0","0","0","0","0","0","0","0","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467530","0","2.5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467540","0.5","38.5","8.5","0","0","0.5","0.3","0.2","0","0","1.5","0","0","4","1.1","0","0.3","-9998","0","0","2","6","0","2.9","2","0.8","0","0"
"467550","0","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","1","0"
"467571","0","0","0.6","0","1.6","0","-9998","0","-9998","0.1","0.2","0.8","0","0","0","0","0","0","0","0","0","1.6","0","0","0","-9998","1.6","0"
"467590","0.5","2.5","6.5","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0.5","0","0","0","0","0.5","0","0","0","0"
"467610","4.2","48.2","7.6","0","4.3","3","0.6","0","0","0","0.2","-9998","0","0.9","15.1","0","0.5","0.5","0.3","0","0","5","1.5","4","0.3","4.5","0.3","0"
"467620","43.5","140","14.5","0","0","0","0.4","8","4.9","7.8","0","11.8","20","26.9","1.5","0.5","0","0","1.7","1.2","0","0","0","0","0","0","0","0"
"467650","0","-9998","-9998","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467660","0.7","50.6","19.4","1.5","0.1","2.4","1.4","0.5","0","0","0.5","0","0","-9998","1.3","0","1.2","0","0","0","0.5","6.7","0","0.2","3.3","3.4","0","1"
"467770","0","0","4.1","0","-9998","0","0","-9998","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0","0","0","-9998","0","0"
"467780","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467990","0","1","4","0","25","0","5.5","3","-9998","1.2","2","-9998","0","0","-9998","-9998","0","0","1.5","0","0","0.1","0","0","0","0.5","6","0"
"C0A520","0","0","0","0","0","0","0.5","0","0","0","0","0.5","0","0","1.5","0","0","0","0.5","0","0.5","3","0","0","0","0","20.5","0"
"C0A530","0","0.5","1","0","0","0.5","10","9.5","1.5","0.5","3","1.5","3","0","2","0.5","0","0","2","4","8.5","6.5","4.5","1.5","0","0","11","0"
"C0A540","0","23","10","0","0","4","19","7.5","0.5","2.5","2","2","2","0","1.5","0.5","0","0","2.5","2.5","7.5","8.5","8.5","24","0","0","7.5","0"
"C0A550","0","18","14.5","0.5","0","9.5","48.5","47.5","14","19.5","31","8","18","0","16","5","0.5","0","13","18.5","42.5","26.5","25","22.5","0.5","0","18","1"
"C0A560","0","0.5","0","0","0.5","0.5","5","4.5","0","0.5","0.5","0.5","0.5","0","3.5","0","0","0","0","1","4","0.5","5.5","5","0","0","10","0"
"C0A570","0","0.5","0","0","0","2","11.5","9.5","0.5","1","3.5","2","2.5","0","3.5","1","0","0","4","0.5","6","15.5","6","2.5","0","0","11.5","0"
"C0A640","0","0","0","0","0.5","0","6","6.5","3.5","0.5","6","3","3.5","0","2","1","0","0","3","4.5","6.5","9.5","3","0.5","0","0","18","0"
"C0A650","0","1.5","3","0","0","1.5","15","12.5","6","6.5","12.5","3.5","8.5","0","7","2","0","0","3","7.5","18","9","10.5","3","0","0","19","0.5"
