"stno","2018-09-01","2018-09-02","2018-09-03","2018-09-04","2018-09-05","2018-09-06","2018-09-07","2018-09-08","2018-09-09","2018-09-10","2018-09-11","2018-09-12","2018-09-13","2018-09-14","2018-09-15","2018-09-16","2018-09-17","2018-09-18","2018-09-19","2018-09-20","2018-09-21","2018-09-22","2018-09-23","2018-09-24","2018-09-25","2018-09-26","2018-09-27","2018-09-28","2018-09-29","2018-09-30"
"466880","0.2","0","0","0","3.5","4.5","15.5","44.5","16.5","6","0.5","0","0","0","9.2","2","0","0","0","0","-9998","-9998","17.5","8.2","-9998","4.5","6","10","10","0"
"466900","0","0","0","0","-9998","0","7","183.5","117","11.5","0","0","0","-9998","3","-9998","0","0","0","0","0","0","0","4","6","32","5","12","10","0"
"466910","0","0","0","0","8","0","25.5","166","334","104","0.5","0","0","13.5","41","2.5","0","0","0","0","0","0","1.5","37.5","4","127.5","82.5","84","44.5","0"
"466920","50","0","0","0","2.5","1.5","36.5","144.5","18","10","0.5","0","0","0.1","17.5","2","0","0","0","0","0","0","0.5","10.6","0.9","8.8","7.5","3","7.5","0"
"466930","0","0","0","0","0","0","22.7","208","315.7","88.2","0.2","0","0","9","21.9","2.8","0","0","0","0","0","0","0","40.4","2.4","60.5","27.9","53.7","32.1","0"
"466940","0","0","0","0","0","0","0","191","200","126","0.1","0","0","1.5","9","2.5","0","0","0","0","0","0","0.1","5.5","9.5","0.5","1.2","3.5","8","0"
"466950","0","0","0","0","0","0","0","141","56.5","8","0.2","0","0","0","0.1","2","0","0","0","0","0","0","0","1.5","3.5","0","0","-9998","0","0"
"466990","0","-9998","0","-9998","0","0","0","-9998","15.5","27","0.5","0","0","0.5","80.5","28.5","-9998","0","0","0","0","0","6","6","13","0","0","0","19","2.5"
"467050","0","0","0","0","0","0","0.2","63","21","3.6","0","0","0","0","0","0","0","0","0","0","0","0","0","9.7","1","0.8","0.2","0","3.6","0"
"467060","0","0","0","0","0","0","0","27.5","73","86","0","0","0","0.5","18.5","22.5","0","0","0","0","0","1","48","87.5","17","1","40.5","9.5","-9998","0"
"467080","0","0","0","0","0","0","0","34.5","28.4","37","0","0","0","4.5","12.4","8.1","0","0","0","0","0","6.5","2.6","7.8","3.6","1.5","5.1","13","-9998","0"
"467110","0","0","0","0","0","0","0","24.5","0.5","0","0","0.5","0","0","0","0","-9998","0","0","0","0","0","4.4","0","0","0","0","0","0","0"
"467300","0","0","0","0","0","0.4","0","30","0.2","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"467350","0","0","0","0","0","0","0","0.8","0","0.2","0","0","0","0","0.2","0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
