"stno","2017-07-01","2017-07-02","2017-07-03","2017-07-04","2017-07-05","2017-07-06","2017-07-07","2017-07-08","2017-07-09","2017-07-10","2017-07-11","2017-07-12","2017-07-13","2017-07-14","2017-07-15","2017-07-16","2017-07-17","2017-07-18","2017-07-19","2017-07-20","2017-07-21","2017-07-22","2017-07-23","2017-07-24","2017-07-25","2017-07-26","2017-07-27","2017-07-28","2017-07-29","2017-07-30","2017-07-31"
"466880","37","0","2.5","3","0","0.1","29.5","3","11","2.5","1.5","55","0","0","0","0","0","0","0","0","0","0","0","6.5","0","12.5","6.5","1","33.5","0.5","7"
"466900","8.5","0","0","3","0","0","16.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0","0.5","49","1","4"
"466910","5","5","-9998","12","0","0","17.5","2","0","10","1.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.5","95.5","1.5","4.5"
"466920","18","0","29.5","7.5","0","0","17","3","35.6","19.7","3","0","0","0","0","0","0","0","0","0","0","0","24.2","0","0","-9998","0","5.4","38.2","-9998","5.5"
"466930","2.2","0","4.6","7.1","0","0","17.7","11.1","0.2","15.4","1.1","1.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","93.8","1.1","4.3"
"466940","4.5","0","1","-9998","0","0","1","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","57","4","0.2"
"466950","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5","33.5","2.5","0"
"466990","0","0","4","0.5","0","0","0.5","0.5","0","0","0","0","0","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","71","56.5","11.5"
"467050","19.5","0","0","0","0.2","0","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.4","1.4","11.2"
"467060","26.5","0","0.3","0","0","-9998","1.8","1.7","0","0","0","0","0","0","0","0.1","1.5","0","0","0","0","0","0","0","0","0","0","9","127.5","49","1.7"
"467080","9.1","0.1","0.4","0","0","0","34.4","0","0","0","0","0","0","0","0","0","-9998","0","0","0","0","0","0","0","0","0","0","6.5","80.3","1.6","1.5"
"467110","15.5","0","0","0","5","1","23","2","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","18","25.1"
"467300","0","1.2","0.6","3","0","18.5","2.6","0","0","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-9998","29","0","0","15.8","10.8","174.5"
"467350","0","1.5","0","0.5","0","27.7","3","0.2","0.4","1","-9998","0","0","0","0","0","1.3","0","0","0","0","-9998","0","0","0","-9998","0","0","1","80.4","123.5"
"467410","0","26","2.5","25","0","1.5","0","6.5","0","0","0","0","0.4","3","39.5","10.5","0","20","0","0","0","0","5","0","0","0.5","20","-9998","4","81","261.5"
"467420","0","23.5","0","12.5","0","15","0","-9998","0","0","0","0","0","6","45","85.5","0","1","0","0","0","0","-9998","-9998","0","4.5","0.5","-9998","4.5","72","279"
"467440","0","0","0","0","0","0","0","0","0","0","0","3.5","0","0","0","11.5","4","-9998","0","0","0","0","0","0","0","10","0","0","10.5","121.5","124"
"467480","0","54.5","6","7.5","0","100.5","4","65.5","1.7","0","10","0","16","14","4.5","25.5","0","0.5","30.4","9","0","0","-9998","0.1","4","9.5","0","-9998","22","80","198"
"467490","2.5","31","0.5","17","0","16","8","13","0","6","0","0","0","3","0","4","0","0","1.2","0","0","0","0","0","1","-9998","0","0","51.5","44.5","114.5"
"467530","4","48","19","53","37","60.5","23","13","0","-9998","9","27.5","16.5","0","0.3","29","3","3","18.5","0","0","0.5","32.5","25.5","14.5","2.5","0","0","213.5","74.5","212.5"
"467540","0.5","0","5.5","17.2","17.3","0","17","0","0","0","0","0","0","0","27.5","23.5","12.5","0","0","0","37.7","7.4","3.3","0.1","0","0","0","0.5","31.5","246.3","59.7"
"467550","6.5","6.5","9","7","0.5","7.5","18.5","4.5","1.5","0","0","1.5","1.5","0","0","3.5","3","0","0","0","0","0","0","31.5","0.5","1","0","0","127.5","107.5","90.5"
"467571","24.5","1.5","0","4.5","-9998","0","4.5","14","0","0","0","0","0","6.5","0","0","-9998","0","0","0","0","0","0","0","0","0","0","0","15.7","5","13.5"
"467590","0","0","0","2.5","2.5","3.5","1.5","0","-9998","0","0","0","0.1","0","22","32.5","23.5","0","0","0","27","64","4.5","0","0","0","0","8","30.5","326","97"
"467610","0","0","9.7","26.7","0","0","0.6","0","0","0","0","0","0","0","0","38.8","10.9","0","0","0","1","5.4","0","0","0","0","0","-9998","30.9","60.1","21"
"467620","0.5","0","0","28.2","4.5","10.3","26.1","0.2","1.4","1.3","5","0","0","0","14.4","21.3","9.8","0","0","0","2.3","28.5","5.9","0","0","0.5","0","26.3","116.7","4.9","0.5"
"467650","42.5","13","7.5","18.5","-9998","10","10.5","35.5","0","4","3","5","-9998","10","7","20.5","-9998","3","-9998","1","0","0","15.5","4","5","3.5","0","0","108","8.5","89"
"467660","0.2","0","0.8","-9998","0.1","0","1.3","0","0","0","0","0","0","0","0.9","41.5","5.5","0","0","0","1.6","6","0","0","0","0","0","0","20.5","83.5","26.8"
"467770","0.1","1.5","0","1.5","0","-9998","4","0.1","2","0","0","0","0","0","0","0","0","0","0","0","0","-9998","0","0","0","0","0","0","35","43","107"
"467990","1.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.6","40.5","142.5"
"C0A520","43","0.5","5.5","3","0","18.5","28.5","1.5","0.5","0","7.5","0","0","0","0","0","0","0","0","0","0","0","0","2.5","0","5.5","0","0","25.5","0","6.5"
"C0A530","88","0","3.5","0","0","0","46.5","35","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.5","126.5","12.5","2.5"
"C0A540","18.5","0","1","0","0","0","8","0","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5","146","25","2.5"
"C0A550","4.5","0","1.5","0","0","0","1","5.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","97","16","1"
"C0A560","30.5","0","38.5","21.5","0","0","29","0.5","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","6.5","0","1","0","11.5","163.5","1.5","5"
"C0A570","72.5","0","4.5","3.5","0","0","31.5","0","3","0.5","1","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","125","4.5","5.5"
"C0A640","36","0","3.5","18.5","0","0","28","3.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.5","105.5","6.5","3.5"
"C0A650","36","0","1.5","0","0","0","19","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","131.5","33","4"
"C0A660","9.5","0","3","0","0","0","0","10.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","54.5","5.5","0"
"C0A860","2.5","0","28","1.5","0","0","35","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","44","0.5","2"
"C0A870","2","0","31","2","0","0","51.5","1.5","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5","36.5","0.5","2.5"
"C0A880","0","0.5","0.5","0","0","0.5","0","4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","36.5","19","0"
"C0A890","1","0","1","0","0","0.5","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","44.5","12.5","0"
"C0A920","1","0","0","1","0","0","34","0","0","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.5","1","2"
"C0A940","2.5","0","22.5","1.5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22.5","0.5","1.5"
"C0A950","6.0","X","X","X","X","X","X","X","X","X","X","X","X","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","29.0","9.0","0.0"
"C0A970","5.0","5.0","0.0","0.0","0.0","0.0","0.0","3.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","20.0","0.0","/"
"C0A980","6.5","0","0.5","4.5","0","0","66","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5","0","0","26.5","0.5","4.5"
"C0A9A0","3","0","12.5","23","0","0","6.5","35.5","5","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","27","0","3"
"C0A9C0","3.5","0","8","24.5","0","0","9.5","14","0.5","28","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.5","0","3"
