"stno","2010-06-01","2010-06-02","2010-06-03","2010-06-04","2010-06-05","2010-06-06","2010-06-07","2010-06-08","2010-06-09","2010-06-10","2010-06-11","2010-06-12","2010-06-13","2010-06-14","2010-06-15","2010-06-16","2010-06-17","2010-06-18","2010-06-19","2010-06-20","2010-06-21","2010-06-22","2010-06-23","2010-06-24","2010-06-25","2010-06-26","2010-06-27","2010-06-28","2010-06-29","2010-06-30"
"466880","0","11.5","34.5","6","7","0.6","0","0","0.8","47","16","10","44","20","3","0.2","3.5","0","0","0","75.5","4","5","2.5","5.5","45","40","12","3.5","0"
"466900","0","11","40","5","5","2.5","0","0","0.4","79.5","19.8","23","140","26.5","7.5","0.5","6","0","0","0","1.5","8","1.3","2.8","13.5","50","8.5","2.7","0","0"
"466910","0","16.5","50.5","15","37.5","8","0","0","0.5","80.5","32.5","29.5","138.5","33.5","8.5","0.5","8.5","0","0","0","1","40","12.5","2.5","12","49.5","7","0","0","0"
"466920","0","10.1","35.5","4.5","4.5","0.3","0","0","0.1","40.4","11.1","11.4","44.3","23","3","0.5","3.5","0","0","0","104","8","28.1","2","5","47.5","23.7","5.5","3.6","0"
"466930","0","11.5","38.5","6","35.5","8","0","0","1","71.1","31.5","23.6","102.2","29.7","6","0.5","7","0","0","0","7","18.5","7.5","2","10","27","10.5","-9998","0.5","0"
"466940","0","14","51.5","19.4","15.5","9","0","0","0.5","19.5","13.5","10.5","53","23.5","1.4","-9998","3.5","0","0","0","14.6","29.5","13.5","5.5","2.5","0","20.5","0.5","0.2","0"
"466950","0","2.5","49.1","5.2","2.1","0.2","0","0","2","20.5","1.6","6.5","42.2","16","4.5","10.5","3.7","0","0","0","0.2","17","17.6","4.2","2.2","0","0","0","0","0"
"466990","0","1","6.5","0.5","4.5","0","0","0.2","-9998","4.5","2.5","22.5","2.5","4","0.2","0","0","0","0","0","0.5","0","-9998","1.5","0","8","0","0.5","2","0"
"467060","0","7","14.7","1.6","12.6","0","0","0","0.5","44.1","3","4.2","5.2","5","2.1","-9998","1.3","0","0","0","2.9","7.2","23.9","0.6","0.9","30.8","37.6","3.2","0","0"
"467080","0","11.5","26.3","0.5","4.5","0","0","0","-9998","13.2","3.6","2.5","10","8.5","1.1","0","0.2","0","0","0","6.4","11.3","21.5","3.5","1.5","1.4","25.9","0.5","0","0.5"
"467110","0","21.4","29.3","-9998","0","0","0","0","1.2","24.6","12.6","0.2","2.2","5.3","61","0.9","1.3","0","0","0","0","5.5","3.3","3.7","6","8.9","0","0","0","0"
"467300","0","0","0","0","0","0","0","0","0","3.5","0","0","18","0","0","0","0","0","0","0","0","0","1.5","7","10.5","0","0","0","0","0"
