"stno","2016-06-01","2016-06-02","2016-06-03","2016-06-04","2016-06-05","2016-06-06","2016-06-07","2016-06-08","2016-06-09","2016-06-10","2016-06-11","2016-06-12","2016-06-13","2016-06-14","2016-06-15","2016-06-16","2016-06-17","2016-06-18","2016-06-19","2016-06-20","2016-06-21","2016-06-22","2016-06-23","2016-06-24","2016-06-25","2016-06-26","2016-06-27","2016-06-28","2016-06-29","2016-06-30"
"466880","0","35.5","6","0","18","34.5","5","0","42.5","24.5","3.5","1","48","52","0","0","85.5","5.5","0","0","0","0","1.5","-9998","0","0","0.4","103","108.5","1.5"
"466900","0","130","4","0","0","27.5","10","0","1.5","0","2.5","0","59.5","78.5","0","0","7.5","0","0","0","0","0","0","0","0","0","0","1","14","0.5"
"466910","0","94.4","6","0","0.1","25","0.6","0","0","2.5","7.3","0.5","83","88.5","0","0","18.3","0","0","0","0","0","0","0","0","0","-9998","2.5","64.5","4.5"
"466920","0","36","8.5","0","12","34.3","3.8","0","30.3","3.2","5.5","0.3","36.6","44.7","0","0","82.5","21.7","0","0","2","0","0.4","4.5","0","6.3","0.1","36.9","59.5","0.7"
"466930","0","74.6","5.2","0","0.4","8","1.1","0","2","4.6","3.4","0.1","74.4","70.5","0","0","41.1","2.6","0","0","0","0","0","0","0","0","-9998","2.1","44.3","1"
"466940","0","18","2.4","0","25.5","13.6","2.5","0","0.2","5.3","2.5","0.6","29.8","37","0","0","108","2","0","0","0","0","0","0","1.7","0","0","0","3.7","2.2"
"466950","0","90","18","0","62","2.4","0","0","35.5","12.5","3.3","0","19.5","102.5","0","0","2.5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"466990","0","8","0","0","12.5","11.5","-9998","0","1","0.5","0.5","0.5","10.5","0","0","0","12","21","0","4.5","7.5","0","0","5.5","39","34.5","0","0","0","0"
"467050","0","149","15","0","0","4.4","0","0","3.4","11.4","8.5","10.8","53.7","199.5","0","0","0","0","0","0","0","0","0","0","0","0","0","4.9","15.5","0"
"467060","0","4.6","0.7","0.1","147.4","31.3","1.4","7","3.1","0","0.5","0.8","7.4","7","0","0","151.6","-9998","0","0","0","0","0","0","0","0","0","0","32.3","3.3"
