"stno","2015-12-01","2015-12-02","2015-12-03","2015-12-04","2015-12-05","2015-12-06","2015-12-07","2015-12-08","2015-12-09","2015-12-10","2015-12-11","2015-12-12","2015-12-13","2015-12-14","2015-12-15","2015-12-16","2015-12-17","2015-12-18","2015-12-19","2015-12-20","2015-12-21","2015-12-22","2015-12-23","2015-12-24","2015-12-25","2015-12-26","2015-12-27","2015-12-28","2015-12-29","2015-12-30","2015-12-31"
"466880","0","1.5","-9998","0.5","-9998","11.5","0","0","5.5","23.5","0","2","0","0","0","-9998","0","-9998","-9998","0","0.4","0","0","0.2","17","-9998","16.5","1","0","1","-9998"
"466900","0","0","1","0","0.5","15","0","0","4.5","24","0","4.5","0","0","0","0","0","0","0","0","-9998","0","0","0","5.5","0","19","2","0","3","0"
"466910","1.1","-9998","8","0.4","2.2","34.4","13.5","17.7","14","34.5","3.4","11.4","-9998","4.6","10.4","0.5","0","1.6","18.6","-9998","0.5","0","0.2","0.5","14.1","0.9","25.5","9.8","1.4","11","5.5"
"466920","0","0","0","0.2","-9998","11.7","0","-9998","9.4","28.5","-9998","2.8","0","-9998","-9998","0","0","0","-9998","0","0.1","0","0","0.1","5.9","-9998","12.5","3","0","1.5","-9998"
"466930","0.6","0.1","9.2","0.1","0.3","29.5","12.2","13","12.5","18.2","4.4","7.5","0","3.1","9.3","0.1","0","0.5","9.9","0","1.1","0","0","0.2","15.8","0.3","16.2","13.4","0","8","3.5"
"466940","12.6","1.4","6.9","-9998","1.5","21.9","0.3","4.8","27.1","27.9","1.5","16.1","0.4","7","14.6","0","0","0","14.5","0","0.2","0","0","2.4","34.6","1.4","22.5","5.6","1.2","21.2","1.4"
"466950","0","0.1","1.6","1","8.1","1.8","0","0","83.5","16","0","1.5","0","13.5","1.1","0","0","0","2","0","0.2","0","0.4","4.3","7.7","0","12.2","-9998","0","4","0"
"466990","0.5","0.5","0","0","0.5","0","0","8.5","36.5","7","16","0","26","2","0","0","0","0","0.5","0","0","0","0","2.5","2.5","0","0","-9998","0","0","0"
"467050","0","0","1.5","0","0.8","15.7","0","0","6.1","29.8","1.3","0","0","0","0","0","0","0","0","0","0","0","0","0","7.6","0","22.5","1.5","0","0.5","0"
"467060","20.2","0.1","2.9","0.1","3.6","4.6","1.7","40.5","37.5","7.5","6","2.3","9.5","34.6","7","0","0","0","22.1","0","0.2","0.1","0","0","2.5","1.5","4.3","10.5","0.6","10.5","10.1"
"467080","1.8","0","0.2","0.5","1.4","0.4","-9998","45","22.4","10.1","1.5","3.5","1","7","0.9","0","0","0","72.9","0.1","0.7","0","0","0","2.7","0","1","1","-9998","4.6","0.1"
"467110","0","0","0","0.2","6.1","14.2","0","-9998","132.5","19.6","0","0","0","0","0","0","0","0","0","0.1","-9998","0","0","-9998","6.9","0","5","0","0","0.3","0"
"467300","0","0","0","0","0","0","0","0","11.5","24.6","0","0","0","0","0","0","0","0","0","-9998","3","0","0","0.4","0","0","0","0","0","0","0"
