"stno","2012-02-01","2012-02-02","2012-02-03","2012-02-04","2012-02-05","2012-02-06","2012-02-07","2012-02-08","2012-02-09","2012-02-10","2012-02-11","2012-02-12","2012-02-13","2012-02-14","2012-02-15","2012-02-16","2012-02-17","2012-02-18","2012-02-19","2012-02-20","2012-02-21","2012-02-22","2012-02-23","2012-02-24","2012-02-25","2012-02-26","2012-02-27","2012-02-28","2012-02-29"
"C0Z061","0.5","0","0","0","0.5","0.5","1","2.5","0.5","0","0.5","0","1","5.5","3.5","1","0.5","0","0","1","12","6.5","1","4.5","7.5","1","0.5","12.5","2"
"C0Z070","0","0","1.5","0","0","0","1.5","1.5","0","0","3","0.5","0.5","2.5","0.5","3","0","0","0","0","5.5","9","2.5","10","7.5","0.5","3","16","2.5"
"C1A630","11","6","10.5","1","0","0","9","16.5","3.5","0.5","1","0.5","0","0","0","5.5","6.5","3.5","1.5","4","0","0","26","67","24.5","35.5","9.5","11.5","1"
"C1A9N0","4.5","14","20.5","1","0","0","36.5","25.5","6","2","3","0","0.5","0","0.5","14","18.5","8","3","2","0","0","41","93.5","43","46.5","17.5","20","0.5"
"C1AC50","0","0","9","1.5","0","0","19","4.5","1.5","0","0","0","0","0","1.5","8","0","0","0","0","0","0","39","46","26.5","15","4.5","24","0"
"C1C510","0.5","0","5","0","0","0","26.5","6.5","1","2","1.5","0","0","2.5","3","15","2","0","0","0","0","0","34.5","54","38","20","6","41","0"
"C1D380","0","0","4","0.5","0","0","35.5","8","0.5","2.5","0.5","0","0.5","3.5","3","5","0.5","0","0","0","0","0","35.5","44","30","23.5","9","40.5","0"
"C1D400","0.5","0","5.5","0","0","0","25","16","2","0","0.5","0.5","0","0","0","2.5","0.5","0","0","0","0","0","32","112","17","28.5","2","31","1"
"C1D410","0.5","0","3.5","0","0","0","25","22","1.5","0","0","0","0","0","0","2","2","0.5","0","0","0","0","26","126","31","18","5","40.5","3"
"C1D420","0","0.5","2.5","0","0","0","23","21","1.5","0","0","0","0","0","0","1.5","3.5","0.5","0","0","0","0","25","117","18.5","21","3.5","30","2.5"
"C1E480","0","0","2.5","0","0","0","26","22","1","0","0","0","0.5","0","0","2","0.5","0","0","0","0","0","21.5","124.5","25.5","18.5","6","35.5","2.5"
"C1E670","0","0","2.5","0","0","0","27","24.5","1","0.5","0","0","0","0","0","1.5","0.5","0","0","0","0","0","28.5","107.5","26","18","8","33.5","2.5"
"C1H000","0","0","11.5","0","0","0.5","40","30.5","2","0","0","0","0","0","0","2","0.5","0","0","0","9.5","3","36.5","23.5","37.5","53","23.5","22","0"
"C1H860","0","0","6.5","0","0","0","34.5","31","2","0","0","0","0","0","0","1","0","0","0","0","6.5","0.5","24.5","18","42.5","48.5","20.5","25.5","0"
"C1H900","0","0","0.5","0","0","1","34","22","0","0","0","0","0","0","0","0","0","0","0","0","3.5","0","12","15","14","6","16.5","21","0"
"C1H920","0","0","0","0","0","1.5","22","17","0","0","0","0","0","0","0","0","0","0","0","0","1","0.5","31.5","14","14","4.5","15.5","20.5","0"
"C1I020","0","0","1.5","0","0","0","15.5","38.5","0","0","0","0","0","0","0.5","1","0","0","0","0","8","0.5","16.5","11","19","9","12","19","0"
"C1I030","0","0","0.5","0","0","0","7.5","19","0","0","0","0","0","0","0","1.5","0","0","0","0","5.5","0.5","3.5","16","11.5","3.5","5","16","0"
"C1I050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1I070","0","0","0.5","0","0","0","2","10.5","0","0","0","0","0","0","0","0","0","0","0","0","3","4","11","15.5","4.5","0.5","3","17.5","0.5"
"C1I140","0","0","1","0","0","0","2.5","7.5","0.5","0","0","0","0","0","0","0","0","0","0","0","3","0.5","16.5","7.5","4","1","2.5","15","0"
"C1I150","0","0","0.5","0","0","0","6.5","19.5","0","0","0","0","0","0","0","0.5","0","0.5","0","0","3.5","0.5","2.5","13","3","2","4","19.5","0"
"C1I220","0","0","0.5","0","0","0","4","17.5","0","0","0","0","0","0","0","0.5","0","0","0","0","12","0.5","5","8","14.5","2","4.5","18","0"
"C1I230","0","0","0.5","0","0","0","25.5","16","0","0","0","0","0","0","0","0","0","0","0","0","5","0","11.5","3","15","5","1.5","21.5","0"
"C1I240","0","0","0.5","0","0","0","11","15.5","0","0","0","0","0","0","0","2.5","0.5","0","0","0","5.5","0.5","9","7","16.5","6","3.5","19.5","0"
"C1I250","0","0","0.5","0","0","0","13.5","26.5","0","0","0","0","0","0","0","0","0","0","0","0","7","0","8","9","14.5","8","6","20","0"
"C1I260","0","0","1","0","0","0","11.5","33.5","0","0","0","0","0","0","0","2","0","0","0","0","7","0","3","14.5","9","4.5","7","19.5","0"
"C1I280","0","0","0","0","0","0.5","3.5","11","0.5","0","0","0","0","0","0","0","0","0","0","0","5.5","0.5","0.5","3","6.5","3.5","6","17.5","0"
"C1I290","0","0","0.5","0","0","0","3.5","6.5","0","0","0","0","0","0","0","0.5","0","0","0","0","5.5","1","9.5","12.5","4.5","1","2.5","20.5","0"
"C1I310","0","0","0.5","0","0","0","4.5","13","0","0","0","0","0","0","0","3","0","0","0","0","4","1","2","12.5","3","1","4","25","0"
"C1I320","0","0","2","0","0","0","12","49","0","0","0","0","0","0","1","7.5","0","0","0","0","7.5","1","9","14.5","16.5","14","14.5","16.5","0"
"C1I330","0","0","1","0","0","0","26","24","0.5","0","0","0","0","0","0","1","0","0","0","0","8.5","0","14","11","16","7.5","10.5","15.5","0"
"C1I340","0","0","0","0.5","0","0","2.5","14","0","0","0","0","0","0","0","0.5","0","0","0","0","3","1.5","14.5","19.5","5.5","1","3.5","22.5","0"
"C1I440","0","0","0","0","0","0","7","25","0","0","0","0","0","1.5","2","0","0","0","0","0.5","22","8","10.5","24","9.5","1.5","5.5","23.5","0"
"C1M390","0","0","0","0","0","0","22.5","14.5","0","0","0","0","0","0","0","1","0.5","0","0","0","3.5","0.5","1.5","24.5","7.5","4","3.5","19","0"
"C1M400","0","0","0","0","0","0","11.5","10","0","0","0","0","0","0","0","0","0","0.5","0","0","4.5","0","2","16.5","9.5","0.5","0.5","10","0"
"C1M480","0","0","0","0","0","0","8","17.5","0","0","0","0","0","0","0","0","1.5","0","0","0","3","0.5","9","12.5","5.5","2.5","2.5","14.5","0"
"C1M600","0","0","0","0","0","0","30","10.5","0","0","0","0","0","0","0","0","0","0","0","0","4","0.5","0.5","26","8.5","0.5","2.5","23","0"
"C1M610","0","0","0","0","0","0","6.5","19","0","0","0","0","0","0","0","1","0","0","0","0","5","0.5","5","15","6.5","1.5","3","19.5","0"
"C1M620","0","0","0","0","0","0","8","9.5","0","0","0","0","0","0","0","0.5","0.5","0","0","0","5.5","1.5","9","6.5","5","0.5","1.5","25.5","0"
"C1O850","0","0","0","0","0","0.5","2","6","0","0","0","0","0","0","0","0","0","0","0","0","2.5","0.5","1.5","6","8","0","0.5","4","0"
"C1O870","0","0","0","0","0","0","18.5","12","0","0","0","0","0","0","0","0","1.5","0","0","0","5","0.5","0.5","13","9","3","1","15","0"
"C1O880","0","0","0","0.5","0","0","0","7.5","0","0","0","0","0","0","0","0","0","0","0","0.5","6.5","0.5","0.5","6.5","12","1.5","1","8","0"
"C1R110","0","0","0","0","4","0","1","2.5","0","0","0","0","0","0","0","6.5","2.5","0","0","1.5","12.5","2","0","1.5","0.5","0.5","0","0","0"
"C1R120","0","0","0","0","0","0","0.5","1.5","0","0","0","0","0","0","0.5","1.5","0","0","0","1.5","15","2.5","0","0.5","0.5","2","0","0","0"
"C1R250","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","5","28","10","0","0","0","0","0","0","0"
"C1R290","0","0","0","0","3.5","0.5","0","4","0","0","1.5","1.5","2","3.5","3.5","0.5","0","0","0","17","32","4.5","0","0","0","0","0","0","0"
"C1S670","0.5","0","3","0","0","0.5","2.5","15","1","0","1.5","0.5","0","0.5","1.5","3","3.5","2.5","1","2","12","14.5","0.5","4.5","6.5","3.5","5","3","0.5"
"C1S800","0","0","0","0","0","4","2.5","0.5","0","0","0","3.5","2.5","9","9.5","0","0","0","0","2","27","7","0","0.5","1","0","0.5","1","0.5"
"C1S820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1.5","0","0","0.5","1.5"
"C1S880","0","0","0","0","7","3","24","6","0","0","8.5","4.5","14.5","7.5","34.5","5","0","0","0.5","60.5","54","35","0","0","6","0","0.5","3","4"
"C1T800","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","11","17","21","8","2.5","0"
"C1T810","0","3","9.5","0","0","1.5","25","23","3","0","1.5","0","0","0","0.5","0.5","1.5","2","1","0.5","5","2.5","29","25","26","32.5","12.5","30.5","0.5"
"C1T830","0","0","4.5","0","0","0","10.5","4.5","2","0","0","0.5","0","0","1.5","0","0.5","0","0","0","0.5","5","30.5","16","20","24","6","2","0"
"C1T920","0","0","3.5","0","0","0","1.5","12","0.5","0","1.5","0","0","0","4","1.5","0","0","0","0","1","0","8","8","10.5","3","5","5","1.5"
"C1T940","0","2","5","0.5","1","0","8","19","1","0","1","2","0","4.5","5.5","3","3.5","0.5","0","0","0.5","5","10.5","8.5","8","6","8.5","4.5","0"
"C1T950","1","24.5","7.5","0.5","2","0","39","24","1.5","0","9.5","4","1.5","1.5","22.5","33.5","19","8","1.5","0","1","7.5","15.5","16","25","17.5","8.5","8.5","2.5"
"C1T970","0.5","0.5","3.5","0.5","0","0","8.5","7.5","0.5","0","4.5","0.5","0","0.5","8.5","7.5","0.5","0","0","0","2","0","3","9","20","1.5","3.5","11","2"
"C1T980","0","21","14","0","0.5","0","37.5","38.5","11","0.5","0.5","0.5","0.5","1","2","9","18.5","18","3.5","0","1","2.5","22","23","35.5","49.5","30","0.5","0.5"
"C1T990","0","0","1","0.5","0","0","5","4","0","0","2","0.5","0.5","3.5","0.5","2","0","0","0.5","0.5","9.5","7","1","8","8.5","1","1.5","16","1.5"
"C1U501","21","16.5","8","0","0","0","14.5","11","0.5","0.5","3","0","0","0","5","7","6","5.5","2","0.5","0","0","11.5","43","28.5","14","6.5","6","0.5"
"C1U670","28","67","17.5","0","0","0","7","20.5","1.5","0","4.5","0","0","0","4.5","1","4","9.5","13.5","2.5","0","0","20","40","27","17","9.5","3","0"
"C1U690","39","78","18","1","0.5","0","9.5","24","2","0","7","1","0","0","4.5","1.5","6.5","11.5","15","5.5","0","0","22.5","35","26","18","10.5","2.5","2"
"C1V160","0","0","0.5","0","0","0","19.5","12.5","0","0","0","0","0","0","0","0","0","0","0","0","7.5","1","2.5","20.5","8","8.5","4.5","11.5","0"
"C1V170","0","0","0","1.5","1","0","0.5","0","0.5","0.5","3","2","0.5","0","0.5","0","0","0","0","1","20","13.5","14","16","8.5","3","4.5","8","8.5"
"C1V190","0","0","1.5","0","0","0","11","32.5","0.5","0","0","0","0","0","0.5","8.5","0.5","0","0","1","32","12","15","27.5","22","6","3.5","22","0"
"C1V200","0","0","0","0","0","0","9","10.5","0","0.5","0","0","0","0","0","0.5","0","0","0","0.5","13.5","4","3","9","12.5","10","4","9","0"
"C1V220","0","0","0.5","0","0","1.5","2.5","13","0","0","0","0","0","0","0","4","0","0","0.5","1.5","20","10","0","7.5","11","11","1","7","0"
"C1V300","0","0","0","0","0","5.5","0.5","6.5","0","0","0","0","0","0","0","4","0","0","0","2.5","23","5","0.5","7","5","1.5","1","2.5","0"
"C1V340","0","0","0","0","0","0","0","6.5","0","0","0","0","0","0","0","10.5","1","0.5","0.5","0.5","11.5","2.5","0.5","1","0.5","0","0.5","0","0"
"C1V390","0","0","0","0","0","4","4.5","2.5","0.5","0","0","0","0","0","0","3","0","0","0","1.5","10","3","0","2.5","0","2","0","0","0"
"C1X040","0","0","0","0","0","0","13.5","9.5","0.5","0","0","0","0","0","0","0","1.5","0","0","0","2.5","1","0.5","10","7.5","0.5","0.5","8.5","0"
"C1Z030","0","0","3","0","0","0","1","3","0","0","3","1","0","2.5","1","2.5","0.5","0","0","0","3.5","1","3","6.5","3","0.5","3","10.5","1"
"C1Z040","0","0.5","0.5","0.5","0","0","2.5","3","0","0.5","6.5","1.5","0","8.5","2","4.5","1","0","0.5","0","5.5","8","1","9.5","10","1.5","1.5","16","1.5"
"C0A9B0","0","0","5.5","1","0","0","23.5","1.5","1","0.5","0","0","0","0","5.5","9.5","0","0","0","0","0","0","45","42","31","12.5","4","22.5","0"
"C0R360","0","0","0","0","11","0.5","0","1","0","0","6","14.5","2","1","7.5","1.5","0","0","5","35","30","4.5","0","0","0","0","0","0.5","0"
"C0R370","0","0","0","0","4","0.5","0.5","5","0","0","13","6.5","4.5","1.5","23","2.5","0","0","12","57.5","33.5","6","0","0","0.5","0","0","1","0.5"
"C0R380","0","0","0","0","0.5","0","3.5","4","0","0","0","0","0","0","0.5","1","0","0","0","8","26","11.5","0","0","0","0","0","0","0"
"C0R400","0","0","0","0","0.5","0","1","1.5","0","0","0","0","0","0","0.5","0","0","0","0","3","20","1.5","0","0","0","0","0","0","0"
"C1A730","0","3","12.5","1","0","0","32.5","9","2.5","0","0","0","0","0","1.5","4","3.5","1","0","0","0","0","68","87","32","19.5","10.5","21.5","0"
"C1R300","0.5","0","0","0","7","7","11.5","4","0","0","8.5","4.5","12.5","4","30.5","3.5","0","0","1","91","48.5","14.5","0","0","5.5","0","0.5","3.5","5.5"
"C1R320","0","0","0","0","17.5","0","0","4","0","0","2.5","0","0","0","1","0","0","0","0","13.5","26","1.5","0","0","0","0","0","0","0"
"C1R330","0","0","0","0","0.5","0","0.5","1","0","0","0","0","0","0","2","0","0","0","0","3.5","22","4.5","0","0","0","0","0","0","0"
"C1R340","0","0","0","0","1","0.5","1","4.5","0","0","3.5","3","4","2","14.5","0.5","0","0","0","23.5","30.5","7","0","0.5","0","0","0","0","0.5"
"C1S620","0","0","0","0","2","9","6.5","2.5","0","0","0","2.5","2","10","11.5","2.5","0","0","0.5","14","40","19.5","0","0","0","0","0","0","0"
"C1S630","0","0","0","0","15","7.5","0","1.5","0","0","0","1","8","14","1","0","0","0","0","4","16","13.5","0","4","0","0","0","0","0"
"C1S660","0","0","1","0","0","0","2.5","10.5","0","0","0","0","0","0.5","0.5","2","0.5","0","1.5","1","14","11","0","2.5","10","3","1","1.5","0"
