"stno","2012-08-01","2012-08-02","2012-08-03","2012-08-04","2012-08-05","2012-08-06","2012-08-07","2012-08-08","2012-08-09","2012-08-10","2012-08-11","2012-08-12","2012-08-13","2012-08-14","2012-08-15","2012-08-16","2012-08-17","2012-08-18","2012-08-19","2012-08-20","2012-08-21","2012-08-22","2012-08-23","2012-08-24","2012-08-25","2012-08-26","2012-08-27","2012-08-28","2012-08-29","2012-08-30","2012-08-31"
"466880","77.5","160","5","0.5","2","4","-9998","0","10.5","0","14.5","29","-9998","0","0","-9998","36.5","0","0","0","0","22.5","24","0.2","0","23.5","5.5","6.5","0","5","69.5"
"466900","134.5","285.5","5.5","0","0","13","3","0","2","0","4.5","5","0","0","0","0","3","0","0","0","0","10","78","0","0","3.5","5.5","4","0","0","19.5"
"466910","223","456","12","0","-9998","42.5","7.5","-9998","2.5","0","1","0.5","1.5","0","4","1","2","0","0","0","0","14.5","50.5","7","1.5","30.5","4","36","-9998","32.5","0"
"466920","89","158","11.5","0","0.5","8","0.5","0","19","0","0.4","88","1.4","0","0","0","12.6","0","0","0","0","18.2","12.5","1","0","4.5","9.5","7.3","0","64","13"
"466930","184","353.5","6.5","0","0","45.5","10","0","4.5","-9998","1","13","0","0","2.5","-9998","5.5","0","0","0","0","15.5","58","2","4","27.5","13","39","-9998","0.5","0"
"466940","56.5","203.5","0.3","0.2","17.5","6.3","1.8","0.6","2.9","0","-9998","-9998","0","0","3.2","0.3","1.3","0","0","0","0","4.5","10","6.6","4.3","13.5","1","27.5","-9998","0.4","2.3"
"466950","43.5","85.5","0.3","0.4","0","31","6.5","0","0","0","0","0","0","0","0.3","0.5","1.5","0","0","0","0","0.3","6","0","0","0","0.5","22.5","39.5","0","2.4"
"466990","87","149.5","0","0","0","0","-9998","0","-9998","0","0","0","0","0","8.5","1.5","64","1","0","0","0","-9998","26","55.5","63","0","8","21","0","-9998","0.5"
"467060","179.5","177.2","0","17","0","2","0","0","6.6","-9998","1.8","0","0","0","4.2","2.2","1.3","0.4","0","0","0","3","3.1","26.8","5","1.3","0.9","48.9","0","0","0"
"467080","212","198.8","0.9","1.1","0","0","0","0","43.9","0","0.4","0","0","0","10.7","0","7","0","0","0","0","0.4","6.4","27.7","15.3","1","6.7","16.6","0","2.4","0"
"467110","0","3.2","0.3","-9998","0","0","0","0","0","0","0.9","0","0","0","0","4.2","0.7","0","0","0","0","0","0","0","22.3","0","0","-9998","7.1","0","0"
"467300","4.6","62.1","0","0","0","0","0","0","0","0","2","3","0","0","0","0","21","-9998","0","0","0","0","0","3","11","0","1","0","0","0","1"
"467350","0.9","87.3","-9998","2.5","0","0","0.1","0","0","-9998","52.4","4.4","0","0","0","4.8","8.9","0","0","0","0","0","0.4","3.6","8.7","0","-9998","0","0","0","1"
"467410","2.5","77","0","25.5","0","0","42","14","88.5","72","81.5","2.5","0","0","0","41","4.5","38","0.5","0.5","0","28.5","1","10.5","57","0.5","22","6","0","-9998","19.5"
"467420","3","80.5","0","76.5","0","0","14","3.5","165.5","56.5","55.5","1.5","0","0","0","-9998","3","16","1","1","0","39","1.5","10","52.5","0","10.5","6","31","0","30.5"
"467440","0.5","56.5","-9998","18.5","1","0","134.5","31.5","155","88.5","37.5","1","0","-9998","-9998","0.5","7","6.5","1.5","0","4","0","1.5","59.5","97","0","26.5","26.5","0","0.5","1"
"467480","8.5","173","16.9","10","0","0","14.5","0","7.2","27.6","7","0","2.3","0","1.5","49.2","72","2.6","48.7","22.5","0.9","59","0.8","2.5","1.7","109.5","0.9","5.7","2.5","2.3","50.5"
"467490","9.8","465.2","12.6","0","0","0.4","6.4","0","0.8","0.3","7.7","0","0","0","0","13.7","60.2","3.8","1.2","30","0.7","17.5","0","0.1","76.8","0","0","0.9","0.7","4.5","12.9"
"467530","52","578","29.5","1","8","0","17","1.4","4.2","2.5","17","12","0.5","0","0","83","27","30.5","11","5","0.5","0","8.4","22","7.4","1.6","7.5","30.5","0","20.5","20"
"467540","1.3","1.9","0.4","14.9","0","0","2.1","0.2","9.7","8.3","0.5","1.1","0","0","28","66.8","0","14.4","0","0","0.5","0","12.1","270","91.5","1","52.5","23.5","0.2","0","12.5"
"467550","84.5","345","11","0","1","0","12.5","1","0.5","1.5","1","1.5","0","0","4.5","1.5","18.5","3.5","0","0","2.5","0","29.5","93","16","0","9.5","55.5","0","2","0.5"
"467571","84","374.5","11.9","0.4","0","7.2","0","0","0","0","0","3.5","0","0","0","8.5","2.5","15.8","0","0","0","6.1","68.1","0","22.4","3.4","0","0","0","0","0.2"
"467590","1.3","9","0","3.4","4.8","0","18.5","0.5","85.5","71","25.5","18","0","-9998","19.8","31.5","3","6.5","0","0","3.5","0","5","615","57.5","1.5","43","53","1.5","0","5"
"467610","13.1","1.2","0","0","0","0","0","0","-9998","0","0","0","0","0","34","3.5","0","0.3","0","0","0","0","84","246.7","37.2","0","35.4","54.7","0","0","2.4"
"467620","54","0","0","0","0","0","0","1.5","7","3","2.5","1.5","0","2.5","22.5","7","5","15.5","0.5","0.5","0","0","100.5","84.5","16","1","4.5","56.3","0","8.5","3.5"
"467650","11.5","482.5","7.5","0","0","0","31.5","4.5","0","-9998","0.5","13.5","0","0","0","12","13.5","0","19","2","14","0","-9998","1.5","2","-9998","0","14.5","0.5","0","5"
"467660","9.5","2.8","0","0","0","0","0","0","0.4","-9998","0","0","0.4","0","37","25.5","-9998","0.5","0","0","0","0","40.6","221.5","50.4","0","66.7","36","0","8.6","42.2"
"467770","21.5","449","27","0","0","-9998","0.5","0","0","23.5","0","0.2","0","0","0","21","8","0.1","1","0","0","0","0.2","-9998","0.1","0","0.1","-9998","0","0","0.3"
"467780","1","33","1","1","0","0","23.5","2.5","32.5","86","41.5","1","0","0","0","-9998","4","0","0","-9998","0","0.5","0","3.5","22","0","2.5","0.5","3.5","0","4.5"
"467990","0.3","65","78.5","27","120","0.5","0","0","0","0","0","2","0","0","0","-9998","3","0","0","0","0.5","0","0.5","2","0.5","-9998","0","0","0","2.5","0"
"C0A520","107","176","2.5","0","1.5","7","0","0","4.5","0","19","7.5","6","0","0","3","62.5","4","0","0","0","19","22.5","1","0","7","15","1.5","0","13","44.5"
"C0A530","272.5","254.5","28","11","0.5","10.5","0","0","10","0","1","0","0.5","0","3.5","1","38.5","0","0","0","0","34.5","20","27.5","1","8.5","5.5","50.5","9","29","0"
"C0A540","363.5","305.5","21","1","0","6","0","0","11","0","17","0","0","0","19","0","11","0","0","0","0","9.5","20","14.5","1","25","3.5","61","1","41","0"
"C0A550","262","245.5","7","33","3.5","10.5","0","0","2.5","0","7","0","0","0","15.5","18","4","0","0","0","0","3.5","8","13","17","29","5","49.5","0","2","0.5"
"C0A560","337.5","352","1","7","0.5","1.5","2","0","22.5","0.5","2.5","19","0.5","0","8","0","2","0.5","0","0","0","31","40","94.5","18.5","50.5","12.5","40","7.5","13.5","10.5"
"C0A570","370.5","297.5","1","11","6","3.5","0","0","70.5","0","10.5","12","0","0","4.5","0","31.5","0","0","0","0","39.5","16.5","83","0","4","6.5","42","5","32","0"
