"stno","2011-05-01","2011-05-02","2011-05-03","2011-05-04","2011-05-05","2011-05-06","2011-05-07","2011-05-08","2011-05-09","2011-05-10","2011-05-11","2011-05-12","2011-05-13","2011-05-14","2011-05-15","2011-05-16","2011-05-17","2011-05-18","2011-05-19","2011-05-20","2011-05-21","2011-05-22","2011-05-23","2011-05-24","2011-05-25","2011-05-26","2011-05-27","2011-05-28","2011-05-29","2011-05-30","2011-05-31"
"466880","1.3","1.2","0.5","4.5","1.1","0","0.1","0","0","0","0","22.5","27.5","44","6.1","51","25.5","0","0","-9998","0.1","0.1","4.6","12.5","-9998","0","31.5","19.5","0","0","-9998"
"466900","0.5","1.2","3.5","6.6","0.8","0.2","0","0","0","0","0","44.9","54.4","30.1","13.3","81.3","10.5","0","0","0","0","0","6.7","3","0","0","7.5","45","0","0","0"
"466910","0.5","1.5","3","7","1","0","0","0","0","0","0","43.5","53","47.5","16","85.5","16","0","0","0","0","2","10","3.5","0.5","3","49","148.5","0","0","0"
"466920","1","1.6","0.2","3.5","0.9","0","-9998","0","0","0","0","21.2","32.5","30","9","54","18","0","0","0","0","0.2","2.4","9.1","0.1","1.3","31.5","5.5","0","0","-9998"
"466930","0.5","1.5","1.5","5","0.7","0","0.1","0","0","0","0","25.5","41","40.5","15.5","61","18","0","0","0","0","1.5","4","1.5","0","0.5","31","82","0","0","0"
"466940","1.4","1","3.5","7.3","2.8","0","0","0","0","0","0","42","21.5","77.1","7.4","78.5","19","0","0","0","-9998","0.5","7","20.5","0.1","5.5","65.9","45.3","0","0","0"
"466950","0.5","2.6","1.6","11.3","1.6","0","0","0","0","0","0","61","10.3","28.4","51.1","42.6","4.2","0","0","0","0","0","5","5.7","0","0","11.2","1.1","0","0","0"
"466990","0","0","0.7","0","0","0","0","2","6.5","15.5","0","1.5","6","6","2.5","11","42","0","0","0","0","0.5","0","5","1.5","2","58.5","15","1.7","0","2.5"
"467060","27.3","0.6","-9998","0.7","0.8","0.1","0","0","0.4","-9998","0","15.5","24","50.2","7.9","6.5","39.5","1","0","0.4","0","0","0.5","4.6","3.6","12","190.1","5.5","0","0","0"
"467080","8.9","0.2","0","0","0","0","0","0","0","0","0","11.8","10.8","58.9","2.3","12.4","26.3","0","0","0","-9998","0.4","0.2","8.7","0.5","27.8","151.1","3.9","0","0","0.3"
"467110","2","6.5","6","7.1","1.5","0","6.8","0.3","0","0","0","3","17.5","1.5","0.4","21.6","1.4","0","0","0","0","1.8","11.5","1.7","0","0","0","0","0","0","0"
