"stno","2010-10-01","2010-10-02","2010-10-03","2010-10-04","2010-10-05","2010-10-06","2010-10-07","2010-10-08","2010-10-09","2010-10-10","2010-10-11","2010-10-12","2010-10-13","2010-10-14","2010-10-15","2010-10-16","2010-10-17","2010-10-18","2010-10-19","2010-10-20","2010-10-21","2010-10-22","2010-10-23","2010-10-24","2010-10-25","2010-10-26","2010-10-27","2010-10-28","2010-10-29","2010-10-30","2010-10-31"
"466880","1.5","0","1","0","0","0","0","14.5","-9998","0.5","-9998","0","0","0.5","0","0.5","0","14.5","27.5","74.5","129.5","25","0","1","23","1.5","6.9","4","-9998","0.5","0"
"466900","120.5","0","1.2","0","0","0","0","2.8","0.5","1","0","0","0","0","0","0","0","10","17.5","46.5","128.5","23","0","0.3","10.5","30","10","6.5","0.5","3.3","0"
"466910","162","0","11","0.5","-9998","0","-9998","13.5","3.5","5.5","0","0","0","15.5","16","30","18","65","66","188.5","343","108.5","-9998","-9998","125","108.5","96.5","99.5","4","12.5","-9998"
"466920","17.5","0","3","0","0","0","0","1.4","-9998","0.8","8","0","0","7.6","0.1","0.1","-9998","14.8","48","81.5","115","31","-9998","0.8","5.5","0.9","4.7","3.5","-9998","1.2","-9998"
"466930","148.5","0","14","-9998","0","0","0","9.7","1.5","2","0","0","0","2","16.7","21.5","12","66.5","88.5","156.5","409.5","103","0","0","88.5","89.5","37","47.5","1","4","-9998"
"466940","45","0","6","0.2","0","0","0","9.6","2.1","9","0","0","-9998","22.5","26.5","35.6","0.8","-9998","39","79","158.5","53","1.8","0","3.5","2","6","4.5","1","0.7","0"
"466950","1.5","0.4","4.4","0","-9998","0","0","0.1","0","2.5","0","0","1.7","22.5","0","0.5","0","0","62.5","20.5","88","49","0.6","0.5","0","2","0.4","2.5","1.2","0.1","0"
"466990","0","0","0.3","0","0","4.7","24.5","14","0","0","-9998","0","0","6.5","77","143.5","71","78","106","3","59.2","27.5","1","0","13","0","0","0","0","0","0"
"467060","2.7","0","43","0.2","0.1","2.1","19.8","14.1","2.6","11.7","0.2","0","0","2.8","8.5","111.2","10.6","23.4","125.3","250.9","939.5","242.5","13.9","0","12.8","18","3.6","1.5","0.2","0","0"
"467080","1.6","0","16","0","-9998","-9998","9","1.4","2.1","19.3","-9998","0","0","7.6","1.2","74.2","12","12.1","110.5","112","356.5","147.5","1.1","0","2.1","10.4","1.6","1.6","0.5","0.5","0"
"467110","0","0","0.5","0","0","0","0","0.2","1.6","0","0","0","0","0","0","0","0","0","0","-9998","1.3","13.4","110.5","2.1","-9998","0","0","0","0","0","0"
"467300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","27.5","18.5","0","0","0","0","0","0","0","0"
"467350","0","0","0.2","0","0","0","-9998","0","0","0","0","0","0","0","0","0","0","0","0","0","4.8","18","26.2","3.7","0","0","0","0","0","0","0"
"467410","0","0","0","0","0","2.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.5","15","38","0","0","0","0","0","0","0","0"
"467420","0.5","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","16.5","35","0","0","0","0","0","0","0","0"
"467440","0","0","0","4","0","4","29.5","71.5","0","0","0","0","0","0","0","0","0","0","0.5","1.5","26.5","22.5","15.5","0","0","0","0","0","0","0","0"
"467480","0","0","1.2","0","0","-9998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7","11.9","-9998","0","0","0","0","0","0","0","0"
"467490","0","0","0","0","0","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0.3","0","1.3","0","0","0","0","0","0","0","0","0","0"
"467530","0","33.5","5.2","0","0","32","6.5","3","3","1.3","-9998","3","35","0","0","42.4","0","0","0","0","15","14","0.5","0","0","0","0","0","0","0","0"
"467540","0.7","0.2","19.9","6.3","0","22","5.5","64.5","0.1","0","0","17.6","1.6","15.5","0","19","62","12","9.5","6.1","99.5","91","0.5","0","0","0","0","2.5","0","0","0.1"
"467550","0","4.5","2","17.5","0","28.5","8.5","7.5","13","2.5","0","14.5","8","0","1.7","5","2","3","1","0.5","15.5","22.5","1.5","0","0","0","0","0","0","0","0"
"467571","0","0","0","0","0","0","0","0.1","0","0.4","0","0","0","0","0","0","0","-9998","0.8","9.3","42.1","9","0","0","6","0.1","8.5","2.6","0","1.1","0"
"467590","2","1.5","18.5","0","0","49","0.5","12.5","0","0","0","18.5","1.5","0","5","21","22","3.2","4.5","8","145.5","100","0","0","0","0","0","0.2","0","0","0"
"467610","3.1","0","2.1","16","0","23","13.5","8.5","1","0","0","0.4","1.4","4.5","0.8","90","22.5","49","31.5","0.8","48","91","9.9","0","2.4","0.8","0.5","5.5","1.9","0","0"
"467620","12.5","1.5","0","0","12.5","163.5","97.5","75","8.5","1.5","0","7","0.5","0","29","101","40","19.5","7.5","33.5","122","72","0.5","0","17.5","16.5","0","0","0","0","0"
"467650","0","0","0.5","0","0","0","0.5","-9998","0","0","0","0","0","2.5","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0"
"467660","0","0","13","0.3","0","32.7","23","36.1","2.5","-9998","0","4.9","1.6","0","0","129","61","26.5","12.5","3.2","83","67.5","6.2","0","0","0.8","0","0","0","0","0"
"467770","0","0","0.3","0","0","0","0","0.1","0","0","0","0","0","0","0","0","0","0","0","-9998","0.2","0.1","0","0","0","0","0","0","0","0","0"
"467780","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","12.5","105","0","0","0","0","0","0","0","0"
