"stno","2018-06-01","2018-06-02","2018-06-03","2018-06-04","2018-06-05","2018-06-06","2018-06-07","2018-06-08","2018-06-09","2018-06-10","2018-06-11","2018-06-12","2018-06-13","2018-06-14","2018-06-15","2018-06-16","2018-06-17","2018-06-18","2018-06-19","2018-06-20","2018-06-21","2018-06-22","2018-06-23","2018-06-24","2018-06-25","2018-06-26","2018-06-27","2018-06-28","2018-06-29","2018-06-30"
"466880","0.6","0","0","0","12.5","9","0","0","0","6","2","0","0","2.5","3","0.5","0","8.5","0","0","-9998","0.5","0","0","-9998","0","0","0","1","-9998"
"466900","1","0","0","0","10","0","0","0","0","0","6","0","0","1","22","0","0","2","0","0","0","0","0","0","0","0","0","-9998","0","0"
"466910","3","0","0","0","7","0.5","3.6","2.3","0.5","0","14.5","0","0.2","34.5","73","1.7","7.5","1.5","2.2","0","0","0.2","0","0","0","0","0","0","0","0"
"466920","1.2","0","0","0","4.5","30","0","0","0","13","8.5","0","0","2.3","4.3","0","0","5.9","0","0","2","1","0.1","0","0","0","0","-9998","15","32"
"466930","2.6","0","0","0","17.4","0","2","1.1","0.4","0.4","10.7","0","-9998","25.2","84.5","1.9","1.8","2.4","0.4","0","0","0","0","0","0","0","0","0","0.2","0"
"466940","9.5","0","1","0","1","2.5","0.5","7","0","7","16","0","0","6","27","1","29.5","4.5","0","0","17.5","95","19.5","0","0","0","0","0","0","0"
"466950","2.3","0","0","0","29","0","-9998","22.5","0","0","2","0","0","-9998","7","0","0","2.5","4","0","0","0","0","0","0","0","0","0","0","0"
"466990","3.5","0.5","0","13","-9998","9.5","12","0","1","41","0.5","-9998","1","5","12.5","7","2","3.5","-9998","0.5","0","-9998","10","0","0","0","0","0","0","0"
"467050","3.5","0","0","0","3.4","0","0","0","0","0","2.5","0","0","1.6","19.4","0","28.7","1.8","0","0","0.5","0","0","0","0","0","0","0","0.1","2.2"
"467060","1.5","-9998","3.5","3.5","1","90","5.5","5","0","4.5","0.5","0","2","92.5","38","0","0","62.5","-9998","-9998","1.5","16.5","-9998","0","0","0","0","0","0","0"
"467080","5.2","0","0","0.5","5.6","107","29","10.7","0","6.5","6.5","0","-9998","44.5","13.1","0","0","4","0.5","1.1","3.9","6","1.2","0","0","0","0","0","0","0"
"467110","1.9","0","0","0","0.2","0","0","0","0","2.4","0","0","0","0","0","0","6","50","19","2","14","1.5","12.5","0","0","0","0","0","0","0"
"467300","0","0","0","0","11.1","0","0","0","0","45.5","2.6","0","0","31","23.5","61.7","55.1","32.6","72.5","5.7","0","-9998","0.5","0","0","0","0","1.2","0","0"
"467350","-9998","0","0","0","3.6","0","0","0","0","0","-9998","0","0","9.5","3","9.8","32.5","19.2","35.3","2.3","0","1.2","0","0","0","0","0","0","0","0"
"467410","0","0","0","0","0","23","0","0","0","11","3","0","0","83.5","41","16.5","36","36.5","117","147.5","23","7.5","0.5","0","0","0","1","0","-9998","8.5"
"467420","0","0","0","0","0","26.5","0","0","0","6","4","0","0","71","28","7.5","34.5","40","104.5","138.5","14.5","23","4.5","0","0","0","1","0","-9998","0"
"467440","0","0","0","0","0","2","0","0","0","6","42.5","0","0","70.5","109","56","100.5","26","146.5","193.5","59","13","2","0","0","-9998","8.5","0","0","0"
"467480","-9998","0","0","0","0","0.5","0","-9998","0","4","50.5","0","0","64","1","29.5","1","16.5","115.5","106","14","2.5","0.1","0.1","3.5","0","6.5","9","0","4"
"467490","-9998","0","0","0","-9998","0","0","0","0","0","42","0","0","-9998","0.5","25","18.5","4","48.5","67","5","7","-9998","0","0","0","0","-9998","0","16.5"
"467530","22.5","11","4.6","47.5","47.6","7","29.5","13","4.7","23.5","52.5","0.5","2.5","49","1.5","55.5","23.5","24.5","191","66","7.5","27","8","11","27.5","1","5","4","19","25"
"467540","0","0","0","0","0","1","5.5","0","0","0","29.5","6","0","121","39.5","30.5","64.5","73","82.5","37.5","0","0","0","0","0","0","0","0","0","0"
"467550","3.5","7","7","16","7","5","0","0.5","0","1","34.5","0","0.5","21","6.5","67.5","23.5","32.5","113","43.5","0.5","11.5","1","10.5","0","0","0","0","10.5","5.5"
"467571","1","0","0","0","2.5","0","0","0","0","0","3","0","0","-9998","9.5","0.2","44.5","0.5","1","0","-9998","0","0","0","0","0","0","0","0","9"
"467590","0","0","0","0","0","0","0","0","-9998","12.5","5","0","0","55.5","60","89.5","89.5","30.5","50","67","2.5","17","-9998","0","0","0","0","-9998","0","9"
"467610","7.6","0.6","0","13.3","8.6","0","10.8","0","0","1.2","6.2","0.2","0.1","48.9","75.2","29.4","5.8","5.3","2","0.9","0","0","0","0","0","0","0","0","0","0"
"467620","4.9","0.3","0.9","4.4","4.4","0","8.8","1.4","0","4","8.9","140","13","24.1","25.9","72.9","62.7","9.4","23.5","4.9","1","0","0","0","0","0","0.1","0","0","0.5"
"467650","-9998","0","0","-9998","32","-9998","-9998","0","0","19","44.5","-9998","0","4","-9998","4","47.5","8","60","31.5","12","25.5","54.5","0","0","0","32.5","1","4.5","46.5"
"467660","3.7","0.1","0","1","0","-9998","0","0","1.2","-9998","-9998","1","0","53","69.7","11.5","23.1","30.5","8","3.4","-9998","0","0","0","0","0","0","0","0","0"
"467770","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1.5","4.5","11.5","10.5","25","10","0","0","0.5","0","0","0","0","0","0","5"
"467990","5.5","0","0","0","2","3.5","0","0","0","7.6","1.5","-9998","1.7","2","0","0","0.5","18.5","3","27.1","5.5","6.5","0","0","0","0","0","0","0","0"
"C0A520","0.5","0","0","0","20.5","13","0","0","0","3","2.5","0","0","1.5","6","0","0","8.5","0.5","0","0","1","0","0","3.5","0","0","0","0","4.5"
"C0A530","1","0","0","0","0.5","31","3.5","1.5","0","8","0.5","0","0.5","21","23","0","0","5.5","0.5","0.5","35","40.5","37.5","0","0","0","0","8","2","0"
"C0A540","1.5","0","0","0","0","42.5","33","13.5","0.5","35.5","0.5","0","1.5","20","29","0","0","3.5","2","0.5","8","72.5","29","0","0","0","0","5.5","0","0.5"
"C0A550","7.5","0","0.5","0","1.5","45","40.5","14","5","3","2","0","4","43","74.5","6.5","0.5","16.5","1.5","0.5","26","67","90.5","0","0","0","0","0","0","0"
"C0A560","1","0","15.5","0","12.5","65","1","0.5","0","54.5","8","0","0","22.5","31","0.5","6.5","14.5","2","2","44.5","7.5","50","0","0","0","0","3.5","7","0"
"C0A570","3.5","0.5","0","0","2.5","39","0","0","0","46","18.5","0.5","0","25","49","0","0","5.5","1","0.5","70","34.5","24.5","0.5","3.5","0","0","0","34.5","21.5"
"C0A640","1.5","0","0","0","1","20","0.5","1","0","1.5","2.5","0","0","10","25.5","0","0","11.5","0.5","0","112","53","21","0.5","0","0","0","0.5","7.5","0"
"C0A650","3","0.5","0","0","0","31.5","16","2","0","4.5","3","0.5","1","24.5","23.5","1","0.5","4.5","0.5","0.5","42","55","50.5","0","0","0","0","0","0","0"
"C0A660","22.5","0","3","0","0","7","2","26","0","1.5","27","0","0","9","23","5","72","4.5","0","0.5","26","54","124.5","0","0","0","0","0","0","0"
"C0A860","26","0.5","1","0","0.5","0.5","4.5","2.5","0","4.5","26","0","0","14.5","148","3","31","2","0","0","4","0","0","0","0","0","0","0","0","0"
"C0A870","11","0.5","0.5","0","1.5","0.5","1","0","0.5","16.5","9","0","0","23","105","2.5","12","3","0","0","2.5","2","0","0","0","0","0","0","0","0.5"
"C0A880","2","0","0","0","14","39","1","9","0","0.5","13","0","0.5","24","42.5","0","0","24","1","0.5","8.5","81.5","12","0","0","0","0","0","0","0"
"C0A890","2.5","0","0","0","0","11","0.5","7.5","0","5","10.5","0","1","22.5","44","2.5","66.5","10.5","0.5","0.5","25.5","61.5","67.5","0","0","0","0","0","0","0"
"C0A920","1","0","1.5","0","1","0","0.5","18.5","0","0","39","0","0","7","15","0","0","0","1.5","0","0","0","0","0","0","0","0","0","0","0"
"C0A940","20.5","0","3","0","1","0","0","14","0","0","48.5","0","0","4","6","0","0.5","1.5","0","0","7","0","4.5","0","0","0","0","0","0","0"
"C0A950","0.5","0","0","0","0","3.5","0","1","0","1","16.5","0","0","12","1.5","0","1","7.5","0","0","5.5","16.5","41.5","0","0","0","0","0","0","0"
"C0A970","0.5","0","1.5","0","0","12.5","0.5","1.5","0","0","12","0","0","18.5","40","0","3","3.5","3","0","3.5","127","5","0","0","0","0","0","0","0.5"
"C0A980","0","0","0","0","8.5","0.5","0","0","0","0.5","1.5","0","0","0.5","5.5","0","2","3.5","0","0","0","0","0","0","0","0","0","0","0","1.5"
"C0A9A0","0.5","0","0","0","2.5","5","0","0","0","6","3","0","0","0.5","3","0","0","4","0","0","2.5","0","0","0","0","0","0","0","1","32.5"
"C0A9C0","0","0","0","0","4.5","2","0","0","0","2","8.5","0","0","1","17.5","0","0","3","0","0","0.5","0","0","0","0","0","0","0","10.5","3.5"
"C0A9E0","0.5","0","0","0","7.5","11","0","0","0","1","3.5","0","0","0","2","0","0","5.5","0","0","0","0","0","0","0","0","0","0","5","1.5"
"C0A9F0","0","0","0","0","3","1","0.5","0","0","20","5","0","0","2.5","9","0","0.5","5","0","0","4","1","0","0","0","0","0","0","0","3.5"
"C0AC40","3.5","1","0","0","6.5","0","1.5","1","0.5","0","11.5","0","0","14.5","35","1.5","3","2","1","0","0.5","0.5","0.5","0","0","0","0","0","0","0"
"C0AC60","1","0","0","0","29.5","8.5","0","0","0","1.5","1.5","0","0","2","8","0.5","5","14","0","0","0","1","0","0","0","0","0","0","1","1"
"C0AC70","0.5","0","0","0","5","5","0","0","0","13.5","1.5","0","0","4.5","5.5","0.5","0","5.5","0","0","7","3.5","1.5","0","0","0","0","0","9.5","8.5"
"C0AC80","1.5","0","0","0","6","8","0","0","0","4","1.5","0","0","2.5","15","0.5","0","5.5","0","0","97","16.5","4.5","0","0","0","0","9.5","1","2"
"C0ACA0","0.5","0","0","0","18","19.5","0","0","0","0","1.5","0","0","0","5.5","0.5","0","4","0","0","0","0","0","0","0","0","0","0","0","8"
"C0AD00","3","0","0","0","0","0","0","2","0","0","29.5","0","0","2.5","27.5","0","1.5","0","0.5","0","0","0","0","0","0","0","0","0","0","0"
"C0AD10","0","0","0","0","2.5","1","0","0","0","0","6","0","0","0","22","0","0","1.5","0.5","0","0","0","0","0","0","0","0","0","0","0"
"C0AD30","0","0","0","0","14.5","13","0","0","0","0","2","0","0","0","3.5","0.5","0.5","3.5","0","0","0","0","0","0","0","0","0","0","0.5","0.5"
"C0AD40","1","0","0","0","10.5","25","0","0","0","31","3","0","0","4","3.5","0","0","11.5","0","0","0","2.5","0.5","0","1","0","0","0","2","0"
"C0AD50","1.5","0","0","0","17.5","0","0","0","0","4","2.5","0","0","1.5","13","0","8.5","15.5","0","0","0","0","0","0","0","0","0","0","4","10.5"
"C0C460","2","0","0","0","52","16","0.5","0","0","44","19","0","0","1","14","0","18","30.5","0","0","10.5","7.5","2.5","0","7","0","0","3.5","7","50"
