"stno","2016-04-01","2016-04-02","2016-04-03","2016-04-04","2016-04-05","2016-04-06","2016-04-07","2016-04-08","2016-04-09","2016-04-10","2016-04-11","2016-04-12","2016-04-13","2016-04-14","2016-04-15","2016-04-16","2016-04-17","2016-04-18","2016-04-19","2016-04-20","2016-04-21","2016-04-22","2016-04-23","2016-04-24","2016-04-25","2016-04-26","2016-04-27","2016-04-28","2016-04-29","2016-04-30"
"466880","0","0","-9998","0","0","0","0","-9998","0","6.5","16","2.5","48.5","22.5","8","0","6","12.5","0","0","0","0","0","1.5","1.5","4","25.5","4","0","0.5"
"466900","0","0","0","0","0","0","0","0","0","10.5","20.5","3.5","65.5","25","10.5","-9998","12.5","25.5","0","0","0","0","0","4","3.5","0","51.5","0","0","0.5"
"466910","0","0","0","0","0","0","0","0","0.6","15","19","4.8","76.5","31","12.6","0","16.4","26.7","-9998","0","0","0","0","4.7","2","-9998","47.5","22.4","0","1.2"
"466920","0","0","0","0","0","0","0","0","0","10","15","2","56.3","23","7.1","-9998","2.4","6.9","0","0","0","0","-9998","3.1","1.4","1.3","48.3","7","0","0.6"
"466930","0","0","0","0","0","0","0","0","0","6.9","12","2.3","60.2","31.6","9.4","0","1.5","14.9","0","0","0","0","0","4","1.6","0.5","45.9","36.2","0","1.3"
"466940","0","0","0","0","0","0","0","0.2","0.2","10.3","16.3","4.4","49.1","33","11","0.1","1.8","6.5","0","0","0","0","4.4","2","0.7","0.3","40","12.5","0","0.1"
"466950","0","0","0","0","0","0","0","0","0.2","9.3","2.4","0.4","32.2","23.8","19.3","0.1","0.2","8","0","0","0","0.2","0","2.3","0.1","0","33.9","3.6","0","0.2"
"466990","-9998","0","0","0","0","0","0","0","0","2","10","0","6.5","24","15.5","0","-9998","-9998","0","0","0","0.5","0","0.5","0","0.5","2","1.5","0","1"
"467050","0","0","0","0","0","0","0","0","-9998","17.4","11","3.2","52.6","20","3.6","0.3","0","22.5","0","0","0","0","0","6.5","10.7","0","23.7","0.5","0","0.6"
"467060","0","0","0","0","0","0","0","0.1","0","1.3","8.5","1.2","14.7","6.3","18.5","0.8","12.2","0.1","0","0.6","0","1.6","0","2.7","0","0","5.9","1","0","0.7"
"467080","0","0","0","0","0","0","0","-9998","0","8.4","25.6","0.8","25.5","8.6","9.8","-9998","4.2","0.7","0","0","0","1.7","0","2","-9998","0","5.8","8.6","0","0.7"
"467110","0","0","0","-9998","0","-9998","0","0","1","28.5","6.5","14","70","6.2","14.5","-9998","5.5","14","0","0","0.4","0","62.5","1","22.5","0.5","4","0","0","23.5"
"467300","0","0","0","0","0","0","0","0","0","22.4","60.6","1.6","44.6","67.2","63.5","0","0","1.4","0","0","0","0","0","16.8","0.3","0","0","0","0","0"
"467350","0","0","0","0","0","0","0","0","0","21.7","16.8","10.3","24.2","110.8","24.6","0","0","4.6","0","0","0","0","0","32.3","4","0","3.5","0","0","0"
"467410","0","0","0","0","0","0","0","0","0","16.5","16","2.5","10","35","47.5","0","0","14","0","0","0","0","0","4.5","0","0","0","0","0","0"
"467420","0","0","0","0","0","0","0","0","0","19","23.5","2","16","75.5","33.5","0","0","21.5","0","0","0","0","0","4.5","0","0","0","0","0","0"
"467440","0","0","0","0","0","0","0","0","0","17","40.5","0.5","23","49","43","0","0","6","0","0","0","0","0","0","0","0","0","0","3.5","0"
"467480","0","0","0","0","0","0","0","0","0","13","21","3.5","28.5","66.5","35.5","0","0","17","0","0","0","0","0","3.5","-9998","4.5","0.5","-9998","0","0"
"467490","0","0","0","0","0","0","0","0","0","14.5","9","12.5","27.6","23","26","0","0","16.1","0","0","0","0","0","38","0","0","15.2","1.5","0","-9998"
"467530","0","0","0","0","0","0","0","0","0","40.3","31.5","10","54.1","48.1","57.5","0","0","19.5","0","0","5.5","0.7","0","3.4","1.9","0","2","16.5","0","0"
"467540","0","0","0","0","0","0","0","0","0","0.5","28","0.2","12","46","12.5","0","0","0","0","0","0","0","0","6.5","0","0","0","10.9","2.5","0"
"467550","0","0","0","0","0","0","0","0","0","24.1","24.6","10","80","43.8","58.6","0","0","8.8","0","0","0","0","0","2.2","4","0","15","2","2.5","0"
"467571","0","0","0","0","0","0","0","0","0","17","3.5","12","97.5","18","6.5","0.5","0.1","18.5","0","-9998","0","0","0","4","0.5","0","50","57","0","-9998"
"467590","0","0","0","0","0","0","0","0","0","8.5","19.5","0","14.1","2","0.5","0","0","0","0","0","0","0","0","8","0.5","0","0","11","0","0"
"467610","0.1","0","0.6","0","0","0","0","0","0","3.7","52.2","0.2","2.6","14.7","10.8","0","0","1.5","0","0","0","0","0","0.1","0","0","0","1.3","0.2","1.9"
"467620","2","0","1.2","0","0","0.2","0","0","0","0.9","21.6","0","2.4","3","0.3","0","0","0","0","0","0","0","0","0.4","0","0","0","6.4","0.5","0"
"467650","0","0","0","0","0","0","20.5","0","0","34","11.5","2","27.5","22.5","45.5","0","0.5","15","0","0","0","12","0","4.5","0","18.5","25","0","0","0"
"467660","4.2","1.5","0","0","-9998","0","0","0","0","2.5","32","2","1.1","27.5","34.5","0","0","0","0","0","0","0","0","1.4","0","0","0","29","0","-9998"
"467770","0","0","0","0","0.5","0","0","0","0","23.2","13","22.5","14","34.1","11","0","0","12","0","0","0","0","0","25.5","0","0","13","0","0","4.5"
"467780","0","0","0","0","0","0","0","0","0","19","52","1","44.5","116.5","38","-9998","0","29","0","0","0","0","0","0.5","0","-9998","0","0","0","0"
"467990","0","0","8.5","4.1","0.1","0","0","4","23.5","28","3","3","13.5","3","8","1.5","22.5","20.5","0","0","0","0","7","31","10","18.5","2","0","0","0.1"
"C0A520","0","0","0","0","0","0","0","0","0","8","14.5","5","57","24","12.5","0","7","16.5","0","0","0","0","0","3","1","3","28","17","0","0.5"
"C0A530","0","0","0","0","0","0","0","0","0","4.5","7","1.5","38.5","20.5","11.5","0","0","14.5","0","0","0","24.5","13.5","3","9.5","0","35","31.5","0","1.5"
"C0A540","0","0","0","0","0","0","0","1.5","0","3","17","0.5","36.5","16.5","11.5","0","1","6.5","0","0","0","117.5","1","2","35","1","26.5","26","0","2"
"C0A550","0","0","0","0","0","0","0","1","0","2.5","12.5","0.5","41","22.5","20","0","3.5","6.5","0","0","0","123.5","0","4","15","0","43.5","40","0","1.5"
"C0A560","0","0","0","0","0","0","0","0","0.5","6.5","15","3","39.5","16.5","11","0","0","9","0","0","0","0.5","0","2.5","2","0.5","17","20.5","0","2.5"
"C0A570","0","0","0","0","0","0","0","0","0.5","4.5","11","1.5","33.5","9","5","0","0","15","0","0","0","20.5","1","2","3.5","2.5","86","28.5","0","3"
"C0A640","0","0","0","0","0","0","0","0","0","21.5","12.5","1.5","52","35.5","13.5","0.5","1","13","0","0","0","19.5","2","6","2.5","0","50","19.5","0","1.5"
"C0A650","0","0","0","0","0","0","0","0","0","14","12","1","49.5","29.5","16.5","0","1","17","0","0","0","24.5","47.5","5.5","3","0","88","20.5","0","1.5"
"C0A660","0","0","0","0","0","0","0","0.5","0.5","18.5","19","2.5","46","29","17.5","0","2","8.5","0","0","0","9.5","32","3","0.5","0","58","12","0","0"
"C0A860","0","0","0","0","0","0","0","0","0","3.5","33","6.5","39","30","14.5","0.5","4","18.5","0","0","0","0","0","1.5","2","0","34","27","0","0.5"
"C0A870","0","0","0","0","0","0","0","0","0","3","16.5","5.5","42.5","25","13","0.5","4","11","0.5","0","0","0","0","2.5","1","0","36","8","0","0.5"
"C0A880","0","0","0","0","0","0","0","0","0","1","12.5","0","39","27","16","0","13","4.5","0","0","0","119.5","2.5","3.5","1","0","82","22","0","0"
"C0A890","0","0","0","0","0","0","0","0.5","0","2.5","14","0.5","40","22.5","15.5","0.5","6","7.5","0","0","0","137","45.5","3","3","0","85.5","16.5","0","0.5"
"C0A920","0","0","0","0","0","0","0","0","1","10","34","5","64","22.5","7.5","0","11","31.5","0","0","0","0","0","4.5","2.5","0.5","65","1","0","1"
"C0A940","0","0","0","0","0","0","0","0","1","7.5","27","6.5","50.5","32.5","16.5","0","9","22","0","0","0","0","0","2","2","0","34","56.5","0","0.5"
"C0A950","0","0","0","0","0","0","0","0","0.5","7.5","5","0","30","18.5","11","0.5","1","1","0","0","0","40.5","53","1","0","0","22.5","16.5","0","0"
"C0A970","0","0","0","0","0","0","0","0","0","1.5","16.5","0.5","43.5","21.5","18","0.5","5.5","3.5","0","0","0","47","0","1.5","0.5","0","58.5","12.5","0","0.5"
"C0A980","0","0","0","0","0","0","0","0","0","5","12","3","55.5","17","7","0.5","0","13.5","0","0","0","0","0","6","2","0","56.5","5","0","0.5"
"C0A9A0","0","0","0","0","0","0","0","0","0","5","7.5","2","49.5","16.5","6.5","0","2","7.5","0","0","0","0","0","2.5","1.5","0.5","53.5","26.5","0","0.5"
"C0A9C0","0","0","0","0","0","0","0","0","0","3.5","14","3","58","17.5","8.5","0.5","0","10","0","0","0","0","0","4","1.5","0","56","5","0","0.5"
"C0A9E0","0","0","0","0","0","0","0","0","0","4.5","7","2.5","59","14","8","0","0","8.5","0","0","0","0","0","5","2","0","59.5","20","0","0"
"C0A9F0","0","0","0","0","0","0","0","0","0","6.5","8","2","51.5","19","8","0","1.5","8.5","0","0","0","0","0","3.5","1.5","1.5","59.5","22","0","0"
"C0AC40","0","0.5","0","0.5","0","0","0.5","0","0.5","10.5","18","5","61","32","14.5","0","19.5","18.5","0.5","0","0","0.5","0","5.5","2","1","42","26.5","0","1.5"
"C0AC60","0","0","0","0","0","0","0","0","0","8","13","8.5","49","17","11.5","0","4.5","17.5","0","0","0","0","0","2.5","0.5","0.5","27","11.5","0","0.5"
"C0AC70","0","0","0","0","0","0","0","0","0","9","16","1.5","49.5","26.5","11.5","0","1.5","8.5","0","0","0","0","0","2.5","0.5","13.5","62","6.5","0","0.5"
"C0AC80","0","0","0","0","0","0","0","0","0","15.5","11.5","1","51.5","36","10","0","3","8","0","0","0","0","1","4.5","0","1","40.5","9","0","1"
"C0ACA0","0","0","0","0","0","0","0","0","0","7.5","12","3","59.5","18.5","6.5","0","0","11.5","0","0","0","0","0","4","2.5","0","49.5","11.5","0","0.5"
"C0AD00","0","0","0","0","0","0","0","0","1","15.5","20.5","3","69","25","8.5","0","0.5","20.5","0","0","0","0","0","5.5","13","0","52.5","0","0","1"
"C0AD10","0","0","0","0","0","0","0","0","0","10.5","20.5","4","57","24","9.5","0.5","11","27.5","0","0","0","0","0","4.5","5","0","49","0","0","0.5"
