"stno","2014-09-01","2014-09-02","2014-09-03","2014-09-04","2014-09-05","2014-09-06","2014-09-07","2014-09-08","2014-09-09","2014-09-10","2014-09-11","2014-09-12","2014-09-13","2014-09-14","2014-09-15","2014-09-16","2014-09-17","2014-09-18","2014-09-19","2014-09-20","2014-09-21","2014-09-22","2014-09-23","2014-09-24","2014-09-25","2014-09-26","2014-09-27","2014-09-28","2014-09-29","2014-09-30"
"466880","0","0","0","0","0","0","0","0","0.5","0","0","0","0","-9998","0","0","0","0","0","0","79.5","85.5","8.5","7.5","1","0","0","0","0","2.5"
"466900","0","0","0","15.5","0","0","0","0","0","0","0","0","0","-9998","0","0","0","0","0","0","22","32.5","0","0.5","0","0","0","0","0","-9998"
"466910","0","0","0","130","2.5","5.5","0","0","0","1.5","0","1","0","19.5","0","0","0","0","-9998","0","69.5","114","0.5","2.5","2","0.5","0","0","0","10"
"466920","0","0","0","0","0","0","0","0","4","0.4","0","0","0","0","0","0","0","0","0","0","67.5","97.5","15","13.5","0","0","0","0","0","1"
"466930","0","0","0","80.5","3","4.5","0","0","0","0","0","0","0","9","0","0","0","0","0","0","68","50.5","0.5","3.5","1.5","0.5","0","0","0","10.5"
"466940","0","0","0","0","0.7","1.1","0","0","0","0","0","0.5","0","21.6","0.1","0","0","0","4.7","0.1","47.3","46","0.9","14.7","2","1.5","0","0","0","0.2"
"466950","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5","0.5","0","0","0","1.7","10.5","33.5","13.5","6","3","0","0","0","0","0","0"
"466990","0","0","0","0","0","4.5","0.5","2","0","0","0","0","0","10","0","0","0","0","0","3.5","152.5","0.5","4","0","0","0","0","0","0","0"
"467050","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","24.5","0","0","0","0","0","0","0","0"
"467060","0","0","0","0","17.4","0","0.4","0","0","0","0.3","0","0","12.3","0","0","0","-9998","0.7","0","69.9","68.7","73.7","2","103.3","0.5","0","0","0","0"
"467080","0","0","0","0","21.3","0","25.8","1.4","0","0","0","0","0","35.7","0","0","0","0","0","0","70.2","9.3","3.5","4.5","147.1","29.8","0","0","0","0"
"467110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0","0","0","0","0","0","0","1.4"
"467300","26.1","0","0","0","0","0","0","0","0","0.3","0","0","0","0","0","0","0","0","0","5.9","2.9","0","0","8.5","0","0","0","0","0","0"
"467350","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0","0","0","0.3","0","0","3.8","1.1","-9998","0","12.4","0","0","0","0","0","0"
"467410","0","0","0","0","0","-9998","0.5","0.3","0.5","0","1","38","2","0","0","0","0.2","0","0","26.5","18","1","-9998","0","0","0","0","0","0","0"
"467420","0","0","0","0","-9998","0","0","-9998","0","0","0","0","-9998","0","0","0","0","0","0","14.5","17.5","1","0","0","0","0","0","0","0","0"
"467440","2","0","0","0","0","0","2.5","0","2","2.5","14","0","1","0","0","0","0","0","-9998","5","109.5","0.5","33","0","0","0","0","-9998","0","0"
"467480","0","0","0","0","0.3","0","0","-9998","-9998","5","0","65.1","0","-9998","0","13.5","0","0","0","5.4","9.5","7","0","-9998","0","0","0","0","0","0"
